"","miR200c","miR200b","miR200a","miR101","KLF8","SNAI2","miR141","CLDN7","GRHL2","miR34a","TGFbeta","OVOL2","FOXC2","TWIST1","SNAI1","TCF3","miR205","NP63","GSC","TWIST2","ZEB1","ZEB2","CDH1"
"miR205",0.360943429264072,0.289613699553878,-4.85666859697675e-05,0.0435552816147322,0.0430233334327433,0.104761798922568,0.337423716778672,0.337423716778672,0.294629764826072,0.32791076851756,-0.043237381583329,0.122228136882865,-0.143739154002354,-0.0352675378758891,0.141156811255586,0.0346538893441153,-0.166205974954266,-0.168098750695025,0.0426850882965491,0.0795189472849704,-0.338783327218294,-0.395625045047741,-0.284618825517415
"miR200c",0.306079587875224,0.2561549995464,0.0134737887301575,0.00795537311561296,0.00761856968634168,-0.02581872553714,0.280124718105959,0.280124718105959,0.253071071747138,0.184096665186566,0.0590159402062357,0.102582318386769,0.050177200977432,0.0547375242470529,0.02025853481886,-0.0551146483430643,-0.139927224125363,-0.141153454798902,-0.0593556820478865,0.0717261785343733,-0.280973524353601,-0.34178979280964,-0.214164666424839
"miR200b",0.330623779069543,0.210046273828994,-0.0124488921524538,0.0465053205853142,0.0460766616753325,0.170566503852568,0.324346446984697,0.324346446984697,0.288638267633481,0.296404381416974,-0.136925569556663,0.122369530725059,-0.150277667224121,-0.10390780213897,0.0979773286971335,0.103403491092932,-0.165292682665411,-0.166781930932694,0.136474474201695,0.00236335830558076,-0.325451926170754,-0.34031823551686,-0.238653756222018
"miR141",0.330623779069543,0.210046273828994,-0.0124488921524538,0.0465053205853142,0.0460766616753325,0.170566503852568,0.324346446984697,0.324346446984697,0.288638267633481,0.296404381416974,-0.136925569556663,0.122369530725059,-0.150277667224121,-0.10390780213897,0.0979773286971335,0.103403491092932,-0.165292682665411,-0.166781930932694,0.136474474201695,0.00236335830558076,-0.325451926170754,-0.34031823551686,-0.238653756222018
"NP63",0.118930175457678,0.150845856176071,0.0534564526088876,0.00954939628920839,0.00949456872190755,0.0197393017625141,0.0550039495914561,0.0550039495914561,0.124361097198311,0.0440178765028865,0.00218911036710182,-0.0488166790845362,0.0169191087915518,0.0587134803113501,0.0133576996879754,-0.058993969484468,0.0677065817503619,-0.0329651723339029,-0.00236369914207059,-0.00214237418222572,-0.0554039645199182,-0.231632955388157,-0.111446335519598
"GSC",0.168412164062447,0.159276619574176,0.0227688431808861,0.0698492091554385,0.0696718765496235,-0.0518496894559769,0.138530309620736,0.138530309620736,0.12537287184915,0.0370782310188605,-0.0252251808660332,0.0890170358582226,-0.100600993507572,-0.0122409782706306,-0.0634278004910411,0.0121387549125932,-0.102547721638189,-0.103024742270769,0.0250882707560773,0.0283203711067948,-0.138893507207463,-0.21102580400246,-0.101351596460629
"TWIST1",0.174349149547705,0.0871255706024463,-0.0262368806604953,0.010524583205564,0.0103383560482668,0.098258175518168,0.18545774685433,0.18545774685433,0.168567693064743,0.146452945204697,-0.0275808895718423,0.103910383755504,-0.0250509167454661,-0.0987876428723214,0.0309350689122924,-0.00144845473647552,-0.127223504398101,-0.127840206417112,0.0274107389430997,-0.0496221916502526,-0.185931236026519,-0.157858302893347,0.0169343501702306
"TWIST2",0.0450281492671784,0.0462643867852637,0.102639035996757,-0.0708217335164737,-0.0708165194349776,-0.0656025247398938,-0.0588068736873049,-0.0588068736873049,-0.0557752346036264,0.0210415341192736,0.0260854706819946,-0.0477615138838686,-0.00431989944283767,0.0389367765765518,0.0812873558675045,-0.0390920848420862,0.0495317330963399,0.0493177762642704,-0.0261566940039486,0.0831161453461609,0.0587081880253523,-0.150335660677593,0.0837538811287838
"CDH1",0.106227148301206,0.0724622846270268,0.0328497491164741,-0.00971704466519875,-0.00979145183416773,-0.00173587419062588,0.0699532077037548,0.0699532077037548,0.06336464819729,0.0563557585920829,-0.00537055892660474,0.0386986234574559,-0.00286708615023699,0.0517126413973059,0.0252269095914461,-0.0520897994318344,-0.0465167127418949,-0.0475696146422545,0.00513527443696749,0.027889811159695,-0.0705917342796159,-0.144078445579695,-0.0614893699443086
"KLF8",0.104985189190321,0.071682779546192,0.0329792525451305,-0.00979145183416773,-0.0106110018267173,-0.00217060669918959,0.068771918159813,0.068771918159813,0.062510835256992,0.055407414221222,-0.00513527443696749,0.0383281581623651,-0.00238318627569251,0.0520897994318344,0.0249352925544394,-0.0529610482217667,-0.0447826086956522,-0.0465167127418949,0.00462775223287106,0.0276090700030414,-0.0699532077037548,-0.143408231155611,0.0392563259595753
"miR34a",0.177021748574307,0.0529189196349321,-0.135363961060857,-0.00611480986951305,-0.00632704865254931,0.103987024658621,0.195182428179767,0.195182428179767,0.176435857755679,0.171839842305093,-0.0529814715195629,0.108702353242217,-0.13401074687631,-0.0364937467833208,0.128407141654608,0.0362441660317442,-0.133278715987149,-0.133965604552252,0.052782954663732,0.052941744444862,-0.195709529266571,-0.0506413115217769,-0.0582786507939641
"TGFbeta",-0.064693076874141,0.0546261487850081,0.0616429492195781,-0.0420200404505569,-0.0419320970113452,-0.094971468898613,-0.122959783894589,-0.122959783894589,-0.115017434027517,-0.121031920482255,-0.0620914137522578,-0.0914860329015439,0.103786465485395,0.0659852275560237,-0.0188654151854117,-0.0656902623846035,0.101042163918281,0.101510956504816,-0.0377726192968336,0.0566450826609316,0.123257755730504,0.0044177100105678,0.0427449649796131
"OVOL2",-0.140258426696967,-0.0753603310449213,0.0949875025640237,-0.059870707953052,-0.059673302734974,-0.0633076156476153,-0.129541619148945,-0.129541619148945,-0.0846244470448062,-0.104092238506795,0.0300002289474645,-0.0891670782850932,-0.0550945457114907,-0.0242285727822104,0.0348954632984084,0.0243184943705853,0.0358011808550943,0.0362236141138806,-0.0298707095471117,0.0477335013605112,0.129844196970684,0.0575565211748862,-0.0164027489148245
"SNAI1",0.0423802537114147,-0.00295715249664102,-0.123401821293543,-0.011544001746933,-0.0116772148660854,0.0974280064939997,0.155519515224844,0.155519515224844,0.144650875495867,0.145231823037816,-0.0464624940427819,0.106516343808785,-0.111548323936802,-0.0189757635385574,-0.0664669557215005,0.0188567153112519,-0.122167586895995,-0.12256944918465,0.0463331067297642,0.0157230463848426,-0.155793999746001,0.0770498702648895,-0.113935528508888
"TCF3",-0.104985189190321,-0.071682779546192,-0.0329792525451305,0.00979145183416773,0.0106110018267173,0.00217060669918959,-0.068771918159813,-0.068771918159813,-0.062510835256992,-0.055407414221222,0.00513527443696749,-0.0383281581623651,0.00238318627569251,-0.0520897994318344,-0.0249352925544394,0.0529610482217667,0.0447826086956522,0.0465167127418949,-0.00462775223287106,-0.0276090700030414,0.0699532077037548,0.143408231155611,-0.0392563259595753
"CLDN7",-0.104985189190321,-0.071682779546192,-0.0329792525451305,0.00979145183416773,0.0106110018267173,0.00217060669918959,-0.068771918159813,-0.068771918159813,-0.062510835256992,-0.055407414221222,0.00513527443696749,-0.0383281581623651,0.00238318627569251,-0.0520897994318344,-0.0249352925544394,0.0529610482217667,0.0447826086956522,0.0465167127418949,-0.00462775223287106,-0.0276090700030414,0.0699532077037548,0.143408231155611,-0.0392563259595753
"SNAI2",-0.106878945171835,-0.0727794376703087,-0.0327592994792052,0.00952766517784139,0.00971704466519875,-0.0984543383453075,-0.0705917342796159,-0.0705917342796159,-0.0638153106425616,-0.0568968416812174,0.00557954309120671,-0.0388871467254614,0.00320953010527372,-0.0515788909439145,-0.0253636049478113,0.0517126413973059,0.0475696146422545,0.048142035357916,-0.00537055892660474,-0.0278470219005497,0.0709813141743454,0.144539437306582,0.0618135566545012
"GRHL2",-0.208824406494597,-0.190154592500839,0.0989208916432415,0.0487180353583116,0.0490516768037977,0.00927662280704086,-0.18287404218155,-0.18287404218155,-0.121199089646738,-0.181005314351277,0.143719642600277,-0.109308335639147,0.120718986687749,0.0286587939893778,-0.108456671454749,-0.0284015536864701,0.0616662693062425,0.0626538250623561,-0.143424183141417,-0.0484948552102381,0.183589159209632,0.167716321057492,0.176067664263524
"ZEB2",-0.312128090459777,-0.275354257007416,-0.22512111177246,-0.104882922918508,-0.104734762985329,-0.0992142668086906,-0.0911820067042171,-0.0911820067042171,-0.0826137567606516,-0.0676478702646162,-0.0612813123441528,-0.0420900253013552,-0.0279819574309054,-0.0127341257013246,0.0119172932625112,0.0130345137702352,0.0551340896125042,0.0558003430987143,0.0614814490529201,0.0791250739314013,0.0916334734186736,0.232127339246404,0.267819113240696
"FOXC2",-0.384339764647535,-0.297472110933702,0.212205953838363,-0.0293024703449057,-0.0286879863232019,-0.103140767841593,-0.354535861422374,-0.354535861422374,-0.299464407345975,-0.348902092621813,0.0983047379803769,-0.12676122674518,0.172298463420784,0.0545543313816357,-0.161307480789744,-0.05382201952945,0.170550841947487,0.172746558943963,-0.0976805589115436,-0.0936829426685454,0.356114269580954,0.243465769194806,0.291104224216032
"ZEB1",-0.385964136655922,-0.298319364242778,0.21241759195696,-0.0296603086196403,-0.0293024703449057,-0.103606022329687,-0.356114269580954,-0.356114269580954,-0.300622107658346,-0.350233346825935,0.0987833753845294,-0.127214459870459,0.17310720895309,0.0550513056675732,-0.161657332539475,-0.0545543313816357,0.172746558943963,0.174195001293658,-0.0983047379803769,-0.0936908943224894,0.257042882623709,0.244511229820921,0.291982700725624
"miR101",-0.220923865727533,-0.193882309467919,-0.0586207838382625,-0.0312808452280616,0.0689623958597444,0.0408893642273487,-0.153246387824676,-0.153246387824676,-0.136773931165949,-0.0782481591219303,0.0142031655048856,-0.0806959985041257,-0.0569457938684768,0.0128743915195594,-0.0241573319039589,-0.0127554517205568,0.0977096554152043,0.0983710033051896,-0.0139960706185363,-0.0106413666575741,0.153735494973419,0.296500303497505,0.131857944729253
"miR200a",-0.330623779069543,-0.210046273828994,0.0124488921524538,-0.0465053205853142,-0.0460766616753325,-0.170566503852568,-0.324346446984697,-0.324346446984697,-0.288638267633481,-0.296404381416974,0.136925569556663,-0.122369530725059,0.150277667224121,0.10390780213897,-0.0979773286971335,-0.103403491092932,0.165292682665411,0.166781930932694,-0.136474474201695,-0.00236335830558076,0.325451926170754,0.34031823551686,0.238653756222018
