"","ZEB2","KLF8","miR141","ZEB1","SNAI2","TWIST1","miR200a","CDH1","TGFbeta","miR200b","NP63","miR205","GSC","miR200c","TCF3","OVOL2","GRHL2","CLDN7","SNAI1","FOXC2","miR34a","miR101","TWIST2"
"TWIST2",-0.135606947784943,0.0487098783938508,0.241634937843084,0.241573272756607,-0.0549153644662177,-0.216548508749075,0.19155845113863,0.0182768879050213,0.115043300327946,0.103931941000321,0,0,-0.115261882247046,-0.19155845113863,0.216559907520857,-0.189459843131634,-0.238235696101945,-0.241634937843084,-0.155112260127876,-0.193401798776477,-0.204990030933441,-0.0484848038759361,0.00487020973232018
"GSC",-0.131234069194233,0.105471613265072,-0.0673436188509488,-0.0673860924557754,0.00555960623467139,-0.196127705246851,0.0329540580426058,0.0186751347902407,0.0211234105847063,0.0264852108344364,0,0,-0.0211998113157085,-0.0329540580426058,0.196170830726023,0.0784992897101864,0.0703712108860846,0.0673436188509488,-0.105058900275364,-0.0385859776456432,-0.0263618599192847,-0.105398536641797,-0.0118757154375894
"ZEB2",-0.0912875285355924,-0.0773315522772937,-0.0413252420757767,-0.0412881722150465,-0.03049405905218,-0.0252484819726983,-0.0238184648854438,-0.0197337128203483,-0.0142491600505497,-0.0112848004271843,0,0,0.0144283593805536,0.0238184648854438,0.025529385410112,0.0391463951890729,0.0404470048089943,0.0413252420757767,0.0495475464948361,0.0550547096399255,0.0638637774499043,0.0775711935114957,0.0800927148967301
"KLF8",-0.0409753705454622,0.020969556703664,0.0724219228168269,0.0722646613605127,-0.0128164911941428,-0.114382325499362,0.0573198318234489,-0.0522916244398168,0.0352078055844171,0.0322072559064108,0,0,-0.035080925033393,-0.0573198318234489,0.115495587842054,-0.057404326502826,-0.0719339869014929,-0.0724219228168269,-0.0672570121302554,-0.0864627738614446,-0.0666288473707038,-0.0205076285260452,-0.00481719410015317
"CLDN7",-0.0409753705454622,0.020969556703664,0.0724219228168269,0.0722646613605127,-0.0128164911941428,-0.114382325499362,0.0573198318234489,-0.0522916244398168,0.0352078055844171,0.0322072559064108,0,0,-0.035080925033393,-0.0573198318234489,0.115495587842054,-0.057404326502826,-0.0719339869014929,-0.0724219228168269,-0.0672570121302554,-0.0864627738614446,-0.0666288473707038,-0.0205076285260452,-0.00481719410015317
"miR34a",-0.0210665236365724,-0.0610566704561718,-0.109169810327551,-0.109215262385149,-0.0990131590423802,-0.116169553838434,-0.0971331280225275,-0.0247614175670958,-0.0632841404042364,-0.093991795408824,0,0,0.0632672453526763,0.0971331280225275,0.116272692887193,0.104028641242863,0.111444234429756,0.109169810327551,0.00276057225961409,0.0307575037816497,0.0642462123318731,0.0610028904930495,0.235454261880411
"OVOL2",-0.0207314984888982,-0.0641820462625364,0.222500864251137,0.222458065861443,-0.0547631805153693,-0.0363602786159763,0.221650180511058,-0.0351508608620134,-0.132732857324601,0.0654564027186295,-0.186889225233431,0.186890305625397,0.132585425666752,-0.221650180511058,0.0363944488195588,0.0475679155171588,-0.0534465019507597,-0.222500864251137,0.0366987412172515,0.0539409680475846,-0.165810484973969,0.0643531307848706,0.0317506416555672
"FOXC2",-0.00838603707165494,-0.0960757205032444,-0.193000717937724,-0.193009645104794,-0.0939285897554655,-0.045714267634419,-0.192137905267993,-0.194250684495955,-0.102868137397823,-0.212585177074647,0,0,0.103027710133681,0.192137905267993,0.0458325641643874,0.129845644544673,0.194090880350141,0.193000717937724,0.101490469089154,0.112331223193574,0.208005900560017,0.0958412238152961,0.198372630574032
"miR141",-0.00689505186102383,-0.0227129825289382,-0.210292279534426,-0.210275986382683,0.0532107432941678,-0.0353403010605529,-0.102988766333599,-0.0696749484471138,-0.150846797288503,-0.0476331070941459,0,0,0.1509547420208,0.102988766333599,0.0356257322391027,0.140376193573394,0.209069870849371,0.210292279534426,0.0748805052624806,0.0829454383009847,0.204873988918605,0.0228192467125051,0.0602202849788067
"miR200c",-0.00211094613699238,-0.0389998147098531,-0.229022655490672,-0.228991631544203,0.0389634586440141,-0.0450097163883458,-0.115600428717537,-0.143049443287676,-0.179150438124683,-0.0901542158835096,0,0,0.17924588399324,0.115600428717537,0.0448514721598234,0.154389899125186,0.22534029021047,0.229022655490672,0.088636701695111,0.10334722843847,0.226506931058195,0.038558548184872,0.0790967213446735
"miR200a",-0.00142059674270795,-0.0616800273056738,-0.182648852040467,-0.182674519334308,-0.14648202643399,-0.0108391366193566,-0.0893874217434358,-0.124147492128937,0.0207457100847507,-0.132272546704312,0,0,-0.0206866245470723,0.0893874217434358,0.010677934554787,0.122348470797806,0.18456430799724,0.182648852040467,-0.0113006684705812,-0.03347897248495,0.103930252245236,0.061327014085689,0.138061570534197
"TGFbeta",0.00129891779414018,-0.0181528982387298,0.122895678323595,0.122863256517615,-0.074919953761107,0.0263125019863048,0.0623777857705069,0.0340620883480735,-0.0565070935592758,-0.0504666382301409,0,0,-0.0436540685454753,-0.0623777857705069,-0.0263351916148756,-0.117562664267134,-0.12297607701522,-0.122895678323595,-0.0363727112106184,-0.0744990505331534,-0.129281592505038,0.0182560759744978,0.0387235795126063
"miR205",0.00169732976925321,0.0924644637199095,0.206066279293032,0.206062552631252,0.0815052689863712,0.0399721840691124,0.102661400180011,0.150914626880686,0.079444543895121,0.112652918108541,0,0,-0.0795524632729975,-0.102661400180011,-0.0397497879569259,-0.138868771694539,-0.205030965879309,-0.206066279293032,-0.115085436856297,-0.124950958977982,-0.221986663985387,-0.0919124892534223,-0.194771504842294
"miR200b",0.00689505186102383,0.0227129825289382,0.210292279534426,0.210275986382683,-0.0532107432941678,0.0353403010605529,0.102988766333599,0.0696749484471138,0.150846797288503,0.0476331070941459,0,0,-0.1509547420208,-0.102988766333599,-0.0356257322391027,-0.140376193573394,-0.209069870849371,-0.210292279534426,-0.0748805052624806,-0.0829454383009847,-0.204873988918605,-0.0228192467125051,-0.0602202849788067
"ZEB1",0.00836811633180603,0.0958412238152961,0.193009645104794,0.0930179160049495,0.0939263132076227,0.0455706438685918,0.192165101755196,0.194247747175118,0.10282125700229,0.212602105041872,0,0,-0.102868137397823,-0.192165101755196,-0.045714267634419,-0.129851253204444,-0.194098812391433,-0.193009645104794,-0.101547125242956,-0.112258929315582,-0.208004066034242,-0.0958272629791155,-0.198334462635101
"miR101",0.00898385034189563,-0.0402390399404219,0.206575360554058,0.206557233267548,-0.0349288327583512,0.00655712791433252,0.100127491266533,0.0952558756083176,0.0629808525544984,0.0773812216498183,0,0,-0.0631510560440891,-0.100127491266533,-0.00680482822968667,-0.154504798209521,-0.205933858927947,-0.206575360554058,-0.0489640934012646,-0.131749128417553,-0.148672811886953,-0.0598008356477431,-0.0957382048463744
"GRHL2",0.0230798636301598,0.0286883245032913,0.0582269922258994,0.0582857300825572,0.0167659718281825,0.0209633893036718,0.0639400032041269,0.115474346090266,0.14694731781043,0.0821670172920604,0.186385612021517,-0.186387347620385,-0.146930133489183,-0.0639400032041269,-0.0209980733894571,-0.170616851621616,-0.0990755491066644,-0.0582269922258994,-0.0837563511392001,-0.0961343233917258,-0.0753482484536728,-0.0286575132880089,-0.0418500217713275
"NP63",0.0408746096408921,-0.010647124612322,-0.075487988559962,-0.0755568630557023,-0.0318852546097825,-0.138763778028702,-0.0617481766821748,0.0128967330584049,-0.13993635682425,-0.133672844335517,-0.193682862375492,0.0936828623754921,0.139997976391886,0.0617481766821748,0.139241731579695,0.182419671093212,-0.00733500537589554,0.075487988559962,-0.0404949682743844,-0.0477545924577063,0.0683417082866097,0.0110884865290938,0.0437882449858952
"CDH1",0.0409130250176405,-0.0205076285260452,-0.0722646613605127,-0.0721266882813065,0.0128217289352098,0.114111409164701,-0.0572030664369554,-0.0476259415784324,-0.0349029587239306,-0.0321051954688821,0,0,0.0352078055844171,0.0572030664369554,-0.114382325499362,0.0573041377752228,0.0717943901089727,0.0722646613605127,0.0674418398297666,0.0857040666507391,0.0663109665760019,0.0202132349444723,0.00472595322424077
"SNAI2",0.0409230155504213,-0.0202132349444723,-0.0721266882813065,-0.07209429470449,-0.0871187872396409,0.114227023963395,-0.0570967648014022,-0.0475251336780495,-0.034825828485861,-0.0320300208411256,0,0,0.0349029587239306,0.0570967648014022,-0.114111409164701,0.0572174372348567,0.0716717414688038,0.0721266882813065,0.0673051444734014,0.0857715370210623,0.0662636650692758,0.0202721992537228,0.00463211712962395
"TCF3",0.0409753705454622,-0.020969556703664,-0.0724219228168269,-0.0722646613605127,0.0128164911941428,0.114382325499362,-0.0573198318234489,0.0522916244398168,-0.0352078055844171,-0.0322072559064108,0,0,0.035080925033393,0.0573198318234489,-0.115495587842054,0.057404326502826,0.0719339869014929,0.0724219228168269,0.0672570121302554,0.0864627738614446,0.0666288473707038,0.0205076285260452,0.00481719410015317
"TWIST1",0.0852187113887968,-0.0925705608454806,-0.209034220422063,-0.209033109814153,-0.118924215169249,-0.0294146446140371,-0.15907969780788,-0.185274793913698,-0.112371262589748,-0.138975041979477,0,0,0.11248751651841,0.15907969780788,-0.0705240843802198,0.167137237049895,0.2083415642953,0.209034220422063,0.0223609279890697,0.203633555511864,0.163375154406411,0.0923723832823675,0.176375583778878
"SNAI1",0.093065461109996,-0.0567372670417645,-0.142604598351705,-0.142599116382365,0.0353448135505092,-0.000656062865238672,-0.122459554012673,-0.00206461986652111,-0.0759029905796729,-0.0698735243533638,0,0,0.0759746122144806,0.122459554012673,0.000749564262650268,0.131299006998274,0.142056376693456,0.142604598351705,-0.0554003585223888,0.129630706669767,0.145304481677704,0.0567144929019563,0.0610639709221553
