"","miR200c","miR200a","miR141","miR34a","TGFbeta","GSC","OVOL2","miR101","SNAI2","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","miR200b","miR205","NP63","CDH1","ZEB2","GRHL2","CLDN7","ZEB1"
"miR200c",0.311314181199295,0.311314181199295,0.319947816251491,0.27653115776956,0.22239654146211,0.221859090321305,0.122287383331843,-0.074880616960372,-0.0960237702148691,0.0956621911795786,0.032815459608256,-0.122089334279164,-0.0958322667522896,0.0749994887589383,-0.050629797411203,0.0520637512684714,-0.163993399002607,-0.164459011229371,-0.0404510490262612,-0.301287158105423,-0.284036561897307,-0.319947816251491,-0.320635030144862
"miR200a",0.311314181199295,0.311314181199295,0.319947816251491,0.27653115776956,0.22239654146211,0.221859090321305,0.122287383331843,-0.074880616960372,-0.0960237702148691,0.0956621911795786,0.032815459608256,-0.122089334279164,-0.0958322667522896,0.0749994887589383,-0.050629797411203,0.0520637512684714,-0.163993399002607,-0.164459011229371,-0.0404510490262612,-0.301287158105423,-0.284036561897307,-0.319947816251491,-0.320635030144862
"GSC",0.143930417283233,0.143930417283233,0.093641867477805,-0.0253375414408159,0.046082243559359,0.0460168445336212,0.0680628746024398,0.18660127391075,0.0964490315794877,-0.059739403942786,-0.166622586865032,-0.0125632972140377,0.0598176687012833,-0.186544761322083,-0.0369267058941602,-0.0597943743002445,-0.0729987895872872,-0.0728666031469339,-0.0791365367059434,-0.214085310042665,-0.082878507860701,-0.093641867477805,-0.0938513395743359
"miR200b",-0.00288428254623943,-0.00288428254623943,-0.194630595736707,-0.09464536737399,0.0820941333163724,0.0822145769124092,-0.0663479852859515,-0.0818504595736178,-0.0651243379001636,0.0725742310541456,0.116540073825261,-0.139025222281523,-0.0725904991524049,0.0818342497829042,0.0717969481046295,-0.134184137283512,0.0921227852854235,0.0922827284167546,-0.0981384640091151,-0.185798858587562,0.183079966336881,0.194630595736707,0.194698223476133
"TWIST2",0.220205287748629,0.220205287748629,0.266243220925757,0.233788882311214,0.105102029656735,0.104621476898264,0.141280215475759,-0.121812834803267,-0.109558317056175,0.0388421035570699,0.146674093181378,-0.0891811538397531,-0.0390230590591145,0.12187540378122,0.0405511581342707,0.0720303106240644,-0.180188992590415,-0.18079320668418,-0.0772344145183956,-0.170222882355593,-0.244900584143704,-0.266243220925757,-0.266684777382672
"TWIST1",0.212051056038501,0.212051056038501,0.257011983152957,0.225303319914721,0.106110170388287,0.105632933910248,0.135675038351079,-0.128809050321196,-0.133397041888436,-0.00463755917219223,0.136310726631443,-0.0690446599697574,-0.0955462538450372,0.12885685194446,0.050495322775776,0.0936635447021583,-0.172943618017321,-0.173521039652956,0.107902795110803,-0.145410869688453,-0.235365680434344,-0.257011983152957,-0.257450673277308
"FOXC2",0.313199331771114,0.313199331771114,0.30097673656096,0.266419985509847,0.117554263901554,0.116925742717459,0.108171384926481,0.00668665162834513,-0.0311090003040437,0.0232312240349538,-0.116523228779552,0.0760152590463171,-0.023377686405391,-0.00655827752910339,-0.120309631483998,0.218583499344506,-0.144400563095921,-0.144996930675211,0.0575970190769504,-0.135605161131164,-0.25731516589706,-0.30097673656096,-0.301695586061677
"miR101",0.199649200034322,0.199649200034322,0.259796835373743,0.222292987693264,0.095268410196797,0.0949397413893115,0.121609374286526,-0.155132488246778,-0.0790815799124832,0.186168394144284,0.106630069398076,-0.160745873434368,-0.186274239653488,0.0551803389525757,-0.0793385920603567,0.0698568073312318,-0.159871720056123,-0.160228637965004,-0.0119074795601959,-0.135574556197399,-0.236290725932676,-0.259796835373743,-0.260156744407724
"GRHL2",0.271627821741777,0.271627821741777,0.269763925853435,0.248135429227564,0.18633592484205,0.185620281012053,0.123357851602749,-0.00251624106196617,-0.0126394768763144,0.0390376142226841,-0.0252939253970999,-0.0408546538913067,-0.0392659511207707,0.00263156303916587,-0.0538597784162253,0.1675729904972,-0.0887646731987493,-0.0897175169774951,0.00799096398833945,-0.0718540738793628,-0.171152251085316,-0.269763925853435,-0.270344535373335
"OVOL2",0.14380186795575,0.14380186795575,0.136722610781572,0.150318378352322,0.0732604467054022,0.0733644755854727,-0.0132875107711492,-0.0978924663130476,-0.0924350730068854,0.0320843272828089,0.0607831417719603,-0.086524912115817,-0.031998002557969,0.0979154969218233,0.0677975924400781,0.0911834265405276,-0.0580806100051985,-0.0577921453502216,-0.0872823127184484,-0.0551237845797276,-0.0531387396481115,-0.136722610781572,-0.136794484902677
"miR34a",0.111874530888546,0.111874530888546,0.0895827307661125,-0.041119336120952,0.0236919411378211,0.0237100429787783,0.0628019482745213,0.152904838997128,0.126565136113594,-0.023930824628962,-0.19031526738049,0.148355033417927,0.0239851497767815,-0.152864504024786,-0.205116816478309,-0.0264187237786917,-0.0682916905161018,-0.0681232798210765,0.0273832174373567,-0.04484973628801,-0.0806829870829525,-0.0895827307661125,-0.0896686375346616
"CDH1",0.0142921296122553,0.0142921296122553,-0.015414488711719,0.00315879450996033,0.00448218928028203,0.00424690479064478,-0.0141670858251107,-0.0310603128910991,-0.0342342521923814,-0.0529458819816024,0.0273626956828459,-0.00477162067188932,0.0529830665765559,0.0310764883626141,0.0348211636514206,-0.00770922795115244,0.0142236324034515,0.0139154659935901,-0.0971565951424502,-0.0431001132533558,0.0148916762312903,0.015414488711719,0.0152765156325128
"KLF8",0.014162626183599,0.014162626183599,-0.015527863249992,0.0030581322583047,0.00424690479064478,0.00430128216965511,-0.0141274763281513,-0.0310764883626141,-0.0342436801263021,-0.0531878955343614,0.0274407340448618,-0.00463421700380879,0.0529458819816024,0.0307933710924606,0.0349474971719148,-0.00769295744661889,0.0138768115942029,0.0142236324034515,0.00291257360085801,-0.0429821020756933,0.0150312730238105,0.015527863249992,0.015414488711719
"CLDN7",0.014162626183599,0.014162626183599,-0.015527863249992,0.0030581322583047,0.00424690479064478,0.00430128216965511,-0.0141274763281513,-0.0310764883626141,-0.0342436801263021,-0.0531878955343614,0.0274407340448618,-0.00463421700380879,0.0529458819816024,0.0307933710924606,0.0349474971719148,-0.00769295744661889,0.0138768115942029,0.0142236324034515,0.00291257360085801,-0.0429821020756933,0.0150312730238105,0.015527863249992,0.015414488711719
"TGFbeta",0.0304519631421781,0.0304519631421781,0.0680892859558186,0.107938035154875,0.118004265380759,0.217675425183194,0.0645772051155826,-0.0611375715409798,-0.0762114482572558,0.0444958583689614,0.041744689654283,-0.0962091224550761,-0.0446796443603847,0.0611382640090051,0.0491393396856266,0.114373179221894,-0.0651688513045696,-0.0657030568101569,-0.0172985503151185,0.00279594882352421,-0.0657903076278051,-0.0680892859558186,-0.0682129691415955
"TCF3",-0.014162626183599,-0.014162626183599,0.015527863249992,-0.0030581322583047,-0.00424690479064478,-0.00430128216965511,0.0141274763281513,0.0310764883626141,0.0342436801263021,0.0531878955343614,-0.0274407340448618,0.00463421700380879,-0.0529458819816024,-0.0307933710924606,-0.0349474971719148,0.00769295744661889,-0.0138768115942029,-0.0142236324034515,-0.00291257360085801,0.0429821020756933,-0.0150312730238105,-0.015527863249992,-0.015414488711719
"SNAI2",-0.0144217430099913,-0.0144217430099913,0.0152765156325128,-0.0032360920941224,-0.00450933567692105,-0.00448218928028203,0.0140934911803813,0.0310277090965723,-0.0657709498151411,0.0529830665765559,-0.0273720461795354,0.00470669635327641,-0.0529921344039045,-0.0310603128910991,-0.0347858812798447,0.00769083759157252,-0.0139154659935901,-0.0138801983665588,0.0971411967869945,0.0431434055620728,-0.0148032551186104,-0.0152765156325128,-0.0152362379047251
"ZEB1",-0.313963800302306,-0.313963800302306,-0.301695586061677,-0.266904911823062,-0.118491185757652,-0.117554263901554,-0.108140136679187,-0.00680201222204805,0.0311817300167074,-0.023377686405391,0.116807453817795,-0.0756335203447692,0.0237652902922467,0.00668665162834513,0.120770827412751,-0.218597349499508,0.144996930675211,0.146295930560255,-0.0574069635398286,0.136290944936368,0.257887406018836,0.301695586061677,0.202366074308364
"NP63",-0.0786983193643273,-0.0786983193643273,-0.0296072129845716,-0.027170564673207,-0.109759604910791,-0.109388175850318,-0.0801271177078751,0.0196511630321625,0.018285376711583,0.0453421742539868,-0.0250506607178108,0.00995872922910005,-0.0452726129390536,-0.0196813181941779,-0.00562947886716852,-0.0494716663545144,0.111822893630336,0.0122366941462436,0.127944590723684,0.16959830286437,-0.0567652952899499,0.0296072129845716,0.0299380141340632
"miR205",0.00478634495143618,0.00478634495143618,0.196869499076064,0.188290424061087,0.0274101645032544,0.0274720594405659,0.069536031413028,-0.0111223787973905,-0.0423434445724562,0.000279370260604393,-0.11182311681219,0.0961414382706552,-0.000205238223208899,0.0111436567246701,-0.0820120180383898,0.200848959966067,-0.0937545559611596,-0.0936554577548372,0.0896946285332205,0.183497896669975,-0.182470837097875,-0.196869499076064,-0.196859561311316
"miR141",0.00288428254623943,0.00288428254623943,0.194630595736707,0.09464536737399,-0.0820941333163724,-0.0822145769124092,0.0663479852859515,0.0818504595736178,0.0651243379001636,-0.0725742310541456,-0.116540073825261,0.139025222281523,0.0725904991524049,-0.0818342497829042,-0.0717969481046295,0.134184137283512,-0.0921227852854235,-0.0922827284167546,0.0981384640091151,0.185798858587562,-0.183079966336881,-0.194630595736707,-0.194698223476133
"SNAI1",-0.0800346210471275,-0.0800346210471275,0.0458094293855244,0.126584749506758,0.000247888373177984,0.000632927843138856,0.0559239197041521,-0.141079705345387,-0.0692951678965564,0.145604660632001,-0.00197631670932674,-0.128903220852187,-0.145412037534601,0.141051315664256,-0.0280950182078908,0.100844950241566,-0.0539456907857324,-0.053443362924914,0.117916509714611,0.220721863514845,-0.0488152256877536,-0.0458094293855244,-0.0454699333406495
"ZEB2",-0.425097212130278,-0.425097212130278,-0.295490548968354,-0.239654074557918,-0.162998451209048,-0.161077754610141,-0.136555147023232,-0.0824538148244239,-0.0725893474805512,-0.0578354398920622,0.00232720880670752,0.0478290930558399,0.0586261911869783,0.08223604955351,0.157581346528588,0.159450551557942,0.178498029346147,0.181077824821821,0.188450319191811,0.26569099773187,0.26575126971905,0.295490548968354,0.29699421053771
