"","SNAI1","ZEB2","KLF8","TWIST1","FOXC2","NP63","ZEB1","miR141","CLDN7","miR200a","SNAI2","miR200b","GSC","TGFbeta","miR34a","CDH1","miR200c","GRHL2","miR205","OVOL2","TWIST2","TCF3","miR101"
"ZEB2",-0.101218717760651,-0.0853468605889522,-0.0848365146321495,-0.077766098109089,-0.0673831487700104,-0.0279783979495888,-0.0185839992223409,-0.017771162739706,-0.017771162739706,-0.0177635604480029,-0.0152347579694954,0.00837082453530294,0.00848733162182942,0.00898921290689183,0.0102890646807323,0.0124184447992605,0.0177635604480029,0.0190145812118102,0.0259951317580797,0.0293830003703649,0.0519823840784,0.0772643688480437,0.0864961047561464
"SNAI1",0.282690014189114,-0.0495025831200594,0.189868958948588,0.28998802483204,0.191308607553672,0.120608411357799,0.123480218916505,0.123939082913478,0.123939082913478,0.0935240756647711,-0.0661401810872476,-0.0444181710900967,-0.0273421597698167,-0.0275300933783176,-0.145492914193328,-0.0816217825710139,-0.0935240756647711,-0.131115165038082,-0.12176621581749,-0.114412453407289,0.0900881086218481,-0.289623727037753,-0.188840378963001
"GRHL2",0.0834827235587993,-0.0485914644742915,-0.0705029579649012,-0.00423685859197566,0.0934538563059612,-0.0255575513988674,-0.1157297087445,-0.116414255884359,-0.116414255884359,-0.0984323418010252,-0.0815249030528242,0.0740182472896047,-0.109302313030836,-0.108606625186803,-0.126198499271814,0.0358347031195239,0.0984323418010252,0.0863635950393964,0.0275760528828044,-0.131391906503635,0.0893973649887582,0.00341022121409255,0.0687678463842858
"TCF3",0.186820655720993,-0.0248164940494428,0.0855020485222709,0.193504672773545,0.0711284508398867,0.00640676049258608,0.0225351047397246,0.023555475584182,0.023555475584182,0.0235580398327379,0.0239587976802891,0.00664233106242516,-0.0116755119753292,-0.0131437012086081,-0.0534519016385038,-0.21552410740936,-0.0235580398327379,-0.0243091738473203,-0.00923913043478261,5.64319114471502e-05,-0.00719903310330648,-0.1909393291143,-0.0831328039983549
"KLF8",0.186820655720993,-0.0248164940494428,0.0855020485222709,0.193504672773545,0.0711284508398867,0.00640676049258608,0.0225351047397246,0.023555475584182,0.023555475584182,0.0235580398327379,0.0239587976802891,0.00664233106242516,-0.0116755119753292,-0.0131437012086081,-0.0534519016385038,-0.21552410740936,-0.0235580398327379,-0.0243091738473203,-0.00923913043478261,5.64319114471502e-05,-0.00719903310330648,-0.1909393291143,-0.0831328039983549
"CLDN7",0.186820655720993,-0.0248164940494428,0.0855020485222709,0.193504672773545,0.0711284508398867,0.00640676049258608,0.0225351047397246,0.023555475584182,0.023555475584182,0.0235580398327379,0.0239587976802891,0.00664233106242516,-0.0116755119753292,-0.0131437012086081,-0.0534519016385038,-0.21552410740936,-0.0235580398327379,-0.0243091738473203,-0.00923913043478261,5.64319114471502e-05,-0.00719903310330648,-0.1909393291143,-0.0831328039983549
"SNAI2",0.187227707254563,-0.0242378456377253,0.0854006051047572,0.193762738082133,0.0716613828578336,0.00798605586654938,0.0229252170902932,0.023269891603404,0.023269891603404,0.023593363742176,-0.0767131957523985,0.00719196411470487,-0.0122209768188133,-0.0127298640319987,-0.0541913135961963,-0.1159288562715,-0.023593363742176,-0.0240208195030242,-0.00894913337394201,0.000348402065027942,-0.00808351158311462,-0.192883158829322,-0.0844301219442702
"miR200c",-0.0557030330543353,-0.0218843899729296,0.0392005252035401,-0.062177289036061,-0.0351663659618584,-0.0686662900267142,-0.0179462958160333,-0.0184312960727062,-0.0184312960727062,-0.000452630108774941,0.136006567378909,0.0854765035204168,0.078644009444314,0.0792132758746385,-0.0244732523597679,-0.0922865274452888,0.000452630108774941,0.0268401164085851,0.0701413211267675,0.0788193078140245,-0.0479608547017542,0.0615664958923249,-0.0405603465356247
"miR200a",0.165269462537657,-0.0208404081466691,0.0529060630976963,0.108650723368381,0.0999259057048202,-0.0384513879817249,0.0189411578007516,0.0189967330717647,0.0189967330717647,0.0211698906747005,-0.0547064201427226,0.00905953570025316,-0.110777160031205,-0.109878378102289,-0.102005155386582,-0.0720571581592925,-0.0211698906747005,-0.00955784325400376,0.038611331113056,0.0520465618860609,0.0648298392614764,-0.109447860183088,-0.0530141283691203
"miR205",0.132084912522476,-0.018037049549425,0.0843084193151784,0.0336874243748879,0.118233267777539,-0.0518425026298796,0.00365137163436181,0.00335261758161712,0.00335261758161712,0.0108618058725685,0.0627469895993076,0.0124016514718401,-0.014262793974762,-0.013237559884935,-0.0168132193894261,-0.0701444763768018,-0.0108618058725685,0.00608602674492267,0.0529821320025879,0.0638435577322862,0.0285452046501195,-0.0346676146471172,-0.0853285081818159
"miR101",-0.330263068242906,-0.0173161065751127,-0.271880339055631,-0.244945870136126,-0.170192995216166,0.0347351953628664,-0.00312583507013192,-0.00213245976938376,-0.00213245976938376,0.00556726961250991,0.0555795512084174,0.0146814091000711,-0.0141103238530587,-0.0145052294865427,0.0972194983760226,0.0488882820386623,-0.00556726961250991,-0.00231542429018886,-0.0372572402925326,-0.0513321078555556,-0.0654883037761678,0.245014615157568,0.174235657129906
"miR200b",0.0887414596272377,-0.00116010132023594,-0.0199743795380164,0.094387908157083,0.059726387223553,0.0800746693313463,0.0304868283125203,0.0315052618933756,0.0315052618933756,0.0182663588944914,-0.12658218861797,-0.0506946914605533,-0.107970502836075,-0.108086401390752,0.0251564039907653,0.020421446249778,-0.0182663588944914,-0.0394195662101903,-0.082587553639148,-0.0901759620586799,0.0387221607159835,-0.0943036098297393,0.0222887774343458
"miR34a",-0.175457419272577,0.00564042977519187,-0.116295942806778,-0.0655974451993628,-0.139129147461451,0.03637020051998,0.0114554002054099,0.0121666892114852,0.0121666892114852,0.0445510548676137,-0.0831734596017553,-0.0620939457179908,0.00976212975845888,0.0091237381673674,0.0709498465136741,0.0431597468208645,-0.0445510548676137,-0.0147309682323211,-0.0383627450352789,-0.0498012280842367,-0.0399255297651143,0.0661902978994801,0.118172479377153
"OVOL2",-0.0882012273575413,0.00623132657693026,0.0991830486081705,-0.0191205881152641,-0.0943216872662992,-0.224632475839076,0.0785741658576514,0.0784925092474741,0.0784925092474741,0.0847921682474742,0.113535902113621,0.0193242035775423,0.183901743802616,0.183801848520429,0.114150072594144,-0.159156105443589,-0.0847921682474742,0.0539110137878799,0.224830187568891,0.108282359178529,-0.128363793856622,0.0192464783389891,-0.0994407720873278
"GSC",0.16888112933428,0.0189359360576646,0.111078623095937,0.00776374049317134,0.0111637883607499,-0.100698198829722,-0.0972890631986927,-0.0979691235305177,-0.0979691235305177,-0.063332038979233,-0.0418120186041087,0.019413147405976,0.0288444568518674,0.0289141343185414,-0.114384066846522,-0.0640392454264717,0.063332038979233,0.107191076323246,0.102376391898555,0.0974456170967226,0.0649714520978159,-0.00757526617679005,-0.112596668150111
"FOXC2",-0.105076427690717,0.0192944693013717,-0.0831017944099382,-0.0138223590156107,-0.0983521321643133,0.0605289218365527,0.00492576740087906,0.00584271498990629,0.00584271498990629,-0.00333382052567491,-0.0745621678772879,-0.0229587477418726,0.00209889888500134,0.00112952165288271,0.0206547083523585,0.0901997009240873,0.00333382052567491,-0.017904564699128,-0.0630770378571544,-0.0710042945985232,-0.0226138773211784,0.0146617010615774,0.0854039699230067
"ZEB1",-0.105509375132691,0.0200317436830431,-0.0854039699230067,-0.0145440834622987,-0.0984352363418184,0.0618710301248617,-0.0946158793080752,0.00492576740087906,0.00492576740087906,-0.00333629293360244,-0.0754719482862757,-0.0217476286322495,0.00112952165288271,0.00167996610190086,0.0198426249425866,0.08949289449897,0.00333629293360244,-0.0168057881220682,-0.0605289218365527,-0.070384404154344,-0.0241668353364455,0.0138223590156107,0.0841996641072162
"miR141",-0.165269462537657,0.0208404081466691,-0.0529060630976963,-0.108650723368381,-0.0999259057048202,0.0384513879817249,-0.0189411578007516,-0.0189967330717647,-0.0189967330717647,-0.0211698906747005,0.0547064201427226,-0.00905953570025316,0.110777160031205,0.109878378102289,0.102005155386582,0.0720571581592925,0.0211698906747005,0.00955784325400376,-0.038611331113056,-0.0520465618860609,-0.0648298392614764,0.109447860183088,0.0530141283691203
"CDH1",-0.1867508319234,0.0235718101190026,-0.0831328039983549,-0.192883158829322,-0.0713494915233206,-0.00894913337394201,-0.023269891603404,-0.0225351047397246,-0.0225351047397246,-0.0236875432613942,-0.0225288943689892,-0.00828861029386569,0.0131437012086081,0.0122209768188133,0.0547393188570468,0.116519947809591,0.0236875432613942,0.023085267084992,0.00640676049258608,-0.000832312057769292,0.00947303647220036,0.193504672773545,0.0854006051047572
"TWIST1",0.295654786314287,0.0251175819286304,0.0867553465987973,0.225155456906918,0.0408595862283949,0.0886096589023355,0.0817755160089972,0.0815535178279261,0.0815535178279261,0.0181564021434872,0.00764970420956195,-0.0444005977205722,0.0081276903181288,0.0079136702823439,-0.0640554297273209,0.118501540482739,-0.0181564021434872,-0.0879001352656816,-0.0880636615734016,-0.0873852178684921,-0.0297188943973148,-0.324769041097364,-0.0872582595102149
"TGFbeta",-0.125584054582794,0.04751297290254,-0.0155112663417162,-0.0855454253561385,-0.0736371855218596,-0.111868392733057,-0.111043796798395,-0.110437732033693,-0.110437732033693,-0.0831209985657108,0.0868535598070668,0.115372109476289,0.0324034536287038,-0.0675587536405325,0.0531042015472863,-0.0351461123512588,0.0831209985657108,0.117707609202865,0.11056285989032,0.106220049211679,-0.108633400060761,0.0853956738075714,0.0168110288251836
"TWIST2",-0.298663176283902,0.0731976455727391,-0.097307611654391,-0.289392871887084,-0.0799754844696952,0.0228996705224367,-0.00414977565597772,-0.00396413468883671,-0.00396413468883671,-0.0385367367070932,0.0535023620528891,-0.0125472042085716,0.0200633086449035,0.0196842695866887,0.104141562146014,0.107983861281609,0.0385367367070932,0.00201834762493815,-0.0234628049044437,-0.0375082665625455,-0.103529583204133,0.289629396401568,0.0978933268091189
"NP63",0.11097156119659,0.077491090337274,0.0576514932481683,0.156361845423107,0.0241455819907446,0.0485831063390058,0.0901450324595926,0.0893080207305713,0.0893080207305713,0.0361509766370608,0.0377026329587369,0.0239851214767697,0.0162306121530294,0.0174048072474271,0.0643603461784017,-0.0904101503651197,-0.0361509766370608,-0.183870018050067,-0.146089555178215,0.0897528402593578,-0.0472183906265902,-0.15762516865883,-0.0600419751824849
