"","KLF8","miR101","TWIST2","ZEB2","NP63","miR34a","FOXC2","SNAI1","ZEB1","miR141","TWIST1","TCF3","miR200a","miR200b","TGFbeta","GSC","miR200c","CDH1","CLDN7","GRHL2","miR205","OVOL2","SNAI2"
"ZEB2",-0.1106921608918,-0.109991135704611,-0.0946875823952021,-0.0863367796852271,-0.0500059435325293,-0.0365110090567557,-0.0188821918084335,-0.016501026194319,-0.0150235912337479,-0.0140271239178268,-0.00601890402248651,-0.00483196522046661,-0.00474675295220003,-0.00116257532263513,-0.000473170692853419,-0.000148641322021651,0.00474675295220003,0.0125735049644919,0.0140271239178268,0.0185222066454947,0.0468606073069327,0.0609596221583249,0.12748399710328
"TWIST2",0.0496406552773958,0.0497649242197194,0.0388600088064153,-0.0756242997476406,-0.0670614341883863,0.0299955540607977,0.0348350536649401,-0.103850615869975,-0.0552057461939681,-0.0550747751464257,-0.212279499243282,-0.212054373500581,0.0637610879757476,0.00271062438870316,2.75325588561121e-05,0.000138597279297751,-0.0637610879757476,-0.0856646175503229,0.0550747751464257,0.061016685930293,0.0666591953440955,0.0698889472926459,-0.022405542553285
"CDH1",0.204060710104546,0.204109236519091,0.201172106109661,-0.02815665211659,-0.0231605589720971,0.0036075224251247,0.0181478695653474,-0.0377269699368087,-0.0189007379276762,-0.0189745374816702,-0.167470819465012,-0.168028588389315,0.023080611109871,-0.192878852723241,-0.198213007879857,-0.198202778119438,-0.023080611109871,-0.210041582344266,0.0189745374816702,0.0212486076328242,0.0239052944625953,0.0243830218839368,-0.18702785189971
"TWIST1",0.107480841830728,0.107257767588832,0.199411800362345,-0.0267092491939022,-0.0469547529686895,-0.021000368613409,-0.0559254335552104,0.0132771454658913,-0.0246034445596931,-0.0249021980874157,-0.0349544042009463,0.0645153973626898,0.0257621366680917,-0.0653797096049267,-0.0210642134053881,-0.0211510121607504,-0.0257621366680917,0.0115484719509114,0.0249021980874157,0.0268730562412994,0.0481253083933105,0.0582222762959196,-0.217487956849799
"GRHL2",0.0353008106608463,0.0350640044633905,0.0639459709779262,-0.0256241751800446,-0.0320490824079217,-0.115278716184837,-0.0437489996572051,-0.0286302536374548,-0.125492166846853,-0.125754412816541,-0.0661610316867536,-0.066756441826068,0.126905062329969,-0.118252495454633,-0.152867568629952,-0.15298120688336,-0.126905062329969,0.0882279540696176,0.125754412816541,0.0945667142293042,0.0331373028984019,-0.127132724722376,-0.0322368337635004
"miR101",0.101629388792518,0.00166527682186595,0.0368184584074345,-0.019561501111947,0.0993149365282642,0.0253730812183907,0.0363933581316845,0.0203071245134117,0.0954089877744853,0.0955576315238674,0.00176419272353126,0.00193550968172774,-0.0393126300811677,0.0404801733697865,0.00979346097402063,0.00981609887657704,0.0393126300811677,-0.0421479553316996,-0.0955576315238674,-0.10648653116134,-0.0997322155540882,-0.0941106973909988,-0.112465552334249
"miR200c",-0.0175178508579632,-0.0174746247493936,-0.041666768293909,-0.0189129035068877,-0.0388722137615063,0.0131781456248146,-0.050929864258874,-0.0826485427223023,0.0182639143626858,0.0182467284355051,-0.075447170393147,-0.0753806190820861,-0.00181763498785259,0.0555303164125904,-0.0852614882914216,-0.0851535435591246,0.00181763498785259,0.0787213731891665,-0.0182467284355051,-0.00885496290507298,0.0389752882239197,0.0525470347364678,0.119146440448719
"miR200a",-0.014157006834004,-0.0137265468361653,-0.133409195612225,-0.0153404026751738,0.0862519850901484,0.134240573298506,-0.0749362327936037,-0.118944286860373,0.039261104781356,0.0398585947432121,-0.0571134838334967,-0.0561950757408573,-0.0155036692988573,0.0975214916836367,-0.0750282630559057,-0.0747805583017924,0.0155036692988573,0.069850009592409,-0.0398585947432121,-0.0476330998351954,-0.0882246170432317,-0.0942959723762102,0.12958573989971
"miR205",0.0202135497874579,0.0202122981446768,0.113408929983626,-0.0120022487941378,-0.0521548760528579,-0.0006031795719378,0.0921998283289664,0.0775386319756244,-0.00226888527804792,-0.00219869981451331,-0.0118106859375934,-0.0118189228306373,0.00680757139178066,0.000511909956800146,-0.000887877928371177,-0.000824395941384984,-0.00680757139178066,0.00206674786702549,0.00219869981451331,0.0107243626575726,0.0520062287433742,0.0614752201141059,-0.0400336808674625
"FOXC2",-0.00285465313402459,-0.00322265888518424,0.0922597624688272,-0.00354721899230472,-0.0663186655182199,-0.0148545886949778,0.0817377800145575,0.0616121853648062,-0.014463752559725,-0.015049119657588,-0.0199058700051303,-0.0207170462106282,0.0114317793209606,-0.00750856674673134,-0.00843856188880076,-0.00857208193309034,-0.0114317793209606,0.00839484006238285,0.015049119657588,0.0261103994411833,0.0682975215767724,0.0748859007562855,-0.0127644807168439
"miR200b",0.0430885130733868,0.0434307197662292,0.0654945134126165,-0.002504130744844,0.0607946110644322,0.00693721188840349,0.0573356533783035,0.0880977928360918,0.00316565831745445,0.00389840375816189,0.0779453757294152,0.0787188498557444,-0.000659490935939521,-0.0114002016050662,0.094734370225182,0.0948570863418987,0.000659490935939521,-0.0185487398409032,-0.00389840375816189,-0.0123538305574865,-0.0631866494507837,-0.0755384330718435,-0.161233117873658
"ZEB1",0.00322265888518424,0.00295225953179139,-0.0925770334611937,0.00377842177683433,0.067315906580411,0.0141758141581956,-0.0809357909194471,-0.0621074545759637,-0.0852107738857966,0.014463752559725,0.0203199150873684,0.0199058700051303,-0.0109135626193506,0.00737775972726759,0.00851883027334807,0.00843856188880076,0.0109135626193506,-0.00819760440765948,-0.014463752559725,-0.0253696978710168,-0.0663186655182199,-0.0744754002768787,0.0128496715334895
"miR34a",-0.0895584650899558,-0.0893116534734838,-0.28387295973311,0.0149268164422647,0.0985751766075416,0.0593086143940657,-0.0857113520330182,-0.00474574884577858,0.0914377878585799,0.0919120598522595,0.129010076664262,0.129683236104634,-0.10118146351734,0.127690771260348,0.0421616885678715,0.0422926252174621,0.10118146351734,0.0839207934568674,-0.0919120598522595,-0.0991192352300165,-0.100215761692788,-0.0977513113436303,0.188939633545024
"miR141",0.0175178508579632,0.0174746247493936,0.041666768293909,0.0189129035068877,0.0388722137615063,-0.0131781456248146,0.050929864258874,0.0826485427223023,-0.0182639143626858,-0.0182467284355051,0.075447170393147,0.0753806190820861,0.00181763498785259,-0.0555303164125904,0.0852614882914216,0.0851535435591246,-0.00181763498785259,-0.0787213731891665,0.0182467284355051,0.00885496290507298,-0.0389752882239197,-0.0525470347364678,-0.119146440448719
"OVOL2",-0.187672471572913,-0.187658214529385,-0.171768058561531,0.0230192803237064,-0.21338003403678,0.0537202806064011,0.0881637512941289,0.12827777512698,0.0935292290581797,0.0936627872076045,0.16197800970952,0.162427617651394,-0.105200090392738,0.140871898349602,0.257090276091506,0.257133678869284,0.105200090392738,-0.0863113939075051,-0.0936627872076045,0.0408139472733962,0.212722075329361,0.0981374426840884,0.174884459727793
"SNAI2",-0.204109236519091,-0.204344400058337,-0.201503159851469,0.0282318189822745,0.0233748776286718,-0.00369404957157478,-0.0179836492300324,0.037588493533455,0.0189910628746724,0.0189007379276762,0.167561497738498,0.167470819465012,-0.0229565925350588,0.192995970276355,0.198259113664624,0.198213007879857,0.0229565925350588,0.210172776332748,-0.0189007379276762,-0.0211002883470387,-0.0231605589720971,-0.0243447123428448,0.0871624255725761
"TCF3",-0.203956403741858,-0.204060710104546,-0.200975587300004,0.028350368578036,0.0239052944625953,-0.00403136348472735,-0.0176998141259544,0.0376078587526792,0.0189745374816702,0.0187368166756138,0.168028588389315,0.168996642600351,-0.0228449573298569,0.192688044079166,0.198202778119438,0.198510916600496,0.0228449573298569,0.110067165304119,-0.0187368166756138,-0.0210181106033141,-0.023731884057971,-0.0241803144583211,0.186733490851743
"KLF8",-0.203956403741858,-0.204060710104546,-0.200975587300004,0.028350368578036,0.0239052944625953,-0.00403136348472735,-0.0176998141259544,0.0376078587526792,0.0189745374816702,0.0187368166756138,0.168028588389315,0.168996642600351,-0.0228449573298569,0.192688044079166,0.198202778119438,0.198510916600496,0.0228449573298569,0.110067165304119,-0.0187368166756138,-0.0210181106033141,-0.023731884057971,-0.0241803144583211,0.186733490851743
"CLDN7",-0.203956403741858,-0.204060710104546,-0.200975587300004,0.028350368578036,0.0239052944625953,-0.00403136348472735,-0.0176998141259544,0.0376078587526792,0.0189745374816702,0.0187368166756138,0.168028588389315,0.168996642600351,-0.0228449573298569,0.192688044079166,0.198202778119438,0.198510916600496,0.0228449573298569,0.110067165304119,-0.0187368166756138,-0.0210181106033141,-0.023731884057971,-0.0241803144583211,0.186733490851743
