"","miR101","KLF8","OVOL2","ZEB2","miR34a","miR205","miR200b","miR200a","GRHL2","TCF3","CDH1","ZEB1","TWIST1","miR141","CLDN7","GSC","TGFbeta","miR200c","NP63","FOXC2","SNAI1","SNAI2","TWIST2"
"ZEB2",-0.0953616111636894,-0.0947301913142358,-0.0878607257520885,-0.0846901508315181,-0.0448983257569306,-0.0262786766514198,-0.0132998587747034,-0.00749104226622139,-0.00683995032485635,-0.00427771410315451,0.00333385653191955,0.00355783838660237,0.00401629529723768,0.00454595884646504,0.00454595884646504,0.00513003339507219,0.00586222584653134,0.00749104226622139,0.0251553422851353,0.0254794907504408,0.0352034116587891,0.113216589431561,0.129867003737006
"GSC",-0.150430085376464,-0.150358957463143,0.137217424868337,-0.0581846823760377,0.0718287929300221,0.0230957060484315,-0.048816605429225,-0.0148885177718991,0.098397184104701,-0.136413833177719,-0.0688295270746491,-0.0954546099191974,0.136359527018762,-0.0955007034335262,-0.0955007034335262,-0.0444990196627254,-0.0444617361059963,0.0148885177718991,-0.0230018345183256,-0.177868804447101,-0.0438021214149455,0.153642619728197,0.0460007028070971
"NP63",0.229208863162136,0.228753794353539,-0.0812839286603265,-0.0571753822708689,0.0594024051250173,-0.113442212439085,0.134636044145612,-0.0105348194306391,-0.0737932771730501,0.121515363185111,0.132683253937359,-0.0329318079240052,-0.121715071476371,-0.0332951802636006,-0.0332951802636006,0.100536757234064,0.100536757234064,0.0105348194306391,0.0140226079678896,-0.0064454444920667,-0.0487632820009792,-0.260860631665436,-0.262162452886259
"TGFbeta",-0.0201259838322457,-0.0200934378350571,0.116373858200742,-0.0529053310028689,0.146427616688596,0.0137717012477303,0.0828453690230837,-0.0137093444727415,0.0896495162627094,-0.0684998605707251,-0.012576628279956,-0.0882508479192726,0.0681867436964483,-0.0880925128562045,-0.0880925128562045,0.171175919798705,0.0715342991421538,0.0137093444727415,-0.0138289375519004,-0.149913002206794,-0.114847376396824,-0.0745296350049129,-0.128116775220018
"TWIST2",-0.0481507881429959,-0.0481438360343344,0.118184784741838,-0.0286981282646785,-0.0262842552137428,0.0239960177619455,-0.0736219735379816,-0.0204063096388222,0.0672538163167797,-0.041501573130928,-0.140733229545052,-0.0650036368389303,0.0416996267906462,-0.065196380590901,-0.065196380590901,-0.0459168767835929,-0.0462085922286841,0.0204063096388222,-0.0238385455335423,0.0398297456603611,0.117530192777874,0.18154218540139,0.162806583065057
"TCF3",-0.338293513673973,-0.336311692782899,0.0591699418930949,-0.0264141342423963,0.00989656534008657,0.0108333333333333,-0.288465707055597,-0.00989447392479503,0.0457751611807349,-0.151476810173218,-0.38618593598339,-0.044578962455459,0.152493267094806,-0.0448532556932164,-0.0448532556932164,-0.239173828473646,-0.240569514534911,0.00989447392479503,-0.0108911368015414,-0.0014829957654401,0.0466782250921871,0.450927475096872,0.399708688615096
"SNAI2",-0.339884350353685,-0.339396680831295,0.0592167426297805,-0.0263131294730497,0.00950185742440749,0.0111479421430925,-0.289032834213985,-0.00945377961851851,0.045640853859621,-0.153008539339162,-0.286786066069241,-0.0447804789082166,0.153028941950696,-0.0446623880382349,-0.0446623880382349,-0.2411771623038,-0.241222406298198,0.00945377961851851,-0.0112618837073474,-0.000923039003387961,0.0473695313995884,0.35230194001735,0.401902869659416
"miR34a",-0.167591085219412,-0.167313542195442,0.128395735484557,-0.00853589815078604,0.0904422347228426,0.0257382491986646,-0.121064493645256,-0.0815114769914036,0.0767249287732194,-0.0449162796584444,-0.0755236240663569,-0.0750696773540532,0.0452162489529261,-0.0751075144072369,-0.0751075144072369,-0.0751711890500667,-0.0755102968706653,0.0815114769914036,-0.0257988013586737,-0.115420891087064,-0.113319132660171,0.198523950658044,0.029029099228675
"FOXC2",-0.036729079304979,-0.0366828646292519,0.127326604798588,-0.00801016796615052,-0.00269325843898913,0.0443266589108891,-0.0019956739213673,-0.00211396823589216,0.0132400195288796,0.0246794996911034,-0.0538374697644466,-0.00562067518500962,-0.023834524477043,-0.00594417871549164,-0.00594417871549164,-0.0455023178281612,-0.0464977477518486,0.00211396823589216,-0.0442724436764082,-0.051682123293462,-0.0547863133876854,0.0333668697874791,-0.0490023943458192
"miR200b",-0.0320470768527257,-0.0318597637155909,0.128374678777261,-0.00792289483073037,0.0988413612204856,0.046293953201549,-0.00424927714951538,0.00123833478511365,0.00904209132235884,-0.0687121823870493,-0.061532175853546,-0.00386512664015571,0.0696483374959716,-0.00417291097239317,-0.00417291097239317,0.0764376620101971,0.0753332169597471,-0.00123833478511365,-0.0462726274507049,-0.132376540140565,-0.114246334441347,-0.0573026332854182,-0.0682713761787068
