"","miR200b","miR200c","CDH1","SNAI2","miR141","FOXC2","TWIST1","SNAI1","NP63","miR205","OVOL2","TCF3","TGFbeta","GSC","TWIST2","miR34a","GRHL2","CLDN7","ZEB1","miR101","KLF8","miR200a","ZEB2"
"TWIST2",0.139042219259447,0.181919136026302,0.00200689084774085,0.06689114566122,0.0895143723976031,-0.24418079470842,-0.26276409785302,-0.243843504097021,0.023291072868851,0.0232294533012149,-0.0606190656968559,0.262778346317748,-0.018104908364085,-0.0182268885361671,-0.0922059122523019,0.0554297820238135,-0.0893790633957563,-0.0895143723976031,-0.0897701802694258,0.0702931797852931,0.0702749305000568,-0.0889392239186295,-0.283359684720466
"miR200b",0.208561619800783,0.285228529274796,0.222533417685318,-0.0461172987316407,0.290086976610566,-0.209350472452767,-0.184064019365135,-0.192441617512541,0.0660525143198306,0.065618890719333,-0.103593846935656,0.183530129958625,0.0760871247492925,0.0759621361118959,0.0739493438524356,-0.1428450536284,-0.286018541541392,-0.290086976610566,-0.290800080991638,0.0963426565958066,0.0962111771822408,0.0184738443927464,-0.279698494158739
"miR205",0.295136205546616,0.307482221896878,0.282526427608876,0.0762471818899057,0.329002648241173,-0.143340061751616,-0.122203433432448,-0.15285586395097,0.0730007829005006,0.0722575463530821,-0.113438051860534,0.121256190732395,-0.0131843804788227,-0.0133653041417334,0.0847950302084703,-0.277809333876724,-0.320435060230577,-0.329002648241173,-0.330039281326476,-0.020782273650042,-0.0210638932758008,0.0436913776284655,-0.277802600406878
"miR101",-0.0260996791372171,-0.0100979477730593,0.00620556522780891,-0.0932612089770605,-0.272159313613809,-0.19152521171634,-0.15858756789682,-0.181754926930282,-0.0496529928577839,-0.049356436065846,0.122177448279121,0.159280474065322,-0.0512919624121374,-0.0513598761198066,-0.0774156288117372,0.24752094800371,0.269687654184499,0.272159313613809,0.272467147897452,0.189613996763922,0.289825337381196,-0.274394057232505,-0.277229583669735
"miR141",0.264359401301701,0.271828775876536,0.226826937490236,0.15018804330442,0.301936753488594,0.109787621519997,0.0724765348696205,0.0576879164588497,0.0675685287508929,0.0669358648091833,-0.108245069060436,-0.0733032500447983,-0.101407150015854,-0.10154122873597,0.00778104903456535,-0.267355740272088,-0.296734855228753,-0.301936753488594,-0.302713691313481,-0.119370358937206,-0.11964412429148,0.0456849056657421,-0.230982945403685
"NP63",0.0678555450056939,0.200828230724722,0.0107102381633568,-0.00139190304957769,0.192927629104262,-0.13129124087778,-0.163973234245484,-0.148447325648728,0.246099372878266,0.345148169094947,0.00873610580641477,0.163427963292943,-0.0920607465540305,-0.0918810228150921,0.0381014497544659,-0.131884585353167,-0.299875420831636,-0.192927629104262,-0.193848104507925,0.0452998619897539,0.045568517069528,0.0426787310049677,-0.213235833224254
"TCF3",-0.0112875403576246,0.000825110130246851,-0.197742487771501,-0.035482787528224,-0.0852723993569814,-0.104497883193135,-0.127944032706697,-0.10485215754226,-0.0130910195191422,-0.0119927536231884,0.0445287687739285,0.12992854383932,-0.0189022960412238,-0.0190291765922479,0.00553570398618673,0.0948990036237621,0.0847221139757137,0.0852723993569814,0.0858612155073673,0.0637940996327925,0.0637791987238371,-0.0886251638632856,-0.0924393220664765
"CLDN7",-0.0112875403576246,0.000825110130246851,-0.197742487771501,-0.035482787528224,-0.0852723993569814,-0.104497883193135,-0.127944032706697,-0.10485215754226,-0.0130910195191422,-0.0119927536231884,0.0445287687739285,0.12992854383932,-0.0189022960412238,-0.0190291765922479,0.00553570398618673,0.0948990036237621,0.0847221139757137,0.0852723993569814,0.0858612155073673,0.0637940996327925,0.0637791987238371,-0.0886251638632856,-0.0924393220664765
"TGFbeta",-0.0839922255315031,0.020316700873546,-0.0114484381972086,-0.0947189439020572,-0.02022097789733,-0.208685142391232,-0.159243598461904,-0.163108048464429,-0.00283482944209182,-0.00280484852085987,0.00937999250518206,0.159674701404749,-0.107581994087895,-0.00755983972848154,0.050455754592759,0.136560589308691,0.0195667835800538,0.02022097789733,0.0202177185623373,0.125345725724331,0.125477987117162,-0.043424781031616,-0.0740763128431487
"OVOL2",0.098835521614335,0.141768347475362,0.0131474119722447,0.0810169897486517,0.167678488940274,0.0946572852772311,0.0537946925633685,0.0789012958451735,0.0715450200748421,0.0713257005057024,-0.101741707714321,-0.0540374808519808,-0.00129657780069649,-0.00145641025219561,-0.0507787275255284,-0.17598388241346,-0.135381168955064,-0.167678488940274,-0.168054435430059,-0.0891039504270006,-0.0895195980806202,0.141172772445065,-0.000901352112828271
"FOXC2",-0.287494165196598,-0.305082039608208,-0.275093996854209,-0.0542112276391331,-0.335668461906678,0.184899558151066,0.152827301248189,0.190944656381632,-0.07433499476973,-0.0736708581473391,0.112508952623886,-0.151847129999879,-0.0155972041430069,-0.015489736790286,-0.105710053606405,0.269088011491553,0.323883463658767,0.335668461906678,0.33664407373645,-0.0136304208853945,-0.0133000715366791,-0.269047904492321,0.0480531596514659
"ZEB1",-0.288188895811083,-0.30598842435444,-0.275673301797067,-0.0544286978672791,-0.33664407373645,0.185520474729336,0.153218510752597,0.191405931900508,-0.074849421715356,-0.07433499476973,0.112767218052375,-0.152827301248189,-0.0155773085605122,-0.0155972041430069,-0.105768100680196,0.269596786639844,0.324824354842492,0.33664407373645,0.237219492075853,-0.013716390245033,-0.0136304208853945,-0.269276354984824,0.0484989065046093
"GRHL2",-0.224929496212091,-0.30575356831759,-0.130967756463648,-0.0149131996520016,-0.329756307538039,0.0284961333966879,0.0518475612333235,0.0722844037265598,-0.28017461774348,-0.279527239365571,0.00708965698213366,-0.0507810255954254,0.0727623922178715,0.0728283578381424,-0.0629375794805846,0.280937959568641,0.317665188931518,0.329756307538039,0.330670565552263,-0.0129927156226731,-0.0128034467287958,-0.262931431079228,0.0604485407162334
"SNAI2",0.0117914986951666,-2.78129229269306e-05,0.09834450326188,-0.0644516339638919,0.0861355573276493,0.102293209424157,0.126671261622011,0.104050826027523,0.013536646908156,0.0132707832582279,-0.0446063288924314,-0.126993169492885,0.0190744623867331,0.019117121010023,-0.00524621689455388,-0.0949534849964731,-0.08563199213681,-0.0861355573276493,-0.0863119223569835,-0.0629919128980035,-0.0631632562437077,0.0888303798253687,0.0918535098169983
"CDH1",0.0115937216702106,-0.000326203478865835,0.0982096136680886,0.035454503726462,0.0858612155073673,0.102783324378391,0.126993169492885,0.10440035649901,0.0132707832582279,0.0130910195191422,-0.0445357586851567,-0.127944032706697,0.019117121010023,0.0189022960412238,-0.00526198135844951,-0.094883109584027,-0.0853681549457491,-0.0858612155073673,-0.0861355573276493,-0.0631632562437077,-0.0637940996327925,0.0888098654746479,0.0921075547934254
"KLF8",0.0112875403576246,-0.000825110130246851,0.197742487771501,0.035482787528224,0.0852723993569814,0.104497883193135,0.127944032706697,0.10485215754226,0.0130910195191422,0.0119927536231884,-0.0445287687739285,-0.12992854383932,0.0189022960412238,0.0190291765922479,-0.00553570398618673,-0.0948990036237621,-0.0847221139757137,-0.0852723993569814,-0.0858612155073673,-0.0637940996327925,-0.0637791987238371,0.0886251638632856,0.0924393220664765
"GSC",0.0428553042593029,0.0340706449727906,-0.00391804595257303,0.0802516938371617,0.205970078201248,-0.0986119001096021,-0.032177431412925,0.0702883196010662,0.0322081677450584,0.0319457106098642,-0.117271766302823,0.0316679118627078,0.0389159921089303,0.0389703894294039,0.0339504934228612,-0.16740390969318,-0.203845975603438,-0.205970078201248,-0.206261842907131,-0.127091519967786,-0.127176288850785,0.189517917675717,0.166575814894217
"miR34a",0.00718287950626397,0.0840052980765593,0.0163597735332944,-0.052696564384727,0.188249065259462,0.204291595010522,0.119721580567318,0.200046881049401,0.0341427995137143,0.0339422204836842,-0.103624359496369,-0.120172715490515,0.0187959976360304,0.0187772924003746,0.0365555134961206,-0.199032198327184,-0.186275718192729,-0.188249065259462,-0.188460143663072,-0.069530912141629,-0.0697796444710697,0.22032077709458,0.167782462566911
