"","miR200c","miR200b","KLF8","miR101","SNAI2","SNAI1","GSC","miR141","CLDN7","NP63","OVOL2","TCF3","miR34a","TWIST1","miR205","GRHL2","ZEB1","FOXC2","TGFbeta","TWIST2","ZEB2","CDH1","miR200a"
"miR141",0.0709194237092002,0.0243829140511086,-0.0406585542731975,-0.0397003755332386,0.070544519738248,-0.158482479512614,-0.121411325664919,-0.14328379275164,-0.14328379275164,-0.100173622570446,-0.0940200795009353,-0.139305329750374,0.0434211566109108,0.138552560476375,0.099601381589461,0.137576946266392,0.143693353483805,0.0913159604696333,0.12173629612215,0.0047982788918261,-0.290173944992816,-0.0185395428513852,-0.205571039995219
"miR205",0.215772858178737,0.182734617861609,0.161176717934319,0.160151622496557,0.135993941398591,0.209346436675354,0.0828447822905315,0.19223280699994,0.19223280699994,0.133169160708633,0.125120245542786,0.0486278647925243,-0.156257603824991,-0.0483148628568544,-0.13386284815289,-0.172414054974779,-0.192407338993332,-0.172314375094712,-0.0825194371072273,-0.213450552582451,-0.248896644583731,-0.168592688738567,-0.0248369443007145
"TWIST1",0.188546163414206,0.159214314335153,-0.129531309271389,-0.129608986909192,-0.0972300694647126,-0.211829534564321,0.090284159324212,0.170213077314969,0.170213077314969,0.1467521214914,0.14290989957642,-0.219238912821875,-0.178944620605335,0.11904366255024,-0.147486664660541,-0.153225836276992,-0.170075238533281,-0.00406382363470565,-0.089900302012592,0.0330177846896563,-0.216956465458207,-0.241393986247128,-0.00568100493678074
"TGFbeta",0.167318819708588,0.00156457531880334,0.0405114233867769,0.0404691828372343,0.141294941422628,-0.0609609584231062,-0.133992930038703,0.144340588031755,0.144340588031755,0.133675058412572,0.132230435263585,-0.133462092044447,-0.167188089456802,0.133046871841602,-0.134642624506875,-0.134424958085159,-0.144130789784591,0.0100395368286262,0.0344824979418151,-0.182438204831878,-0.198060464644571,-0.0672705653034908,-0.0171525535714737
"SNAI2",0.0546467998626815,-0.180249763396789,0.287325981820843,0.287334999891669,0.14901558535347,0.148419054436553,-0.210162637452922,-0.0754508436005513,-0.0754508436005513,-0.0627377581777317,-0.0588896110759639,-0.05397946861611,0.103782134516282,0.0540384094938757,0.063038889454691,0.0692319049820262,0.0753989110408931,-0.103210529762719,0.209985539531992,-0.212122397749628,-0.190337356322372,0.230758450015299,-0.131163349333109
"TCF3",0.0542143293431043,-0.180574325953947,0.288467178087757,0.287588024459386,0.24883530035768,0.148477709949562,-0.210799598667972,-0.0760575297882279,-0.0760575297882279,-0.0634497780011728,-0.0592678263554994,-0.053523189826782,0.104385011114131,0.0539104115111963,0.0636231884057971,0.0697055629650912,0.0756369468236666,-0.103335494373395,0.210455208600906,-0.21183920658049,-0.190330828516679,0.131197363415972,-0.131435503582833
"CLDN7",0.0542143293431043,-0.180574325953947,0.288467178087757,0.287588024459386,0.24883530035768,0.148477709949562,-0.210799598667972,-0.0760575297882279,-0.0760575297882279,-0.0634497780011728,-0.0592678263554994,-0.053523189826782,0.104385011114131,0.0539104115111963,0.0636231884057971,0.0697055629650912,0.0756369468236666,-0.103335494373395,0.210455208600906,-0.21183920658049,-0.190330828516679,0.131197363415972,-0.131435503582833
"miR200c",0.172679763474948,0.162062771276846,0.0863312658788951,0.0853190545032242,-0.0190952855810117,0.191447702336756,0.175751965830805,0.165049498677444,0.165049498677444,0.116036056575494,0.108639513876072,0.154987421187602,-0.0504054570142403,-0.154429869092714,-0.116060936618146,-0.154811341375929,-0.165350587193897,-0.117242629852157,-0.175769009735905,-0.0452786747530711,-0.182897481480488,-0.124688114211466,-0.0131561184494122
"miR101",-0.0653201580255712,-0.0557697333853115,0.259613376242444,0.159877884310605,0.0483485892602232,0.184064364881278,-0.066147434455519,-0.2232948097335,-0.2232948097335,-0.175474125919254,-0.163303433025255,0.217192304994538,0.212169372866598,-0.217064635669003,0.17613284941285,0.20260209819689,0.22322361893557,-0.0641291823356112,0.0658221194113751,0.0981439794487831,-0.0961078416525503,0.130192485785519,-0.162055837679796
"GRHL2",0.205891011137393,0.125869461552668,0.0881989251194906,0.0874462511461643,0.0786357203080775,0.0834594231193523,-0.00624890346890087,0.185335514179798,0.185335514179798,-0.0694211961401931,0.0229948440304132,4.31662874014277e-05,-0.166377203573115,0.000185170610685167,0.0689855608242273,-0.155456278834645,-0.185472860320458,-0.032879741479694,0.00642573567786222,-0.105175286785208,-0.0430231354435484,-0.0479680746299333,0.17680594719191
"ZEB1",-0.181382135632469,-0.156128359164256,-0.156574470840177,-0.155901411580101,-0.129355574484132,-0.215300266884221,-0.0824925546912438,-0.170387048081607,-0.170387048081607,-0.115692351436675,-0.111300573221047,-0.0513559098446915,0.134890828779091,0.050909414204484,0.115508422249413,0.150175109122945,0.0706576246724148,0.174069054940437,0.0826075831739427,0.202549059798733,-0.0017700189919929,0.148008635221864,-0.182803565319939
"FOXC2",0.181230329785719,0.155881621217738,0.1579249663642,0.156574470840177,0.129468802784737,0.215779955653082,0.0826434431965792,0.170044840010598,0.170044840010598,0.115508422249413,0.111064208273568,0.0519699251669087,-0.134338025012198,-0.0513559098446915,-0.115887928890779,-0.149828743319864,-0.170387048081607,-0.174752130740905,-0.0824925546912438,-0.202728767177868,0.00172206208253807,-0.14762841535796,0.182557313490358
"OVOL2",-0.112380578316065,-0.0881128577260471,0.0807350147227031,0.0809466769843089,0.0641248917988009,0.0763047260092349,-0.0512531729080937,-0.117282632086093,-0.117282632086093,-0.0626177422115352,-0.133433995511607,0.0280140966073798,0.138705473802431,-0.0280464683791948,0.062953744113025,0.0695550260231665,0.117286843991111,-0.0599116861761695,0.0510802507299632,-0.0473397134232929,0.00352757505976066,0.0176651602981957,-0.109513793298542
"miR34a",0.129666802931914,0.149813645143451,-0.196498492849208,-0.196470642511163,-0.178110806500896,-0.22854285850571,0.0987503049157767,0.170873395803852,0.170873395803852,0.147136772541724,0.143282273299111,-0.0491355934802616,-0.195351428383389,0.0489348266296243,-0.14771012580681,-0.15362197872712,-0.170732518222187,0.148001461867895,-0.0984407634354082,0.178433841398186,0.0297881997532571,-0.174270565515457,0.154349263014422
"GSC",-0.13827653382404,-0.118119189946402,-0.156808775340016,-0.156240726388422,-0.0452623483158103,-0.177568804224517,-0.062160991937954,-0.131412005535438,-0.131412005535438,-0.120724177209911,-0.120051216337692,-0.0425883575398212,0.000225000138688961,0.0423423825845439,0.120862110886802,0.122636076305932,0.131555112624428,0.020045551918529,0.0621072058233285,0.0320964583629808,0.149205936357785,0.0526649849067326,0.0030556267014731
"TWIST2",-0.133545975045419,-0.0449211335964488,-0.146815095681107,-0.146401445215751,-0.129637610740671,-0.178953863366766,-0.0375783623292447,-0.106790850528384,-0.106790850528384,-0.100276670291271,-0.100804162323139,-0.0117232005111053,-0.0206625018865371,0.0115080486937136,0.100227032306231,0.101791528335353,0.106928493888949,0.124906926739623,0.0376206597043515,0.115061887673468,0.169699649163945,-0.0913411422962875,0.0307559919492848
"SNAI1",-0.194117334363919,-0.155763461214116,0.196750275664484,0.196927789165182,0.0695090442906742,0.139477165147849,-0.0981911645148494,-0.205015479953136,-0.205015479953136,-0.180189313583965,-0.173831461744524,0.244863360939948,0.284645565313845,-0.244640081646676,0.181011416009841,0.187851744446864,0.204887078333252,-0.0872905197644158,0.0977729488107814,0.0768804473181152,0.178277906485127,0.260301579129267,-0.0303912350426865
"KLF8",-0.0542143293431043,0.180574325953947,-0.288467178087757,-0.287588024459386,-0.24883530035768,-0.148477709949562,0.210799598667972,0.0760575297882279,0.0760575297882279,0.0634497780011728,0.0592678263554994,0.053523189826782,-0.104385011114131,-0.0539104115111963,-0.0636231884057971,-0.0697055629650912,-0.0756369468236666,0.103335494373395,-0.210455208600906,0.21183920658049,0.190330828516679,-0.131197363415972,0.131435503582833
"CDH1",-0.0545349034042044,0.18030364392398,-0.287588024459386,-0.287325981820843,-0.248911771377259,-0.148354491483221,0.210455208600906,0.0756369468236666,0.0756369468236666,0.063038889454691,0.05900453969924,0.0539104115111963,-0.103950574028038,-0.05397946861611,-0.0634497780011728,-0.0693517013282377,-0.0754508436005513,0.103221986995416,-0.210162637452922,0.211944484514235,0.190339735020653,-0.230857204801621,0.131267786027688
"ZEB2",-0.285686299346016,-0.241810403935392,-0.168791209159536,-0.168314909777035,-0.15471974036487,-0.0917921004682332,-0.0899203332595773,-0.055585432317949,-0.055585432317949,-0.0450996206159505,-0.0424396530297147,-0.0410791828665406,0.0212407449862352,0.0410840540244148,0.0457271384343577,0.0520297834868508,0.0556028625173652,0.066512321742353,0.0896130464359624,0.146616286960573,0.216975998825431,0.226402705879348,0.239090871193037
"NP63",-0.0652119874032434,0.0857403665312968,-0.255441423026605,-0.255361923054019,-0.222278374859624,-0.137760572102532,0.0127186354264182,0.0431986569007483,0.0431986569007483,-0.136756295650265,-0.0435145492926027,0.0499028425658673,-0.0660547933813186,-0.0499320134398716,0.0365682045066706,0.0244152681086512,-0.04313249667085,0.111159957794015,-0.0125902613271764,0.19862920164842,0.243253300231868,-0.118284572246972,0.116874110295083
