"","miR200b","miR200c","KLF8","miR101","GSC","miR34a","miR141","CLDN7","ZEB1","FOXC2","TWIST1","NP63","miR205","TCF3","OVOL2","TWIST2","SNAI1","GRHL2","SNAI2","ZEB2","TGFbeta","CDH1","miR200a"
"miR200c",0.222091879375657,0.229102592206117,-0.0135504206064228,-0.0133829194357157,0.0134824332028009,0.125907119139702,0.249782023789797,0.249782023789797,0.249799209716978,-0.113342901954752,-0.0629032766375344,0,0,0.0628544723427565,-0.166087114724078,-0.0053355531841999,0.171949581020937,-0.244036344842221,-0.115298967333244,-0.201190693211232,-0.0134335740081822,-0.107524200117491,-0.229102592206117
"miR141",-0.0426310197713886,-0.0174123997064716,0.0370403038536577,0.0369448461972332,0.0396321495109752,-0.099556839963208,-0.223092371928563,-0.223092371928563,-0.223105540366273,0.134273198367324,0.0667437367556315,0,0,-0.0667481735097022,0.148129099675285,-0.00554670943218144,-0.192982611847378,0.220486013827559,0.0911039563665466,-0.190162179493272,-0.0396276044696153,-0.0235799197519233,0.0174123997064716
"TWIST1",0.162952716588871,0.215720486456386,-0.0421781792993264,-0.0420636545769244,0.105984788305845,0.0778439836226506,0.234473061169968,0.234473061169968,0.234497124341345,-0.175887714277724,-0.122045602673356,0,0,0.0219794299871531,-0.182462472388298,-0.0669693115022104,0.191133835113362,-0.231193071589316,-0.0740785228443731,-0.189801303957025,-0.105967553895935,-0.00323752717773293,-0.215720486456386
"miR200a",0.0264217273454267,-0.0137860913074119,-0.0163041975079494,-0.0163690366708037,-0.139432520039562,-0.226214687470456,-0.214005852934775,-0.214005852934775,-0.214008754454948,-0.150464054504817,0.0202135313104655,0,0,-0.0202031788843004,0.142771054503009,-0.138895630037071,0.165091996221136,0.212352417611606,-0.108780296270733,-0.1861564079121,0.139407522312082,-0.0442171511879144,0.0137860913074119
"NP63",0.135106052555023,0.0960450763969403,-0.0181217667695549,-0.0180504909320638,0.127380562138876,0.09757183585331,0.0899855552847642,0.0899855552847642,0.0900245728562427,0.00808106305543369,0.038326766250232,-0.00418403674447556,-0.0958159632555245,-0.0382033510140601,-0.132387680950253,0.0516815093541523,-0.0157143228443087,-0.138493561752167,0.0337116216257538,-0.105499158386622,-0.127611635517511,0.0464992589395044,-0.0960450763969403
"miR101",-0.0634844864420608,-0.0641255163343774,0.219082784762043,0.119065505340505,-0.0693336587493196,-0.0529419349686854,-0.226986106771988,-0.226986106771988,-0.226963035680066,0.0778670299314124,0.211949324901699,0,0,-0.212094453280299,0.168802754645859,0.000501107022739873,-0.206233576465875,0.224089426321651,0.0745273689755532,-0.104074144064817,0.0694149875103556,0.0101974152659353,0.0641255163343774
"miR34a",0.161667187682888,0.194353865853518,0.011506624602906,0.0114960606815784,0.109779601209307,0.0721478787310427,0.204073616091678,0.204073616091678,0.204061955616169,-0.0251470780196155,-0.0659348218886573,0,0,0.0660741777026291,-0.16268110180234,0.0224259771989202,0.0683477697362884,-0.203627956513901,-0.101991107039869,-0.0805423112319939,-0.10987976472927,-0.0207232685375964,-0.194353865853518
"SNAI1",0.0996039087332743,0.111417481383251,-0.113589169710517,-0.11354830104867,0.0642244173696146,-0.0788081573182356,0.135404525879718,0.135404525879718,0.135425913281226,-0.0814139287053688,-0.182782530754505,0,0,0.182731948031315,-0.126202144507512,-0.0766856968745172,0.101016457777391,-0.135085564766369,-0.0771687795246394,-0.0767020550675017,-0.0642160257339287,-0.157116069542827,-0.111417481383251
"GSC",0.0416877921906221,0.0466090981326068,0.122173631573286,0.122252554326423,0.0181115484660555,0.0934325083096044,0.0339467317040561,0.0339467317040561,0.0339884813269822,0.230846070509031,0.0740458077866948,0,0,-0.0742582407026161,-0.0557842886348259,0.0831183884423254,-0.222106943844694,-0.0354411767351842,0.0775029788280979,-0.0641135165762591,-0.0179666926800753,0.00321017057595355,-0.0466090981326068
"TWIST2",0.0379852945345873,0.0561095203012235,0.0866696322738729,0.0867904251618657,0.0245989598156833,0.113542575963878,0.051170680447024,0.051170680447024,0.0512388026106183,0.129696244026791,0.0676556265462714,0,0,-0.0679306219155204,-0.0675284728403677,-0.013300122973158,-0.218737094242628,-0.0524863724957169,-0.0205634102090792,-0.0628480578478935,-0.0244633353290506,0.109261943036162,-0.0561095203012235
"TCF3",0.0384007926668415,0.0582398840882178,-0.000613190003988008,0.000295765442294215,0.0348326470063216,0.0567111126276638,0.0945453516541576,0.0945453516541576,0.0949805635913994,0.018048034886983,-0.0715558552783546,0,0,0.0697165522773866,-0.096579581760468,0.00495761974361413,0.00224350601380222,-0.0940765471909728,-0.00270572461805034,-0.0215840760728966,-0.0341982442512011,0.0819967629826437,-0.0582398840882178
"CLDN7",0.0384007926668415,0.0582398840882178,-0.000613190003988008,0.000295765442294215,0.0348326470063216,0.0567111126276638,0.0945453516541576,0.0945453516541576,0.0949805635913994,0.018048034886983,-0.0715558552783546,0,0,0.0697165522773866,-0.096579581760468,0.00495761974361413,0.00224350601380222,-0.0940765471909728,-0.00270572461805034,-0.0215840760728966,-0.0341982442512011,0.0819967629826437,-0.0582398840882178
