"","miR200c","CDH1","miR200b","miR200a","TWIST2","CLDN7","GRHL2","miR34a","GSC","SNAI1","NP63","miR205","TWIST1","TCF3","FOXC2","TGFbeta","OVOL2","SNAI2","ZEB2","KLF8","miR101","miR141","ZEB1"
"miR101",0.163893396855593,0.0751714420087398,0.0507681356304109,0.0520174389931762,0.0116108962215179,0.110161877144091,0.109040728470806,0.0326665457409061,0.0132007325393971,0.0419283515240585,0,0,0.0291544020717228,0.0291074808666117,-0.129271025237405,-0.0132133091519284,-0.107117679815881,0.0530727819932955,-0.219248611604189,0.182901063215942,0.0828213120396119,-0.110161877144091,-0.110216259003621
"miR200b",-0.0181028102133493,0.171543497606206,0.206781044180812,0.225983080570066,-0.102705083554227,-0.238036405017165,-0.23380446840389,-0.239895678886152,0.154279661808329,0.120064105611863,0,0,0.156808135710756,0.157013705316033,-0.174426693178704,-0.154188760981132,0.157235156583691,0.0542747450864632,-0.209480519237098,0.0779537316478573,0.0783355622735553,0.238036405017165,0.23822277188984
"TWIST1",-0.0378746515533399,0.249434469549341,0.108535334722142,0.219379674081108,0.0578612689517406,-0.232065794193856,-0.228985264448802,-0.186917362817216,0.0341825756623559,0.0529785127815181,0,0,0.054459076510261,0.154252388984221,-0.234145808574706,-0.034241799361863,0.181139060703448,-0.116684706737003,-0.201880909657571,-0.0156994084752616,-0.015694429139505,0.232065794193856,0.232181914420864
"miR205",-0.0200682335070426,0.178126982302539,0.204632151705937,0.216980065582716,-0.0929601362405783,-0.231573831952433,-0.227216874733085,-0.242636303289843,0.046386739674582,0.132444564140904,0,0,0.125951446856365,0.125918499284189,-0.145476157616888,-0.0463946749229553,0.152334935393192,-0.0482811402925932,-0.196143827265407,-0.00843123429928149,-0.0082697723805131,0.231573831952433,0.231726625085437
"NP63",-0.049636198311714,0.0221166064425672,0.214631745766592,0.178491878144306,-0.0757116000142188,-0.179827692506481,-0.257997617977201,-0.196937368848487,0.127825258550233,0.145304362749409,0.0215802590359401,0.12148890048048,0.200749979727331,0.200128415719702,-0.168280384113008,-0.128008405598485,0.191429543551239,0.0308703572080982,-0.177134602941593,0.0651239375421633,0.0650581444614023,0.179827692506481,0.180200564776524
"SNAI1",-0.0149125262922405,0.195333219881476,0.11825123733499,0.169922900876462,-0.0650798020495406,-0.171955394709886,-0.168888594286542,-0.187879035072021,0.0384511751359876,-0.0008208942463996,0,0,0.0863534363380157,0.0863202254591537,-0.196850557758443,-0.0384654214012218,0.150482896131681,0.0145957898254603,-0.167904506363974,0.0974438007293886,0.0975146189449568,0.171955394709886,0.172068971849301
"SNAI2",-0.00666698585337627,0.0584649834100338,0.058489609072018,0.0805469026776514,-0.0445861125444396,-0.0847521292833993,-0.0831184084462189,-0.0893597261636485,0.0189846999949399,0.102879193086638,0,0,0.159803697782672,0.159719820379698,-0.130303235111806,-0.0189971959552976,0.0654148814730344,-0.0890797690870739,-0.0749601473836111,0.0453292097278011,0.0454075975742165,0.0847521292833993,0.0848859884553235
"CLDN7",-0.00625945812252889,-0.0420442390284273,0.0583379851374777,0.0800405674021311,-0.0445995804212896,-0.083965324852394,-0.0824196419848324,-0.0886454115862425,0.0190172104961867,0.10251608876132,0,0,0.158960192225648,0.159395816620614,-0.129726820503577,-0.0187453236011351,0.0649159790020347,0.0110013799586083,-0.0749058349716262,0.0446407319116902,0.045668894629616,0.083965324852394,0.0844809961393779
"TWIST2",0.157223989906867,-0.221993113547679,-0.0256229310595056,-0.106847183865504,-0.0618351783323348,0.255718989671964,0.250887366351696,0.211046081918074,-0.00767177594238322,-0.139717082639556,0,0,-0.205635976282422,-0.205305411900734,0.161179672950384,0.00777519984667654,-0.198298756869869,0.132395995138115,-0.047477622597548,0.0082141305876269,0.00827930660632807,-0.255718989671964,-0.255886981294983
"OVOL2",0.11320819915801,-0.117702011932739,-0.0159212235831615,-0.106031153688436,-0.0751823324672433,0.11516746353924,0.0852590481814282,0.0833543350402905,-0.000409269830240039,0.0756974685984909,-0.0240834337367673,-0.0241428552949085,0.0689980336866197,0.0693846965166319,-0.0990058153859715,0.000538789230592773,-0.135274361293816,0.0872756041570136,-0.00882478346985723,0.0994552692786172,0.0997020258012146,-0.11516746353924,-0.115197762081785
