"","TWIST2","ZEB2","SNAI2","TCF3","CDH1","FOXC2","SNAI1","miR200b","miR200c","miR200a","miR141","CLDN7","GSC","TGFbeta","NP63","miR205","GRHL2","ZEB1","OVOL2","miR34a","TWIST1","KLF8","miR101"
"GSC",-0.054406858161742,-0.0979648389782352,-0.0175593487207987,0.0982574840767764,0.0321584451926807,0.165626885930999,-0.0185248730965286,0.101598156480723,-0.00610503167650898,0.106526645425422,-0.110538773389887,-0.110538773389887,0.0530768761856712,0.053106825272224,0,0,0.109626988986784,0.110349090131969,0.107579719263575,0.0785774283232774,-0.0984315832334337,0.0676217446545856,0.0680563069743299
"miR34a",-0.141573955148646,-0.0944541788240951,-0.00478492936675568,-0.0730680880163877,0.0721277693679098,0.0379783613170326,-0.0186279895944656,-0.0254076735773464,0.114331938945107,-0.0392399594046089,0.061368885505253,0.061368885505253,-0.0342097995599288,-0.0347920754440528,0,0,-0.0618948633768158,-0.0612296737058036,-0.073819719228548,-0.0113844546207749,0.0734011247921508,0.00916777175219899,0.00866358459792732
"ZEB2",-0.100304527856096,-0.0873351086736166,-0.0846299951951121,-0.0226536077221073,-0.020156256023357,-0.0141888901930608,-0.0102090823874153,-0.00929440349692426,-0.00849366491647762,-0.00531165212510557,-0.0049176941447037,-0.0049176941447037,-0.00109958344090309,-0.000845255869454284,0,0,0.00439909117914486,0.00479519175725737,0.0200835230627273,0.0210634417600607,0.0224831171965093,0.094830408369756,0.0949268614806174
"OVOL2",-0.0964791433282028,-0.0560011997748676,-0.111188819535495,-0.0672347932014285,-0.12068702515759,-0.0644337067839769,-0.056037556212602,-0.0943046503048365,0.112279471633182,-0.0729075203732889,0.0887320334546654,0.0887320334546654,-0.28130803003344,-0.281797861382646,-0.300276143134155,0.300216721576014,-0.14004525713273,-0.0884044559386296,0.158667802884571,-0.0684031432449333,0.0676951917339082,0.115506203998217,0.11503243147483
"miR200c",0.0427316373920264,-0.0158154560418728,-0.0247201925914703,-0.0429618188409341,0.111873493609781,-0.0545834210149004,-0.0253712124050852,-0.0219783028828995,0.0138571394919537,0.00061525036475463,0.0121932861850293,0.0121932861850293,-0.116291083742999,-0.116381984570197,0,0,-0.00977057551639121,-0.0117832790651452,-0.0802381277252105,-0.023117411831016,0.0433004910683325,0.0248899925005265,0.0241047181948459
"miR141",0.0427316373920264,-0.0158154560418728,-0.0247201925914703,-0.0429618188409341,0.111873493609781,-0.0545834210149004,-0.0253712124050852,-0.0219783028828995,0.0138571394919537,0.00061525036475463,0.0121932861850293,0.0121932861850293,-0.116291083742999,-0.116381984570197,0,0,-0.00977057551639121,-0.0117832790651452,-0.0802381277252105,-0.023117411831016,0.0433004910683325,0.0248899925005265,0.0241047181948459
"GRHL2",0.0534190271196684,-0.0107975166222018,0.0375585512542909,0.0219084761515897,0.124063408370542,-0.0090209423521312,0.0652487767416077,-0.0454227389686319,0.0117489465454348,-0.0115406834608794,0.0166924390607231,0.0166924390607231,0.118584366552304,0.118459641640028,0.306281053357567,-0.306185595419806,0.10890581768224,-0.0163275656091425,-0.234383785760039,-0.0192228481280997,-0.0215818676771114,-0.0402305562461065,-0.0412578901956642
"TWIST1",0.0909964382186281,-0.0084341241285573,0.0720878273578954,-0.00222298900604451,-0.0529692210758833,0.00397174870744647,-0.0129496342151369,-0.0248491777155797,0.0576693167782389,-0.0707539458191661,0.123444729500652,0.123444729500652,-0.0358323031313723,-0.0360450697555275,0,0,-0.124235482881185,-0.123380931246281,-0.11231278302659,-0.0392818998895132,-0.0976307775269152,0.000788551939579221,0.000843324632901932
"miR205",-0.107343419594586,-0.00662169748361987,-0.0291107141045605,-0.00466618577814806,-0.0478185753331787,0.0914666594698474,-0.0578963842423832,-0.00125295438478947,-0.00131808462428426,0.00508507428097755,-0.0052122166411425,-0.0052122166411425,0.0110880788006982,0.0116657648822725,0,0,0.00436821920666494,0.00480725272765074,0.0681741375434778,-0.00321853880920513,0.0040731294789841,0.0319173411380677,0.0329899990015135
"TWIST2",-0.0999665580899897,-0.000853679391906338,-0.0994390308764135,0.0933434671847955,-0.0633149774082954,0.0281186818713917,0.00383834036729548,-0.0505161965371283,0.0215282057709761,-0.0212476552868941,0.0459865301228316,0.0459865301228316,-0.0270627377529892,-0.0277081138312312,0,0,-0.0475207563638211,-0.0457630076365987,-0.0623733826098365,-0.00399955368890316,-0.0929046144711754,0.0656748065922447,0.0652759293577935
"miR200b",0.0886360261865406,-0.000457919405658409,0.0913371704771248,0.0570516974292717,0.0280478864945592,0.0304447070049734,0.0506179798769728,0.00163425217356021,0.00107938698985632,0.000794044054431865,-0.000514997971182788,-0.000514997971182788,0.0963767669261867,0.0957484149581838,0,0,-0.00042142716371536,0.000684848498255088,-0.0612205030940607,-0.0831473878239027,-0.056627247956506,-0.0766447143229998,-0.0772913048636864
"miR101",-0.025164415642184,0.00454271139143636,-0.0859310085598897,-0.00278114497426971,-0.0483022975758135,-0.0731113944034766,0.00422571156274378,0.0352950262849117,-0.0452703786645736,0.041588034498982,-0.0887680403077609,-0.0887680403077609,0.0295382877528683,0.0299985917715152,0,0,0.0900210226323586,0.0886111568826925,0.0886265366352345,0.0208582861818348,0.00245487892012482,0.0891007336590079,-0.0105403860475078
"TGFbeta",0.0605020218617631,0.00952006657404398,0.0177693710627641,0.0805199766282022,-0.0185707939810779,0.0635155066714312,0.0186579766068268,0.0913175520702407,-0.0369952496119691,0.0287961165587886,-0.0694520894874849,-0.0694520894874849,0.211624076044238,0.112289141225839,0,0,0.0680491023899179,0.0694107473962613,0.0742851016357831,-0.021836421607964,-0.0807672935796237,-0.0147201040019441,-0.0148897586681399
"ZEB1",-0.133691032672318,0.0101450520029414,-0.0701027863006901,-0.0153454785008825,-0.138371422356255,0.0827070313580201,-0.0457351581230707,-0.0101743673746388,-0.00959487056603766,0.00328951238329408,-0.0101216055718313,-0.0101216055718313,0.0188173845595085,0.0185244392586393,0,0,0.00806111813438482,-0.089480027885505,0.0733461343750358,0.00260527205443519,0.0157402936228425,0.0636404082920415,0.0632436266321715
"FOXC2",-0.133924016132878,0.0105913036656579,-0.0699663132484266,-0.0160721571849745,-0.138599771853919,0.0825712269703898,-0.0460996460458673,-0.00998918567257446,-0.00977782875267479,0.00374888577622893,-0.0106738146205779,-0.0106738146205779,0.0181302448193841,0.0188173845595085,0,0,0.00855177154572915,0.0101216055718313,0.0736930700437083,0.00309570194497515,0.0153454785008825,0.0622796428400791,0.0636404082920415
