"","KLF8","miR101","SNAI1","miR141","CLDN7","ZEB2","TWIST2","CDH1","miR34a","OVOL2","miR200a","TWIST1","NP63","TGFbeta","GSC","miR200b","miR205","TCF3","miR200c","FOXC2","GRHL2","ZEB1","SNAI2"
"ZEB2",-0.188379633846694,-0.187549341603711,-0.170235555142016,-0.13039185839691,-0.13039185839691,-0.0987267646054742,-0.0925734921171357,-0.0741904528449605,-0.0724653408588458,-0.0710861146941408,-0.0627314039506001,-0.0392685605993795,-0.0329838707714858,-0.0116632572457729,-0.0113338014328792,0.0185417495283528,0.0331388134426974,0.0394358036863946,0.0563706344100962,0.122147461699116,0.123975293939729,0.129944810606249,0.140854936990388
"ZEB1",0.11558744376031,0.115550704717729,-0.0288267857397979,-0.195254287406709,-0.195254287406709,-0.0890922199542548,0.246566976332309,-0.117058188289252,-0.208387862633087,-0.0636578885160045,-0.168101697745132,-0.115492419757223,-0.0476860602974331,-0.0932399307085107,-0.0937354907920264,0.26526394695018,0.0479504585041235,0.116103571932312,0.230714516718118,0.0216920271818905,0.185382993367967,0.0952578320782042,-0.160975052399441
"TCF3",0.352522538972707,0.349736068998038,0.285028541944964,0.257178076208662,0.257178076208662,-0.0657396513256518,0.240128040241684,0.193468564641473,0.0567018436887641,0.134800126735289,0.167417972034626,0.0169741795548573,0.0376579123732931,-0.193927982903695,-0.196701229233222,0.158659252053161,-0.0371376811594203,-0.0148444602905785,-0.0971084807184963,-0.200500168180767,-0.248728667440022,-0.255777352074515,-0.265898215525008
"KLF8",0.352522538972707,0.349736068998038,0.285028541944964,0.257178076208662,0.257178076208662,-0.0657396513256518,0.240128040241684,0.193468564641473,0.0567018436887641,0.134800126735289,0.167417972034626,0.0169741795548573,0.0376579123732931,-0.193927982903695,-0.196701229233222,0.158659252053161,-0.0371376811594203,-0.0148444602905785,-0.0971084807184963,-0.200500168180767,-0.248728667440022,-0.255777352074515,-0.265898215525008
"miR205",0.129761460938657,0.129865347289492,-0.0016907939118195,-0.161171511913367,-0.161171511913367,-0.0557421258416339,0.234132871116047,-0.0682066266987142,-0.188226053449312,-0.051048160952665,-0.0537942450191405,-0.101484821678382,-0.0413921153494268,-0.0691109172159902,-0.0697266924897563,0.139042866543347,0.0420560733317873,0.102559736220616,0.101065692680938,0.00842248130458352,0.160273554927484,0.160997601030273,-0.155323648576281
"TWIST2",0.186561867214663,0.185619856491036,0.286507305610606,0.259049760314371,0.259049760314371,-0.0533602215410316,0.111378810738117,0.225562332770645,0.0391888087414259,0.136366402628499,0.161556720757409,0.0748588912275669,0.0380469357835692,0.00293706800539135,0.00292860853037,-0.0192610793137883,-0.0382557576516691,-0.0753575874930443,-0.106241124375694,-0.174112426125714,-0.250618662457524,-0.258608634329263,-0.133975173156438
"GRHL2",-0.055599838050112,-0.0550883718764248,0.00402546672014521,-0.123280193500983,-0.123280193500983,-0.0506226010620063,0.0163399419520239,-0.117694341771166,-0.120056291432334,0.0169977897263412,-0.101438978120364,-0.0161022855954544,-0.163842294314858,-0.116121950104195,-0.116351998275728,0.089817036221141,0.164257102444404,0.016700586075251,0.131270917716333,-0.0426420450046907,-0.00558227522609298,0.122978206676605,0.0433456729404584
"miR141",-0.0902696892202206,-0.0901364087187977,-0.177977901316919,-0.190074590007356,-0.190074590007356,-0.0370885988041017,0.0325686816514059,-0.136145734995719,-0.0781172322057008,-0.0620362858721222,-0.0781496001994322,-0.0687277688486949,-0.0459841787557968,0.0461679272009215,0.0460122595343458,0.0890676715530554,0.046304065018459,0.0691522183214607,0.110624162493638,0.119729721776901,0.187225333947836,0.189934201069737,0.0456056941183616
"TWIST1",-0.171792048924662,-0.171122826198974,-0.273905931111591,-0.178773499210853,-0.178773499210853,0.00211457253226229,-0.111212783190123,-0.177285899221255,-0.0137131823292488,-0.100001017550351,-0.107207311195736,-0.135134960593729,-0.0308855276799072,-0.00496789523203536,-0.00497886258379594,0.011290616701762,0.0309719445233355,0.0354739934921742,0.0856806329472839,0.245250853027068,0.171529001501675,0.178489553788593,0.12745909116933
"miR101",0.297213882316848,0.196510742778873,0.235876415016216,0.229764274528658,0.229764274528658,0.0187441020601028,0.00426302911426759,0.0691356073128895,0.0469819370804319,0.106527508213491,0.109610549248738,0.219161331685913,0.0407287752683944,0.0357633684888429,0.0359427948276233,-0.0854639456465583,-0.0409623465470003,-0.2197014711401,-0.125321555334488,-0.102469866100949,-0.222432785249144,-0.229437653784451,-0.0767710692280421
