"","KLF8","miR101","SNAI1","miR141","CLDN7","ZEB2","TWIST2","CDH1","miR34a","OVOL2","miR200a","TWIST1","NP63","TGFbeta","GSC","miR200b","miR205","TCF3","miR200c","FOXC2","GRHL2","ZEB1","SNAI2"
"miR200c",0.140476692719593,0.139745451049625,0.236158509031965,0.248860998248558,0.248860998248558,0.0212073823532368,-0.0101317124834089,0.0970079416971786,0.107466476577331,0.0884201755905238,0.118922451952783,0.0829113208814775,0.0565002250761701,-0.0646717784385969,-0.0645604249252799,-0.0632946858176699,-0.0567063740009968,-0.0833949270751862,-0.136709684537803,-0.166497790501376,-0.237232464746992,-0.24853178730581,-0.0899676897418719
"miR200b",0.140476692719593,0.139745451049625,0.236158509031965,0.248860998248558,0.248860998248558,0.0212073823532368,-0.0101317124834089,0.0970079416971786,0.107466476577331,0.0884201755905238,0.118922451952783,0.0829113208814775,0.0565002250761701,-0.0646717784385969,-0.0645604249252799,-0.0632946858176699,-0.0567063740009968,-0.0833949270751862,-0.136709684537803,-0.166497790501376,-0.237232464746992,-0.24853178730581,-0.0899676897418719
"TGFbeta",-0.288623657973906,-0.288009438835474,-0.329533553193103,-0.0656505788184145,-0.0656505788184145,0.0212985574813522,-0.258549505058883,-0.18619998564362,0.14629995291292,-0.0301751504683649,-0.0469735787951145,-0.0636687223416062,-0.00846595689455653,0.112484081109861,0.213002319360448,-0.132754925490017,0.00824518829275767,0.0633056882844737,0.0282302591547008,0.225806120716307,0.0611114076771274,0.0653972084087161,0.263944108862318
"NP63",0.247284310496463,0.246201466042272,0.195008371986811,0.101715114235681,0.101715114235681,0.0234260335744415,0.182133157602779,0.164408033252901,0.0293048397115541,0.100129345808696,0.057724087381852,-0.0196598443773373,-0.151994393338463,-0.0797213653589695,-0.0798959541339383,0.0738575164043473,0.0519836452731146,0.0192626717082023,-0.0636960594282027,-0.154094765314032,-0.0277413845987508,-0.101283885250036,-0.18490755981934
"OVOL2",-0.0919178378664355,-0.0916842416917099,0.0768368250884068,0.0778002809919424,0.0778002809919424,0.0333870962266244,-0.111831274156981,-0.0715053256973733,0.0575980312496039,-0.0597627727334256,0.0745460578299527,0.0352653139313192,0.0208250673159472,0.033332685272968,0.0335503880948375,-0.0932510182676154,-0.020970920231385,-0.0354271727903941,-0.098880376256047,-0.060850792339074,-0.0449769508217197,-0.0778805789230818,0.104239933894945
"miR200a",0.0902696892202206,0.0901364087187977,0.177977901316919,0.190074590007356,0.190074590007356,0.0370885988041017,-0.0325686816514059,0.136145734995719,0.0781172322057008,0.0620362858721222,0.0781496001994322,0.0687277688486949,0.0459841787557968,-0.0461679272009215,-0.0460122595343458,-0.0890676715530554,-0.046304065018459,-0.0691522183214607,-0.110624162493638,-0.119729721776901,-0.187225333947836,-0.189934201069737,-0.0456056941183616
"SNAI2",-0.346957122991762,-0.345327626963182,-0.281019959323344,-0.254598163548741,-0.254598163548741,0.0653837775124823,-0.237386974903653,-0.291664571315521,-0.056387837659904,-0.133770106367883,-0.165170279630049,-0.0164453705977224,-0.0377099861511457,0.192358580846845,0.192759744263844,-0.158015445827741,0.0378890371806891,0.0168307532600366,0.0963592181239297,0.19544336649188,0.246352957513878,0.253814376105451,0.164228651754352
"CDH1",-0.349736068998038,-0.346957122991762,-0.282580601746993,-0.255777352074515,-0.255777352074515,0.0654613230764478,-0.238211981847524,-0.292470829207179,-0.0565482013046582,-0.134173364695167,-0.165972204249135,-0.0168307532600366,-0.0378890371806891,0.192759744263844,0.193927982903695,-0.157995119640837,0.0376579123732931,0.0169741795548573,0.0969280251211883,0.197315987524813,0.247426846188845,0.254598163548741,0.264686202242097
"CLDN7",-0.352522538972707,-0.349736068998038,-0.285028541944964,-0.257178076208662,-0.257178076208662,0.0657396513256518,-0.240128040241684,-0.193468564641473,-0.0567018436887641,-0.134800126735289,-0.167417972034626,-0.0169741795548573,-0.0376579123732931,0.193927982903695,0.196701229233222,-0.158659252053161,0.0371376811594203,0.0148444602905785,0.0971084807184963,0.200500168180767,0.248728667440022,0.255777352074515,0.265898215525008
"FOXC2",-0.114877107077839,-0.11558744376031,0.0287587983552348,0.195672163846215,0.195672163846215,0.0893885431737284,-0.246966944525693,0.117188844671669,0.208478365904658,0.0636469382754999,0.1681437286799,0.116103571932312,0.0479504585041235,0.0937354907920264,0.0945355255289485,-0.265705613004135,-0.0487501332127166,-0.117630160485715,-0.231158561181903,-0.0217035131251229,-0.185665147408209,-0.195254287406709,0.1613744068184
"GSC",-0.27275727219101,-0.272620862494229,-0.26650116388635,0.0687442456938588,0.0687442456938588,0.0923179997281143,-0.161023052793466,-0.0470843853900792,0.128304827110266,0.0594012647938212,-0.014541837207983,-0.0677925821146574,0.0123254177816456,0.0594228725486427,0.0598409373486867,-0.126304323454167,-0.0125955378988892,0.0672383398452989,-0.0777853912116389,0.266167092094619,-0.0709153237082223,-0.0687777901885797,0.175316159559265
"SNAI1",0.214656539286111,0.214430981709653,0.131403109879807,0.110444471887328,0.110444471887328,0.0979787111849455,0.106431407591253,0.172753558264434,-0.101219050249203,0.0833838636419884,0.00691521075766091,0.186558279701171,0.0128923959658727,0.0368437911415472,0.0368088585185756,-0.0338144276508352,-0.0129475295115723,-0.186696743519196,-0.105219564964375,-0.103407029582691,-0.108312528861236,-0.110332902229642,-0.107802221910116
"miR34a",-0.0897732159945046,-0.0892901566828881,0.0056386651679491,0.0725758974115628,0.0725758974115628,0.128438643316619,-0.261790968338554,-0.0366660571292688,0.00469363940063305,0.0543211443694423,0.0327043114778569,0.106863629025846,0.0161371792398752,0.0745857855445924,0.0750485892783988,-0.151191678142346,-0.016349111799907,-0.10720768829537,-0.136277489030301,0.0239251877150259,-0.0771719804716257,-0.072770317993016,0.189305073080607
