"","TWIST2","miR101","OVOL2","ZEB2","TWIST1","NP63","miR205","miR200b","CDH1","miR200a","GRHL2","GSC","TGFbeta","FOXC2","miR200c","miR141","CLDN7","ZEB1","SNAI1","TCF3","miR34a","SNAI2","KLF8"
"TWIST2",0.119439905988587,0.0673398341614591,0.0947213344645822,-0.149021702605991,0.196303212133426,0.0884165104169637,0.0893425155861608,0.103719577164529,-0.089146279142854,0.119812058332631,0.0802109676892549,0.0334885818080644,-0.0332918307922451,0.0696984135715743,-0.119812058332631,-0.0896146939498619,-0.0896146939498619,-0.0892801097372002,-0.0331253274359378,-0.196066687618943,-0.0656345630709009,-0.084180449100374,-0.0671330089287807
"GSC",0.0474401057545103,0.074912509295026,0.0799343760621282,-0.138918744587955,0.145806951959943,0.0732773143707983,0.0733232922630951,0.104632847060216,-0.0033055085635525,0.100968707437286,0.0637546083792482,0.0261630306029725,-0.0262265960111663,-0.0479316300042879,-0.100968707437286,-0.0717367193813487,-0.0717367193813487,-0.0717736424582718,-0.0385319248247315,-0.145613685923654,-0.0587243511024814,-0.0181192400497186,-0.0748715863859917
"TCF3",0.0970697653623372,0.0511618477226992,0.0278374088440966,-0.0699755597930667,0.110091983845572,0.027857083019184,0.0185507246376812,0.0555990645058668,0.124712949411404,0.0426160217642233,0.0142562565975604,0.0167020602121151,-0.0195296839206523,0.0185452680650034,-0.0426160217642233,-0.0176581596674596,-0.0176581596674596,-0.0216482119660369,-0.00980411056522091,-0.109607956740054,-0.015989021123095,-0.0806269329131163,-0.0523986231660013
"KLF8",0.0970697653623372,0.0511618477226992,0.0278374088440966,-0.0699755597930667,0.110091983845572,0.027857083019184,0.0185507246376812,0.0555990645058668,0.124712949411404,0.0426160217642233,0.0142562565975604,0.0167020602121151,-0.0195296839206523,0.0185452680650034,-0.0426160217642233,-0.0176581596674596,-0.0176581596674596,-0.0216482119660369,-0.00980411056522091,-0.109607956740054,-0.015989021123095,-0.0806269329131163,-0.0523986231660013
"CLDN7",0.0970697653623372,0.0511618477226992,0.0278374088440966,-0.0699755597930667,0.110091983845572,0.027857083019184,0.0185507246376812,0.0555990645058668,0.124712949411404,0.0426160217642233,0.0142562565975604,0.0167020602121151,-0.0195296839206523,0.0185452680650034,-0.0426160217642233,-0.0176581596674596,-0.0176581596674596,-0.0216482119660369,-0.00980411056522091,-0.109607956740054,-0.015989021123095,-0.0806269329131163,-0.0523986231660013
"CDH1",0.0959959304381373,0.051857392997844,0.030728902122132,-0.0696282061380601,0.110713497789795,0.0228750593930926,0.027857083019184,0.057845873268273,0.0258092266169863,0.0455606325108849,0.0167527666777474,0.0195296839206523,-0.0182305043474379,0.0187663087484373,-0.0455606325108849,-0.0216482119660369,-0.0216482119660369,-0.0197326322384535,-0.00957410276138471,-0.110091983845572,-0.0190989548979294,-0.0806196000756224,-0.0511618477226992
"ZEB2",-0.137588811877071,-0.120220800731807,-0.0731314878340234,-0.0689251353072944,-0.062475197902064,-0.0549927779276332,-0.0525679251231709,-0.0461409273624859,-0.0447114892311407,-0.0281077121199497,-0.0174263407278808,-0.0120427545473992,0.0125803525374109,0.0250216753603291,0.0281077121199497,0.0282804112471448,0.0282804112471448,0.0289528241513843,0.0478000299092581,0.0626911525678214,0.0718964355724106,0.103111315343594,0.11991553160774
"miR200b",0.126735769178011,0.123088962327597,0.103498354725462,-0.0588627926991466,0.17996131361511,0.0794378834402689,0.0798821699161885,0.111187210505427,0.0791668719823917,0.046580011260469,0.0196671074810909,0.127541282953167,-0.127595823449486,-0.0769915818031048,-0.046580011260469,-0.0392097273566897,-0.0392097273566897,-0.0392541429347283,-0.13863861687846,-0.179516159290014,-0.145057313433119,-0.116470328191889,-0.123445577723296
"miR141",0.126735769178011,0.123088962327597,0.103498354725462,-0.0588627926991466,0.17996131361511,0.0794378834402689,0.0798821699161885,0.111187210505427,0.0791668719823917,0.046580011260469,0.0196671074810909,0.127541282953167,-0.127595823449486,-0.0769915818031048,-0.046580011260469,-0.0392097273566897,-0.0392097273566897,-0.0392541429347283,-0.13863861687846,-0.179516159290014,-0.145057313433119,-0.116470328191889,-0.123445577723296
"OVOL2",0.133818111985453,0.133649556022448,-0.0401206164002858,-0.0502388870683311,0.112946848642695,0.0150677386050224,0.0151768581936091,0.109277869804418,0.118288077517552,0.034983073684789,-0.0199050964297593,0.0356113411313503,-0.0357319044029552,-0.0618047989948835,-0.034983073684789,-0.0248529490252517,-0.0248529490252517,-0.0250389521855391,-0.0987446569058394,-0.112623130924545,-0.0860239996446399,-0.122136347969594,-0.133997208545396
"FOXC2",0.120022869687101,0.0560910842874559,0.0886018672020023,-0.026243685655737,0.11563981237913,0.0658328038449017,0.0659547881224837,0.0342510005125932,0.0757178460634266,0.0292750899158997,0.00961039929182926,0.0133987240632382,-0.0135105335312206,-0.0916768627999126,-0.0292750899158997,-0.0301544122400869,-0.0301544122400869,-0.030241558394816,-0.103591129148326,-0.115290555957318,-0.0429591650564059,-0.0407299759144919,-0.0563221576660911
"GRHL2",0.11641512591709,0.128953035066394,0.09947891801787,-0.0240908529550346,0.105795484694941,0.19190003473654,0.191006201319319,0.163980983472229,0.102675574085987,0.114485856920188,-0.0261146004816728,0.115618888711957,-0.115866675537681,-0.077498658995095,-0.114485856920188,-0.106550136914064,-0.106550136914064,-0.106798844790396,-0.0974725389382906,-0.105731897204335,-0.118222808270154,-0.114598231658045,-0.128860601420547
"TWIST1",0.0612508269878296,0.0022000965876724,-0.0689075610230531,-0.0200913004542248,-0.023592406558788,-0.0629251796092665,-0.0615621503061005,0.0216218753669135,-0.0903552048860097,-0.00573563912980087,-0.0529880451849396,0.00759937915889768,-0.00722993608102008,0.124533088700919,0.00573563912980087,0.0566208627968318,0.0566208627968318,0.0571185385412785,0.0117009266687812,-0.0763332512875771,0.0443884843060607,-0.0758407297547228,-0.002177191643192
"miR101",-0.0389550435364578,-0.020858322883151,-0.0887539203492886,-0.0101420511548432,-0.0279968323683244,-0.087041529794589,-0.086577011633766,-0.0181114731041441,-0.00237352768627102,-0.0425081886892759,-0.0865031554330051,-0.00441696459016356,0.00452176969459136,0.0289675804103927,0.0425081886892759,0.0942053896234259,0.0942053896234259,0.0943072320149093,0.0231166144384558,0.027997923559141,0.0659574163783069,-0.0804263866259141,-0.0793716263419334
