"","TWIST2","ZEB2","KLF8","SNAI2","FOXC2","OVOL2","NP63","miR205","GRHL2","CLDN7","miR200b","TWIST1","GSC","TGFbeta","miR200a","TCF3","miR141","ZEB1","miR200c","SNAI1","CDH1","miR34a","miR101"
"ZEB2",-0.0882435029976614,-0.0832992849294427,-0.0667554946881701,-0.0587595782846212,-0.0253066521941577,-0.0240016716862425,-0.0209400089259615,-0.0194370650152085,-0.0105745406915139,-0.00920086140882022,-0.00686903154051137,-0.00674647825008688,-0.00205209995734365,0.0017903827228019,0.0061339963126669,0.00622851179612744,0.00920086140882022,0.0096395623434226,0.0136805702938027,0.0212440359465177,0.0217708000474847,0.0278499762052687,0.0661797591089045
"GSC",0.0408686971146132,-0.0808733271207496,-0.0878877321822634,0.0108183436403463,0.121628251917053,0.0525405081814815,0.0426913780173231,0.0440975352233998,0.0283769522407408,0.0275169727848302,0.0230317824620563,0.00540293516151346,0.00603658393484853,-0.0062896231559278,-0.0319788787018902,-0.00584856511295736,-0.0275169727848302,-0.0271405021965949,-0.0508213088017541,-0.0843393655734203,-0.0182826157891298,-0.0527319204110236,0.0873352729103015
"NP63",0.0195008274547608,-0.0707092358844018,0.00282432599285979,-0.00228507730353594,-0.0365892651788378,-0.1044027114292,0.0284537845931295,0.125659287602588,0.15443823954848,0.0581242455191945,0.0607782699336655,-0.0619940077917383,-0.021257686146666,0.0217181212492797,0.0196499132722564,0.0627950848701631,-0.0581242455191945,-0.0588967934344687,-0.0630666766058152,0.0120342034669282,-0.12278431300094,-0.0676964320489834,-0.00181001599779427
"SNAI1",0.0196751231835949,-0.063399215212067,0.105517578468735,0.0946297797429302,-0.095273777263622,0.0873813525291,0.0884134061830499,0.0890419286040251,0.0908622929558576,0.0864341004331364,-0.0349861909873992,-0.00438293868726796,-0.0117021662408073,0.0116020520755311,0.0058144217243946,0.00419849057543415,-0.0864341004331364,-0.0862615342151934,-0.077094818944893,-0.0793584386229752,-0.117750453499014,0.0112030778320117,-0.105775581395056
"OVOL2",0.121317824691492,-0.0236153057704481,0.0741851766336225,0.0889695605756694,0.114936904154738,0.218039664072356,0.346796814140617,0.347556329692859,0.192786004904526,0.142833524249891,-0.100364330411252,0.0322949958520413,0.184590026180468,-0.184685098931791,0.117888952077438,-0.0324928233464662,-0.142833524249891,-0.142630129997919,-0.135739911348644,-0.0958146557131803,-0.16614662625736,-0.164232762450171,-0.0745448928087867
"miR205",0.156710399308609,-0.0220215789740033,0.0806387487240569,0.077572269338449,-0.0916080897325989,0.0912705949687602,0.081686706581393,0.0835497528602554,0.0389959892517182,0.0305307473270774,-0.0169658243383946,0.0154574665449141,-0.00533064776697624,0.00501799898106924,0.00787215977143919,-0.0161040626488636,-0.0305307473270774,-0.0300071513469032,-0.0266521382812651,0.0887609661141611,-0.110299435064753,-0.0288850198322705,-0.0814911174580202
"TWIST2",-0.0792155213698533,-0.0217437843403558,-0.0779375849145758,-0.110808290881778,0.0506384296192821,0.0895723106535973,0.0886536460895431,0.089665233991568,0.086168055954933,0.0798004733296969,0.0235450861387806,0.111522649580868,0.00782710618600506,-0.00799984320821527,0.0316953093596911,-0.111854638809029,-0.0798004733296969,-0.0795138867236119,-0.0501626868799937,-0.0115094307172173,0.0626059738779123,-0.0539816807833006,0.0775639090740224
"miR141",0.121642645295784,-0.0177788438351969,0.142844411762891,0.14814312766097,-0.116238260751939,0.0933062862492741,0.0850563491407011,0.0860977566402568,0.0453742377746945,0.0376496736805071,-0.0511054491312761,0.025670038709443,-0.114663856549985,0.11448546367661,0.0134180869312373,-0.0260708254938315,-0.0376496736805071,-0.0373432285114266,-0.0290170106983821,0.132484500802879,-0.10947814523107,-0.0270009363940915,-0.143440571843579
"miR101",-0.0578779903591349,-0.0146927804238399,-0.224179756328956,-0.120916856001226,0.110098461206766,-0.10710296416089,-0.115584787474433,-0.115178006034164,-0.126510281530048,-0.115855944718199,0.0971871890032817,-0.0068940900480015,0.0251727327172566,-0.0252372926615841,-0.0654134708020698,0.00684280407962421,0.115855944718199,0.115973936874028,0.0531668138078689,-0.0308557597974032,0.0798007748999637,0.0372765347886516,0.124097346780082
"GRHL2",-0.0114935186107152,-0.0128830767027105,-0.0464076291810308,-0.0565649567571114,-0.108260081765535,-0.158779737237198,-0.016320363509417,-0.0140935901612732,0.0166945972276634,0.0229624948095022,-0.0246097744361843,-0.0190502079366926,-0.129443286288403,0.12905913355859,0.0143243790870213,0.018344964859058,-0.0229624948095022,-0.022360486367846,-0.0210551639224051,0.0959183450276938,-0.00914668128431521,-0.0105026854785232,0.0456408700807182
