"","miR141","GRHL2","KLF8","SNAI2","ZEB2","OVOL2","miR200b","NP63","miR205","TGFbeta","SNAI1","TCF3","TWIST1","FOXC2","GSC","miR200c","TWIST2","miR200a","CDH1","miR101","miR34a","CLDN7","ZEB1"
"TGFbeta",0.100062144455996,0.0949562727595062,0.0197268934417937,-0.142526083226892,-0.112186273315319,0.0482220088015904,0.18977548895159,0.0128382096862689,0.0124593598634289,0.123047118993706,0.18450328055348,0.120345078575155,-0.120626429969433,-0.0864355034889696,-0.222546256711285,-0.00213820615975189,0.106143850068378,-0.111980676259585,0.0554534371095104,-0.0200073429920357,0.0763892244372805,-0.100062144455996,-0.100706291976929
"SNAI1",0.246329008597993,0.236771629803094,0.084050958886954,-0.142915594595838,-0.0955720347707381,0.148124749053673,0.174393365427312,0.0298712495707517,0.0295759788037829,0.0814659794980225,0.120196013651159,0.19685775309583,-0.197153585386001,-0.221441957410804,-0.0809447223139042,-0.0872465341062537,0.0593334132687729,-0.185248223219455,0.03260484987713,-0.0841910354455007,0.0078865504370616,-0.246329008597993,-0.246852420853669
"TWIST1",-0.11657026808099,-0.116046737085855,0.0315605600418002,-0.0145618850037887,-0.0783745678502285,-0.0734591320987145,-0.00424396042707872,-0.0219661838035542,-0.0217933501166975,-0.039651551902516,0.17311590313101,0.0696251986466489,-0.169456090670798,-0.108540060359617,0.0396850806636126,0.101391461475194,-0.0745973640758093,0.0191821798296458,0.157617624206983,-0.0313056180510617,0.129720458117081,0.11657026808099,0.116546204909613
"TWIST2",0.0548538782675806,0.0545833247181655,0.0253004092079285,0.112874131278546,-0.078324790655297,0.0449638279620604,0.00868480399075299,0.0167869856924128,0.0168588751879882,-0.00626330495282187,-0.0502034740717289,-0.146256131092727,0.146075175590682,0.082638963431639,0.0061489655968881,0.0117736607195469,-0.0885640691094002,-0.0648537098052517,0.0543935981602711,-0.025269124718952,-0.0583306617583207,-0.0548538782675806,-0.0548214852640389
"miR200b",0.309784891690217,0.291016806629749,0.0609281322076162,-0.0784654082218811,-0.0736463686243921,0.11256642087278,0.200944794001517,0.0628955215928783,0.0625116580776837,0.178333563013737,0.239652889527272,0.149347823237202,-0.15031947237869,-0.122589516348494,-0.177679077057914,-0.131701706436137,0.0974191237276864,-0.194972402435351,-0.152465044071937,-0.0611748812440342,-0.151702269935542,-0.309784891690217,-0.310696638606235
"ZEB2",-0.125429376486136,-0.119786238144526,-0.104963830272623,-0.100725419923778,-0.0721746138858548,-0.068603555160621,-0.0515726369309049,-0.0315643677681876,-0.0312544824257643,-0.0238228296172548,-0.0153111249418153,-0.00750267126829683,0.00763743996948377,0.0207153368395329,0.0234133191208542,0.0424811121934393,0.0606817168526872,0.0717147248997875,0.096846300363782,0.10526909939669,0.117795840478886,0.125429376486136,0.125810140419862
"miR205",0.304119627742855,0.281123187712847,0.0835973628888446,0.0514397932647409,-0.0625378979061536,0.106554122000245,0.157094076403803,0.0632463750071877,0.0627013348724142,0.0681138099818336,0.172348445967295,0.0476888100364889,-0.0484548410895757,-0.138224021031285,-0.0674043987772629,-0.134712052639242,0.0956375443313236,-0.187040619214957,-0.205487878799686,-0.084009153363843,-0.255621778199979,-0.304119627742855,-0.304951915540522
"GRHL2",0.242061003209767,0.0766107188140036,0.114803950176428,0.0927678878652459,-0.0596319256546707,0.0100476970814865,0.132372640869067,0.173796059207658,0.173280586343746,-0.0115463423554082,0.0722960926296604,0.0406274188641885,-0.0411563511724144,-0.0686140870993173,0.0119249517557863,-0.208963363083842,-0.00528994237135019,-0.245014167035107,-0.121539141354428,-0.115364714294567,-0.213071312138347,-0.242061003209767,-0.242543352374663
"CDH1",0.0845804710039194,0.081315356236207,-0.0195831977250731,-0.00231710662175171,-0.0560999852063616,0.0595739211134629,0.0504946311765476,0.0208302638027869,0.0201112088464438,0.0177228204206369,-0.0405031257178962,-0.101237402920258,0.101072728285464,0.0740670639465523,-0.0172379297767758,-0.0176060139256608,0.0381470631136752,-0.069296568800282,0.0487075257017362,0.0190429369764723,-0.0726897775050462,-0.0845804710039194,-0.0850248726660137
"KLF8",0.0839916548535336,0.0806952867624544,-0.0176013768339987,-0.00256956574118268,-0.0554075045223421,0.0592314154632846,0.0503925707390189,0.0201112088464438,0.0209782608695652,0.0172379297767758,-0.0407413480861551,-0.101092194788603,0.101237402920258,0.0744673268057434,-0.0165672754356484,-0.0172175036396918,0.0379084331305197,-0.0690014708235077,0.148691417912199,0.0195831977250731,-0.0725202410812051,-0.0839916548535336,-0.0845804710039194
