"","miR101","KLF8","ZEB2","TWIST2","miR34a","TCF3","miR200b","CDH1","miR200c","OVOL2","NP63","GSC","TGFbeta","GRHL2","miR141","ZEB1","CLDN7","FOXC2","miR205","miR200a","TWIST1","SNAI1","SNAI2"
"TWIST2",-0.0604376068760494,-0.060397632251246,-0.113935337856003,-0.0579342470790261,-0.0462560085357223,-0.13796217787972,0.0336940400512498,-0.0383358332253342,0.0272000705256333,-0.0480382090525829,-0.0189486108160581,0.0065442850976797,0.00653746294040442,-0.0648623067722493,-0.0631820678632978,0.0631894935019835,0.0631820678632978,0.0514554624326622,0.0188287949900991,-0.0272000705256333,0.137940805182628,0.0377738795982626,0.0718450152761334
"NP63",0.231815149119724,0.231941252524516,-0.110796455992444,0.220907655598817,0.00161246726125995,-0.109287808693294,0.166180842481403,0.143101450597965,0.0324795089238893,-0.085356221928854,0.214559513079926,0.114443960745802,0.114442249091145,0.141938915642908,-0.00883735844746524,0.00880105514182873,0.00883735844746524,0.0424217890122274,-0.314607879373993,-0.0324795089238893,0.109209271724821,-0.0369899691699034,-0.229430229044137
"SNAI1",0.0298678880405849,0.0298582168305293,-0.0901429643169029,0.130412231869306,-0.0227109604551662,-0.0572563673004723,0.0620572037143052,0.135651471759454,0.0882348384830007,0.0720446463128826,0.0104904676377961,0.0223407978124655,0.0222933753131242,0.0869520081340008,0.0851057123221095,-0.0850888031490761,-0.0851057123221095,-0.0223794964385071,-0.0104328837122876,-0.0882348384830007,0.0572323532803721,-0.0794428067410706,-0.172806710924964
"ZEB2",-0.0968249774555353,-0.0967623326515738,-0.0860149337742055,-0.0742652157304569,-0.0223733815737484,-0.0204415285222136,-0.0152572366843877,-0.0135696022852272,-0.00805032308607233,-0.00718231545364072,-0.00715258249945575,-0.00630731679188836,-0.00623526757673216,-0.00101973611343358,-0.000378312961239667,0.00028576105729725,0.000378312961239667,0.00240455783360454,0.0071758239001375,0.00805032308607233,0.020550317714738,0.0340235252062027,0.0746302045735969
"GRHL2",0.0212438037647217,0.0211584126823678,-0.0688463266503685,-0.0261187907891324,0.0943075269960874,0.056941579491829,-0.0766695501110179,0.0063642530577279,0.104327990920589,-0.0621574422006575,0.250098489999501,0.0943848748423016,0.0942956272384058,0.129816332172724,0.0819602680301903,-0.0818840616659763,-0.0819602680301903,0.0197740355670447,-0.249909309722846,-0.104327990920589,-0.0569936056205069,-0.0905047525444526,-0.00628888248201435
"CDH1",0.232660993520375,0.23277422182098,-0.0337234772790003,0.237696924992889,-0.0142931885678453,-0.109434104046226,0.237649495390088,0.129174593491965,-0.00624818649523528,-0.0277752462731829,-0.00911213441704026,0.210236400767579,0.210172976252981,-0.0477189219073397,-0.0471454098901549,0.0471486185664155,0.0471454098901549,0.0441391752649862,0.00908645388288515,0.00624818649523528,0.109365046941312,-0.0364946626802138,-0.231888080753424
"KLF8",0.23277422182098,0.233146744544867,-0.0336499986212104,0.237837295571216,-0.0143037845943354,-0.109627714888433,0.237769305468926,0.229257027473716,-0.00617388124928492,-0.0277402967170423,-0.00908645388288515,0.210562665041641,0.210236400767579,-0.0477221683443751,-0.0471710105923456,0.0471454098901549,0.0471710105923456,0.0442048900627638,0.00891304347826087,0.00617388124928492,0.109434104046226,-0.0365809156066524,-0.231897508687345
"OVOL2",0.0855636007907129,0.0855899214864566,0.000199889757858359,0.113570209393703,-0.0685899356068752,-0.0915016280228407,0.0683545099645403,-0.0235681005945738,-0.00390949421413385,-0.0564601991161798,-0.0554050823823713,-0.00501486853136436,-0.00505896024212274,-0.0174455069796908,-0.00786151064859827,0.00791055896186618,0.00786151064859827,0.0222949443904532,0.0551857628132316,0.00390949421413385,0.0915196123405157,0.0916161566904024,-0.102697142016447
"TWIST1",0.114912872040689,0.115010467021519,0.00122172522733681,0.137850553389919,-0.0400724823069819,-0.098320349890733,0.100597623542272,0.15085251522497,-0.0567605575390384,-0.0764774211440272,-0.0246508592058601,0.0262244909319662,0.026262406633767,-0.129775886430148,-0.126960869934874,0.126886459204921,0.126960869934874,0.130828174832821,0.02458408255412,0.0567605575390384,-0.00156609451195634,-0.018939695756541,-0.146241457571432
"miR101",0.0019063486706953,0.101962174494126,0.00734859763594346,-0.03423179805636,-0.021191021155315,0.0264747424172499,0.0315563656240125,0.00886241443063937,-0.0470620312415797,-0.051641100988717,-0.0284624047929692,-0.00187363069001675,-0.00184009305659985,-0.093682362083316,-0.0898652981996766,0.0898152009715035,0.0898652981996766,0.024118765504024,0.0283443069554719,0.0470620312415797,-0.0263361611835496,-0.0177779006103152,0.105934137069591
"miR205",-0.0236476438236827,-0.0237690531734543,0.0112225453657953,-0.114012230251169,-0.00100404443900098,0.0861637285397861,-0.00724988621072119,-0.0468858888972982,-0.000185528197243816,0.0194764644587965,0.0384923422158301,0.00807647992964616,0.00811933027086184,0.0104721782027876,0.00578530918105628,-0.00577226586482418,-0.00578530918105628,0.0877388015838055,-0.0381157690318047,0.000185528197243816,-0.0862914003819672,-0.0758642554516344,0.0444864685462561
"ZEB1",0.00590743295787463,0.00578472455565559,0.011322963747477,0.0998892459551769,-0.00603702319197828,-0.0884681818027926,-0.00195458366460719,0.0560378412318985,-0.00856840015652038,-0.0257415633829335,-0.0372965107826304,-0.0164554325753915,-0.016585096888891,-0.0135355232992903,-0.00790277723335298,-0.09198152105348,0.00790277723335298,-0.0819202085021765,0.0373051324632833,0.00856840015652038,0.0884351303085646,0.0795243573178311,-0.0332913632326084
"FOXC2",0.00578472455565559,0.00587544225245309,0.0114403319732481,0.0998725474818945,-0.00603029659746963,-0.0884287496261365,-0.00201562694035694,0.0560116229236865,-0.00855851052481026,-0.0255586142427944,-0.0373051324632833,-0.0164478338736839,-0.0164554325753915,-0.0134732001177108,-0.00788534800240717,0.00790277723335298,0.00788534800240717,-0.08186953522321,0.0368849643960565,0.00855851052481026,0.0884681818027926,0.0795819577408637,-0.033343963469609
"miR200c",-0.0252519233603369,-0.0252699342389076,0.0227066675680832,-0.0423747718236524,-0.00395384967663652,0.0979679165300769,-0.0171229615356697,0.0144547948846615,-0.0124781479979875,-0.0187523813249783,-0.0415613873836678,0.0778395354249424,0.0778247640405228,-0.00720284363126478,-0.00350704118737,0.00354431456190492,0.00350704118737,-0.0593092562495765,0.0413765642096852,0.0124781479979875,-0.0978954495469218,-0.0749077155345301,0.126413052475861
"miR141",-0.0252519233603369,-0.0252699342389076,0.0227066675680832,-0.0423747718236524,-0.00395384967663652,0.0979679165300769,-0.0171229615356697,0.0144547948846615,-0.0124781479979875,-0.0187523813249783,-0.0415613873836678,0.0778395354249424,0.0778247640405228,-0.00720284363126478,-0.00350704118737,0.00354431456190492,0.00350704118737,-0.0593092562495765,0.0413765642096852,0.0124781479979875,-0.0978954495469218,-0.0749077155345301,0.126413052475861
"miR200b",-0.0517319149813404,-0.0519246313820464,0.027766822390977,-0.158821864997069,0.0908004980326163,0.159231643402679,-0.0898214555153649,-0.112520767341286,-0.0144690719007056,0.0127236306131438,0.0376753141398574,0.091072941362006,0.0911195280359448,-0.000936325836458899,-0.0061527852084424,0.00620880686717452,0.0061527852084424,-0.0351111063898534,-0.0373198849591217,0.0144690719007056,-0.159342562254447,-0.11445915083872,0.185047539816268
"TCF3",-0.23277422182098,-0.233146744544867,0.0336499986212104,-0.237837295571216,0.0143037845943354,0.109627714888433,-0.237769305468926,-0.229257027473716,0.00617388124928492,0.0277402967170423,0.00908645388288515,-0.210562665041641,-0.210236400767579,0.0477221683443751,0.0471710105923456,-0.0471454098901549,-0.0471710105923456,-0.0442048900627638,-0.00891304347826087,-0.00617388124928492,-0.109434104046226,0.0365809156066524,0.231897508687345
"CLDN7",-0.23277422182098,-0.233146744544867,0.0336499986212104,-0.237837295571216,0.0143037845943354,0.109627714888433,-0.237769305468926,-0.229257027473716,0.00617388124928492,0.0277402967170423,0.00908645388288515,-0.210562665041641,-0.210236400767579,0.0477221683443751,0.0471710105923456,-0.0471454098901549,-0.0471710105923456,-0.0442048900627638,-0.00891304347826087,-0.00617388124928492,-0.109434104046226,0.0365809156066524,0.231897508687345
"SNAI2",-0.232625614934825,-0.232660993520375,0.0337082536100009,-0.237687166039049,0.0143197235594233,0.109365046941312,-0.237669176301218,-0.129199025549288,0.0062192799101287,0.0277702055440919,0.00909043126194408,-0.210172976252981,-0.210147553437081,0.0477246264952546,0.0471486185664155,-0.0471295937673328,-0.0471486185664155,-0.0441149877737382,-0.00911213441704026,-0.0062192799101287,-0.109408119121218,0.0364817500895474,0.131883783442862
"miR200a",-0.0462373375863317,-0.0463345963306133,0.0449579815998051,-0.0589474198155474,-0.0128637395880429,0.089801493118364,-0.0611007088697829,-0.0585682800088709,-0.0250222669495453,-0.021868035843481,-0.0435507509093116,0.0674168459866282,0.0674554788381872,-0.0111495081280864,-0.00825177017098662,0.00832609372619697,0.00825177017098662,-0.0583165129283617,0.0434654479059351,0.0250222669495453,-0.089871002265472,-0.0640865281010884,0.15185875592105
"TGFbeta",-0.100891428192885,-0.100919819381922,0.121632864103301,-0.245807974720208,0.0668361327066576,0.160913838813005,-0.176572727283591,-0.153578907242868,-0.090196737507893,-0.0634494937110478,-0.00671992422534174,-0.0257759936677805,-0.125633076329605,-0.0676172572281317,-0.0663796873296479,0.0662820788238128,0.0663796873296479,-0.0732929501702129,0.00686437775491384,0.090196737507893,-0.160773163115866,-0.0820217151769971,0.277352156356159
"miR34a",-0.0445916361036405,-0.0446319710759822,0.121801884987387,-0.24795774812181,0.0212262511665849,0.138876414013767,-0.0689563664630049,-0.0472592420534196,-0.124431880222225,-0.0478795312342681,-0.0179528766726602,-0.0263872535771316,-0.0263685483414758,-0.0612165473430293,-0.058975475562909,0.0589911815095135,0.058975475562909,0.0333750883145559,0.0178809709826495,0.124431880222225,-0.138844133853468,-0.0864668336100967,0.163979712591321
"GSC",-0.019199888166146,-0.0192476315600192,0.141035918697674,-0.0789158573535167,0.00628522381509258,0.140739511305273,-0.0695272507781767,-0.0907488186099081,-0.0874572244897931,-0.047851797910704,-0.0111543998229677,-0.0221153397810029,-0.0221245078687231,-0.049021865382115,-0.047780147014051,0.0478177940728745,0.047780147014051,-0.162146357891676,0.0110298763646639,0.0874572244897931,-0.140702774785978,-0.0224326563708723,0.139928682558494
