"","CDH1","miR200c","miR200a","miR200b","SNAI2","TWIST2","miR101","KLF8","GSC","CLDN7","ZEB1","NP63","miR205","miR34a","TCF3","TWIST1","OVOL2","GRHL2","miR141","FOXC2","SNAI1","TGFbeta","ZEB2"
"miR205",0.15275540304246,0.152847219349636,0.152847219349636,0.146302242284721,0.140304123902784,0.0248691564746043,0.0840753185671601,0.0839939617863853,0.028076242051617,0.0247890838650265,0.0248661015418256,0,0,-0.0130443860007826,0.0687726494168146,0.0687314649515949,-0.0855955211166505,-0.020995397398952,-0.0247890838650265,-0.117164443647369,-0.109407224011492,-0.0281032218960861,-0.292860466400248
"miR200a",0.1707677170717,0.14324528090108,0.14324528090108,0.144753746439848,0.207023485294821,0.0984047781532959,0.074062191629275,0.0739973524664206,0.117923348612297,0.0162004510369744,0.0162524552062357,0,0,-0.0142735615772776,-0.0368904164676302,-0.0368682326972766,-0.080972805024638,-0.0136976447020257,-0.0162004510369744,-0.0920897924377759,-0.0902395426459825,-0.117934711215697,-0.279535774704666
"miR200c",0.0612117878765089,0.103009095972726,0.103009095972726,0.144319791236632,0.087466113143357,0.0875560639838013,0.0143988719095225,0.0143034142530981,0.109595286974535,-0.00911525156901244,-0.0091467219032006,0,0,0.0971837543801017,-0.0845335509888675,-0.0845172828906082,0.0727113257810148,0.00808117744025316,0.00911525156901244,-0.0467761045995029,-0.0279291431653489,-0.109544155259236,-0.218760398593198
"miR141",0.0612117878765089,0.103009095972726,0.103009095972726,0.144319791236632,0.087466113143357,0.0875560639838013,0.0143988719095225,0.0143034142530981,0.109595286974535,-0.00911525156901244,-0.0091467219032006,0,0,0.0971837543801017,-0.0845335509888675,-0.0845172828906082,0.0727113257810148,0.00808117744025316,0.00911525156901244,-0.0467761045995029,-0.0279291431653489,-0.109544155259236,-0.218760398593198
"NP63",-0.0435400635040313,0.152274081762447,0.152274081762447,-0.130105537112343,-0.220930567631845,-0.250240204877039,-0.191951755712691,-0.19223960044102,0.0429017260518545,0.10929358843436,0.109296641983432,0.0215802590359401,0.12148890048048,-0.12824827966545,0.0898722870591138,0.0896411639804646,-0.151544636971798,-0.197410950177794,-0.10929358843436,0.0183771896043352,0.0838488686209737,-0.0428555113761275,-0.215313566357844
"miR101",0.0116245020750902,0.0975782704058589,0.0975782704058589,0.0878631245018714,-0.107083703875333,0.00453626988126958,-0.0951334460852205,0.00472698935620226,0.0258916692973649,-0.0119754246929027,-0.0120176118324169,0,0,0.00515675802783352,-0.0279926590602893,-0.0281486993470543,0.0595715739336501,0.0107415390391346,0.0119754246929027,-0.0497783421600093,0.0280618545436965,-0.0258606469864543,-0.211038816822091
"TWIST1",-0.0787696010601033,-0.0225497164067464,-0.0225497164067464,0.114930195868134,0.123377474638653,0.124995669917285,0.0844980995023905,0.0845727895387397,-0.0183912976932532,-0.127112496291304,-0.127105709242967,0,0,0.0514779059300017,0.00908059254238439,-0.0908483330909536,0.115805035409949,0.127643195233755,0.127112496291304,-0.0229429539880394,-0.026899815754957,0.01839537128105,-0.0852896736167965
"FOXC2",0.106925604722041,0.0391407807824535,0.0391407807824535,0.0326841720708555,0.117621227090579,0.0104779690825614,0.0642477686148933,0.0642768667440548,0.0071306108536281,0.019676200625632,0.0197556949228727,0,0,-0.0105514624503775,0.0658614266028599,0.0658670597709536,-0.0806487326918745,-0.015683151279102,-0.019676200625632,-0.105619276651274,-0.0911782019185788,-0.00719031493847303,-0.0760484732863154
"ZEB1",0.106956827354642,0.0392016020174707,0.0392016020174707,0.0326778454568422,0.117596903974152,0.0105773647568616,0.0642837728766223,0.0642477686148933,0.00719031493847303,0.0197556949228727,-0.0802651186610356,0,0,-0.010610778783772,0.0658670597709536,0.0659085243728033,-0.0806986764717373,-0.0157537842182255,-0.0197556949228727,-0.105568603372307,-0.0911659264185882,-0.00713565925782686,-0.076004050043873
"KLF8",-0.198586502855769,0.0367890363887503,0.0367890363887503,-0.212415839071737,-0.297413834249904,-0.315198689036259,-0.217852350819281,-0.217748044456593,0.219078930684049,0.00539617072771815,0.00544371488892943,0,0,-0.0447606665128252,0.0868367650117361,0.0862559324851146,-0.0175615299682166,-0.00493456303324438,-0.00539617072771815,0.0233442416655904,0.102177826046781,-0.219115182270056,-0.0713920800643705
"GSC",-0.00141964189694889,-0.00801736708965924,-0.00801736708965924,0.0736750425031187,-0.0385959429277867,-0.0187962609760563,0.0302064924738503,0.0302289026383215,0.0011238050395777,-0.0892047770577564,-0.0891919867108484,0,0,0.0200096562715021,-0.103792858236945,-0.103695426598816,0.0924354473059478,0.0900727480564326,0.0892047770577564,-0.0462908257702021,0.0180834896696816,-0.0011134145401614,-0.0660907031011014
"OVOL2",0.0353948948173039,0.00121637477901242,0.00121637477901242,-0.0184422659874623,-0.114231653187491,-0.105337167397034,-0.104915628238534,-0.105091099543492,0.014449358925294,-0.00868967829940981,-0.00873628099040951,0.0240834337367673,0.0241428552949085,0.0547285197570845,0.00295963117805369,0.00303156844875364,-0.0533112282975608,-0.032561428888927,0.00868967829940981,-0.05013334982242,-0.0242160426989817,-0.0143625533697384,-0.0178671684560795
"TCF3",0.198586502855769,-0.0367890363887503,-0.0367890363887503,0.212415839071737,0.297413834249904,0.315198689036259,0.217852350819281,0.217748044456593,-0.219078930684049,-0.00539617072771815,-0.00544371488892943,0,0,0.0447606665128252,-0.0868367650117361,-0.0862559324851146,0.0175615299682166,0.00493456303324438,0.00539617072771815,-0.0233442416655904,-0.102177826046781,0.219115182270056,0.0713920800643705
"CLDN7",0.198586502855769,-0.0367890363887503,-0.0367890363887503,0.212415839071737,0.297413834249904,0.315198689036259,0.217852350819281,0.217748044456593,-0.219078930684049,-0.00539617072771815,-0.00544371488892943,0,0,0.0447606665128252,-0.0868367650117361,-0.0862559324851146,0.0175615299682166,0.00493456303324438,0.00539617072771815,-0.0233442416655904,-0.102177826046781,0.219115182270056,0.0713920800643705
"SNAI2",0.0983650518360028,-0.0370278212883766,-0.0370278212883766,0.212094930038967,0.19719590898552,0.314590474293027,0.217430582673468,0.21750619572886,-0.219133595838811,-0.00548221900405674,-0.00546730767504597,0,0,0.0447676336098941,-0.0862931170800681,-0.0861072266194225,0.0176160150831756,0.00501099424219296,0.00548221900405674,-0.02333699456721,-0.102084820712323,0.219115067345866,0.0714668338688415
"CDH1",0.0983714164895911,-0.0369737380001126,-0.0369737380001126,0.212133323947564,0.297310126976777,0.314672299367533,0.21750619572886,0.217852350819281,-0.219115182270056,-0.00544371488892943,-0.00548221900405674,0,0,0.0447341764466,-0.0862559324851146,-0.0862931170800681,0.0175918195835385,0.00497676671470398,0.00544371488892943,-0.0233382675930652,-0.102198362457838,0.219133595838811,0.071467785348154
"TGFbeta",-0.0956081237850889,-0.03243211487983,-0.03243211487983,-0.142385228055983,-0.138184768697797,-0.153468228237462,-0.0538093034585561,-0.0538099959265814,-0.00386308163636272,0.0125783078150084,0.0126048971267913,0,0,-0.0710635487872329,0.0850636007062932,0.0852337729205741,-0.0106687196240142,-0.0132000611913156,-0.0125783078150084,0.0537064998343667,0.0420910383063125,-0.0961277959803495,0.0756062488114184
"GRHL2",-0.0353545095816714,-0.138550458317113,-0.138550458317113,0.0808403646699819,-0.0309722126184558,0.0129052228891066,-0.019099736288268,-0.0189544834162226,0.0728190493413568,-0.118258423503719,-0.118260825423508,-0.0255409753580788,-0.0256364332958402,0.11199626623223,-0.0270010664036678,-0.0270270794680068,0.134253665081856,0.0885325551188007,0.118258423503719,-0.0142487960560507,0.0123246645199473,-0.072892775622836,0.0810193545518687
"miR34a",-0.0437617790849147,0.0214645117801284,0.0214645117801284,-0.0918479631350077,-0.0932493319669365,-0.021480258636827,-0.0331417602077225,-0.0331302359299106,0.0172044401507324,0.0284903698146133,0.0285503379743761,0,0,-0.0228749251409841,-0.000384146014125313,-0.000172356669727495,-0.0615136052848358,-0.0258829440382506,-0.0284903698146133,0.0788614874798605,0.0122710409995126,-0.0172406438326468,0.0886185697798218
"SNAI1",-0.0906901928677279,-0.0871831260758069,-0.0871831260758069,0.00691242628926622,0.0593214464282005,-0.00195696865685405,0.069358573660702,0.0693975704754421,-0.0269709856050109,-0.0722373280886582,-0.0722553182133923,0,0,-0.00843953355397418,0.00798879691705415,0.00797193600932419,0.078693537910226,0.0718231042164952,0.0722373280886582,0.0661984781214909,-0.104784019333789,0.0269852318702451,0.109407929221283
"TWIST2",-0.112557128308805,-0.093111982987713,-0.093111982987713,-0.0378940742426926,0.0268643703765521,0.0706587579219273,-0.0403504196753055,-0.0402904577381004,-0.0235954114884252,-0.0173003037750938,-0.0173441042815439,0,0,0.0466053244542923,-0.0348207782847086,-0.0349205175378041,0.0534831932935587,0.0159008466845242,0.0173003037750938,-0.00190682210350536,-0.0748592386181129,0.0236136948699229,0.172110090126318
"miR200b",-0.0612117878765089,-0.103009095972726,-0.103009095972726,-0.144319791236632,-0.087466113143357,-0.0875560639838013,-0.0143988719095225,-0.0143034142530981,-0.109595286974535,0.00911525156901244,0.0091467219032006,0,0,-0.0971837543801017,0.0845335509888675,0.0845172828906082,-0.0727113257810148,-0.00808117744025316,-0.00911525156901244,0.0467761045995029,0.0279291431653489,0.109544155259236,0.218760398593198
"ZEB2",-0.288271066466364,-0.282303513056114,-0.282303513056114,-0.281241913088351,-0.219843786173912,-0.17200847404582,-0.155239999040978,-0.155149512101923,-0.0730298968151937,-0.0388552593047379,-0.0388491219105773,0,0,0.0201896993585734,0.0266298131179568,0.0266898907317389,0.0371921908820257,0.0382517756296071,0.0388552593047379,0.0465694237448571,0.0582276866078711,0.0729455314948826,0.222614925452879
