"","ZEB2","miR101","KLF8","SNAI2","SNAI1","CDH1","miR205","miR200c","NP63","miR200a","miR34a","miR200b","GSC","ZEB1","miR141","CLDN7","TGFbeta","GRHL2","FOXC2","OVOL2","TWIST1","TCF3","TWIST2"
"ZEB2",-0.0890384802955913,-0.0709555655121036,-0.0709326951868478,-0.0611485581935442,-0.0130133086578681,-0.00781797947964158,-0.00697385342667348,-0.00690143925571667,-0.00672594515273484,-0.00513938250799077,-0.00322885603512496,-0.00299550746593612,-0.000736168160581846,-0.000275706562123229,-8.44357272229915e-05,-8.44357272229915e-05,0.000793438049552158,0.000806551241755566,0.00181766152108638,0.00676020797368159,0.0198831989180738,0.0201868344255672,0.0836314383046786
"TWIST2",-0.0310659425071788,-0.0632403859896511,-0.0632786225872891,-0.0748216330468024,0.0399002777231365,-0.129591702389294,-0.0177752600998807,0.0423414900580246,-0.0182339835478378,-0.0162418783925919,-0.0442124928725103,0.0530671899558238,-0.0215234095742597,0.0598637647185813,-0.0597414031071962,-0.0597414031071962,0.0217512696272542,0.0615962188152153,0.0287275880487092,0.0459217783377927,0.0754825171581125,0.0751006583034041,0.106902460991675
"GSC",-0.0242628466497921,-0.0614298207630754,-0.0617825372647513,-0.00344968030151972,0.0276723779900315,-0.00144533379990966,0.0118448171754033,-0.00751076727354041,0.0121915671131416,0.0410242917905717,-0.00256981148452473,-0.00467883233066093,0.00469410858755446,-0.0549881226414495,0.0547943368194284,0.0547943368194284,-0.00467760602965798,-0.0553767427740212,-0.0668069669802878,-0.0505118242163433,0.0846662108295553,0.08463107155023,0.00304350370731659
"ZEB1",-0.0110463670393317,-0.0374213741369033,-0.0375470216625287,-0.0187857305646047,0.0923112652439773,-0.111923855205166,-0.0344896725148742,0.00952124077866869,-0.0343775906663858,-0.00244086102067881,-0.00712313712213092,0.00187823835106193,-0.0281817935451437,-0.0903485747797404,-0.00913272162478117,-0.00913272162478117,0.0280644782138823,0.0145306404993014,-0.0900505812665972,0.0248575990812858,-0.00750343807637395,-0.00748961654242405,0.0897551987554188
"CDH1",-0.00779900599878264,-0.0445828585164093,-0.0446896166284083,-0.0745849939076343,0.000144811780151091,0.00930516323226602,-0.0053614811091564,0.00636875057156749,-0.00502763416513997,0.000589482255388742,-0.00369019687639114,0.028247679223265,-0.0111262045114618,0.00492700041711722,-0.0051034776114507,-0.0051034776114507,0.0108377252676457,0.00509109305106488,0.0370832755106772,0.0097490937982983,0.0818416042938708,0.0818681647188376,0.0872084226936037
"CLDN7",-0.00778787286881448,-0.0446896166284083,-0.0447939229910964,-0.0746090875165426,7.49879825579581e-05,0.10931937598774,-0.00507246376811594,0.00603968448235873,-0.0053614811091564,0.00144505408733151,-0.00314979952539776,0.0279562892784368,-0.0107093112723826,0.0051034776114507,-0.00408310676699325,-0.00408310676699325,0.0111262045114618,0.00415287274784766,0.0367069089415871,0.00897321365197616,0.0818681647188376,0.0819649701399412,0.0871242003466076
"miR200c",-0.00085964443094608,-0.0478179817790516,-0.0478918263811913,-0.0606221243960631,0.0234153414074133,0.0499205452210611,0.0364941314590529,0.00518026545303582,0.0372192069877538,-0.00586823739008634,-0.00215791647378878,0.0336805781613137,-0.0957448479636641,0.0105695278315831,-0.0107139342586735,-0.0107139342586735,0.0955380485817897,0.00508252589937736,0.0113053839365627,-0.0107531443086506,-0.0505546953020043,-0.0499557335024569,-0.00643966581845716
"miR200a",0.00085964443094608,0.0478179817790516,0.0478918263811913,0.0606221243960631,-0.0234153414074133,-0.0499205452210611,-0.0364941314590529,-0.00518026545303582,-0.0372192069877538,0.00586823739008634,0.00215791647378878,-0.0336805781613137,0.0957448479636641,-0.0105695278315831,0.0107139342586735,0.0107139342586735,-0.0955380485817897,-0.00508252589937736,-0.0113053839365627,0.0107531443086506,0.0505546953020043,0.0499557335024569,0.00643966581845716
"miR205",0.00147297695494053,-0.0437699445410136,-0.0433957033494497,-0.0304124282440155,0.0907424949973256,-0.0366112440113535,-0.0379460395532896,0.00589345548267971,-0.0388775626927208,-0.00623066654621589,-0.00596896450104171,0.00293183922896492,-0.0162920682545573,0.00968364842198171,-0.00932588889104421,-0.00932588889104421,0.0164983847122624,0.0134490647646891,-0.0922552831252927,0.020057039704588,0.00144435639788244,0.00102015640611934,0.108724231221675
"GRHL2",0.00366136804780094,-0.0227498927745337,-0.0228898637239593,-0.0292256199482401,-0.00513658443354821,0.0910410064402822,-0.221489408302442,-0.0123623781667722,-0.220956579449847,0.0121791945926994,0.0151282409273229,-0.0478598980709491,-0.0834198231550153,-0.0192114110109952,0.0186679220696522,0.0186679220696522,0.0831875576517087,0.0884893226590798,0.0290047064242609,-0.0913706827001537,-0.0143227728205277,-0.0141927074988328,0.00532293099324604
"miR200b",0.00391161398056566,-0.0619275066462958,-0.0620049534241497,-0.083127263938337,0.0201714719650481,0.114348571279551,0.0343949884011355,0.00557204705938037,0.0352906699365896,-0.0100438367085639,-0.00529310413414678,0.00442688385709844,-0.0906841070208825,0.0150388850203344,-0.0151132085755447,-0.0151132085755447,0.0902398292279546,0.00874769780472046,0.01198123472477,-0.00772383755153821,-0.0414662425225207,-0.0408377023625018,0.0130303202408119
"miR141",0.00391161398056566,-0.0619275066462958,-0.0620049534241497,-0.083127263938337,0.0201714719650481,0.114348571279551,0.0343949884011355,0.00557204705938037,0.0352906699365896,-0.0100438367085639,-0.00529310413414678,0.00442688385709844,-0.0906841070208825,0.0150388850203344,-0.0151132085755447,-0.0151132085755447,0.0902398292279546,0.00874769780472046,0.01198123472477,-0.00772383755153821,-0.0414662425225207,-0.0408377023625018,0.0130303202408119
"miR34a",0.00738437171886883,0.0930768700219089,0.0932929502308825,0.0889657985416913,-0.0987168351678458,-0.0245258106921518,-0.0115205092257824,0.0380037096171514,-0.0121676604358795,-0.0440677425747377,0.0578231219776578,-0.0334707911726698,0.00663784318991551,0.00227399984521282,-0.00188539665119441,-0.00188539665119441,-0.00643510257119459,0.0026574952456301,0.0874861381028786,0.0228506921533103,-0.0375401736242576,-0.0378117993633552,-0.210998971993878
"TCF3",0.00778787286881448,0.0446896166284083,0.0447939229910964,0.0746090875165426,-7.49879825579581e-05,-0.10931937598774,0.00507246376811594,-0.00603968448235873,0.0053614811091564,-0.00144505408733151,0.00314979952539776,-0.0279562892784368,0.0107093112723826,-0.0051034776114507,0.00408310676699325,0.00408310676699325,-0.0111262045114618,-0.00415287274784766,-0.0367069089415871,-0.00897321365197616,-0.0818681647188376,-0.0819649701399412,-0.0871242003466076
"KLF8",0.00778787286881448,0.0446896166284083,0.0447939229910964,0.0746090875165426,-7.49879825579581e-05,-0.10931937598774,0.00507246376811594,-0.00603968448235873,0.0053614811091564,-0.00144505408733151,0.00314979952539776,-0.0279562892784368,0.0107093112723826,-0.0051034776114507,0.00408310676699325,0.00408310676699325,-0.0111262045114618,-0.00415287274784766,-0.0367069089415871,-0.00897321365197616,-0.0818681647188376,-0.0819649701399412,-0.0871242003466076
"SNAI2",0.00793126162321473,0.0445904891917241,0.0445828585164093,-0.0253387853734483,-0.000164848558771403,-0.00922036962155697,0.00502763416513997,-0.00627084117040003,0.00496795048862549,-0.000696716361429286,0.00358290321479304,-0.0281725045955085,0.0108377252676457,-0.00474206565846651,0.00492700041711722,0.00492700041711722,-0.0108993432790644,-0.00489713706196064,-0.0370921866916633,-0.00932466440883141,-0.0817781295024308,-0.0818416042938708,-0.0873442973586088
"OVOL2",0.00918987980278852,-0.0401337007597455,-0.0404199383259585,-0.0464397756616647,-0.0780366328679195,-0.0563118622882892,0.054263422241298,-0.00687241563488373,0.0548457535110827,-0.000690915987905863,0.0647001717803693,-0.0307174121061281,0.0330504711091491,-0.00669097189630411,0.00613214720801905,0.00613214720801905,-0.0333425786929234,-0.0166527335654293,0.0131855004631142,-0.0551898320843214,0.0541616116095604,0.0541400304283504,0.0475333052198615
"FOXC2",0.0115065009653115,0.0375470216625287,0.0370318136109052,0.0187422365189754,-0.0926124871283609,0.111945939506274,0.0330529688011306,-0.00919883878491894,0.0344896725148742,0.00227125383685034,0.00668162791892662,-0.00179052070271566,0.0276726805307388,-0.00913272162478117,0.00870974394694987,0.00870974394694987,-0.0281817935451437,-0.0139946611377174,0.0898728869683546,-0.0239049281573793,0.00748961654242405,0.00809799869654753,-0.090548773819032
"SNAI1",0.017313624162851,-0.0445183389018133,-0.0443495606876178,0.0545196058112627,-0.0548168753615288,0.0808836480917066,-0.0117386453437238,0.029503110133526,-0.0118207330673209,-0.0640473765489367,-0.114625374466268,0.00170594679845721,-0.00301229285635631,0.0944203119367291,-0.0944287279178279,-0.0944287279178279,0.0029960950479393,0.0957303881399258,-0.124072324942665,0.0760462373718642,-0.0155111249942544,-0.0154339735679748,0.0386129397980608
"TWIST1",0.0277255198648397,0.0157445108138036,0.0157365438765931,-0.0647038475528857,-0.04346074461332,-0.0916836277547525,0.0220396009877708,-0.0818705820267061,0.0224049085531727,0.0390623672041859,0.0981848029987087,-0.0350813547126544,0.0179834636664187,-0.117085718545061,0.117156427248648,0.117156427248648,-0.018258274166248,-0.12046055206701,0.231449902388511,-0.0713900783406702,0.102602807789776,0.20284053929206,0.0396479426949123
"TGFbeta",0.0408253698412149,-0.0429729257469945,-0.0433918689022944,-0.0459075268797501,0.0406583636838998,0.0765414049241043,-0.00988099352805575,0.0182395076513099,-0.00966022492625689,-0.0668558478998847,-0.107678501052037,0.0932600605339898,-0.199532234575996,0.0865140923909684,-0.0868120642268831,-0.0868120642268831,0.09957524009721,0.0878723688797268,-0.0101613022329398,0.073564938422939,-0.0288908857815955,-0.029167699250159,0.1030871012314
