"","SNAI2","ZEB2","TWIST2","miR101","OVOL2","SNAI1","NP63","ZEB1","miR141","CLDN7","miR34a","GSC","TGFbeta","miR200b","miR200c","miR200a","FOXC2","GRHL2","TCF3","TWIST1","CDH1","miR205","KLF8"
"GSC",0.0378866209559923,-0.174221127705744,0.0224571130661234,0.191792862126729,-0.195511219456909,-0.249768089753768,-0.184329072256653,-0.151011463452485,-0.150980814885365,-0.150980814885365,0.0113105888352,0.0140815424177634,0.0141243268271246,-0.0100337879339887,-0.00159652702763224,-0.00159652702763224,0.166561918693004,0.168751953580385,0.337728076239556,0.337863841636949,-0.00278500704181243,0.184085772576582,-0.191567786127041
"TGFbeta",-0.0470303089924912,-0.126269839514204,-0.0991913518410522,0.107985971548535,-0.156676366512832,-0.259700552520926,-0.146531272438894,-0.122392729477149,-0.122352759737501,-0.122352759737501,0.107955216154544,0.0114880662967256,-0.0884784849645525,0.0834236662466709,0.00150611837719183,0.00150611837719183,0.165212289190374,0.133356543911924,0.176615229090872,0.176814897822295,0.000629345011766901,0.146215109996812,-0.107821856626541
"TWIST2",-0.127911812384137,-0.114197707167552,-0.151074170618999,0.0271048250923723,0.0735625740414864,-0.238028798834606,0.051169468545826,0.00622454536925214,0.00625112700338769,0.00625112700338769,0.0944204015603552,-0.035027626721505,-0.0350377235142724,0.0897427154694761,-0.0622155787825114,-0.0622155787825114,0.241528455842171,-0.00963006230242506,0.227366086487084,0.227293419316971,-0.0988104361538144,-0.0511814501284219,-0.027070064549065
"TWIST1",-0.0852089926911234,-0.10470121447204,-0.0938699931702936,0.0376947328446842,-0.136534425725021,-0.217048935793528,-0.119015072813653,-0.0784032542791178,-0.0784204070012795,-0.0784204070012795,0.0455062740796983,-0.00453094296477108,-0.00448174655830222,0.0406066567094489,-0.0150404172980688,-0.0150404172980688,0.3159080240973,0.0882732738995334,0.209033940829814,0.109082140687665,-0.0559501212781776,0.118842239126796,-0.0375642742478611
"TCF3",0.111999323568813,-0.0917487358939986,0.120509917805866,0.166738227903175,0.0385304873775326,-0.0563228083963391,0.0325293205998157,0.0199140126343167,0.0197713801506829,0.0197713801506829,0.0312357546024916,0.175035910598982,0.175217168529016,-0.132044911115758,-0.0568321593668571,-0.0568321593668571,0.0745877290960296,-0.0227083166127626,0.148932465757495,0.149222882020805,-0.0731640970290183,-0.0326449275362319,-0.167319363352437
"SNAI2",0.0118572499149288,-0.0915952466626637,0.120184018199912,0.166545730063636,0.0387521030044207,-0.0565770513726028,0.0329718672443562,0.0198394259372593,0.0198642781522773,0.0198642781522773,0.0313730774090304,0.175075997835234,0.175048851438595,-0.132059718356038,-0.0566276247973429,-0.0566276247973429,0.074694072499905,-0.0228091065861916,0.149376932485613,0.149444941190727,-0.173243894734034,-0.0328118064755219,-0.16656029771651
"CDH1",0.111874665331417,-0.0915372064246036,0.120306380467293,0.16656029771651,0.0387238749215108,-0.0565240652246958,0.0328118064755219,0.0198642781522773,0.0199140126343167,0.0199140126343167,0.0313523108938824,0.175217168529016,0.175075997835234,-0.132016807517018,-0.0567451160787438,-0.0567451160787438,0.0745578587334034,-0.0228219419089999,0.149222882020805,0.149376932485613,-0.173231370738263,-0.0325293205998157,-0.166738227903175
"GRHL2",0.14469807881095,-0.0891046848749099,0.136755110717954,0.153094682496034,-0.333067647230072,-0.0582960420003048,-0.42048234736009,-0.125382813436756,-0.125349841628744,-0.125349841628744,-0.104690605537667,0.183879086254826,0.184093613103943,-0.157923140318587,0.0881781983336955,0.0881781983336955,0.0153676615510227,0.196560036581688,0.120132641859505,0.120745394041712,-0.066201781202472,0.419654466699868,-0.152634274907672
"ZEB2",-0.0939551874761569,-0.0888155959417627,-0.0875716565761075,-0.0827304869835136,-0.0396671985987071,-0.0344557549918988,-0.0307668469870145,-0.0082878783638415,-0.00826553824909678,-0.00826553824909678,-0.00598925549688657,0.00117941644197171,0.00125639209918988,0.00749214381266416,0.00881995873535284,0.00881995873535284,0.00959334825909016,0.0109622476988504,0.0138390185258267,0.0138438896837009,0.0260219216601771,0.030666134250727,0.0828567709534043
"miR34a",0.214929594542517,-0.0608766220993406,0.074641660084199,0.170506700126903,-0.172859379054719,-0.105506771442345,-0.160708380758603,-0.126347603425482,-0.126336656856636,-0.126336656856636,-0.0140605267989794,0.0548426557341342,0.05486980849557,-0.134288341347092,0.0907950584427318,0.0907950584427318,0.11292708973087,0.141753842506125,0.0670284541477005,0.0671378917643224,-0.0214752049719993,0.160532401043577,-0.170371289862613
