"","miR200b","ZEB1","miR141","GRHL2","miR101","SNAI2","GSC","TGFbeta","FOXC2","TWIST1","TCF3","SNAI1","NP63","miR205","OVOL2","miR34a","KLF8","CLDN7","TWIST2","miR200a","ZEB2","CDH1","miR200c"
"miR141",0.0555114330756568,-0.225502217006711,-0.225474764161994,-0.222715369095881,0.0960434405420691,0.140081010900015,-0.0355731676501102,-0.0355777126914701,-0.0634445134910248,0.0362312163734167,0.0364722800112593,-0.00726376361384089,0,0,0.149065739138414,0.202604487328085,-0.0962631732606311,0.225474764161994,-0.00453537305225569,-0.246311117497423,-0.274011796390454,-0.0866150625354248,-0.0168345494759136
"miR101",0.260698597455894,0.294188116162419,0.29335920478837,0.283392576215238,0.130346599211486,0.106238658050218,0.000893673199928962,0.000699154926110954,-0.160839545612157,0.0729530952483275,0.0720179447185544,-0.0790011088667815,0,0,-0.210061842726605,-0.150021090247956,-0.229860117035873,-0.29335920478837,-0.0746560225739182,0.0259454003276259,-0.269536599589681,-0.116772546701409,-0.28329034459906
"TWIST1",0.091511752486933,-0.131064042602511,-0.131279870739639,-0.131633942913892,0.141207730582779,0.179769647029332,0.0580382307608822,0.0579645928276326,-0.220488497632011,0.112881792104599,0.212541125312667,-0.0307755459916384,0,0,0.119091133505802,0.105417994828768,-0.140886065492902,0.131279870739639,-0.113943340188885,-0.186472145271687,-0.266068896853079,-0.224761752182273,-0.0488256290574093
"miR200b",0.155806308434025,0.266998623202326,0.266606471591201,0.25902869687969,-0.0763663074022858,-0.110773647228669,0.0817449712926937,0.0816143013535972,0.0714097738642473,-0.0357142785918934,-0.0364522586856568,0.00639532341628093,0,0,-0.176354221984569,-0.233991957658685,0.0769282468136903,-0.266606471591201,-0.0269821193212119,0.0401800106369517,-0.196017841326545,-0.0734707590055647,-0.236703478459701
"miR200c",-0.0735079854640873,-0.284411261941523,-0.283702175049922,-0.273772392964726,-0.0975348275039114,-0.0866605485931111,0.142357550437664,0.142441633702821,0.172141353393634,-0.159857235691549,-0.159447575399019,0.11787847764049,0,0,0.189728347159669,0.152016108784953,0.097579854700338,0.283702175049922,0.104427480869214,-0.240869571807774,-0.182309599982112,0.0269714809079707,0.0553665786277884
"NP63",0.167387177308093,0.0951537983347943,0.0946411413738899,0.161923363278815,0.0400863301767413,0.0252384568655132,0.0914072059517911,0.0912240589035396,-0.0738553031160606,0.12154937297855,0.120932296797691,-0.0728632262651255,-0.00418403674447556,-0.0958159632555245,-0.118859161324211,-0.0498096546137824,-0.0395270889902727,-0.0946411413738899,-0.031373980868138,-0.00816837671373215,-0.1777150591255,-0.141506826949005,-0.121008335419453
"SNAI2",0.117142388620761,0.161211727540351,0.160484157521378,0.155935207616965,0.095250726744192,-0.00250281259862176,0.00176561658951294,0.00165401473666365,-0.109981447525213,0.158590028387121,0.158166107458575,-0.0961365342018893,0,0,-0.140016023056851,-0.0728597243738032,-0.0953984843661961,-0.160484157521378,-0.119768379937166,0.0394225755165842,-0.0921348783522719,-0.174181542028286,-0.127796536850523
"TCF3",0.1150551680624,0.159261651866086,0.156997818343795,0.152838939094306,0.0937324108001516,0.0973972783301397,0.00233707581605205,0.00211956630001072,-0.107378940361823,0.156365310645826,0.155687672698101,-0.0955434528882789,0,0,-0.13780556425997,-0.0711666743717327,-0.0949989880613645,-0.156997818343795,-0.117994185279626,0.0380425732593733,-0.0912302804600165,-0.273075054218561,-0.125127171385459
"KLF8",0.1150551680624,0.159261651866086,0.156997818343795,0.152838939094306,0.0937324108001516,0.0973972783301397,0.00233707581605205,0.00211956630001072,-0.107378940361823,0.156365310645826,0.155687672698101,-0.0955434528882789,0,0,-0.13780556425997,-0.0711666743717327,-0.0949989880613645,-0.156997818343795,-0.117994185279626,0.0380425732593733,-0.0912302804600165,-0.273075054218561,-0.125127171385459
"CLDN7",0.1150551680624,0.159261651866086,0.156997818343795,0.152838939094306,0.0937324108001516,0.0973972783301397,0.00233707581605205,0.00211956630001072,-0.107378940361823,0.156365310645826,0.155687672698101,-0.0955434528882789,0,0,-0.13780556425997,-0.0711666743717327,-0.0949989880613645,-0.156997818343795,-0.117994185279626,0.0380425732593733,-0.0912302804600165,-0.273075054218561,-0.125127171385459
"OVOL2",0.00441114159444968,-0.103666753550235,-0.103724225673538,-0.0714443658574817,0.116601469666335,0.112637918821392,0.0159641745963066,0.0159455734058304,-0.0956500319318926,0.0712164601324966,0.0712488319043116,-0.0748621006013846,-0.00906664885944927,0.00906556846748307,-0.0014438410691822,0.129094946214412,-0.116589406014119,0.103724225673538,-0.0895524901245671,-0.11486852944973,-0.0332382341156995,-0.110394695865869,0.0891937604881823
"TWIST2",-0.123941427488287,-0.198553463645833,-0.197855776463238,-0.191910243428831,-0.177796628753825,-0.180786753524521,0.00460043216836166,0.00472568697593589,0.209162694134642,-0.300290937376686,-0.299646906770984,0.172440478914015,0,0,0.162869292443097,0.047483112164497,0.177503771176461,0.197855776463238,0.16797076616938,-0.115080928855536,-0.0144119532135791,0.22599523988806,0.0925299013627305
"ZEB1",0.262178109449281,0.238320667547847,0.337731252300488,0.314180102555344,0.0206559476714415,-0.0248578934995606,-0.0507992548967753,-0.0509179423371743,-0.16211865854352,0.143503597024519,0.142880426124256,-0.148056928277173,0,0,-0.214125069697805,-0.282591185670675,-0.0203128050137391,-0.337731252300488,-0.129168593586968,0.282750621331028,-0.0138227455425337,-0.0995224818958416,-0.293816665914786
"FOXC2",0.261551432682831,0.337731252300488,0.336682522721382,0.313248276561667,0.0203128050137391,-0.0249402086768258,-0.0505940899506718,-0.0507992548967753,-0.161396395407317,0.142880426124256,0.141787591514071,-0.147748152238949,0,0,-0.213466185714268,-0.28201942513744,-0.0198215601273074,-0.336682522721382,-0.128728867123863,0.282353552617867,-0.0135332372522985,-0.0991825142063708,-0.292993848556505
"miR34a",0.0487703670701803,0.0951520144798352,0.0952079371685029,0.0925952240843555,-0.0686334780730842,-0.0145869106007268,-0.0149668166416464,-0.0149776777462207,0.139416737205981,-0.0738664640949699,-0.0738562289221923,0.0989674310001386,0,0,-0.100569030953662,-0.099281063817412,0.0686862976797222,-0.0952079371685029,0.0297029916540083,0.108958248159778,0.0293542551858616,0.0503357121903318,-0.0846271714361545
"GRHL2",0.118597991492164,0.262878780225397,0.262510413072306,0.148287108300112,-0.092102645373365,-0.100523489188883,0.032323146863203,0.0322361165910809,0.00732737937067579,-0.00167806143471441,-0.0021347352308876,-0.0234910252884868,-0.00853631481530386,0.00853457921643547,-0.173337366563914,-0.243458574452928,0.092378185670033,-0.262510413072306,0.00312339203382973,0.25371575418776,0.0378543124184786,0.0176261167493716,-0.228754018541551
"CDH1",-0.116503242965887,-0.160484157521378,-0.159261651866086,-0.15484848361919,-0.0953984843661961,-0.0972956661534393,-0.00211956630001072,-0.00176561658951294,0.10966701013899,-0.158166107458575,-0.156365310645826,0.09530523052002,0,0,0.139247815943374,0.0719136942392824,0.0937324108001516,0.159261651866086,0.119629502517133,-0.0389703273302393,0.0918470558602525,0.173864335905899,0.126827700014209
"GSC",-0.107056418946764,-0.0674287121684157,-0.0672998433901351,-0.0656971682482304,0.0503527680695545,-0.0105366649015082,-0.0100050442640116,-0.009984263265179,0.139432343377285,-0.10188232706405,-0.101911077383498,-0.0218422891847138,0,0,0.0782671255613429,0.0509795364746213,-0.0502377941822679,0.0672998433901351,0.0403972527501473,0.0427241725973426,0.158526384517223,0.0620544145983923,0.106218237423394
"TGFbeta",-0.224597546888294,-0.150149999608788,-0.149472915650034,-0.145873445476221,-0.107242130275784,-0.145771130191198,-0.00571292589641788,-0.105550894993259,0.155886963738519,-0.127060910550606,-0.126087525484919,0.0696870542763874,0,0,0.133003690560712,0.00796657359056828,0.106489417532295,0.149472915650034,0.129157729155406,0.0058839081235206,0.180269912467061,0.181894949558933,0.162785992859973
"miR200a",0.0735079854640873,0.284411261941523,0.283702175049922,0.273772392964726,0.0975348275039114,0.0866605485931111,-0.142357550437664,-0.142441633702821,-0.172141353393634,0.159857235691549,0.159447575399019,-0.11787847764049,0,0,-0.189728347159669,-0.152016108784953,-0.097579854700338,-0.283702175049922,-0.104427480869214,0.240869571807774,0.182309599982112,-0.0269714809079707,-0.0553665786277884
"SNAI1",-0.154882060703302,-0.149699003556835,-0.149308702782024,-0.145123344600831,-0.140724824220968,-0.127596056135616,-0.0157915016564341,-0.0157034870588911,0.139694735375084,-0.054813508977901,-0.0544962173506191,-0.0421973175668498,0,0,0.13227363344149,0.0134616364926944,0.14063154384011,0.149308702782024,0.0510030094170521,0.00896540977662806,0.192107893314798,0.189841101697046,0.16622429552386
"ZEB2",-0.295093713591232,-0.106494887984552,-0.105966335599438,-0.10176142030029,-0.0894336640106112,-0.0857935356509229,-0.0713703479896708,-0.0712330234171936,-0.0211226432266881,-0.00300117968367943,-0.00259687358011862,-0.00176028972293719,0,0,0.0760415129821496,0.0888136704222145,0.089428692200773,0.105966335599438,0.119144724119723,0.207689283034723,0.210626398661888,0.268532932373852,0.311180814298263
"miR205",0.0136012465362666,0.273855507466415,0.273343091471582,0.263026077641661,-0.00238571023398639,-0.0406317107124341,-0.0581582055090555,-0.0582137522476684,-0.150477115121082,0.130950557105834,0.130497527988417,-0.135725030496358,0,0,-0.178091902188119,-0.238502683164577,0.00250711958375796,-0.273343091471582,-0.0972923069338014,0.259064977878145,0.238518083458283,0.0448196715232371,-0.0269376424570108
