"","TWIST2","ZEB2","KLF8","CDH1","miR205","TCF3","SNAI1","GRHL2","miR200b","miR200a","miR200c","FOXC2","GSC","TGFbeta","miR141","CLDN7","ZEB1","TWIST1","NP63","miR34a","OVOL2","SNAI2","miR101"
"NP63",-0.0646554821389854,-0.184881933236475,-0.0755228221275153,-0.0424204489005336,-0.112926284665711,-0.148238426153433,0.0824714198330109,-0.138589621787432,-0.175964847029701,0.0980062856764733,-0.0352227506686216,-0.106672980200659,0.0224493516042164,0.0242123559004695,0.0412811608602485,0.0412811608602485,0.0426576329253637,0.151471905341136,0.0166881075375936,0.0317933480577547,-0.114543213112591,0.0737589043482383,0.0796705275938237
"TWIST1",-0.0880271812903991,-0.154666838281848,-0.0784501059845976,0.098115320250326,-0.104392144049325,-0.223966886665822,0.0667035176460887,-0.119010773423633,-0.10766166989401,0.127537419704512,-0.0170339459902574,-0.270132461594005,0.0582993499074899,0.0590774051766757,0.1082067418035,0.1082067418035,0.108698000702246,0.125374485904427,0.105935863116023,0.0134629456027366,0.0967622754884673,0.0771478295826832,0.0802436627241285
"SNAI1",-0.00118637735302704,-0.132148953829489,-0.127239634293388,0.1045306312839,-0.0735853903838083,-0.0445471305173436,-0.030607610976978,-0.0715122587102892,-0.0922706365907751,0.0942646307760538,-0.0332217223998737,-0.163960554742733,0.045032671915121,0.0446913470124542,0.0675754565201278,0.0675754565201278,0.0673818889548557,0.043422559065415,0.0731455472081161,-0.0508893577881507,0.074941642691827,0.0870635029374067,0.126387007935909
"miR101",0.0347619365307689,-0.1079679477732,-0.209525804560926,0.0980823534394374,0.0516062651920553,-0.034886517490251,0.0672286002131901,0.0219691236716851,-0.0480929696793616,0.0424742630501469,-0.0632785975710804,-0.154678686861071,0.00407817120553363,0.00459465076015385,-0.0177911980446402,-0.0177911980446402,-0.017455348863664,0.0366269668426293,-0.0508950537706822,-0.0272278061518851,-0.0635833061225559,0.081434760482703,0.1110025305093
"ZEB2",-0.113930402801522,-0.10063125765559,-0.0849238731301862,-0.0503838707310214,-0.0409623773878294,-0.0238559849238321,-0.0120513174185702,-0.0119769045256025,-0.0107391820225008,-0.00133527167425761,0.00247324198055239,0.00618893957039308,0.00629409326888534,0.00651639896693139,0.00713538068007267,0.00713538068007267,0.00741156341730137,0.0247896235163923,0.0413109983980556,0.0437573241871955,0.0537091663426588,0.0843834020258739,0.0860465077916557
"SNAI2",-0.0581089557527351,-0.0812629216458755,-0.0856402422252237,0.0446333048835162,0.0442716544860001,-0.144557172582249,0.1073409572117,0.0239378335850701,-0.0390224475231238,0.0285709715208351,-0.0526863886565506,-0.125138270736453,0.00672859519342231,0.00517952700425932,-0.0218014052740677,-0.0218014052740677,-0.0228553105854146,0.141560255643548,-0.0473399380377215,-0.0513303389302161,-0.0571140955382907,-0.0282989419240227,0.081899130227721
"KLF8",-0.0562249091655388,-0.0797292829013831,-0.0892943427029142,-0.0550202855704309,0.0394202898550725,-0.146585108595537,0.110792514059231,0.0221184800638616,-0.0400499715641055,0.0304172781705745,-0.0528753299075219,-0.122083877496278,0.00864624305209314,0.00391541107819428,-0.0203715571485494,-0.0203715571485494,-0.0236447897857874,0.140195950802701,-0.0502295384099858,-0.0489316000184885,-0.0560979185898182,0.0722341073996488,0.0795938509729187
"CLDN7",-0.0562249091655388,-0.0797292829013831,-0.0892943427029142,-0.0550202855704309,0.0394202898550725,-0.146585108595537,0.110792514059231,0.0221184800638616,-0.0400499715641055,0.0304172781705745,-0.0528753299075219,-0.122083877496278,0.00864624305209314,0.00391541107819428,-0.0203715571485494,-0.0203715571485494,-0.0236447897857874,0.140195950802701,-0.0502295384099858,-0.0489316000184885,-0.0560979185898182,0.0722341073996488,0.0795938509729187
"TGFbeta",0.0792154499369978,-0.0619639113349825,0.0260541983481358,0.0536681549048304,-0.0877692454200447,0.096469071465838,-0.0042338032841716,-0.0879952081281633,0.0336578899994976,0.0736883801873406,0.00652211138003428,-0.025925932040275,0.0411648564912083,-0.0592048172315495,0.0825177094432739,0.0825177094432739,0.0822715438793489,-0.096208140737274,0.0866490491812876,-0.0128435336751958,0.086649511112826,-0.0499417997290205,-0.0266033254921899
"ZEB1",-0.0565979463000832,-0.0341883073650654,0.0305173231235089,-0.106202807420068,-0.0518664470963185,0.00426272450568167,-0.0567628891569024,-0.00986666142667067,-0.011206109614082,0.00946554812486422,-0.0128372179194171,0.0636513023404924,0.0177891166345648,0.0182096680852272,-0.00235926855358155,-0.00235926855358155,-0.102074513276793,-0.00320207200909198,0.0526107855260231,-0.0063203180900161,0.061320849934029,-0.0232257753628762,-0.0296003166206983
"miR200c",0.0267149942643502,-0.0263672070618172,0.0302968447185865,0.0118359033582884,-0.051929653547746,0.0643710482313341,0.0183202984554695,-0.01002490379756,-0.0107919385690892,0.0133536646688917,-0.0118759838123192,-0.0487981335962254,0.106677482144938,0.10660362522284,0.000987789498742278,0.000987789498742278,0.000932660615448116,-0.0653101611763036,0.0521251395971506,0.00913392917799142,0.0622327284755227,-0.107248388734182,-0.0305778144242888
"miR200b",-0.0839253434609462,-0.00796220894807349,-0.00646899418133192,-0.116279107882686,-0.053520333194532,-0.0611281032613172,-0.0524031568945229,-0.00645840391775659,-0.0355970923197978,0.00203596100739815,-0.00526243723973297,0.0579909686478104,-0.0840442906490189,-0.0846374185464827,-0.00244323465926403,-0.00244323465926403,-0.00293493073172169,0.0601091287430748,0.0521732565995435,0.0892179307487361,0.0651180320617007,0.0851975127595118,0.00500470975353754
"GSC",0.00854836083549586,-0.00456008584910001,0.17064543226625,-0.055413115947384,-0.0598356469520888,0.241588346466202,-0.159138953671578,-0.0535531814868545,-0.0230649242976797,0.0297100113583488,0.0122850464734338,0.083719764035147,0.0162647164392497,0.0163307266708356,0.0494197979398697,0.0494197979398697,0.0494214872309708,-0.241946128219332,0.0601230087789437,0.0784226097597005,0.0641883284424658,-0.10135067815576,-0.170592817097492
"miR34a",-0.0344688967937593,4.94061083347871e-05,0.06309642207051,0.00242112932761981,-0.0489111221096205,-0.0165441947144857,-0.0402462437372621,-0.0277418925795375,0.0175219505854644,0.0554576440591435,0.0543542916517656,0.0830534104961424,0.011287120218873,0.0102432473903396,0.0252650938533236,0.0252650938533236,0.0245626096961023,0.0141279066179916,0.0470094058343353,0.0308190833646209,0.058725005953487,-0.0794183366682647,-0.0656231199807743
"miR200a",0.0839253434609462,0.00796220894807349,0.00646899418133192,0.116279107882686,0.053520333194532,0.0611281032613172,0.0524031568945229,0.00645840391775659,0.0355970923197978,-0.00203596100739815,0.00526243723973297,-0.0579909686478104,0.0840442906490189,0.0846374185464827,0.00244323465926403,0.00244323465926403,0.00293493073172169,-0.0601091287430748,-0.0521732565995435,-0.0892179307487361,-0.0651180320617007,-0.0851975127595118,-0.00500470975353754
"miR141",0.00255840398149637,0.013469915206771,-0.0111974904016291,0.0759007096099019,0.0715408436084872,-0.0546294845048409,-0.0166265824060715,0.026926910201141,-0.0132661415937167,-0.0168834092420437,-0.00354225267941097,0.0468082809008803,-0.107414308950383,-0.107102973617232,-0.0187483430236681,-0.0187483430236681,-0.0185775997211578,0.0561542489871456,-0.0713524661426972,-0.0293645170380013,-0.0819206903031044,0.0781503837396954,0.0122781431158685
"miR205",0.0418660730295014,0.0160898581501733,-0.0409963186039831,0.0162653938924462,0.0430852889018645,-0.00910269067317465,0.0649863474341078,0.00168511907884274,0.00188458569094924,-0.00424303016732144,0.0116742304052569,-0.0729610915600851,-0.00724589482881967,-0.00694594244030991,0.00697550133273345,0.00697550133273345,0.00727549760607167,0.0100581702662721,-0.0425501585877232,0.0154719516863434,-0.0530200626798542,0.0388414245499231,0.0416534310640869
"OVOL2",0.101102740678684,0.026162025452657,0.0808617641696761,-0.0872501657236225,-0.232149386402717,0.0547684630011356,0.0621188646104542,-0.0607810663456098,0.0805645825098605,-0.0895518227688843,-0.071712789141896,-0.0665876220662213,0.17065710998021,0.170215503939646,-0.0698412176316687,-0.0698412176316687,-0.0701198827023404,-0.0554932310034376,0.231238615975205,-0.0999513822463328,0.114990619529386,-0.0848580194547875,-0.0818619506079376
"FOXC2",0.0560278127122969,0.0336496755504516,-0.0288587297613056,0.106226197197104,0.0529643055945565,-0.00239814586665508,0.0551708512350501,0.0104517439010143,0.0116535893133456,-0.0101237031151724,0.0128896329674807,-0.0649735370996592,-0.0184263220491825,-0.0177891166345648,0.00183851714117619,0.00183851714117619,0.00235926855358155,0.00426272450568167,-0.0518664470963185,0.00519636529847938,-0.0616651148123345,0.0232076827984409,0.0305173231235089
"TCF3",0.0562249091655388,0.0797292829013831,0.0892943427029142,0.0550202855704309,-0.0394202898550725,0.146585108595537,-0.110792514059231,-0.0221184800638616,0.0400499715641055,-0.0304172781705745,0.0528753299075219,0.122083877496278,-0.00864624305209314,-0.00391541107819428,0.0203715571485494,0.0203715571485494,0.0236447897857874,-0.140195950802701,0.0502295384099858,0.0489316000184885,0.0560979185898182,-0.0722341073996488,-0.0795938509729187
"CDH1",0.0606185082671671,0.0834232554248183,0.0795938509729187,-0.0443969914551237,-0.0502295384099858,0.140195950802701,-0.101719527654335,-0.0262382086617255,0.037525085087853,-0.0259525943924712,0.052210828708023,0.130381864233837,-0.00391541107819428,-0.00672859519342231,0.0236447897857874,0.0236447897857874,0.0218014052740677,-0.144557172582249,0.0442716544860001,0.0552044477006077,0.0584115792063284,-0.0712127478915774,-0.0856402422252237
"GRHL2",0.0840881189707031,0.0999811429508871,0.0816018295946418,0.0113898587260357,0.0131376415122436,0.0468934962445333,0.0499658217334841,0.0679949180422502,0.164016634423561,-0.127991338101949,-0.0674793465119973,-0.0562985882036734,0.0649704996419295,0.0660287212309803,-0.0950162604141001,-0.0950162604141001,-0.0942618392440158,-0.0448500255236824,-0.0109941769097825,-0.0996751137707154,0.143012527234347,-0.0828988098542308,-0.0792504937083792
"TWIST2",0.0770116600692482,0.159400920735197,0.125687858818939,-0.179055643687139,-0.0463834392208731,0.257520352008281,-0.16477330379542,-0.0248536014972086,0.0729590572818558,-0.0643605532494275,0.0905185345412469,0.199474798188411,-0.0164739033905506,-0.0170925366122734,0.0226855143842451,0.0226855143842451,0.0222383617938272,-0.259057761352424,0.0452623054208286,0.0735003285750987,0.0570712559333885,-0.107432672496529,-0.127284236770327
