"","miR200b","CDH1","FOXC2","SNAI1","miR101","ZEB1","NP63","TCF3","TWIST1","GRHL2","miR205","OVOL2","miR141","CLDN7","miR34a","KLF8","TWIST2","SNAI2","miR200a","ZEB2","GSC","TGFbeta","miR200c"
"miR200b",0.108039178785212,0.0790922955435008,0.168021757186527,0.178307493628036,-0.00830337295820889,0.0338039412870651,0.0750993914519814,-0.0206176552982444,0.0206635017569752,-0.0172044679560665,-0.0754157234228362,-0.0987314629588604,-0.033959953794849,-0.033959953794849,-0.149232598855265,0.00795216082608108,-0.00422122673855861,-0.1290222943383,-0.12808860182435,-0.310707177007067,-0.206112405375457,-0.2059942343001,-0.166205018961449
"miR101",0.138886069819488,0.088377857171856,0.0986204008239233,0.0927647751915805,-0.0178977192243827,0.111667454049095,0.104023533069336,-0.0443073949540764,0.0441164365611822,-0.099577560744427,-0.103690234727955,-0.108161478138451,-0.111545506848937,-0.111545506848937,-0.0972324759781683,-0.0819773372660338,0.0234676131513709,-0.119095799378075,-0.0746854594785115,-0.27625041901895,-0.121977245546936,-0.122559961927555,-0.188224394652431
"miR141",0.141427693433653,0.0745711690121885,-0.0434829869739628,-0.0314526848684002,-0.0012086308550502,0.0139307221787342,0.0578194523832472,-0.0478880108384439,0.0477593449703929,-0.00272203703600303,-0.0579012010948164,-0.0797445252247784,-0.0139604069620464,-0.0139604069620464,-0.028247019430771,0.00113658734076757,0.0597449157045119,0.0651090015465476,-0.110967228543265,-0.244775478357236,0.00205179152172371,0.00203815639764408,-0.126945395443229
"TWIST1",0.0212648498992055,0.163159044665531,-0.0582021981235539,0.0211470224594527,0.0459185404310684,-0.0049962121007628,-0.0303288790197486,-0.102101692213524,0.00207309907751043,0.00276608036731985,0.0309102286937214,0.0476520336862719,0.00524387766463695,0.00524387766463695,-0.0503812457853098,-0.0456337224257903,-0.112823714599101,-0.137586320555271,-0.0957718561698442,-0.230355014168937,-0.0468491975813824,-0.0475996777947131,-0.10946937242281
"miR200a",0.0830765452516135,0.0725245928325526,-0.108097925850901,-0.127822475983949,0.0296560881245074,-0.00852756916662477,-0.0560643062218328,0.0269444862353132,-0.0269430073172897,-0.00252811080815752,0.0563664210254582,0.0798723446753784,0.00869117026563134,0.00869117026563134,0.113883753702642,-0.0294453608452307,-0.0283096704062013,0.0697557997047873,-0.0966429272834241,-0.181868574447195,0.0476883494273321,0.0474054206026798,-0.0873979843334445
"SNAI1",0.0350790950404319,-0.0359237740607824,0.0539401969918274,-0.0489845866877307,-0.0310876708658218,0.0606416265586136,0.0633976889074448,-0.0364180890869619,0.0365023936256117,-0.0560189540106879,-0.0637885244869596,-0.0694033195050943,-0.0608047730545928,-0.0608047730545928,-0.100368568035964,0.0307778801695259,0.0165122560168096,-0.0785208799369652,-0.0350897888891379,-0.126103124869981,-0.0510412890243138,-0.0505586723952143,-0.0869123189266162
"NP63",0.099078834311994,-0.0259377482774118,0.0184568185104791,0.0389681355070626,0.0181438731799703,0.011804508669325,0.0361500993688171,-0.0625104828305053,0.0623960432478732,0.0763709295252788,-0.13610173307475,-0.144338505708828,-0.0117912766233453,-0.0117912766233453,-0.0177199883568888,-0.01812742490978,-0.0250080125065757,-0.0409738872378004,-0.0367372383511437,-0.1254283128507,-0.127104976361417,-0.127240197079284,-0.0506614919330808
"ZEB1",0.0224315731705688,0.00309368378474695,0.125879535929095,0.133287535285608,-0.0361956114768907,-0.0837246890767026,0.0608173510976771,-0.0945038286693604,0.0945621194864534,4.58146486131623e-05,-0.0604466188296003,-0.0859421413321639,-0.0161279798337109,-0.0161279798337109,-0.0372705659465812,0.0363190546599613,0.0893926349540535,-0.000789391012731119,-0.0154535330136744,-0.0731118714626436,-0.0387216820781194,-0.0391637299052703,-0.0363786818387027
"CDH1",0.0154876806498927,0.0122401502982764,0.0133557731104361,-0.0157226956310473,0.00990770731643509,0.0225819369078229,0.0245738151102224,0.0726674174788937,-0.0725027428440995,-0.0204101491247134,-0.0242399681662059,-0.0270549697090298,-0.0224327334617046,-0.0224327334617046,-0.00480238588419471,-0.00994976354237407,-0.0131940228580182,-0.006411390712043,-0.00110551325588053,-0.0252228190889672,-0.0158763286311204,-0.0162057269166126,-0.023600310430778
"TCF3",-0.0156548231055556,-0.11212550073745,-0.0131347324270022,0.0158048412752745,-0.00994976354237407,-0.0224327334617046,-0.0242399681662059,-0.0725222093472383,0.0726674174788937,0.0206471390282942,0.0245289855072464,0.0272250575489142,0.0227362846448228,0.0227362846448228,0.00495602826830067,0.00984545717968595,0.0132080599158508,0.00635377556030565,0.000967517799115568,0.0250959014073302,0.0156044417360688,0.0158763286311204,0.0238147341405205
"KLF8",-0.0156548231055556,-0.11212550073745,-0.0131347324270022,0.0158048412752745,-0.00994976354237407,-0.0224327334617046,-0.0242399681662059,-0.0725222093472383,0.0726674174788937,0.0206471390282942,0.0245289855072464,0.0272250575489142,0.0227362846448228,0.0227362846448228,0.00495602826830067,0.00984545717968595,0.0132080599158508,0.00635377556030565,0.000967517799115568,0.0250959014073302,0.0156044417360688,0.0158763286311204,0.0238147341405205
"CLDN7",-0.0156548231055556,-0.11212550073745,-0.0131347324270022,0.0158048412752745,-0.00994976354237407,-0.0224327334617046,-0.0242399681662059,-0.0725222093472383,0.0726674174788937,0.0206471390282942,0.0245289855072464,0.0272250575489142,0.0227362846448228,0.0227362846448228,0.00495602826830067,0.00984545717968595,0.0132080599158508,0.00635377556030565,0.000967517799115568,0.0250959014073302,0.0156044417360688,0.0158763286311204,0.0238147341405205
"SNAI2",-0.0155667269322977,-0.012203810179401,-0.0134054211187872,0.0156714905301287,-0.0099181127827734,-0.0225341178182367,-0.0243757738199698,-0.0725027428440995,0.0724868741462395,0.0205057009722868,0.0245738151102224,0.0271487272701234,0.0225819369078229,0.0225819369078229,0.00493275345151283,0.00990770731643509,0.0132788506875518,-0.0935354583415309,0.0010719443183374,0.0252209161303423,0.0162057269166126,0.016074303885265,0.0237401810038744
"miR34a",-0.0561580769375071,-0.0104062403076046,-0.0735812197994265,-0.14066611132972,0.0533508047502886,-0.063974418662564,-0.0702768842223469,0.145755233654562,-0.145634773544179,0.0579407514215064,0.0702447158873421,0.0787459560217858,0.0639872689825132,0.0639872689825132,0.0908008319804163,-0.0533940207920833,-0.178519414468216,0.00127208636733696,-0.0664978435347407,0.0287889904914344,0.0496022722938812,0.0497350191275675,0.090287318296709
"GRHL2",-0.10658764539245,0.0842936526331418,0.0395392606446131,-0.00101953612918399,0.0988796937578626,-0.00149887651717422,0.0341099373231539,0.0565533059562106,-0.0564926088060863,-0.0273612537579149,-0.0336257052388733,-0.138783061027135,0.0016589317176581,0.0016589317176581,0.00373500682735017,-0.0986781003778723,-0.0813277366077605,-0.0962292930102716,0.00772496952376322,0.0379739388320298,-0.0869043214332677,-0.0874370353919256,0.0118527630195085
"FOXC2",-0.0225794791468252,-0.00290167003373384,-0.125422125130957,-0.133273371247157,0.0363190546599613,-0.0161279798337109,-0.0604466188296003,0.0946277583674226,-0.0945038286693604,7.69431332859194e-05,0.0608125716623463,0.0860364202321187,0.0163120495166264,0.0163120495166264,0.0373133715479999,-0.036050324878882,-0.0895206565825522,0.000881531291212829,0.0152977713142401,0.0729091904190003,0.0389789524073603,0.0387216820781194,0.0364370306657924
"TWIST2",-0.100413977901143,0.123871889262827,-0.0444800644984918,0.0807702889928694,0.0270308606920155,-0.0741198402703984,-0.0796040223982917,-0.156401889335788,0.156380516638697,0.0670511776937262,0.079869328870058,0.0881448528159281,0.0742262744248926,0.0742262744248926,-0.00827939549649351,-0.0268440227717388,-0.117750624791973,-0.130434054547292,-0.000397177043852807,0.0760697450021919,0.0685522477695211,0.0682195993807782,0.0750253757242425
"OVOL2",-0.017588132606255,-0.164707900535157,-0.161828328168256,-0.154931257921879,-0.0967461702202499,-0.133837293083007,-0.289604692231813,-0.0231743737740022,0.0231150255256747,-0.0197394228190837,0.289530145186145,0.273485982733527,0.133838515894141,0.133838515894141,0.173261023676723,0.0968679034380646,0.0986547150283359,0.140000708379247,-0.0830699396629644,0.0985286880678323,0.283669704624187,0.283943899950465,0.159092280164737
"TGFbeta",0.0231055909805955,-0.00559401965467784,-0.119958642716182,-0.117359365202597,0.00998993781065767,-0.0873857598614675,-0.0865178459738504,-0.0113948963831253,0.0113381723116984,0.0814874669155644,0.0861498983041857,0.0900419333082292,0.0872013501184574,0.0872013501184574,0.147872567959557,-0.0102205296630789,0.047048395346675,0.0905952121176326,0.0246901344908137,0.141077099357543,0.0735775602477618,-0.0258355664273902,0.110358813069933
"GSC",-0.118878039108934,0.0154027839708143,-0.187625876369375,-0.0810089595733334,0.0798008431504175,-0.0976250728108698,-0.095014007909546,-0.0463545887590662,0.0465782023547729,0.0895022421072086,0.0946730052083449,0.099106527970554,0.09749741066909,0.09749741066909,0.0828038818470605,-0.0799733039813474,-0.0457532530056868,-0.0045262241414272,0.029256768935154,0.16652849821689,0.0908719636141995,0.0913560386458294,0.126099442242175
"miR200c",-0.049688030603173,-0.0770457193638648,-0.103406818309589,-0.0819377025124871,-0.0225613460213487,-0.0113456499417061,0.0387843671530986,-0.0542148417755127,0.0540388505307074,0.017010541728221,-0.0388518986974384,-0.0608854069412964,0.0113083765671712,0.0113083765671712,0.00710182572185138,0.0226297873599172,0.0922758128492718,0.12437549618006,0.11376430056451,0.247800273097025,0.160475847469848,0.160626970095064,0.126657607851665
