"","SNAI2","miR101","ZEB2","TWIST1","OVOL2","CDH1","miR34a","miR205","miR200a","miR200c","TGFbeta","miR200b","CLDN7","ZEB1","miR141","GRHL2","GSC","FOXC2","NP63","SNAI1","TCF3","TWIST2","KLF8"
"GSC",0.0487075048881099,-0.028453617303484,-0.106152352209228,-0.107767570548185,0.0730547676746583,0.0337616971388798,-0.0186466413626635,0.057327047011669,0.0419253219462178,0.0615155594068594,0.000863820309361763,-0.057344044310985,-0.028089559496737,-0.0280883528602363,0.028089559496737,-0.0301771761851148,-0.000643786204075443,-0.0327426508721382,-0.0565856534983833,0.0332546427886072,0.107454511514196,-0.0393497337125612,0.0285305913466674
"ZEB2",-0.141400476510287,-0.138708308560706,-0.0795825545701309,-0.0451705019004899,-0.0294351174050829,-0.0222417967022616,-0.0215568756374862,-0.0209642467563817,-0.0142448819560863,-0.0112516549443567,-0.00848284155014889,-0.0018815034004946,-0.000678739802942026,-0.000618102348634926,0.000678739802942026,0.00191155387366495,0.00828270484138167,0.0152531180446213,0.0211734193625174,0.0329039866053554,0.0447597009197635,0.118949148664699,0.138778908260408
"TCF3",-0.249617842133974,-0.229271176830261,-0.0666286242881589,-0.170413638459235,0.142772784784313,0.0479502029616631,0.0554070737857043,0.126992753623188,-0.0141325172647467,0.0778360246326202,-0.23811472316564,-0.269632178413942,-0.091519109282106,-0.0923858759134193,0.091519109282106,-0.102333368028582,0.238223477923661,0.0333096233933533,-0.127686395241686,-0.00134093989471165,0.171042873696408,0.262571719400935,0.230388745001919
"CLDN7",-0.249617842133974,-0.229271176830261,-0.0666286242881589,-0.170413638459235,0.142772784784313,0.0479502029616631,0.0554070737857043,0.126992753623188,-0.0141325172647467,0.0778360246326202,-0.23811472316564,-0.269632178413942,-0.091519109282106,-0.0923858759134193,0.091519109282106,-0.102333368028582,0.238223477923661,0.0333096233933533,-0.127686395241686,-0.00134093989471165,0.171042873696408,0.262571719400935,0.230388745001919
"NP63",0.249669503416412,0.239532080342878,-0.048234911454856,0.175177182088334,-0.211922341718533,-0.0937330273257128,-0.0446498285298154,-0.412318810990501,0.0511088468586496,-0.026248788124708,0.151679617368215,0.155044653637738,0.0645198947044434,0.0643946991924819,-0.0645198947044434,0.218126001815659,-0.15164196096577,-0.0371986886544191,0.31269499327769,-0.0149212035234444,-0.174501764159466,-0.247426497451763,-0.239252459749644
"GRHL2",0.0429912817899357,0.0484276499171548,-0.0365883585269415,0.0445076450849015,-0.174861512078359,0.0851193730254298,0.00528389210940781,-0.285379250150904,0.0125530316393678,0.0060530709030004,0.120277531671042,-0.0388533158933817,0.00399302216998683,0.00375435868549996,-0.00399302216998683,0.116361538310811,-0.119941051574366,-0.0356568266731724,0.286283497161335,-0.085944073617225,-0.0441376815031916,-0.0180091931025871,-0.0479918913010185
"miR141",-0.111696437971347,-0.111218719078121,-0.0293269425305574,-0.101246259652936,-0.12110074898942,0.0208397280022409,-0.0906219486482448,-0.0963388599843336,0.0093670704445167,0.0160142541914784,-0.0782065348830472,-0.0473796383193406,-0.00647805791758855,-0.0062220545607529,0.00647805791758855,0.00788016265412916,0.0779826915960733,0.0541000862662226,0.0961149396004701,0.111071516209049,0.101076184080225,0.0130143325467104,0.110988179832417
"FOXC2",0.010793957940134,0.0214127200470822,-0.0167619519466317,-0.0294552309670877,0.137651383297188,0.0602503968469547,0.00364364202561879,0.116424871445689,-0.00418099034062531,0.0156196815337147,-0.0488003012295705,-0.0106784007002636,-0.0149492576286602,-0.0153807373703675,0.0149492576286602,-0.0344581497126663,0.0489468476196444,-0.0866658581499745,-0.116099580038804,-0.0555643090187629,0.0296805576908371,0.0656754618723292,-0.0209180518513374
"miR200a",0.158040625508761,0.145742092829942,-0.0111693614561738,0.119291291970301,0.131395154950156,0.0566321900328198,0.0994026508284694,0.104945888004545,0.00699395684129684,0.00523155486234198,0.0896384265339693,0.00449779729002731,0.00179135495222004,0.00164739491284864,-0.00179135495222004,-0.0126447545702909,-0.0896338814926094,-0.0601329955778818,-0.104551361613928,-0.121432446968149,-0.119428831346493,-0.0443283080673936,-0.145547575341379
"OVOL2",0.0418006088669155,0.0347812310512353,-0.00614598070825004,-0.0805089750753975,0.28921970474015,-0.138198738234106,0.0563069151507344,0.378529986558197,-0.0932729863040421,0.098224247282342,-0.275388987535445,-0.0264454703947792,-0.0946826289223445,-0.094898251285658,0.0946826289223445,-0.158883496059192,0.275207798161547,0.0134010568260378,-0.378978349224173,0.116469323170489,0.0806168809814474,-0.0450421429061008,-0.0346090498332451
"miR34a",-0.151240944401928,-0.0232799184039972,-0.00244673784592973,-0.0370877435765621,-0.0671635494069515,0.024588135793516,0.0633497652785189,-0.0471509974223576,0.0438667032811343,-0.041916005791328,0.000138382483138815,-0.0540771662845799,0.00493049234041204,0.0050328189622295,-0.00493049234041204,0.00879502028776525,-0.000318797498012494,-0.105954338557677,0.0467025329872903,-0.122289653558267,0.0370633366260925,0.24977276392667,0.0231272217229892
