"","TWIST2","CDH1","miR101","miR141","CLDN7","ZEB1","miR205","NP63","TGFbeta","ZEB2","TCF3","TWIST1","SNAI1","FOXC2","miR34a","OVOL2","GSC","GRHL2","miR200a","KLF8","miR200b","miR200c","SNAI2"
"miR200a",0.0933188518281206,0.167844171260116,0.0649065298203261,0.21342123714425,0.21342123714425,0.21336834019955,0.16710364737506,0.166488754892388,-0.0533867563331579,-0.20957614708177,0.131260252144044,0.131143417620182,0.118225612963912,0.148577383606361,-0.21139734351742,-0.137712106312753,0.053346987221259,-0.231938737246948,0.00333093124232723,-0.0651262625388881,0.00984143402490377,-0.212052347606279,0.00988631729675401
"miR200c",-0.164569188556123,0.019313952039426,-0.0658671071478481,-0.218898486616788,-0.218898486616788,-0.218811664205446,-0.172385381959051,-0.172033507070122,-0.091194454782607,-0.159607686690061,0.0161023981847327,0.0160861300864734,0.0542409661520871,0.0959760607554103,0.126319725859241,0.143269334341989,0.0912103624273666,0.237166738734984,-0.193503553698482,0.0661426735899791,-0.11317362700118,0.0277252584934062,0.175195310993767
"miR141",-0.164569188556123,0.019313952039426,-0.0658671071478481,-0.218898486616788,-0.218898486616788,-0.218811664205446,-0.172385381959051,-0.172033507070122,-0.091194454782607,-0.159607686690061,0.0161023981847327,0.0160861300864734,0.0542409661520871,0.0959760607554103,0.126319725859241,0.143269334341989,0.0912103624273666,0.237166738734984,-0.193503553698482,0.0661426735899791,-0.11317362700118,0.0277252584934062,0.175195310993767
"miR200b",-0.0481481651381142,-0.0499894994583046,-0.0314688465772181,-0.187934762010552,-0.187934762010552,-0.187898381411455,-0.146739690175421,-0.146352272368419,0.0891301077215684,-0.117574620275851,-0.128932139055019,-0.128886292596289,-0.12620773152824,-0.159839025987605,0.19488385502844,0.120915893670706,-0.0892051009040064,0.20709379712313,-0.157727184613866,0.0316921814714943,-0.157114360786892,0.0284571918769562,-0.0649106152802858
"GSC",-0.0156117023214846,0.0158415898845296,0.0564145692446135,-0.14537648095394,-0.14537648095394,-0.145338833895116,-0.140643031080834,-0.140428467583449,-0.00688758619209763,-0.0763681988038877,0.0959025752388292,0.0959137559186145,0.000295783485007497,0.141908424059382,0.06296400676703,0.127523270391165,0.00686741639911305,0.158826569847817,-0.117267884456445,-0.0562888774525798,-0.115851425082376,0.0343058238819834,-0.00961176945396218
"SNAI1",0.00871966880524541,0.102661342165974,0.0290601555118481,-0.0985217100376178,-0.0985217100376178,-0.0985125219481613,-0.100901273491083,-0.100819185767486,0.00395316005968946,-0.0744406696767865,0.00597705753878541,0.005970415363013,-0.0961254790161634,0.083310464905788,-0.00209062421562128,0.0976768629689486,-0.00396779663356025,0.105101285181366,-0.0884086302108664,-0.0290479885056492,-0.0424167479181947,0.00988183484202732,0.0486321476043113
"FOXC2",0.25237876211314,0.148082311311792,0.140176984076345,0.226696080966544,0.226696080966544,0.226563023666884,0.178843821487273,0.177922162501097,0.0288831383373615,-0.0703048162150477,0.134407071472768,0.134311307615175,0.0973882468090546,0.112696131891823,-0.233898713788088,-0.141591657172845,-0.0289363292493143,-0.25420513025033,0.19559361843541,-0.140647689106898,0.156568543230472,-0.240483049789039,-0.15851166588189
"ZEB1",0.252050358805252,0.148056528162223,0.13994185420383,0.226563023666884,0.226563023666884,0.126565114114176,0.177922162501097,0.177511195723307,0.0289130960535316,-0.0702937104044371,0.134311307615175,0.134101580860892,0.0973561416552332,0.112708969122494,-0.233790476767358,-0.141531564389588,-0.0288831383373615,-0.253984166242911,0.195504117268434,-0.140176984076345,0.15660906775807,-0.240417778219752,-0.158395082668674
"miR101",-0.0669473905940176,-0.0157277364143719,-0.0420460722263409,-0.104446104930868,-0.104446104930868,-0.104422045077864,-0.107479538912409,-0.10723022125547,-0.00435453474092253,-0.0648324468548794,-0.0373476089482556,-0.0373268763227414,-0.0245691512820474,-0.110330880134852,0.0761776431134251,0.100570209831745,0.0043235124300119,0.115442608372313,-0.0881044440431226,-0.0578382885679808,-0.0976474720523157,0.0171214725587586,-0.0492560637686255
"TCF3",-0.130038512744,-0.00231068041692661,-0.15852347401511,0.0773513790949236,0.0773513790949236,0.0770990293161868,0.0684420289855072,0.0688466532629639,0.208200887247074,-0.0644834751896552,-0.12449460736251,-0.123526553151474,0.00170577083752528,-0.0543406523899883,-0.048209891360942,-0.0596954434658354,-0.208617780486153,-0.0825199310596978,0.00681814756663854,0.15937282582557,0.182666531892044,-0.0718886854537986,0.133805811639118
"KLF8",-0.130038512744,-0.00231068041692661,-0.15852347401511,0.0773513790949236,0.0773513790949236,0.0770990293161868,0.0684420289855072,0.0688466532629639,0.208200887247074,-0.0644834751896552,-0.12449460736251,-0.123526553151474,0.00170577083752528,-0.0543406523899883,-0.048209891360942,-0.0596954434658354,-0.208617780486153,-0.0825199310596978,0.00681814756663854,0.15937282582557,0.182666531892044,-0.0718886854537986,0.133805811639118
"CLDN7",-0.130038512744,-0.00231068041692661,-0.15852347401511,0.0773513790949236,0.0773513790949236,0.0770990293161868,0.0684420289855072,0.0688466532629639,0.208200887247074,-0.0644834751896552,-0.12449460736251,-0.123526553151474,0.00170577083752528,-0.0543406523899883,-0.048209891360942,-0.0596954434658354,-0.208617780486153,-0.0825199310596978,0.00681814756663854,0.15937282582557,0.182666531892044,-0.0718886854537986,0.133805811639118
"SNAI2",-0.130163877766408,0.0976353236462291,-0.158529762694627,0.076920947783723,0.076920947783723,0.0768436488252879,0.0687182505921883,0.0684985061468396,0.207941884321226,-0.0642674575327473,-0.123075025927039,-0.123020618962947,0.00169696552907022,-0.0537949733821625,-0.0479293424953759,-0.0593080206549372,-0.208014705607448,-0.0821688132383297,0.00675128492109574,0.158455537034747,0.182640468628254,-0.0714555646814116,0.0339912392800147
"GRHL2",0.181048627751688,0.150585026017275,0.115669256246172,0.251777829161109,0.251777829161109,0.251593318050046,0.175612731670363,0.174652945496143,0.152623715919268,-0.0603521446878679,0.0422719660003256,0.0422546239574329,0.000292838792322884,-0.0322384234562268,-0.242072525944838,-0.294722896099868,-0.152780592142265,-0.172681655567716,0.218293884188695,-0.116080365890082,0.108854786788379,-0.252397028927668,-0.151754146313503
"OVOL2",-0.285001400402406,-0.114239757205392,-0.23387941633791,-0.220297708875145,-0.220297708875145,-0.220264692974525,-0.376563214202141,-0.375959275093032,-0.18593395738137,-0.0399136310331903,-0.0382310923803043,-0.0379613276151795,0.0928008385181886,0.096069955537831,0.150711107778515,0.235538745581663,0.185951869638865,0.243831103397703,-0.228855574264511,0.234314804513337,0.0571579826193861,0.197597303276427,0.29179801349611
"miR34a",-0.239970703039588,-0.0578376883159691,-0.101399224313811,-0.0499527162801039,-0.0499527162801039,-0.0500031656843488,-0.0639206231472635,-0.0637900575522439,0.00718190244506767,-0.0142716727783282,-0.14176024150237,-0.141616161762501,-0.0896668464629329,-0.153557209399679,0.0651141501468217,0.0673073987972635,-0.00724767246721225,0.057150155570252,-0.0761554942050103,0.101486616753885,0.0151832076363431,0.0642613543500451,0.106707361483381
"ZEB2",-0.162533994014034,-0.158308998110743,-0.135287259341019,-0.0651304585462663,-0.0651304585462663,-0.0650811138972147,-0.0566678144776648,-0.0565671017413772,-0.0496298605751975,-0.0107613461260388,-0.0067682173603339,-0.00676009876387685,0.0268660181400557,0.0305513734673032,0.0455914260467523,0.0482179563387954,0.0497339316637564,0.0712238493580626,0.108861524685704,0.135491103544386,0.159007941094271,0.166213677674916,0.172064548300114
"CDH1",0.130038512744,-0.0976770018616624,0.158455537034747,-0.0770990293161868,-0.0770990293161868,-0.076920947783723,-0.0688466532629639,-0.0687182505921883,-0.208014705607448,0.0643097983621519,0.123526553151474,0.123075025927039,-0.00170987811973664,0.0539642858208981,0.0480562489768361,0.0594461366320322,0.208200887247074,0.0823413770227533,-0.00678205644717694,-0.15852347401511,-0.182626595199098,0.071631801603513,-0.13391999439438
"TGFbeta",0.118262204857959,-0.10817703846994,0.0345319883026007,0.0979530210759975,0.0979530210759975,0.0979140806000316,0.101140341061152,0.101143066599445,-0.107286251516546,0.0968428800334317,-0.0431458921789925,-0.0431277404761358,-0.0772361420622198,-0.112922761752574,0.0433786969671335,-0.0982486118034766,0.00726844114917435,-0.105001839315117,0.0976594423678105,-0.0346351660383688,-0.0548128840347498,0.00013870210291056,-0.154284471973403
"miR205",0.18637659011756,0.0218434612830192,0.0824894640871757,0.20282581183938,0.20282581183938,0.202740098618426,0.160261031213415,0.159745720540539,0.000979536297987706,0.113867455884786,0.123559579357624,0.123538987125014,0.105415725863418,0.117886613101859,-0.214036858668719,-0.130452524292425,-0.00093827300644668,-0.226089110246285,0.16609644289059,-0.0828361691375543,0.156915948468275,-0.03702858691284,-0.0804819184116787
"TWIST2",-0.132237786634204,0.0716011160215318,-0.0400853533179836,-0.208426662647411,-0.208426662647411,-0.208375113648419,-0.186880984704656,-0.186536942118688,-0.0241843988332518,0.13949741609383,0.0932182021913907,0.0932751960503024,0.00204233964259762,0.0422727563595278,0.105481070985297,0.16261937106116,0.0242348827970889,0.223338664227649,-0.0355158107810283,0.0402113602874725,0.0160269820086538,0.174148047534469,0.11146785799529
"NP63",0.132708671451675,-0.13994450483687,0.150115919575546,-0.0642483046699549,-0.0642483046699549,-0.0640749309392983,0.0365106984378021,-0.0630916231443131,-0.128600980195477,0.151606594126086,0.131788844080417,0.131494891426989,0.0113518023385761,0.0661292966571379,0.0459214683845086,0.18682860686126,0.128804667099608,-0.0562862338658821,0.0157548501590711,-0.150181712656307,-0.0883762434419626,0.0922975650098797,-0.124625897714152
"TWIST1",0.0660955025446703,-0.0122947026025659,0.0445327714045725,-0.0894953423897551,-0.0894953423897551,-0.0894648623726764,-0.0956473483856198,-0.0953763137403216,-0.0439623052546573,0.194329090355671,0.0913422495004653,-0.00866510302022388,-0.00960550578403726,0.0187057398684661,0.0690420480153468,0.0933526680504102,0.0440083681320517,0.0960180753278316,0.0443447762582166,-0.0444869615156117,-0.0214267585074456,0.130885081020575,-0.121591765481752
