"","TWIST2","ZEB2","SNAI2","CDH1","miR141","CLDN7","OVOL2","miR205","GRHL2","TWIST1","TCF3","miR200b","miR200c","GSC","TGFbeta","miR200a","SNAI1","NP63","FOXC2","ZEB1","miR34a","miR101","KLF8"
"GSC",-0.0631045323138915,-0.147604094395277,-0.0193016196818789,-0.0749166907205148,-0.0888962944373824,-0.0888962944373824,-0.0919238282990856,-0.0881013186614655,-0.0827009816932756,-0.249409958350808,-0.248269529012704,0.015115766450213,0.026642623267161,-0.0267156750735738,0.026617270932043,0.113415981706876,0.144598138590283,0.0878867551640805,0.275325076320851,0.088801211481123,0.10077826568801,-0.102489154240942,-0.101743772683533
"NP63",-0.0025407570117814,-0.129231645650863,-0.0140005176247981,0.14703902918458,0.0471362819977487,0.0471362819977487,0.090760530024242,0.0923112772109126,0.0947046611503974,0.0408425078126776,0.043398325158128,0.122176518328649,0.0731620001612663,-0.088682675913063,0.0884139461319836,0.0168286271777441,0.0309007920401388,-0.192832558380302,-0.0102545203814268,-0.0473510482824955,-0.0246236138697574,-0.000102364567580089,0.0016548589644118
"SNAI1",-0.0652512159114728,-0.0993962811428953,-0.0841623636409475,-0.0784975881110758,0.117284445765319,0.117284445765319,0.110697846685761,0.10995805357502,0.108569937214958,-0.0457026190522708,-0.0490344366070304,0.0455488298953552,0.109589175475429,0.011867352006501,-0.0115767672265863,-0.0104538872438603,-0.062866464348683,-0.109479004322386,0.144518015417763,-0.117040691156797,0.00988156660105502,-0.029123865728755,-0.0312674426413928
"ZEB2",-0.0982225235612423,-0.0879015865907706,-0.0646060799405364,-0.054528322858632,-0.0432465707309528,-0.0432465707309528,-0.0397173784155612,-0.0387544824257643,-0.0378300073061413,-0.03508777680675,-0.032387531625137,-0.0276540054308998,-0.0274652334381696,-0.0021126653925583,0.00175980897987024,0.01201474127181,0.0276105774787832,0.0386537696894767,0.0391542570310383,0.043119158428178,0.0526223681324153,0.0667225578083308,0.0686028962891446
"TWIST2",-0.0549592051423313,-0.0622668773637175,-0.0748631427457103,0.166775740558522,0.213108590821517,0.213108590821517,0.166701914454927,0.177444033470986,0.19736519359064,0.0353198744406402,0.0368900552536576,0.064511255550292,0.139070325753079,0.0245202981734819,-0.0246766620182314,-0.0760002095095577,0.0139085998634034,-0.177750419654509,-0.0282447732967163,-0.213269910131514,-0.106460109692105,0.0115195765678814,0.0125537027312733
"TCF3",0.0300375674827642,-0.0538617597901091,0.0188743154130631,0.238739782351233,0.0733246834867091,0.0733246834867091,0.056928638955492,0.0603623188405797,0.0675346361919336,0.059439228345428,0.0454024422854087,0.0449238410050044,0.0625478315906459,0.00150231750780197,2.12331148387573e-06,-0.011710332609688,0.0370093954833314,-0.0594952668174583,-0.000280038243975179,-0.0725676341504987,-0.039408552674476,-0.0208967203293622,-0.0304184011518924
"CLDN7",0.0300375674827642,-0.0538617597901091,0.0188743154130631,0.238739782351233,0.0733246834867091,0.0733246834867091,0.056928638955492,0.0603623188405797,0.0675346361919336,0.059439228345428,0.0454024422854087,0.0449238410050044,0.0625478315906459,0.00150231750780197,2.12331148387573e-06,-0.011710332609688,0.0370093954833314,-0.0594952668174583,-0.000280038243975179,-0.0725676341504987,-0.039408552674476,-0.0208967203293622,-0.0304184011518924
"SNAI2",0.0318140922891646,-0.0533249096796352,-0.0818545328183034,0.138962816096881,0.0732109737407508,0.0732109737407508,0.0568328575861221,0.0607279324569036,0.0673949916651818,0.0560932282327124,0.0507114727013377,0.0456009567253626,0.0629123283711497,0.00102289868250103,-0.000448515401234193,-0.0112147522507646,0.0343972597719818,-0.0601826406851123,0.0013283282811998,-0.0728741833786111,-0.0381344532253311,-0.0233291991249887,-0.0269107606386372
"CDH1",0.0341855180723206,-0.0524857049260446,0.0170274879128274,0.138911282933956,0.0725676341504987,0.0725676341504987,0.0564043956133824,0.0594952668174583,0.066960016836676,0.0507114727013377,0.059439228345428,0.0463097921639081,0.0631146744668958,-2.12331148387573e-06,-0.00102289868250103,-0.0102645648241967,0.0300270157240182,-0.0607279324569036,0.00377635700066309,-0.0732109737407508,-0.0357105394294429,-0.0269107606386372,-0.0208967203293622
"miR141",0.111520800142499,-0.046488717873427,0.10232476338244,0.170889899951789,0.246590249908371,0.246590249908371,0.162056300266167,0.17421939960493,0.2200163470142,-0.0489022367739316,-0.0503678445352933,0.169361403966834,0.146785097400375,0.110789743587794,-0.110742020653516,-0.106704162580492,0.0909496700211615,-0.17416608522782,0.128669993757898,-0.246548066268928,-0.132444476919873,-0.0990236638450431,-0.099844959907865
