"","miR200b","miR200c","GRHL2","miR141","CLDN7","KLF8","miR34a","CDH1","miR205","OVOL2","TWIST1","TCF3","TGFbeta","GSC","FOXC2","TWIST2","ZEB2","SNAI1","miR200a","NP63","SNAI2","miR101","ZEB1"
"miR205",0.223225923187844,0.22750715404894,0.234608341979101,0.219613436419952,0.219613436419952,0.0374303719732682,0.196095821716127,0.00862186534464005,0.117446794463546,0.0705304095856982,0.12372588504897,0.123581739420701,0.0221506356153536,-0.0219839953995149,-0.108762236789713,0.114709927552162,-0.238751712832307,-0.139563091924818,-0.00459445095588152,-0.11702067217636,-0.00679234760185031,-0.0373114659090589,-0.219644491934791
"miR101",0.101681452415955,0.0755673068408734,-0.0705557069877386,-0.0613424192985748,-0.0613424192985748,-0.14306756766808,0.0607547784934925,0.0455145259853919,-0.0485579806712569,-0.039949632887065,-0.225106392355322,-0.225079112584909,0.0117903105281084,-0.0117349734329705,0.0783800375144616,-0.0801626642415427,-0.207217299266626,0.198987495371738,-0.130276028926891,0.0486996980762538,-0.184570344377629,0.0431805485012136,0.0613757075883477
"SNAI1",0.148698317299828,0.128404353793036,0.0833373184797171,0.0809492762058557,0.0809492762058557,-0.0337147162415848,0.180916587044613,-0.0996469995403941,0.073669238296656,0.066673713739173,-0.195328790037966,-0.195028870255012,-0.00653991237585828,0.00655884234473117,0.0599633652599885,-0.0428981572344356,-0.200092545057121,0.0663554201602344,-0.051776196443669,-0.0735491696860213,-0.192341035544286,0.0338104924185867,-0.0810775234040675
"miR200a",0.0078082710498325,0.0338920623024622,-0.156200840694292,-0.139364072424326,-0.139364072424326,-0.0891790602716196,-0.0369108160342118,0.102950010753598,-0.0668209163460996,-0.038595190267757,-0.15245319567093,-0.152901307832073,-0.0750247627332879,0.0748690950667122,0.0976262846958611,-0.0235350071951652,-0.199896005379115,0.18597189617868,-0.165019818315674,0.0662202410306562,0.039717615395573,0.089162850480906,0.139855768496783
"miR200c",0.200686619943546,0.206267846422233,0.227527422811878,0.213965379912472,0.213965379912472,0.131287196458168,0.0843203650375809,0.00438493892673353,0.113237266742421,0.068953769390543,0.171260821381085,0.171561041739871,0.109445874559887,-0.109375426418809,-0.11868307346325,0.00345598541331985,-0.194165883922316,-0.217292224132664,0.0103073840402625,-0.112992020607713,-0.0873470735489327,-0.1312061475046,-0.214187011414946
"TCF3",-0.207472392460404,0.0110489327202228,-0.141027982540237,-0.130882311024626,-0.130882311024626,-0.228331260912881,-0.0738106521746807,0.0515069036319159,-0.1,-0.0779888686668148,0.150176850017693,0.148434352437829,0.228325867195585,-0.227908973956506,0.0352920786622367,0.21725258411251,-0.148947146855178,0.00646803660120949,-0.138759537375416,0.100809248554913,0.243563304408247,0.228197152732282,0.131149289776043
"KLF8",-0.207472392460404,0.0110489327202228,-0.141027982540237,-0.130882311024626,-0.130882311024626,-0.228331260912881,-0.0738106521746807,0.0515069036319159,-0.1,-0.0779888686668148,0.150176850017693,0.148434352437829,0.228325867195585,-0.227908973956506,0.0352920786622367,0.21725258411251,-0.148947146855178,0.00646803660120949,-0.138759537375416,0.100809248554913,0.243563304408247,0.228197152732282,0.131149289776043
"SNAI2",-0.207617073001594,0.0110091632092847,-0.141083478607875,-0.130692053408906,-0.130692053408906,-0.228420374239189,-0.0735966014496787,0.151244025992141,-0.102016233660203,-0.0774406575322739,0.14991777388118,0.15020341044266,0.228736021526205,-0.228749379276932,0.0360688827047341,0.216818819573326,-0.148524719838393,0.00696182891608204,-0.138498218712676,0.101997243399494,0.143518867056551,0.228545933533004,0.130584246214104
"miR141",0.0414381392750409,0.00483796100650903,-0.157814514634995,-0.141456800113077,-0.141456800113077,0.127788603888437,-0.163577345165363,0.0991751887405076,-0.0700134006801073,-0.0414342033187792,0.0769985168359123,0.0773578939156408,0.104314320182967,-0.10456770623878,-0.0877679492469063,-0.134053084282868,-0.131433054916068,-0.133072856010026,-0.137277852327904,0.0692918794432138,-0.12543482357773,-0.127813819118436,0.141549871952485
"TWIST2",-0.0994470624033421,-0.0272865282603553,-0.134779538538503,-0.126791766337882,-0.126791766337882,-0.100436185859507,-0.106701643099543,-0.0393604439877974,-0.0979896176375086,-0.0748852759240113,0.244328985247593,0.244025492948888,0.0428043873707377,-0.0429001704588827,0.0602084277324957,0.159281936681777,-0.0721713327282935,-0.0699325000682104,-0.0985158502346367,0.0976147652677227,0.235534677174623,0.100359712664231,0.127025620147504
"OVOL2",-0.0987105251520014,-0.0849705793305388,-0.0345683793362358,-0.09974624885245,-0.09974624885245,-0.129762331836283,-0.0586123829803523,-0.0129069254545662,-0.00937020903336182,-0.0965932561233177,-0.0380399948411076,-0.03823242704023,0.0200182123240976,-0.0199513858249795,0.093465685159409,0.0947962842195294,-0.0379067905340138,0.12884871533071,-0.114340062690401,0.00953766978812364,0.103114334797952,0.129798522792931,0.0998129599932105
"TWIST1",-0.0394905704206086,0.0164979888205563,0.0794089115921447,0.0695827125980051,0.0695827125980051,-0.152585794231488,0.0983540187222124,-0.130983569094863,0.0624343472254748,0.05177262514488,-0.0630019437766972,0.0370331849332622,0.00921428070001829,-0.0089062547919999,0.195202572188054,0.165392524813756,0.0199261277167704,0.182886330030581,0.0492971943316587,-0.0614955460627754,0.146081340277519,0.152711273492555,-0.0699283584596949
"NP63",-0.192340979308648,-0.0568932345013969,-0.204583677440754,-0.0886904869170468,-0.0886904869170468,-0.265655311795085,-0.0613134556180663,0.109168653178762,-0.170805860947046,0.0507603680642769,0.140600543226087,0.140548933218233,0.0234873292185739,-0.0233640900833018,0.0534837098459524,0.242814435439725,0.0268678079189014,0.0242068475622797,-0.0492642891962416,0.0712035393649306,0.281468018446861,0.265647087659989,0.0885069346894827
"GSC",0.0349287143354079,0.00664544658769858,0.0774433564712962,0.0705149586474594,0.0705149586474594,-0.0206134351526312,0.0688390071735761,-0.0258383212014048,0.0662328482997274,0.0584372983782595,-0.191708479632056,-0.19136507303865,-0.0204069740788643,0.0205775005104612,0.0461523535974974,-0.0281519954831103,0.0406635121631599,0.0661499661011764,0.0575584202380235,-0.0656255569723074,-0.12692042907982,0.0207323064598258,-0.0708549888133719
"GRHL2",-0.0342777369523057,-0.0971768895289895,-0.00582024531245006,-0.0657798945526962,-0.0657798945526962,0.132828307023776,-0.0737813005012281,0.0404989968424262,0.00848846693075207,-0.0851460184940374,-0.0428944613770022,-0.0426979182242188,0.0764065939525787,-0.0764869722293793,-0.0416558224382983,-0.125293874207188,0.0587930411812183,-0.00312860149397471,-0.0567523739967137,-0.00865334882324908,-0.139720957980726,-0.132827426703339,0.0658006384054192
"ZEB1",-0.19260371987629,-0.201036007620055,-0.186995421264176,-0.16095818819539,-0.16095818819539,-0.00336229139638103,-0.150562286855767,0.096270412466602,-0.0867687768981967,-0.0512645212968523,-0.114816993668591,-0.115013499825183,-0.00536105133368623,0.00535670632141729,0.090409636076962,-0.138591354639584,0.0829234483132317,0.121542824053101,-0.145785932742252,0.0867371640691359,-0.0375296148053063,0.00330571327080699,0.0610660734534651
"FOXC2",-0.192536520976095,-0.200957879529545,-0.186831870127061,-0.160658490443761,-0.160658490443761,-0.00346327902111787,-0.150276100834853,0.0960918886335071,-0.0876904358843718,-0.0510644790983645,-0.115013499825183,-0.114957168144246,-0.00535670632141729,0.005047330609039,0.0905481430394706,-0.13868995514849,0.0829878115338158,0.121611755706894,-0.14551545131498,0.0867687768981967,-0.0375647215694093,0.00336229139638103,0.16095818819539
"miR34a",-0.075710926090482,-0.175171041104847,-0.180017621947141,-0.166125597295387,-0.166125597295387,0.0765240789316737,-0.166710457229925,0.00736028413048536,-0.126902708573613,-0.0915118839757644,0.112965712526426,0.112996418044759,0.000263942633865945,-0.000654339003843438,-0.0741492526048774,0.000947520649058002,0.0850339062356822,-0.166208823883045,-0.104910264507986,0.125723833708436,-0.0173945737756824,-0.0767027052377585,0.166453756391867
"ZEB2",-0.289229674569956,-0.277722638450436,-0.205872518902659,-0.191141262866229,-0.191141262866229,-0.163730277301585,-0.135582679638227,-0.131379117710749,-0.129545741437467,-0.0868545989842488,-0.0498072359206761,-0.049461383711606,-0.0491059425722216,0.0489341329053107,0.0550574856917308,0.0852209370882801,0.0884895026647389,0.0887182879311149,0.109518541163627,0.129142890492317,0.151030349768248,0.163713373148135,0.191076206488126
"TGFbeta",0.0367007164535325,-0.0668815755296546,-0.0557643916619995,-0.0537221914038141,-0.0537221914038141,0.105696653998476,-0.163994922967162,-0.00234012518085272,-0.0576549392296332,-0.0558130651423859,0.115544924619029,0.115653834836168,-0.0990790627521641,-0.00138183480347152,-0.0771321138674113,-0.107803052535942,0.0985683797774687,-0.176591973330562,0.0190218387738859,0.0562867190061391,-0.0393571417378237,-0.105902317001987,0.054068538632779
"miR200b",-0.0414381392750409,-0.00483796100650903,0.157814514634995,0.141456800113077,0.141456800113077,-0.127788603888437,0.163577345165363,-0.0991751887405076,0.0700134006801073,0.0414342033187792,-0.0769985168359123,-0.0773578939156408,-0.104314320182967,0.10456770623878,0.0877679492469063,0.134053084282868,0.131433054916068,0.133072856010026,0.137277852327904,-0.0692918794432138,0.12543482357773,0.127813819118436,-0.141549871952485
