"","GRHL2","ZEB1","miR34a","miR101","miR205","ZEB2","SNAI2","GSC","TCF3","TWIST1","FOXC2","TGFbeta","TWIST2","miR200b","miR200c","SNAI1","CDH1","OVOL2","miR200a","NP63","KLF8","miR141","CLDN7"
"NP63",-0.102911889487434,0.0215362108067341,0.027562431024627,-0.0183890286032434,-0.109322765025285,-0.108119625704901,-0.00919293183562627,-0.0228575258983752,0.102372658525212,-0.10189021714745,0.00108806772457981,0.0228010412947088,0.0133723917697518,-0.0530904627517433,0.0240717272426972,0.0412329526802643,-0.0856720746879536,-0.0873191714185313,-0.0492154504019629,0.00859189658160501,0.0192580455449617,-0.0213492657468676,-0.0213492657468676
"miR101",-0.212153649165211,-0.198215773009268,-0.099081956594192,-0.0409610975940521,-0.133211954405926,-0.105347108471416,-0.01446053360024,-0.0725337897976587,0.0208977086702202,-0.0218415887265257,-0.0164030048645253,0.0720751626606826,-0.0542954894944385,0.137812570558068,0.151104839248021,-0.00519248601792205,0.138257536567961,0.089782277200222,0.0467317555531779,0.133206705613149,-0.060002562453267,0.198148866842694,0.198148866842694
"ZEB2",-0.151492243684057,-0.144831339046294,-0.108869279660953,-0.107049502599917,-0.101577981230284,-0.0844390176156305,-0.0744043842915756,-0.0201719528481176,-0.004181449737026,0.00353033830117103,0.00687930434500764,0.019822791266976,0.0365736270130351,0.0519097867395899,0.0576828612704791,0.0624494165080716,0.0732943570064462,0.0754267959254864,0.0769912842081533,0.104335960777851,0.10722948211606,0.144570868038117,0.144570868038117
"SNAI1",-0.0634503047204125,-0.0604416172916599,0.0143503954459052,-0.0522308713147425,-0.0603722680010626,-0.0522045547537775,-0.0319875594867198,-0.0339350620185514,-0.0139710581892267,0.0143690777989734,-0.0179868121952506,0.034088258158399,0.0285534503149997,0.0495447042384,0.0573788787129494,-0.114879242154676,0.126438603056593,0.0583832076364563,-0.00454667347668658,0.0606344586406118,0.0518774041859376,0.0604770570652778,0.0604770570652778
"miR141",-0.219012403844885,-0.204847044393579,-0.184276633344781,0.10947529637547,-0.107090425074375,-0.0383767783955635,0.162176576713223,-0.148571865933472,0.124160439696721,-0.123709369699531,-0.0479761800758988,0.148455967378795,-0.166213432633388,0.0676349141504709,0.119464554804627,-0.00396935278519442,0.103886707015035,0.0646223259608072,0.0866785485485785,0.107698208973433,-0.10989855202188,0.204946812048771,0.204946812048771
"SNAI2",-0.0360437533385128,-0.0331175702419241,-0.00529860625189883,-0.0174548204013896,-0.0270610177623587,-0.0346881788138581,-0.10817019998617,-0.0191692338671447,0.0803812314539382,-0.0815079090019977,0.00854345483762643,0.0186327693621355,0.0143723089614663,0.02558648289318,0.0335644633508447,0.0315366463484342,-0.0539792295377484,0.021010506679648,-0.00199541488428604,0.026721905963981,0.0172210442576555,0.0329634865088129,0.0329634865088129
"TCF3",-0.0367106932903685,-0.033200928552098,-0.00557400373812669,-0.0192494483856358,-0.0261231884057971,-0.0345929455988291,-0.0076101805459066,-0.0171120036439963,0.0862302047122441,-0.0814383363676168,0.00938795352628469,0.0189789603233511,0.0160504880612283,0.0268908610416606,0.0345460528192788,0.0303946455226944,0.047532789783788,0.0213156204530014,-0.00196643265708167,0.0273948647063751,0.0201882056498289,0.033833631620525,0.033833631620525
"CLDN7",-0.0367106932903685,-0.033200928552098,-0.00557400373812669,-0.0192494483856358,-0.0261231884057971,-0.0345929455988291,-0.0076101805459066,-0.0171120036439963,0.0862302047122441,-0.0814383363676168,0.00938795352628469,0.0189789603233511,0.0160504880612283,0.0268908610416606,0.0345460528192788,0.0303946455226944,0.047532789783788,0.0213156204530014,-0.00196643265708167,0.0273948647063751,0.0201882056498289,0.033833631620525,0.033833631620525
"CDH1",-0.0362919029128079,-0.0329634865088129,-0.00564817592355715,-0.0172210442576555,-0.0273948647063751,-0.0344593480392112,-0.00763846434766857,-0.0189789603233511,0.0814383363676168,-0.0803812314539382,0.00945366832406233,0.0191692338671447,0.0143730596502232,0.0257119890313658,0.033758417212205,0.0310312742654553,-0.0537359355215493,0.0210336940334669,-0.00191335748140284,0.0270610177623587,0.0192494483856358,0.033200928552098,0.033200928552098
"TGFbeta",0.103337574253445,0.0998748081202571,0.000101567656937691,0.0332909384023847,0.0878944807436336,-0.0332797902710963,0.0628250126677703,0.00117292488055864,0.0799911513475599,-0.0791765936818688,-0.0132669473499901,-0.101103855407094,-0.0788280566843208,-0.112079052310434,-0.0354747950197822,-0.0162012464567827,-0.0927544922567228,-0.0772929142967603,-0.0647530925909027,-0.0883523711769942,-0.0323180208268537,-0.0997583297802535,-0.0997583297802535
"OVOL2",-0.117051810168549,-0.140953837645121,-0.0981675841799538,0.0798539951104954,-0.0834653698718057,-0.0196280303854793,0.0979930232003529,-0.0193964649458378,0.0465934939523049,-0.0467337716301698,0.00296852957767396,0.019408176806508,-0.116958589680702,0.0297733380626747,0.133126288840035,0.0978840906599069,0.111378594887481,-0.0369339978999463,0.118504026846366,0.0825545994442946,-0.0795655641529704,0.141064026515094,0.141064026515094
"miR205",-0.315525818893103,-0.30589829385512,-0.272475583599089,0.0263567923233321,-0.1691413471874,-0.0107765740913677,0.0723875801568317,-0.0526946876881266,0.137368369721992,-0.137681371657662,-0.0948669255982686,0.0532501550742557,-0.199669300143825,0.13316776337319,0.166009383294231,0.127351189740016,0.13890025169266,0.102881802197833,0.157949373626408,0.167139563419686,-0.025772275144535,0.306323133298108,0.306323133298108
"miR200b",0.306805898067155,0.297325079011647,0.178136848508318,0.0546279394113717,0.168458929481525,-0.00980697858631124,0.039433715220055,-0.0506303260248183,-0.010120749429979,0.0110983142435614,-0.0121571724331169,0.0504178453412441,0.0690012692542134,-0.123234068897575,-0.15108909745769,-0.0846187834287982,-0.123365875619439,-0.106443670014263,-0.160108484185365,-0.1667564237058,-0.0549989635099272,-0.297540907473774,-0.297540907473774
"miR200a",-0.306805898067155,-0.297325079011647,-0.178136848508318,-0.0546279394113717,-0.168458929481525,0.00980697858631124,-0.039433715220055,0.0506303260248183,0.010120749429979,-0.0110983142435614,0.0121571724331169,-0.0504178453412441,-0.0690012692542134,0.123234068897575,0.15108909745769,0.0846187834287982,0.123365875619439,0.106443670014263,0.160108484185365,0.1667564237058,0.0549989635099272,0.297540907473774,0.297540907473774
"miR200c",0.244728845992114,0.232339364395205,0.133671036868583,0.0321154455455186,0.12557944850788,0.0127150525327905,0.0158572629056674,-0.0356024586515685,-0.0115477279135162,0.0126021964643244,-0.00956499509653929,0.0360887780770752,0.0725133826805298,-0.13255406135414,-0.124025431528878,-0.0666075835617244,-0.163716539631209,-0.0777022543188543,-0.112791468624479,-0.125654088635834,-0.0315931300669695,-0.232260130575086,-0.232260130575086
"TWIST1",-0.256647114347693,-0.244158049904224,-0.13296914590241,-0.0585431211968889,-0.17779167027022,0.0216452659235161,-0.0746988559495427,-0.0338590660290084,-0.0877796123960982,-0.0132554591275892,-0.10996060965253,0.0338192702097629,0.0432049080421927,0.10265125893986,0.116658735015578,-0.00721050178532921,-0.0131260865729752,0.125703964773452,0.154754944534622,0.176911789682586,0.0580810388386755,0.244219626942776,0.244219626942776
"GRHL2",0.111736101032433,0.132684250087593,0.1245777683411,-0.0250836880625439,0.079058300355,0.0283884225014101,-0.036080183257144,0.129636274431634,-0.0553938595762504,0.0554574470668568,0.0323225552651104,-0.129670088741185,0.0693515218785552,-0.109192289107487,-0.132393271550997,-0.0135898972136115,-0.043850981990206,0.0407621140118022,-0.113766087108635,-0.0778694151301531,0.0251796429901375,-0.132846488851522,-0.132846488851522
"FOXC2",0.301748514356981,0.289751481122875,0.258824460337399,-0.0598826377111159,0.157300950603499,0.0337464204293382,-0.120615706904514,0.0810234204265936,-0.153337198282042,0.153838550242384,0.0954358615303487,-0.0811156903758994,0.232259602491071,-0.224082295958237,-0.271252890539091,-0.113603264154697,-0.226702150779524,-0.0922101768874987,-0.246357213181347,-0.156257307339742,0.059932275696156,-0.290052029080892,-0.290052029080892
"ZEB1",0.301365132361204,0.189624327394108,0.25864834586299,-0.0598598595047159,0.156257307339742,0.0337608075021746,-0.120678611515961,0.0811156903758994,-0.153838550242384,0.153711752691801,0.0952406004953977,-0.0811511365286197,0.232141918012699,-0.224010651329276,-0.271101579173926,-0.113522057000914,-0.226705523259003,-0.0919444332459829,-0.246158926065559,-0.156464227675412,0.0598826377111159,-0.289751481122875,-0.289751481122875
"KLF8",0.0367106932903685,0.033200928552098,0.00557400373812669,0.0192494483856358,0.0261231884057971,0.0345929455988291,0.0076101805459066,0.0171120036439963,-0.0862302047122441,0.0814383363676168,-0.00938795352628469,-0.0189789603233511,-0.0160504880612283,-0.0268908610416606,-0.0345460528192788,-0.0303946455226944,-0.047532789783788,-0.0213156204530014,0.00196643265708167,-0.0273948647063751,-0.0201882056498289,-0.033833631620525,-0.033833631620525
"miR34a",0.138143608302383,0.128354278295749,0.0217781135114528,0.023801719153298,0.101494993864716,0.101422016602473,-0.046446027388296,0.0422426684080272,-0.118167000199549,0.118852756775647,0.0382928042983622,-0.0418981300351413,0.180195290850732,-0.0589508324543252,-0.157711476159079,-0.0826284481549088,-0.0519189309230283,-0.0772611209294546,-0.076601170475674,-0.100490206459566,-0.0236643881760392,-0.128378551122319,-0.128378551122319
"TWIST2",-0.224153113903299,-0.216447215791039,-0.13171855394058,0.0509395847430183,-0.159025326042798,0.110577857485221,0.0953303827493338,0.0128540669354343,-0.0636914884094453,0.0640462751811706,-0.0910174533236329,-0.0124963130079184,-0.139272103833396,0.00851410584308717,0.0575832681356265,0.0378095878866097,0.0889692151158663,0.115718028648939,0.171530298888845,0.158797675973476,-0.0500019190873041,0.216648784215071,0.216648784215071
"GSC",-0.179718220910205,-0.173615287777477,-0.118105788075139,0.0396777998594357,-0.133324380023229,0.116444105327072,-0.00334065008499264,0.0120865501475064,-0.0660914937345291,0.0662576066913397,0.0151893369351948,-0.0117833920468897,-0.0526988767646429,0.0263615639277758,0.0365401337041631,0.02404082190946,-0.0105031941664932,0.100986203477065,0.151502128879423,0.132977630085491,-0.0389684694361759,0.173777218395878,0.173777218395878
