"","miR200c","miR200a","KLF8","miR101","TGFbeta","GSC","TWIST1","miR34a","CLDN7","GRHL2","NP63","miR205","OVOL2","miR141","ZEB1","SNAI1","TCF3","FOXC2","TWIST2","SNAI2","ZEB2","miR200b","CDH1"
"miR200c",0.112225779587397,0.112225779587397,-0.00929555810078355,-0.00892093182651389,-0.065480529514952,-0.0654884833373317,-0.0757696762913529,0.0112186595287889,0.00385384238963332,0.00377560510718961,0,0,-0.0670742738392725,-0.00385384238963332,-0.00377817967126603,0.0240112972238095,0.0756439682593491,0.0834251358144899,0.0625760023304616,0.0756127303717601,-0.235149130872433,-0.0994249070867371,-0.104882775012594
"miR101",0.104123817466447,0.104123817466447,0.0757997826449935,-0.0239104547476747,0.0229044872188807,0.0229053256597162,0.0240121467587464,0.0153695639560866,0.00924143487511964,0.00843042833268638,0,0,-0.053758400415827,-0.00924143487511964,-0.00916464109772271,-0.0444331748436454,-0.0241660046638782,-0.134459551141653,0.028278131920017,-0.0862662906498924,-0.223126967563054,-0.0644855350470853,-0.0505165027110702
"TWIST2",0.0382410397464713,0.0382410397464713,0.0878068448864735,0.0879650053585217,0.0155350572086298,0.0155227773255342,-0.152157840713975,-0.00455447036594375,0.0791442277992243,0.0781960507656078,0,0,-0.0892174547907976,-0.0791442277992243,-0.0791152785701455,0.0756245876486331,0.152041003303206,0.100704446154139,-0.095200149758889,-0.0941952544576774,-0.161727157234681,0.00852768601267096,-0.0870274405457247
"NP63",0.0406310127037392,0.0406310127037392,-0.0458671498572717,-0.0455052879130862,0.0231278679131563,0.0231740825888834,0.109368760554583,0.0135626140639947,-0.00616783861200009,-0.0583528275779115,-0.193682862375492,0.0936828623754921,-0.127191875868707,0.00616783861200009,0.00613289243928457,-0.0690633907662103,-0.109586420152923,-0.0863663576359593,0.0282587571841801,0.0357982680261239,-0.108845372171717,0.0321866646568919,0.0436191063699597
"miR34a",0.120008056729743,0.120008056729743,-0.0054500122413852,-0.00556621537598877,0.00204424136133064,0.00202975988856486,-0.0782504842282256,-0.0153280032251795,-0.061019410581861,-0.0615006908447469,0,0,0.0765659925909874,0.061019410581861,0.0610315469951463,-0.00287431019958275,0.0783048093760451,-0.0312617016233467,0.141959559563973,0.0078772816834496,-0.107968464978323,-0.0775032650641886,-0.0429728969902139
"GSC",0.0047914884128881,0.0047914884128881,0.0370894134625175,0.0368526452031053,0.0262224308998079,0.0262230421056559,0.0742308901451401,0.0186266652112767,0.0884221104223791,0.0893160502551872,0,0,-0.0920827752952568,-0.0884221104223791,-0.0884669973002071,0.0264870676412523,-0.0740024848295255,-0.136946596200314,0.0285979378752791,0.057926763015839,-0.0968213223431473,-0.0150311649457852,-0.0540444102119927
"TGFbeta",0.0367707984856365,0.0367707984856365,0.0131263344705612,0.0137045452716775,-0.0879182430290621,0.0120978297414926,0.0842599218438678,0.0709640120234056,0.00313845667885954,0.00348506740751459,0,0,-0.00283023519518979,-0.00313845667885954,-0.00307241225926991,-0.0429011431725594,-0.084643376566714,-0.13071841973143,-0.0496739658854292,-0.0692163477010989,-0.0736017854643677,0.0660465422584496,-0.0170386079743372
"CDH1",0.0149783861529859,0.0149783861529859,0.0310695432606697,0.0303675277969189,0.00159878939053961,0.00157628391761778,-0.0846489066018832,-0.0159757500446455,0.000821287527904271,0.000733658017711374,0,0,0.0118665073688501,-0.000821287527904271,-0.000821287527904271,0.0478866171874203,0.0851535546762524,0.0587232506785857,-0.0329955209922612,-0.0179149234720838,-0.0319875366963298,-0.00580096037133391,-0.0856332770742281
"SNAI2",0.015038996734661,0.015038996734661,0.0303675277969189,0.030583267799,0.00164403338493797,0.00159878939053961,-0.0848688014150859,-0.0160565087146655,0.000821287527904271,0.000733658017711374,0,0,0.0118665073688501,-0.000821287527904271,-0.000738846731879254,0.0478113679521573,0.0846489066018832,0.0587932671006193,-0.0329932689259904,-0.117838702753166,-0.0319323508962071,-0.00578773221795186,-0.085613772490651
"KLF8",0.015158841750294,0.015158841750294,0.0305480114472291,0.0310695432606697,0.00157628391761778,0.001666912882635,-0.0851535546762524,-0.0164366771969634,0.00064208261256945,0.000574582602979043,0,0,0.0119806759189096,-0.00064208261256945,-0.000821287527904271,0.047599107432625,0.0855891790712185,0.0595178023244427,-0.0331499286284207,-0.0177357927275913,-0.0318428060067437,-0.00579060641390347,0.0145912844622655
"CLDN7",0.015158841750294,0.015158841750294,0.0305480114472291,0.0310695432606697,0.00157628391761778,0.001666912882635,-0.0851535546762524,-0.0164366771969634,0.00064208261256945,0.000574582602979043,0,0,0.0119806759189096,-0.00064208261256945,-0.000821287527904271,0.047599107432625,0.0855891790712185,0.0595178023244427,-0.0331499286284207,-0.0177357927275913,-0.0318428060067437,-0.00579060641390347,0.0145912844622655
"GRHL2",-0.0854597486637284,-0.0854597486637284,0.0700853330207308,0.0699735323252776,-0.107822910951878,-0.107827899948369,-0.00362726332512723,0.0948207301083102,0.090802289102213,-0.0374323387394212,0.186385612021517,-0.186387347620385,0.099775934017014,-0.090802289102213,-0.0907915896413348,-0.0122295210509543,0.00364749570850199,0.0285081648683967,-0.00848519053284804,-0.0676972742356829,-0.0243541210943626,0.128821934518607,0.0352850241209862
"FOXC2",0.00688462125701497,0.00688462125701497,-0.0281485566410873,-0.0280441457070374,0.00555861448980756,0.00557055530677655,-0.00200129326673132,-0.00084078597101975,-3.55300462548822e-05,0.000574156875486211,0,0,-0.0613413937693283,3.55300462548822e-05,8.69675327047179e-05,-0.0736116403531473,0.00200692643482505,-0.0900808110757923,0.0854781398852919,0.0132241836756065,-0.0193957703054679,-0.00567887337079066,-0.0713863406482317
"OVOL2",-0.0983381353741834,-0.0983381353741834,0.0800612214328259,0.0803035911727994,-0.208469770897136,-0.208467015165214,-0.0407501167700432,0.0715780256399879,0.0928328859232008,-0.0376619581800347,0.186889225233431,-0.186890305625397,0.0999665944398918,-0.0928328859232008,-0.0928085655684226,0.0551796582987586,0.0406080406604108,0.0970999501715076,-0.0610095179216713,-0.0693049851878808,0.00869639613595989,0.0810392734837795,0.145848065438133
"ZEB1",-0.00691725704165835,-0.00691725704165835,0.0280441457070374,0.0280331239942632,-0.00558125429057731,-0.00555861448980756,0.00201872041823336,0.000910497950473061,8.69675327047179e-05,-0.000528453208994553,0,0,0.0613090772058877,-8.69675327047179e-05,-0.100103782000054,0.0737126771607619,-0.00200129326673132,0.0899963556108481,-0.0855687887402537,-0.0132580922566343,0.0193717918507405,0.00571461019048729,0.0713631684505174
"TCF3",-0.015158841750294,-0.015158841750294,-0.0305480114472291,-0.0310695432606697,-0.00157628391761778,-0.001666912882635,0.0851535546762524,0.0164366771969634,-0.00064208261256945,-0.000574582602979043,0,0,-0.0119806759189096,0.00064208261256945,0.000821287527904271,-0.047599107432625,-0.0855891790712185,-0.0595178023244427,0.0331499286284207,0.0177357927275913,0.0318428060067437,0.00579060641390347,-0.0145912844622655
"SNAI1",-0.0780307136347444,-0.0780307136347444,0.0287568168739027,0.0288051729241805,0.00935605799599649,0.00936757210077484,-0.0161363266268609,-0.0208518063552705,0.0900124313318735,0.090453117221762,0,0,-0.0930361858952044,-0.0900124313318735,-0.0899930514120956,-0.0733270022086788,0.0161010720016073,0.111620939739784,-0.00265573610181827,0.0685921394849346,0.0590449000596228,0.0305882411130843,0.0856258628288604
"TWIST1",-0.0512845130556702,-0.0512845130556702,-0.0226579798645567,-0.0225743270238457,-0.0115373925333222,-0.0115364524745999,0.0109903382073481,0.00258429079418648,0.00267057923471422,0.00233609454721452,0,0,-0.0393172962723879,-0.00267057923471422,-0.00260011733288455,-0.00595532715108093,-0.111085920976307,-0.185581235634255,0.0832049135441695,0.0307291760502434,0.123546651376034,0.0329672161352722,-0.0805418210114252
