"","TWIST2","ZEB2","SNAI1","CDH1","miR200a","miR141","TGFbeta","miR34a","NP63","miR205","GSC","GRHL2","CLDN7","ZEB1","miR200c","miR200b","OVOL2","FOXC2","TCF3","TWIST1","miR101","KLF8","SNAI2"
"ZEB2",-0.0918178694044566,-0.0889093573579325,-0.0516912557723496,-0.0128185888732308,-0.00714659088093481,-0.0038056220816376,-0.00252265665207926,-0.000580819129391454,0,0,0.00257130526744114,0.00342103756833561,0.0038056220816376,0.00380832253506828,0.00524104454746274,0.0145664903053908,0.019313650924788,0.0271732377359829,0.0471465396864217,0.0473624943521791,0.0692141055552558,0.0692847052549585,0.080911105911869
"miR101",-0.00937446857661728,-0.0831443207448782,-0.155205781527434,-0.01080482805919,0.0031431410524197,-0.0827492899915649,0.0176246673844863,-0.0352572730970782,0,0,-0.0176154445352967,0.0845598344978,0.0827492899915649,0.0827423686639884,-0.0829137251237129,0.0124497367201587,0.0872216996887268,0.183632082854229,0.17597431531865,0.175907752678841,-0.0985555697692469,0.00146170965229123,0.0799910438122478
"miR34a",0.0217042728131066,-0.0646314601851599,-0.125883923576092,0.0745445774065523,0.0823375281418656,0.0287364647424641,0.010004546667246,-0.077210645551256,0,0,-0.00994300040799139,-0.026238210274635,-0.0287364647424641,-0.0288285587020998,0.031426636838622,-0.0799449951985577,-0.0594614541676327,0.1419856263735,0.0790483947787171,0.0787342537065434,-0.0997667527260242,-0.09990120263383,-0.0773356299535367
"NP63",-0.0109395383663244,-0.0569983848334429,0.0765873989101693,0.0686889636898769,0.0161829281704843,-6.99315033576769e-05,0.00219869693133503,0.0188289216156714,-0.00418403674447556,0.0958159632555245,-0.00213878901835555,-0.0801729847799963,6.99315033576769e-05,1.39497703667935e-05,-0.0162408571371604,-0.0852086984758322,-0.0683728831176941,-0.0883597090157801,-0.117221143188508,-0.117452266267158,0.0279526364018727,0.0277634812946848,0.00914315513667606
"TCF3",-0.0237538160901416,-0.0167479547120145,-0.084805445900137,-0.115948122034737,0.00108097696443495,-0.0157615844971152,0.000224332359344333,-0.0269046657724282,0,0,-0.000333087117364996,0.0163040655608947,0.0157615844971152,0.0159993053031716,-0.0160906217823536,0.00987512009742454,0.02180126698957,0.094251811313953,0.1366494339959,0.13800470989135,-0.015454355364477,-0.01505203082268,0.0318458525629048
"KLF8",-0.0237538160901416,-0.0167479547120145,-0.084805445900137,-0.115948122034737,0.00108097696443495,-0.0157615844971152,0.000224332359344333,-0.0269046657724282,0,0,-0.000333087117364996,0.0163040655608947,0.0157615844971152,0.0159993053031716,-0.0160906217823536,0.00987512009742454,0.02180126698957,0.094251811313953,0.1366494339959,0.13800470989135,-0.015454355364477,-0.01505203082268,0.0318458525629048
"CLDN7",-0.0237538160901416,-0.0167479547120145,-0.084805445900137,-0.115948122034737,0.00108097696443495,-0.0157615844971152,0.000224332359344333,-0.0269046657724282,0,0,-0.000333087117364996,0.0163040655608947,0.0157615844971152,0.0159993053031716,-0.0160906217823536,0.00987512009742454,0.02180126698957,0.094251811313953,0.1366494339959,0.13800470989135,-0.015454355364477,-0.01505203082268,0.0318458525629048
"SNAI2",-0.0236919609804142,-0.0166486926088817,-0.0847112958185205,-0.0159675003469069,0.00105524281405658,-0.015959196849914,0.000296173730832124,-0.0269841808964566,0,0,-0.000250929736433762,0.016479430293725,0.015959196849914,0.0159038363985292,-0.0162942550211397,0.00990274201808533,0.0219275114207242,0.0952084366658289,0.138466861285772,0.138466861285772,-0.0157050849014696,-0.0156905172485959,-0.0682067985285234
"ZEB1",-0.0507271904926384,-0.0134448512590957,-0.083095415102487,-0.0592225831538958,-0.00266749503166234,-0.0101818957481054,0.00882164458257076,-0.000205967313141641,0,0,-0.00882736170397726,0.00828716737761164,0.0101818957481054,-0.0898429169523617,-0.0112716929679171,-0.00378390481921715,0.0703692453292914,0.102029910187088,0.0747642296383743,0.0747011313312117,-0.0427715259641976,-0.0427788737727137,-0.0305446293054146
"TGFbeta",0.0551999046159981,-0.0130023187638706,0.167596212514144,0.00599814779864144,0.00174183083509995,-0.00652228052842609,0.10211557475534,0.146464039933161,0,0,-0.202120353146586,0.00568253920202548,0.00652228052842609,0.00658832494801572,-0.0093146514009163,-0.101853783731733,0.00360547679217893,-0.0951302224784117,-0.170149086030035,-0.170026562035753,0.0371332117490207,0.0371366740891472,-0.102230291453871
"miR205",-0.0425151139450116,-0.0121765999397547,-0.073789691848087,0.0090932733266668,0.00122466483131008,-0.00572833170018143,0.00788296120345437,-3.18474913616977e-05,0,0,-0.00793374679304332,0.0050888874527644,0.00572833170018143,0.00581218159024491,-0.00845160126331779,-0.00811052688100652,0.0660230285162664,0.0936837593563577,0.0681750904974089,0.0683686574839416,-0.047454627091339,-0.0472831520303214,-0.0438050225637892
"GRHL2",0.0371379843350148,-0.0118972481177536,0.0353067002310096,0.0347326073111689,-0.00780459442996855,-0.0150570300519712,0.102218713401227,0.0226547446170396,0.00853631481530386,0.00853457921643547,-0.102274701028515,-0.0237352433189272,0.0150570300519712,0.0150655459494049,-0.0137541249001574,0.00878060016242646,0.078668572122822,0.00188440219521112,-0.0514847154774531,-0.0516234518205944,-0.0812030432883729,-0.0811986416861897,-0.0895074986276261
"miR200c",-0.0486104365517326,-0.00362226046614559,-0.173222846270745,0.00473420220326515,0.00092489532622476,-0.000603473793983043,-0.100706996600737,-0.0130321658154849,0,0,0.100667227488838,0.00103120993405167,0.000603473793983043,0.000676458186036449,-0.00198057379957528,0.026926390281423,0.0643636571979605,0.0950057755578577,0.169145962848552,0.169499424256186,-0.0434352738110377,-0.0431921269503338,0.0716165064250279
"miR141",0.0486104365517326,0.00362226046614559,0.173222846270745,-0.00473420220326515,-0.00092489532622476,0.000603473793983043,0.100706996600737,0.0130321658154849,0,0,-0.100667227488838,-0.00103120993405167,-0.000603473793983043,-0.000676458186036449,0.00198057379957528,-0.026926390281423,-0.0643636571979605,-0.0950057755578577,-0.169145962848552,-0.169499424256186,0.0434352738110377,0.0431921269503338,-0.0716165064250279
"miR200b",-0.0200929750787671,0.0105664312952441,-0.140777059774917,-0.00948004420017123,-0.00262985191933839,0.00271884896012075,-0.118482661407297,-0.109114297284986,0,0,0.118515612957156,-0.00275012875067263,-0.00271884896012075,-0.00276638925219224,0.00610563659617115,0.0411535079695998,-0.0664492261163113,0.0656599241531948,0.13326649144443,0.133341916263632,0.00622857005297481,0.00622496787726068,0.12963078093411
"miR200a",-0.0200929750787671,0.0105664312952441,-0.140777059774917,-0.00948004420017123,-0.00262985191933839,0.00271884896012075,-0.118482661407297,-0.109114297284986,0,0,0.118515612957156,-0.00275012875067263,-0.00271884896012075,-0.00276638925219224,0.00610563659617115,0.0411535079695998,-0.0664492261163113,0.0656599241531948,0.13326649144443,0.133341916263632,0.00622857005297481,0.00622496787726068,0.12963078093411
"OVOL2",0.0894722211426891,0.0117931711322762,0.146747547236429,0.107068809166225,0.00496534376574924,0.0139949845216719,0.0174175158209617,0.00106795491069338,-0.00906664885944927,-0.00906556846748307,-0.0173810023729899,0.0233373462874562,-0.0139949845216719,-0.0140100658589925,0.0130259753831441,-0.0631894047570103,-0.0786851346738312,-0.067975213336926,-0.110418675585764,-0.110591325035443,-0.0598644516711701,-0.0599949584542328,-0.0879247857713762
"FOXC2",0.0507597922738089,0.0134761494526347,0.0831879534870312,0.0591926659972224,0.00265117713934065,0.0101109035147407,-0.00882736170397726,0.000253053474702211,0,0,0.00886535521251494,-0.00822408876352811,-0.0101109035147407,-0.0101818957481054,0.0112054324354594,0.00380083278644187,-0.0703246431301627,-0.101922482835679,-0.0744882044017812,-0.0747642296383743,0.0427788737727137,0.0425923034151491,0.0305447491237221
"CDH1",0.0237257419744762,0.0166967423141609,0.0847972313357143,0.0159471745177054,-0.00105337787308196,0.0159993053031716,-0.000250929736433762,0.0269576459048786,0,0,0.000224332359344333,-0.0165150839681927,-0.0159993053031716,-0.015959196849914,0.0163390136045305,-0.00991209851681898,-0.0219527150661795,-0.0951180518301129,-0.13800470989135,-0.138466861285772,0.0156905172485959,0.015454355364477,-0.0318196638575696
"SNAI1",-0.016511226814472,0.041628704065566,0.0229574163690486,-0.0722828885049614,-0.00245778565916135,0.0563160904116777,-0.00328505931379052,0.100103471671284,0,0,0.00331179545539449,-0.0567570031841865,-0.0563160904116777,-0.0563470519568209,0.0504703391033524,-0.0239322658222452,-0.0677797938825998,-0.145552336173801,-0.143754531564405,-0.143611980253597,0.0815897224403266,0.0816380784906044,-0.0762916228909473
"TWIST2",-0.110739468299678,0.0523514995245201,0.0332356438159131,-0.103243203962026,-0.00330211551476039,0.0503419009609772,-0.0241864321136582,0.0144133385611392,0,0,0.0242025324048279,-0.0515729498863369,-0.0503419009609772,-0.0503532008459336,0.0511865165207979,0.0384106024837789,-0.0672488817974257,-0.0707043313098042,-0.122323668729466,-0.122089993907928,0.0840234217273062,0.0840885977460074,0.10956372993402
"GSC",0.0286472759246219,0.0841705248906868,-0.0375133862744792,-0.0263233037319309,-0.0108493363162936,0.0672964862810932,-0.020500236025772,-0.0663351920976941,0,0,0.020536297170805,-0.0657991158658782,-0.0672964862810932,-0.0673539221785291,0.0745029083834605,0.012336797924076,-0.0780302027540751,-0.027155069895625,0.15249069364197,0.152207982167398,-0.069179108647202,-0.0693379285084539,0.0150228331354575
"TWIST1",0.0655239458228664,0.0889023944952295,0.187916078128486,-0.126680901974337,0.014658861815104,0.116203587616741,-0.0170226829444468,0.0088407444544639,0,0,0.0169954212414991,-0.117727058386114,-0.116203587616741,-0.11617557561724,0.105387952449969,-0.0252506449468167,-0.107964136207647,-0.114622992157742,-0.0788527014458894,-0.178858420073092,0.055885706378784,0.0558329254197639,-0.0517144356653088
