"","TWIST2","SNAI2","miR200c","KLF8","miR101","miR34a","ZEB1","miR200a","NP63","miR205","GSC","ZEB2","TWIST1","TCF3","TGFbeta","OVOL2","FOXC2","SNAI1","miR141","CLDN7","GRHL2","miR200b","CDH1"
"SNAI1",-0.162758387481185,-0.133953207142864,0.0537993736875007,-0.265558268188271,-0.26564842882395,-0.233169594965685,-0.0924921661050531,0.145393079183644,-0.0848514108211824,-0.0859295779370854,0.0284145493216837,-0.222835809169687,-0.213058154847047,-0.213189465552701,-0.028615363115191,0.0755352029819156,0.302282024180315,0.21627540940913,0.0927816295283499,0.0927816295283499,0.0986730157293909,0.00766692299388256,0.19196765975904
"TGFbeta",-0.272791081386422,-0.24243581402569,0.0455538693326789,-0.2800775641254,-0.280108725186539,-0.246391175479617,-0.102712090127032,0.147970310760855,-0.093932349001101,-0.0925368733946687,0.0276536328801466,-0.208073310030114,-0.16502042534709,-0.164804873875668,-0.127451637250203,0.0811691354914922,0.30655602533295,0.335813581844645,0.102339668218125,0.102339668218125,0.108630556889148,0.113981292160436,0.198960031726501
"NP63",-0.279994679904086,-0.290623993113553,0.0437436299274618,-0.308255894862443,-0.308488912023472,-0.0564889915847319,-0.025531002821625,0.0754954850101968,0.0090348370361913,0.105917898085202,0.0280344605269608,-0.165323888031057,0.0731531700760156,0.0727111191391817,-0.028585613326372,0.0869555293485041,0.0666479250306695,0.151777908688491,0.0263693716835672,0.0263693716835672,-0.0980113628074475,0.12205225191342,0.168987239618744
"miR34a",-0.123322526340347,-0.214459459124131,-0.0670180606179376,-0.191870526919755,-0.191945434725532,-0.145464430585051,-0.142520533824562,0.184343330630957,-0.109512808214507,-0.110945245249722,0.0277150843063305,-0.145289851245188,-0.0582595236855448,-0.0585012312272925,-0.0279914390782774,0.0838082770126278,0.179795487703344,0.163277235078691,0.142912230614124,0.142912230614124,0.152350675813946,0.120640513848022,0.114125641041673
"miR205",-0.0576485471640822,0.0253849951557545,0.0873303467958014,0.0398472138293603,0.0396632223405312,0.0238507490435404,0.0264049098192534,0.056974245476568,0.00292716825752671,-0.00225566793313824,0.0314565123222191,-0.132216020023692,0.0958341556741106,0.0950516508349359,-0.0323373248916526,0.013470132356335,-0.116509358073709,-0.107375876105911,-0.0250179705265738,-0.0250179705265738,-0.0191159702102317,-0.0973170220961086,-0.0118157445884988
"TWIST2",-0.0547769077171719,-0.0429367524012068,0.0214899850442031,0.0447875522745445,0.0447189002015126,0.0281455682078132,-0.0623670320498929,0.0838286590468184,-0.0544577223450644,-0.0561950518214692,0.0129532960654484,-0.100436809892188,0.0279414352849561,0.0277376822393468,-0.0132390080121373,0.0490153910538004,-0.0554653048095202,-0.119923517162487,0.0628365691743197,0.0628365691743197,0.0675763979892995,-0.000323230147285047,-0.0939445088160394
"miR200b",0.0867459977284967,0.163227775127115,0.0732467249096936,0.194023488563921,0.193971257016066,0.0553124542000222,0.0306758667630161,0.0385384769436676,0.00758610178398993,0.00457561662315822,0.113074172250383,-0.0957085762237081,0.166990590661524,0.166566141188758,-0.113592306965408,0.00703975301037161,-0.245345527823203,-0.255710563990882,-0.029864110696049,-0.029864110696049,-0.0234129847257785,-0.0967918677989608,-0.0702029922005216
"CDH1",-0.295901530310351,-0.286495730513797,0.0163306275889818,-0.312636333621994,-0.312756032111205,-0.0839549254071764,-0.0419966591826253,0.0581767138486641,-0.0326580795323368,-0.0334541760911452,0.214895056709351,-0.0755839018876656,0.0822697744394683,0.0821688448245944,-0.215023951690631,0.0255971068095923,0.0574875452463659,0.152703379683516,0.0422020144633043,0.0422020144633043,0.0452398646943132,0.218284153784053,0.252551860046059
"CLDN7",-0.295894511781435,-0.286473732001315,0.0164601310176381,-0.312561829077217,-0.312636333621994,-0.0836953227581698,-0.0422020144633043,0.0579028459421614,-0.0334541760911452,-0.0326449275362319,0.215076314639386,-0.0755505024977612,0.0821688448245944,0.0817332204296283,-0.214895056709351,0.025086843289939,0.0576607933495979,0.152629448603712,0.0418545763621449,0.0418545763621449,0.0448405529389647,0.218143635790354,0.352550912529027
"OVOL2",-0.158610682611877,-0.142847719532497,-0.00788640012939593,-0.168462955256457,-0.168734935779142,-0.111013777150024,-0.032258473203698,0.0359599767872339,-0.0362341218416148,-0.0421190168815353,0.0200793196002707,-0.0361702980685197,-0.031434585905959,-0.0323427939485458,-0.0210892953498298,-0.0584829255479838,0.135762887757317,0.161227124377863,0.0338599481856615,0.0338599481856615,0.0383818035464398,0.0989780933557551,0.184551409002412
"FOXC2",0.0993348659176489,0.0229508462276412,0.0123646006267825,-0.00308593238124701,-0.00271450332077425,0.010035838636435,0.00486058845363152,0.00322329493593096,0.0172814931809541,0.0264303139996041,-0.01846719650201,-0.0223587373445349,-0.0911852739073053,-0.0897657155476838,0.0200618383317774,-0.0303871221960813,0.100648459749147,0.0852131571991697,-0.00734361620861904,-0.00734361620861904,-0.0127150742557995,-0.0174432506748209,-0.138284937226177
"ZEB1",0.0994406229151043,0.0234530047544511,0.0109632398134592,-0.00271450332077425,-0.00296579837202522,0.00849606000254518,-0.0936142030242511,0.00471020106354677,0.0228281077343511,0.0172814931809541,-0.0200618383317774,-0.0223029558866953,-0.090324132248601,-0.0911852739073053,0.019098846402066,-0.0267652633794017,0.100104566554906,0.0857622497564396,-0.00486058845363152,-0.00486058845363152,-0.00948899974749167,-0.0162194783371713,-0.138271991256562
