"","ZEB2","miR101","SNAI2","OVOL2","NP63","ZEB1","miR141","CLDN7","miR34a","TCF3","miR200b","miR200a","TGFbeta","GSC","FOXC2","miR200c","TWIST1","CDH1","SNAI1","GRHL2","miR205","KLF8","TWIST2"
"GSC",-0.104628886131123,0.0255932916115795,-0.0739075163357859,-0.157607361672219,-0.146695868654599,-0.114115884370882,-0.114170183013416,-0.114170183013416,-0.0342560727455995,-0.102583593586371,-0.0940978423202443,-0.109999036395245,-0.0146609037905646,-0.0147354709040227,-0.035745189130234,0.109999036395245,0.102625121825573,0.048567726742515,0.0243152812241806,0.131111971511962,0.146517704321949,-0.02549877917881,0.0199127497140808
"TGFbeta",-0.099253807960474,0.040751139516849,-0.00786521062885416,-0.122073746371305,-0.112200414294395,-0.0905966253318594,-0.0906822257614055,-0.0906822257614055,0.0527465634550645,-0.095346636852119,-0.126681330641748,-0.0944152541794863,-0.104915174805019,-0.00494949234214934,0.0400859345801721,0.0944152541794863,0.0952536093749788,0.0337385214260548,0.0830331837155758,0.0992833440302426,0.111813387856674,-0.0406230329321706,-0.00787087213654039
"ZEB2",-0.0889585251210148,-0.0610347848340611,-0.0523076059665173,-0.0511369068546831,-0.0455848120220648,-0.0291008366363261,-0.0290853704030413,-0.0290853704030413,-0.0206468662363712,-0.0183719741502095,-0.00796047876203675,-0.00559945905629273,0.00151431403527074,0.00153340399826084,0.00360860456995689,0.00559945905629273,0.0184580312726542,0.0216392753634587,0.024201039380774,0.0343819766674089,0.0454531107515349,0.0612227192459457,0.0624637849869505
"miR101",-0.0815772163397355,0.0230747005163972,-0.0730070014303004,-0.199932033528146,-0.19364453193502,-0.162699747942219,-0.162767313282847,-0.162767313282847,-0.0694102284912965,-0.00457862756432238,-0.106440664573077,-0.120584483369637,-0.0117993452561383,-0.0118588745554533,0.101856087943157,0.120584483369637,0.00463864305923197,0.0252103776756585,0.0148928331532174,0.186457086669384,0.193350599539471,-0.122932477585276,-0.000649297548016044
"SNAI1",-0.0756063374482062,0.00744699639963929,-0.0897236760789194,-0.120131529256869,-0.109932142288208,-0.0881821181295475,-0.0881712314017041,-0.0881712314017041,0.00790993333553103,0.0239336997888932,-0.0230280170114335,-0.0828624154774594,-0.00340181014712497,-0.0034246432023634,0.069172455948086,0.0828624154774594,-0.0238555264894179,0.106022707770512,-0.102401630762522,0.0963080978688728,0.109988501023812,-0.00742297436175935,0.0677755135013157
"GRHL2",-0.0725858593012311,0.0948417063675358,0.0879792174949387,-0.0619355676911564,-0.167772008712275,0.182077572488838,0.182161202968764,0.182161202968764,0.19162121549377,-0.0373353230140608,0.0825919521087323,0.166730841090832,0.12497606637559,0.125025402007558,-0.0221760215295563,-0.166730841090832,0.0373439940355071,-0.0444033366407531,0.0163098916111126,-0.0245091239376383,0.168152104864452,-0.0949658315491019,-0.00752778702356629
"SNAI2",-0.0338817288952406,0.00443126481658283,-0.106346905338382,0.0456519422400686,0.0396595833816545,0.0260249338224852,0.0259668310577191,0.0259668310577191,0.020621438131739,-0.0717313732988351,0.00232145179825377,-0.00443525552001602,-0.00217841076920025,-0.0022253783443376,0.0530595127206679,0.00443525552001602,0.071586288061258,-0.0172187216436339,0.0182631117456084,-0.0291850054397932,-0.0396188899658492,-0.00464006784110505,0.00222304697758861
"miR141",-0.0312260909468403,0.0575301819855646,0.0562231789166055,0.192414474792039,0.188731292535789,0.158643491896445,0.158686121923608,0.158686121923608,0.160658996484153,-0.0640047975437575,0.0158682942508339,0.0625505511378476,0.0829612174131541,0.0830305292938922,0.0101102706426971,-0.0625505511378476,0.0638702160036123,-0.0996921658270524,0.0591710567457989,-0.185082780328742,-0.188642435240605,-0.0575662037427059,0.0449424436760244
"miR200b",-0.0186982360821865,0.102252608004358,0.0916953103087521,-0.208213272664477,-0.203417289894696,-0.171575245707576,-0.171689297769776,-0.171689297769776,-0.0763620567895608,-0.145870223551694,-0.123924605644016,-0.0914120620648427,0.0911159728976984,0.0911455156665376,0.0637204045565151,0.0914120620648427,0.145771136044115,0.0413912859480279,0.12289159728567,0.198135232585696,0.202980112002391,-0.102340861309355,-0.0873866426509693
"FOXC2",-0.0171463064237535,-0.0505004315696933,-0.0352927644181249,0.196600898687779,0.191088842721568,0.136219857522029,0.136369068743053,0.136369068743053,0.139903339596781,0.102313496870341,0.173494275836843,0.153432023862984,-0.00792223750164188,-0.00788424399310419,-0.115131937901789,-0.153432023862984,-0.102347295878903,-0.140610161356478,-0.0971372508523421,-0.184754601489761,-0.19058735180262,0.0505500695547334,0.133840762271041
