"","ZEB2","miR101","SNAI2","OVOL2","NP63","ZEB1","miR141","CLDN7","miR34a","TCF3","miR200b","miR200a","TGFbeta","GSC","FOXC2","miR200c","TWIST1","CDH1","SNAI1","GRHL2","miR205","KLF8","TWIST2"
"ZEB1",-0.0171258616360385,-0.0505004315696933,-0.0352969580588881,0.196530656901127,0.191152068379689,0.0361835928059614,0.136219857522029,0.136219857522029,0.139795714084642,0.102347295878903,0.173440414122946,0.153354390254059,-0.00798878479481357,-0.00792223750164188,-0.115177206030999,-0.153354390254059,-0.102319051874745,-0.140580679358447,-0.0971117555831309,-0.184677925090606,-0.191088842721568,0.0505004315696933,0.133819292805392
"TWIST1",-0.0114054165585815,-0.0588594873733448,-0.063755019792543,0.215530675761561,0.207289248521557,0.175180026303506,0.175269738742438,0.175269738742438,0.0744733031970146,0.0135636155936193,0.0698348707230565,0.080897053485205,0.00956003540023817,0.00956536239966473,-0.0316871835418776,-0.080897053485205,-0.113518683522741,0.0158955417735146,-0.032673958803433,-0.196993955659979,-0.206971077416207,0.0588784088492199,0.0913147746150454
"miR205",-0.000378767754971454,0.0516318693046432,0.0418681152528734,-0.187364988764464,-0.183484389293226,-0.14450008619312,-0.144614991598022,-0.144614991598022,-0.149775691733184,-0.096289988921744,-0.0801191580431476,-0.0673156271849112,0.00390532244971643,0.00384501456207955,0.109782677090122,0.0673156271849112,0.0963311733869637,0.0490644706485787,0.0910946066289044,0.180035099370772,0.183028537544143,-0.0515530158094308,-0.139378415755227
"miR200c",0.0251076747655358,-0.0466274103891956,-0.0365046916090043,-0.174518343516259,-0.172214500614897,-0.144829340388001,-0.144880451781824,-0.144880451781824,-0.152119832716244,0.0712618831405789,-0.0465156040765711,-0.0573285308180687,-0.090425735423877,-0.0905416339785538,-0.0116018758578255,0.0573285308180687,-0.0711036389120564,0.0239323495282252,-0.0666024965301065,0.171176858374576,0.171997688814648,0.046829132229187,-0.0580462340411432
"miR200a",0.0251076747655358,-0.0466274103891956,-0.0365046916090043,-0.174518343516259,-0.172214500614897,-0.144829340388001,-0.144880451781824,-0.144880451781824,-0.152119832716244,0.0712618831405789,-0.0465156040765711,-0.0573285308180687,-0.090425735423877,-0.0905416339785538,-0.0116018758578255,0.0573285308180687,-0.0711036389120564,0.0239323495282252,-0.0666024965301065,0.171176858374576,0.171997688814648,0.046829132229187,-0.0580462340411432
"CDH1",0.0338317762313364,-0.00464006784110505,0.00646836090532159,-0.0455743150120663,-0.0396188899658492,-0.0259668310577191,-0.0258673620936403,-0.0258673620936403,-0.020681430286611,0.0720129138034832,-0.00219530038429323,0.00458351832749816,0.0022253783443376,0.0023215380922763,-0.0533561277449191,-0.00458351832749816,-0.0717313732988351,0.0172677910696859,-0.0180783281205544,0.0291735962639636,0.0403122643880372,0.00426803199626017,-0.00207215853744477
"TCF3",0.0340477589527187,-0.00426803199626017,0.00639188988574291,-0.0456558639763944,-0.0403122643880372,-0.0258673620936403,-0.0256003833422231,-0.0256003833422231,-0.0203423574389289,0.0722065246456903,-0.00219382124751745,0.00471302175615451,0.0023215380922763,0.00188651906019365,-0.0530395019010813,-0.00471302175615451,-0.0720129138034832,0.11701290898818,-0.0185465582926495,0.0289625778566656,0.0405434782608696,0.0059518347082256,-0.00259152967725387
"KLF8",0.0340477589527187,-0.00426803199626017,0.00639188988574291,-0.0456558639763944,-0.0403122643880372,-0.0258673620936403,-0.0256003833422231,-0.0256003833422231,-0.0203423574389289,0.0722065246456903,-0.00219382124751745,0.00471302175615451,0.0023215380922763,0.00188651906019365,-0.0530395019010813,-0.00471302175615451,-0.0720129138034832,0.11701290898818,-0.0185465582926495,0.0289625778566656,0.0405434782608696,0.0059518347082256,-0.00259152967725387
"CLDN7",0.0340477589527187,-0.00426803199626017,0.00639188988574291,-0.0456558639763944,-0.0403122643880372,-0.0258673620936403,-0.0256003833422231,-0.0256003833422231,-0.0203423574389289,0.0722065246456903,-0.00219382124751745,0.00471302175615451,0.0023215380922763,0.00188651906019365,-0.0530395019010813,-0.00471302175615451,-0.0720129138034832,0.11701290898818,-0.0185465582926495,0.0289625778566656,0.0405434782608696,0.0059518347082256,-0.00259152967725387
"OVOL2",0.0650529382513784,-0.128077452277337,-0.105049178150771,0.0679273710050825,0.172697760138049,-0.182169429242734,-0.182195380012358,-0.182195380012358,-0.192015373083821,0.108337876215859,0.00253623377737589,-0.16498578779035,-0.212669122112711,-0.212711147024527,-0.0320621779541726,0.16498578779035,-0.108224575014507,-0.0653531404432236,-0.119793354258189,0.021376669570127,-0.172759342480123,0.128118030016608,0.0738359011270681
"miR34a",0.10768460957161,-0.0197109742483199,0.0149092009724616,-0.17458446566349,-0.161938030530602,-0.126437162550037,-0.126430737390063,-0.126430737390063,-0.105457935645,0.0742396459395444,-0.0246778777665821,-0.072901761913179,0.00339852212525801,0.00347213627848406,-0.122279619755468,0.072901761913179,-0.0741113126193331,-0.00355278165084057,-0.0680943722485429,0.142034553260903,0.161955060825604,0.019599572896138,0.087868834037602
"NP63",0.112354962504114,-0.0482117444346083,-0.044562306290325,0.123898267494872,0.221401225726769,-0.0414550976322333,-0.0414160800607548,-0.0414160800607548,-0.0473162581742483,0.122089241184841,0.10246794258497,0.0135950717064791,-0.00886885379638538,-0.00881065753806246,-0.074543378152243,-0.0135950717064791,-0.122100460751766,0.0811186893545862,-0.0559082421432882,-0.115984392337916,-0.321100279897019,0.047997916922135,0.0192792797208982
"TWIST2",0.114857262121262,0.0668485124381041,0.1390668899605,-0.174291807024834,-0.161573074555046,-0.127418116030169,-0.127472893567719,-0.127472893567719,-0.0702147201654917,0.0648255722014802,-0.0530448773841748,-0.00455473979314083,-0.00808418207514545,-0.00802169111450384,-0.0136961290156633,0.00455473979314083,-0.0648711672886096,-0.0912920226666511,0.0220532056035602,0.14155155254147,0.161328307939159,-0.0669458419593645,-0.15149331296742
