"","CDH1","miR200a","miR101","FOXC2","TWIST1","GSC","TGFbeta","miR141","CLDN7","OVOL2","NP63","ZEB2","miR205","GRHL2","ZEB1","miR34a","TCF3","SNAI1","KLF8","TWIST2","miR200b","SNAI2","miR200c"
"miR200c",0.0531392639347875,0.0885120759123916,0.0469673962421799,-0.212959116092719,-0.182994024629579,-0.0836015848696502,-0.0834822775339534,-0.00301094240325262,-0.00301094240325262,0.0179925518412769,0.039119622854107,-0.168824880902427,-0.0392546859427866,0.00614327208611569,0.00305535798129124,0.0265621589447392,0.183382980069778,0.190027366419543,-0.0469349766607527,0.0495022939985926,-0.119747379538907,0.077215887574723,-0.084777109073223
"miR141",0.0531392639347875,0.0885120759123916,0.0469673962421799,-0.212959116092719,-0.182994024629579,-0.0836015848696502,-0.0834822775339534,-0.00301094240325262,-0.00301094240325262,0.0179925518412769,0.039119622854107,-0.168824880902427,-0.0392546859427866,0.00614327208611569,0.00305535798129124,0.0265621589447392,0.183382980069778,0.190027366419543,-0.0469349766607527,0.0495022939985926,-0.119747379538907,0.077215887574723,-0.084777109073223
"miR200b",0.063339068688984,0.0727301879875581,-0.026483362926018,0.248707128194465,0.214996356798873,0.119461015049913,0.11920422021308,0.018441325032447,0.018441325032447,-0.0110271764065903,-0.0362907731021369,-0.160854816641127,0.0365822250303402,-0.0192738422755099,-0.0184424410017444,-0.0485782972362031,-0.215598276434468,-0.223791419304895,0.0264689542231615,-0.0782515547973705,-0.0196522987569851,-0.12572700397704,-0.0939218311437309
"miR205",0.0704717092786357,0.0825683704597671,0.0268416875832673,-0.0329410746364572,0.0523414892339941,0.0152878279718917,0.0149989849311045,-0.00438678940391208,-0.00438678940391208,-0.0207625357526881,-0.0368181743817485,-0.150881157401903,0.0370956493594514,-0.00117316344698083,0.00432964725660957,-0.0114462723031828,-0.052357963020082,0.0303438589006787,-0.026930554220729,-0.104503313545413,-0.068715955160827,-0.0421980756929749,-0.0768914284886067
"SNAI1",-0.170336409163422,0.145490780809278,0.24353546837259,-0.221392382217565,-0.149159195003193,0.0750341149107527,0.0748656967340795,-0.142698898816056,-0.142698898816056,-0.100512836524305,-0.0170446960699096,-0.150071057884653,0.0171659898704487,0.14048058597453,0.142612036625816,0.239001022052448,0.14928744008926,0.122108590705474,-0.243824668750703,-0.176797585751637,0.0526803589835182,-0.149610394331873,0.00537195274741931
"TWIST2",0.0795336522244533,0.073792725918389,0.0726389394042401,-0.291593861741522,-0.331916647918591,0.00911657381166636,0.00912448751410569,-0.0149522716832409,-0.0149522716832409,0.0147681325945578,0.011167092046267,-0.129888850054848,-0.0112115950673375,0.014099730948549,0.0148822123965111,0.133525868716634,0.332486586507708,0.281939196909311,-0.0728561927999107,0.0532200134714664,-0.0680746401431916,0.0827272822646165,-0.0565923925410579
"GSC",0.101109297979689,0.0284947184017625,-0.170888567087959,0.383595302080389,0.330000583765627,0.00599720162566448,0.00595686203969532,0.0193977838615466,0.0193977838615466,-0.0181257217134661,-0.0021857964141711,-0.090910696592968,0.00232564583657383,-0.0175548010491698,-0.0193094580696914,-0.13276713300319,-0.3305436453552,-0.272442342609419,0.171196463260693,0.0402252267093206,-0.0500920333819035,-0.00469957922670196,-0.0658826663191662
"TWIST1",0.125263128364366,-0.0441518464122378,-0.0370643335466388,0.399789472103313,0.236393470564897,-0.0209948296985182,-0.0209186849420091,0.154656178615527,0.154656178615527,0.0888912472338255,0.0266069325899061,-0.0718712118043332,-0.0265990765132307,-0.149962299043204,-0.154534135146333,-0.191056654547303,-0.337088692243396,-0.298294077439794,0.0372704780469625,-0.0534553078400716,-0.0359152122046154,-0.127105830538471,-0.120564411843002
"miR101",0.116560205827015,-0.0352378481196152,-0.215436526638431,0.244002409108233,0.178303507158416,-0.0344021245716193,-0.0342335979636994,0.128636947652451,0.128636947652451,0.0689964230913973,0.0325896648906302,-0.0555579990752074,-0.0326605235931286,-0.12255510132612,-0.128469517442504,-0.163093707876893,-0.178795634216674,-0.241835467452358,0.115760848088839,0.116990766239123,-0.120605139274497,0.101968839096321,-0.0983947573346557
"GRHL2",-0.0549268069836807,0.00740778708448487,0.0971422045646954,-0.0300188468110383,0.00656863965895377,-0.0756820652421263,-0.0756981408974865,0.00416085584701432,0.00416085584701432,0.055760852217404,-0.134688979319211,-0.0320026171882577,0.134562280601818,-0.0543261541739062,-0.00418290983780405,-0.00337916384840492,-0.0066755822567918,-0.002082178414357,-0.0973666862760384,-0.0486682831070518,-0.0102219225229854,-0.0960525994653844,-0.0127138854808254
