"","GRHL2","KLF8","SNAI2","miR101","miR34a","miR205","ZEB1","miR141","ZEB2","CDH1","miR200a","TGFbeta","SNAI1","FOXC2","TWIST1","TCF3","GSC","miR200b","miR200c","TWIST2","OVOL2","CLDN7","NP63"
"GRHL2",-0.173165194305525,-0.116339430351644,-0.125754272561854,-0.115625490477529,-0.238921365025077,-0.174887268343459,-0.252120255837469,-0.252091651156346,-0.00552394370228724,-0.0598194189627912,-0.235991394062507,0.0780917455892869,0.012030986272294,-0.0365968777069884,-0.00648682990800855,-0.00585384534242672,-0.078154385211897,0.23304595222148,0.234556221572682,0.0246936713025451,0.295399751545872,0.252091651156346,0.17488553274459
"miR205",0.283284341440823,0.0302299976441717,0.0788708671201246,0.0307619458261606,0.231502001440972,0.20552819832876,0.262871592908661,0.262901406202905,0.0103521700004272,0.117687440799046,0.140722076629365,0.0321064718533557,-0.149096833963948,0.113517897585837,0.030836129356525,0.0317833720565785,-0.0322937437149649,-0.140187780493654,-0.13255258069112,0.0630263704535707,-0.168473433378682,-0.262901406202905,-0.20522099388916
"miR200a",-0.223336145823462,-0.112357117211705,-0.137125644626021,-0.11202931922172,-0.194494047955108,-0.158019764522828,-0.204557337520427,-0.204565595693228,0.0147096815176997,-0.0810170526924759,-0.0963390465750294,0.0636504618333091,-0.0630959329943373,-0.0488838364361959,0.069411174934625,0.0696906904410804,-0.0636765958211283,0.137675313991205,0.109282120344161,0.00436911851778616,0.129842003599737,0.204565595693228,0.157966450145718
"ZEB1",0.271469243494248,0.00773566223127692,0.0693562071644664,0.00691858592428548,0.205019499964824,0.190139994603279,0.145640994494386,0.245552014150953,0.0260612340667254,0.134519726530804,0.239255854617794,0.0453130873476249,-0.170809863242988,0.116666552983339,0.0467737788711185,0.0460772937472955,-0.0452469974241657,-0.235295246191078,-0.22045864043728,0.0728454872628372,-0.151562317748771,-0.245552014150953,-0.190306680429236
"FOXC2",0.271478686400548,0.00750801216195491,0.0691837886199473,0.00773566223127692,0.205251873229668,0.190329747923963,0.245552014150953,0.245538835951945,0.0260897558076117,0.134819006887198,0.239114432884339,0.0452469974241657,-0.170809863242988,0.116007800356774,0.0460772937472955,0.0467363744142626,-0.0453978859295011,-0.235442468209063,-0.220584733241584,0.0722427518938805,-0.151566858092395,-0.245538835951945,-0.190139994603279
"TCF3",0.0849061412342088,-0.0963078616056292,-0.0851237690406628,-0.0934915898130499,0.0100479597124009,0.0688405797101449,0.079935946357055,0.0799688615455859,0.0330123872527289,-0.224555694793179,0.0562358786048858,0.00365606729014133,-0.117751137678034,0.0980991429167512,-0.0245519081356044,-0.0210185102653237,-0.00401858315021021,-0.0129588773880394,-0.0255553319503256,0.0906389964610807,-0.0610075952811572,-0.0799688615455859,-0.0693608109240178
"CLDN7",0.0849061412342088,-0.0963078616056292,-0.0851237690406628,-0.0934915898130499,0.0100479597124009,0.0688405797101449,0.079935946357055,0.0799688615455859,0.0330123872527289,-0.224555694793179,0.0562358786048858,0.00365606729014133,-0.117751137678034,0.0980991429167512,-0.0245519081356044,-0.0210185102653237,-0.00401858315021021,-0.0129588773880394,-0.0255553319503256,0.0906389964610807,-0.0610075952811572,-0.0799688615455859,-0.0693608109240178
"OVOL2",-0.254258277193861,-0.140013674253186,-0.127543608862812,-0.14049622034182,-0.227217911522195,-0.383674328966795,-0.230171818309336,-0.23024831193917,0.0411619556826825,0.0191495214699535,-0.203168149623067,0.172700394830406,-0.123378430924092,-0.00814986636589732,0.0589791000244215,0.058382020677612,-0.172608766743987,0.133170563058056,0.233893908256766,0.0825004830329483,0.241386013761107,0.23024831193917,0.383433401558331
"NP63",-0.131569451791185,0.0968033232068939,0.0894276925022823,0.0989580466018169,0.0189969803346435,-0.0933788933363162,-0.015970310745968,-0.0157752228885755,0.0476117310475142,0.0950068278402673,0.00290008103725475,-0.00805348396046766,0.11900018754084,-0.0908446395073139,0.0117491403117108,0.0139010532478714,0.00777961921541862,-0.110578962679441,0.0215323320817492,-0.0591905915580208,-0.14245198618103,0.0157752228885755,-0.00599771887348601
"TWIST2",-0.0662695316998806,-0.137766285322643,-0.139824567206419,-0.138926418455524,-0.0846103115019351,-0.0726385685172073,-0.0598503508178012,-0.0599597982749504,0.0837579188000843,-0.170374810617634,0.0111555033943006,-0.012188911369368,-0.135291206305984,0.0979256731805176,-0.0106344696092506,-0.0118413145717059,0.0123627399367422,0.0363528784889045,0.0701253562047005,0.101702233711902,0.0750611151677611,0.0599597982749504,0.0722363296729165
"miR34a",0.173058382978948,-0.133394163297059,-0.0139475470292964,-0.133013862129265,-0.0203261859379463,0.151167040287288,0.161527427095871,0.161487686291584,0.117473373452768,-0.0504559464467433,0.183675975124743,0.0372741568895818,-0.269262336939257,0.159738154167037,0.120036679936971,0.120731884364864,-0.0373869916982151,-0.111727297819078,-0.0893467779231328,0.0632057597801909,-0.136556788876988,-0.161487686291584,-0.151214346662295
"TGFbeta",-0.0111520330186823,-0.176800915689605,-0.178835904509013,-0.177862469172373,-0.133426569627676,-0.0096880208879567,-0.0100467044832492,-0.0102167045347124,0.124285870542238,-0.186746053224802,0.0547157679305354,-0.0950843109526825,-0.178224925179268,0.00278085859744913,0.109478263594114,0.108470844085572,-0.00477190291073368,0.0873413333391249,0.0662635619332316,0.11258427616714,0.00745493050364898,0.0102167045347124,0.00914018769090029
"TWIST1",-0.152531908564404,-0.223344065376928,-0.213045666430885,-0.224334953192494,-0.171832771687093,-0.135860003242395,-0.140480249576111,-0.140624505203499,0.125185245154694,-0.27499801491238,-0.0137254100489164,-0.0245121701482063,-0.262587014582823,0.0436068520220572,0.127901701537872,0.226879701162076,0.0246810673653191,0.0763359132215065,0.134831915550107,0.124239859677994,0.123335686770932,0.140624505203499,0.135278653568422
