"","ZEB2","TWIST2","SNAI1","SNAI2","OVOL2","miR205","TCF3","TWIST1","CDH1","miR200c","GSC","GRHL2","miR200b","miR141","CLDN7","ZEB1","miR200a","TGFbeta","FOXC2","NP63","miR34a","KLF8","miR101"
"NP63",-0.091681811317281,-0.0032959723492144,-0.0927145731761092,-0.0277262204499837,0.0968851570208699,0.0582081038318391,-0.00353723509974029,-0.00425304346953721,0.0335059044767708,0.0599367605805474,0.10042862165207,-0.0143410918970916,0.0816686732935674,0.0496552273328523,0.0496552273328523,-0.049359033072846,-9.09287386961742e-05,-0.100748701072846,0.085996305551603,-0.159524741836998,0.060849434934712,0.0474601384704637,0.0468022076628536
"ZEB2",-0.0887218722066536,-0.0537587430039894,-0.0423084635074252,-0.0417339594148264,-0.0281999175098265,-0.0176461427971753,-0.0102390846234658,-0.0101173056766102,-0.00897895018374833,-0.00705628558925835,-0.00360825788555032,-0.00320679827886249,-0.0032010286269427,-0.00113137720880948,-0.00113137720880948,0.00112032989932033,0.003594204185479,0.00365198005885024,0.00948729285053165,0.0179250396053563,0.0229331505552383,0.0790575065484481,0.0792215762731093
"TGFbeta",-0.0510528479180218,0.126791322984112,-0.0904711223988161,0.108851448989039,0.118711969059949,0.104330222481369,-0.0340865408062352,-0.0337371205262451,0.0157194898975927,-0.0166235601163568,-0.180278245000247,-0.0851904311219405,-0.151325880210772,-0.0918144179029569,-0.0918144179029569,0.091665346213026,-0.0740861107725551,0.0802213387044991,-0.017066989963225,-0.104199396643265,0.0524378701902006,-0.00709430853411185,-0.00720856575828453
"CDH1",-0.036069926301084,-0.0291993102140686,-0.128758544707012,-0.0333552415107537,-0.0889040467656199,-0.0629180279802295,-0.0203355123109879,-0.0221681816336971,0.00654289552082198,0.0298225525602389,-0.00147585361906395,0.0127187415610605,0.00706142146899765,0.0201682324981325,0.0201682324981325,-0.0194928061452744,-0.00760171314876529,0.000913216796018348,0.0984602180936318,0.0602215718939429,0.0586097017543069,0.0673763717900715,0.065982046145479
"TWIST1",-0.0139314225032397,-0.149016983454283,0.274324379778774,-0.106489235873953,0.0738040085280398,0.0487257073741601,0.355344170020946,0.254849917241285,-0.168482204623044,0.0197553007490205,0.0210911849473581,-0.0060040518763763,0.0190479036786549,-0.0105029724030766,-0.0105029724030766,0.0108725580352655,-0.0120554028690205,-0.0211178199444909,-0.0121078364881405,-0.0493306252781588,-0.077698054583045,-0.0484373888914755,-0.0483069302946523
"FOXC2",-0.00817693510243204,0.144265300224996,-0.0963881525387269,0.0893358225535892,-0.116228592735882,-0.0765613557765309,-0.100452409610258,-0.0996750324133224,-0.0556538504895455,-0.00803123149498106,-0.0331057322688988,-0.0296122250286313,-0.0256079811793771,-0.0155109134711036,-0.0155109134711036,0.0150054657736751,-0.0123538135539016,0.0332131996216196,0.0754226713961949,0.077483014762706,-0.00098127613746363,-0.0434389714819075,-0.0437727441399361
"miR141",-0.00366558395604726,0.137424465763267,-0.121883638517281,0.155172797581107,-0.102324931146717,-0.0683444177935356,-0.0588515352313061,-0.058560188380662,-0.0545011587022695,-0.0109183290503351,-0.123667023688431,-0.0291206764990101,-0.0553868578790883,-0.0226245967226903,-0.0226245967226903,0.0223913591395227,-0.0146279838868303,0.123817010053307,0.0011784683414211,0.0688100300202994,0.0843875998939237,-0.0298476709162787,-0.0298981013762766
"OVOL2",0.000154208830289731,-0.0644700849409735,0.0690146664879511,-0.0751827425499612,0.0405074482603418,0.104418347754413,-0.00484886203771382,-0.00492799303548376,-0.161563105482677,0.107606972208398,0.193076006314543,0.126010942840497,0.0890913315192056,0.111156764101057,0.111156764101057,-0.111134345896931,0.107698464272723,-0.193202769982974,0.0293609930285849,-0.10470681240939,0.0836990878586092,0.0725853511605496,0.0721960242026736
"miR205",0.000755384832514612,0.12584511438647,-0.108707179353907,0.0535939427540795,-0.125598502748853,-0.0854476425188721,-0.101934234947648,-0.101477087383709,0.00548585170147547,-0.00603253509633029,-0.0247350269635104,-0.0231812102723332,-0.0170055609282377,-0.010863888848023,-0.010863888848023,0.0105520914790462,-0.00719042027928754,0.0247382010628597,0.0850143824177155,0.0859332237298522,0.0051480539462937,-0.0196522631815782,-0.0199539090918355
"miR200b",0.0027986878255768,0.0163357133939404,0.0725591747599536,-0.0504603649831553,-0.134829187679504,-0.0953016233864963,-0.0180919282661638,-0.017407189221249,-0.0636837869731723,-0.000377414391755221,0.0884208543049363,-0.0109429879876987,0.029615727352795,0.00236255472297666,0.00236255472297666,-0.00274265386568904,0.00285275725522696,-0.0883504061638583,0.0117815099391701,0.0960729047086928,0.00700321251680189,-0.0244257626639481,-0.024643694294653
"GRHL2",0.0033550191369201,-0.0588884155992003,-0.00302795806209842,-0.033036882252511,-0.058215735634257,-0.12219831253455,0.0383564138662515,0.0379633275606847,0.107670326321993,-0.0953008887740202,-0.0822553864648613,-0.109493540617198,-0.0857729537473153,-0.0927351867580823,-0.0927351867580823,0.0929493943319905,-0.0956375678384303,0.0822082681646678,-0.0204939909484831,0.12173490763669,-0.0938343037154869,0.0279234393274307,0.027998266564545
"miR200c",0.00366558395604726,-0.137424465763267,0.121883638517281,-0.155172797581107,0.102324931146717,0.0683444177935356,0.0588515352313061,0.058560188380662,0.0545011587022695,0.0109183290503351,0.123667023688431,0.0291206764990101,0.0553868578790883,0.0226245967226903,0.0226245967226903,-0.0223913591395227,0.0146279838868303,-0.123817010053307,-0.0011784683414211,-0.0688100300202994,-0.0843875998939237,0.0298476709162787,0.0298981013762766
"miR200a",0.00490735463573671,-0.00604985745761138,-0.0589496109807312,0.0668593010522578,0.144647222867965,0.102743543543796,0.0210365436247505,0.0205115277263818,0.00156770643085439,-0.00608756098611202,-0.0814217531840759,0.00834224105817921,-0.0615925482239894,-0.00696578002622713,-0.00696578002622713,0.00726329744092802,-0.00116969657928255,0.0814592497752949,-0.0153893745763089,-0.103244698688633,-0.0164668794934269,0.00828642531234634,0.00858720698447631
"ZEB1",0.0081166103584336,-0.144115013965454,0.0961813575773475,-0.0891935982225648,0.116368809230149,0.077483014762706,0.0996750324133224,0.100074655025352,0.0557453425941359,0.00772959772782255,0.0332131996216196,0.0292658592255498,0.0254631530153434,0.0150054657736751,0.0150054657736751,-0.115249320994749,0.0120675087158937,-0.0331516833952857,-0.0758962976436021,-0.0770059484332429,0.000480450600864841,0.0437727441399361,0.0437220442611749
"miR101",0.0127938328615837,0.148950228686084,-0.338500660212777,0.156754307796947,-0.102449753056701,-0.0678310490061675,-0.3312328128754,-0.33098074779678,0.0300766911416076,-0.00144539905747911,-0.0251445162094927,-0.0018549904800248,-0.00845674834151969,0.00650193641448844,0.00650193641448844,-0.00679164341162103,0.00900085859093402,0.0250581568034442,0.155705551713354,0.0680514983028293,0.106476109934075,0.208428072043898,0.107960198476096
"miR34a",0.0203869598212691,0.271033929143751,-0.135412321985729,0.159924810380733,-0.0720129608216804,-0.0467652997908691,-0.177425572252657,-0.176979161255357,0.0461874566181191,0.036419185800212,-0.0359134281639202,0.00315877456266034,-0.0486335550545471,0.00815565669452581,0.00815565669452581,-0.00845050014669287,0.053262198449075,0.0358820516395944,0.0520540329613586,0.0471494275559267,0.0562361713578625,-0.0229561171215701,-0.0233248940115517
"SNAI2",0.0361703073685486,0.0298546614988724,0.12877590991515,-0.067651912380461,0.0888052484754352,0.0602215718939429,0.0221681816336971,0.0221341772811399,-0.00709128228644874,-0.0292863820300362,0.000913216796018348,-0.0124178245485532,-0.0074592339841213,-0.0194928061452744,-0.0194928061452744,0.0195293131921628,0.00785068276887682,-0.00123595728939333,-0.0976874913995526,-0.0610978367809509,-0.0580351615018783,-0.065982046145479,-0.067100980625726
"TCF3",0.0364128267041033,0.030013459568364,0.129074805437287,0.0315042238176644,0.0884077630684229,0.0571376811594203,0.0239173128918204,0.0203355123109879,-0.107500835239788,-0.028147500015815,0.000497060796877982,-0.0113130343247523,-0.00737943587578985,-0.0178531975714603,-0.0178531975714603,0.0201682324981325,0.0086143875007174,-0.00147585361906395,-0.0958137039649503,-0.0629180279802295,-0.056241489833777,-0.0658713799855715,-0.0673763717900715
