"","GSC","TGFbeta","miR200b","miR101","SNAI1","TWIST2","SNAI2","NP63","ZEB1","TWIST1","TCF3","miR34a","GRHL2","miR141","CLDN7","miR205","OVOL2","FOXC2","KLF8","ZEB2","CDH1","miR200c","miR200a"
"miR205",0.102089703856244,0.102124618949087,0.140066442444783,-0.0814924588261484,-0.0715310361738879,-0.149626391369905,-0.0948160252187937,0.0859766493300558,-0.00125433458279113,0.118143108311813,0.117825987929621,-0.00342800988170205,0.0143316676823249,0.00127980010495856,0.00127980010495856,-0.0857784529174109,-0.121962146819054,0.0792388223545185,0.0812884410528209,-0.246616216105537,-0.0238471207087766,-0.119896073131578,-0.119896073131578
"miR200a",-0.0548464812480594,-0.0546749059367241,0.0467606747627713,0.0932180022249272,-0.00131658082614016,0.141446459660876,0.191221110754522,-0.0685056042188142,0.0186279426153674,-0.0994457984108727,-0.099343753067246,-0.00107412434222657,-0.024739348889776,-0.018579955935577,-0.018579955935577,0.0679191460706002,0.0999287180226349,0.0136245289011824,-0.0933422772870648,-0.237201889711646,-0.114051986395512,-0.105759961495365,-0.105759961495365
"miR200b",0.162749288432919,0.162834507958417,0.120454455827766,0.0476578904647049,0.0823578251379339,0.0558771733272528,-0.0203465788544647,-0.0809611700216301,0.0119560071774029,0.0108833431607967,0.0107280567683214,-0.0910477607012339,-0.0216203633364162,-0.0119325718221564,-0.0119325718221564,0.0806945981360783,0.117532598771676,-0.102746378462767,-0.0477803644389854,-0.232110358861655,-0.124548843414362,-0.106897952679986,-0.106897952679986
"SNAI1",0.0353676669554196,0.0354205537756727,0.0131257087579199,0.166038454477922,-0.0505151745940192,0.147313255318841,0.170903912194677,-0.0736087990734123,-0.0600090250564,-0.0789781581155152,-0.0789245097727381,-0.0950883426818428,0.0565886248197375,0.0600089478455643,0.0600089478455643,0.0734544251454534,0.0864057890848864,-0.15048327115127,-0.16603876645244,-0.163524420898051,0.0536177320378937,-0.101814669260649,-0.101814669260649
"miR101",0.0376726642745101,0.0377682465297483,0.0812091726456787,-0.098755203201734,-0.0121210695237038,-0.0344354663678426,-0.0918831467172138,-0.0583206247314369,-0.00385922038499004,0.0303028445930273,0.0302952062573116,0.0328047613440671,-0.00260033988576077,0.00383746764117804,0.00383746764117804,0.0580056971647772,0.0882196176618701,0.0933480798129508,-0.00133385227850103,-0.104694473447672,-0.0373612641217386,-0.0542083168698534,-0.0542083168698534
"CDH1",0.225013741180646,0.224983051899389,0.251889670689016,-0.252841976825382,0.000113815749825118,-0.263945088692582,-0.285575980678575,-0.0312902454759599,-0.0219354709018982,0.169771025128915,0.16941511543436,-0.0131525321273719,0.0192849364663104,0.0218729017148163,0.0218729017148163,0.0314700092150457,0.0388109193681416,0.036272917442051,0.252651106261505,-0.047326226560041,-0.127716549928664,-0.0344152879585862,-0.0344152879585862
"GRHL2",-0.143723212489009,-0.14366722486172,-0.053835353184695,0.199763617410177,-0.0061372500783955,0.17769446722181,0.228119779331903,-0.180843326057311,0.0262679885568988,-0.0943370799748609,-0.0942185760150944,0.0249622282732162,-0.120559387910611,-0.0262385104503976,-0.0262385104503976,0.180598606616868,0.154043531232436,0.0215436008052401,-0.199641252869484,-0.0194374718908273,-0.0514056137512257,0.0134610546387741,0.0134610546387741
"FOXC2",-0.0310660250572914,-0.0309672419350934,-0.045170139938249,0.128805179772577,0.0907255700681906,0.179275526124883,0.145374808275856,-0.0725860887421066,0.0123055009609618,-0.116780084824515,-0.116588557109328,0.00425087990504203,-0.0254393055271423,-0.0122889219364036,-0.0122889219364036,0.0720439363972977,0.107592702428737,-0.112027372605708,-0.128782928262041,-0.000754980014192272,-0.103453711517638,0.00787026736531793,0.00787026736531793
"ZEB1",0.0309672419350934,0.0310365334465402,0.0452229757147383,-0.12895287072375,-0.090691576375909,-0.179312103733026,-0.145420459051021,0.0724452679581084,-0.112256693561142,0.116880441179716,0.116780084824515,-0.00421785844109046,0.0255144710612898,0.0123055009609618,0.0123055009609618,-0.0725860887421066,-0.107529938855112,0.11219155402956,0.128805179772577,0.000775929611480435,0.103402906746123,-0.00788361836812659,-0.00788361836812659
"OVOL2",-0.262337230038576,-0.26234205256944,-0.19166281197728,0.192439458977097,-0.103508903235338,0.189480999237129,0.238224207906365,-0.104269408313708,0.113059406420064,-0.0839997923057111,-0.0838990801267312,0.144371314703915,-0.128622521089173,-0.113029651349134,-0.113029651349134,0.104348276927241,0.0413185980243503,0.0970147553053722,-0.19232649932453,0.00465931976592016,-0.0220249409017914,0.11030712748821,0.11030712748821
"TGFbeta",0.203880496919589,0.103938272013745,0.122599672741523,-0.0521602921454602,0.018197228138624,-0.0854513294988699,-0.119576194156071,-0.0760086474234683,-0.0647152721691331,0.0863123760142856,0.0862193485371454,-0.0861951810259375,0.060488675021841,0.0648211147844235,0.0648211147844235,0.0758178597429014,0.0881782008584563,-0.0449980059249078,0.0520252608805289,0.00965583135708683,-0.0202978431983866,-0.0260649084118829,-0.0260649084118829
"miR34a",0.0326891597996822,0.0327464822960467,0.131372123871578,-0.191496906705613,-0.114309353332543,-0.296571607991515,-0.240738262047288,-0.0921427174381473,-0.0642881394561977,0.179346866489541,0.179298839909584,0.0257438503333129,0.0562949085704452,0.0642952785228362,0.0642952785228362,0.0919402461531169,0.114452242010844,0.176932169695789,0.191389346779369,0.0181688099187628,-0.0595325214691425,-0.0710797573670572,-0.0710797573670572
"SNAI2",-0.224983051899389,-0.224998133230855,-0.251960328386349,0.252968923514709,-8.57642597566808e-05,0.264041927542226,0.185639987988527,0.0313146615254431,0.0219116470543983,-0.169909309495981,-0.169771025128915,0.013181374509522,-0.0193605222561819,-0.0219354709018982,-0.0219354709018982,-0.0312902454759599,-0.0388593103674158,-0.036363302277767,-0.252841976825382,0.0473071969737918,0.1277549431616,0.0344451270141801,0.0344451270141801
"TCF3",-0.224796231664605,-0.225013741180646,-0.251802401619245,0.252651106261505,-0.000171317700784168,0.26369944018051,0.285413610705497,0.0314700092150457,0.0218729017148163,-0.16941511543436,-0.169124699171049,0.0130836579551865,-0.0192297470367093,-0.0217668416628835,-0.0217668416628835,-0.0311231884057971,-0.0388085893977323,-0.0362908396596267,-0.252129574448064,0.0473418129419964,0.0276947570369365,0.0344089189375047,0.0344089189375047
"KLF8",-0.224796231664605,-0.225013741180646,-0.251802401619245,0.252651106261505,-0.000171317700784168,0.26369944018051,0.285413610705497,0.0314700092150457,0.0218729017148163,-0.16941511543436,-0.169124699171049,0.0130836579551865,-0.0192297470367093,-0.0217668416628835,-0.0217668416628835,-0.0311231884057971,-0.0388085893977323,-0.0362908396596267,-0.252129574448064,0.0473418129419964,0.0276947570369365,0.0344089189375047,0.0344089189375047
"CLDN7",-0.224796231664605,-0.225013741180646,-0.251802401619245,0.252651106261505,-0.000171317700784168,0.26369944018051,0.285413610705497,0.0314700092150457,0.0218729017148163,-0.16941511543436,-0.169124699171049,0.0130836579551865,-0.0192297470367093,-0.0217668416628835,-0.0217668416628835,-0.0311231884057971,-0.0388085893977323,-0.0362908396596267,-0.252129574448064,0.0473418129419964,0.0276947570369365,0.0344089189375047,0.0344089189375047
"TWIST2",-0.0481915354623693,-0.0482463856068626,-0.116935745720508,0.196036115361735,0.10432197479957,0.208727396465782,0.242209544549125,0.0525266855378513,0.0149344332296424,-0.284750139042079,-0.284733040884405,-0.0504646549086412,-0.00967950186078587,-0.0148902022513845,-0.0148902022513845,-0.0523161520150948,-0.0772596903503873,-0.149948004664899,-0.195940523867639,0.0608933500042779,-0.0317870362525665,0.0394254669518058,0.0394254669518058
"NP63",-0.0245721485920314,-0.0245447621175265,0.108761307281722,-0.153146237857425,0.00301947066635507,-0.133468504174755,-0.13453104388225,-0.241032876538317,-0.0511812556031981,0.104560632418278,0.104455168489186,-0.0629946437047506,0.0702420388544415,0.0512711656592137,0.0512711656592137,0.140780297002633,0.196813523408872,0.0355074740906009,0.153102375803584,0.102924200643396,-0.125654680132727,-0.00297833367831935,-0.00297833367831935
"ZEB2",-0.239924407231034,-0.239900390825982,-0.235337443866201,-0.104488756579738,-0.0783438923431169,-0.0696826833530835,-0.0599222007532319,-0.0366247469712924,-0.026879236473339,-0.025511225811474,-0.0255063546535998,0.00110815172431458,0.0239020777968551,0.0269595135889601,0.0269595135889601,0.0366789769062164,0.0442201666135113,0.102570942601911,0.104583220966664,0.206776651275413,0.207742638881835,0.246970955377294,0.246970955377294
"TWIST1",-0.0339010828124377,-0.0339709605107979,0.0129218358628918,-0.212802503556392,-0.0453357349411921,-0.240960457606472,-0.271738518935979,0.0749651078160726,0.0467352156338466,0.175874891699664,0.27585610192457,0.0464452836321578,-0.0426369887830728,-0.0467888950161512,-0.0467888950161512,-0.0747412096308263,-0.0951177813952733,0.258156667991277,0.21283835477384,0.228069503413987,0.0871648313316982,0.12011910786854,0.12011910786854
"miR200c",-0.201596959879554,-0.201578779714114,-0.13334220148917,0.0707350590088505,-0.025110915359131,0.126520504060998,0.170979559284448,-0.0814562170586407,0.00619262770318875,-0.108308451776335,-0.107952032532653,-0.00251749144256853,-0.0155921240507832,-0.00619865393739499,-0.00619865393739499,0.0811541022550154,0.115156319646661,0.052145532474469,-0.0705891708924282,0.231385560811837,0.0223096634459407,0.116586145953886,0.116586145953886
"miR141",-0.162749288432919,-0.162834507958417,-0.120454455827766,-0.0476578904647049,-0.0823578251379339,-0.0558771733272528,0.0203465788544647,0.0809611700216301,-0.0119560071774029,-0.0108833431607967,-0.0107280567683214,0.0910477607012339,0.0216203633364162,0.0119325718221564,0.0119325718221564,-0.0806945981360783,-0.117532598771676,0.102746378462767,0.0477803644389854,0.232110358861655,0.124548843414362,0.106897952679986,0.106897952679986
"GSC",-0.0702455213038031,-0.070277915213748,-0.0513684495972836,-0.184342152252838,-0.123634885041751,-0.0955442352982802,-0.139638943661361,-0.04844892657711,-0.0255714418362856,0.238152175011212,0.238342246567563,0.0535813899130588,0.0199060853206052,0.0254860119720322,0.0254860119720322,0.0483818754841772,0.0666693515228883,0.0673176190319934,0.184439587750539,0.261434942286086,0.0246802015335023,0.109511533455598,0.109511533455598
