"","SNAI2","miR101","KLF8","ZEB2","TWIST1","miR200b","NP63","FOXC2","GRHL2","miR200c","miR34a","ZEB1","miR141","CLDN7","TGFbeta","GSC","miR200a","SNAI1","miR205","CDH1","OVOL2","TCF3","TWIST2"
"TWIST1",0.15348530134358,0.121647291788638,0.121428201015347,-0.098615732230659,0.141481692874586,0.105355620903789,0.121108479974789,-0.0719259772520076,0.0904572917059143,0.011358023373793,0.000124218177931729,-0.0805531578307706,-0.0805680893371128,-0.0805680893371128,-0.0251689297070568,-0.0249868716678312,-0.0875831360796002,-0.042301516574197,-0.120935646287932,0.0107342609847753,-0.138395689481138,-0.241070768662736,-0.145440877092931
"ZEB2",-0.147961449030513,-0.140703679639984,-0.140119989164978,-0.0857571011228406,-0.043392460440484,-0.0346628911944844,-0.0269715962939164,-0.0130558464879724,-0.00764070153035964,-0.00611980961007426,0.00459169635196963,0.00495879703268706,0.00496886235911051,0.00496886235911051,0.00676555814325992,0.0067883429377965,0.00936498345119081,0.0259633962310724,0.0270645618966434,0.0305392585875243,0.0355610389430806,0.0430076389684201,0.127251760512738
"TWIST2",-0.12332552562625,-0.0372460205261002,-0.0372651388249192,-0.0752595308793035,-0.0894575531999725,0.0108995525000854,0.126319282901521,0.0524159102647645,0.0943628114873924,-0.00688069005419235,-0.0252820897711642,-0.0850260094446836,-0.0849934012052379,-0.0849934012052379,0.00562326100602826,0.00573760036196203,-0.0809020836581749,-0.0358764744791528,-0.126040283192502,-0.141561681646333,-0.144336339856741,0.0895074228265202,0.119300514895392
"FOXC2",0.15748537533977,0.139043367910335,0.1386034726636,-0.0278596906288932,0.0391868326483216,0.063067826598463,0.146889643910365,0.0934204758546595,0.0512724407606682,-0.0114913513210457,-0.0145444462725754,-0.0308186085473898,-0.030839438603886,-0.030839438603886,0.0111953436703832,0.0115199167861765,-0.0294167325713292,-0.10046862048897,-0.146415260608657,-0.124655798450324,-0.174318572789617,-0.0384714203004172,-0.0365535600756852
"CDH1",-0.393659795548215,-0.33196756528435,-0.331407893969932,-0.0249067536237282,-0.223677383966373,-0.245725850823492,0.0433982591321438,0.0329345208780787,0.0330269276891963,-0.00309952309424246,-0.0325203748089485,-0.0299598966242049,-0.0298347582500411,-0.0298347582500411,0.217462086413011,0.21726772096505,-0.0276661428979701,0.0333264132709506,-0.0428589679148865,0.114825726428751,-0.0494439246624144,0.222673399902628,0.374325923607301
"TCF3",-0.393530947117966,-0.331407893969932,-0.330111514890808,-0.0249023003717409,-0.222673399902628,-0.245508417717453,0.0428589679148865,0.0332989393021184,0.0329587525114538,-0.00311438414343253,-0.0324197125572929,-0.0298347582500411,-0.029904245870273,-0.029904245870273,0.21726772096505,0.217068337242012,-0.0277319561158118,0.0334701681483483,-0.0417028985507246,0.214730027208558,-0.049292476585805,0.221802151112696,0.373827608054241
"OVOL2",-0.311657319189664,-0.248785615094539,-0.247972963613452,-0.0242152969673846,-0.0323636889182395,-0.191200456263596,-0.392151444637836,0.0902920549088267,-0.168276267872161,0.113126886159625,0.127582521977175,0.106275981837343,0.106313073775078,0.106313073775078,-0.182926943928024,-0.183144646749894,0.0948141399838978,-0.0606947577423582,0.392109309351154,0.25260438298326,0.304265812900279,0.0314860542157002,0.246966618735253
"miR200b",0.23026799675762,0.182513516539884,0.182250557712752,-0.0234031335724343,0.126487462160703,0.120565438289221,0.136866256093015,0.048390609994815,0.0382684718672743,-0.00286801547814064,-0.0173680389433167,-0.0237238406858888,-0.0237490615920112,-0.0237490615920112,-0.109672606307405,-0.109426037813632,-0.0240055035831573,-0.0886899753992593,-0.136613901374692,-0.135698887137817,-0.166920332076341,-0.126015687311183,-0.113195045679351
"miR205",0.154928081499508,0.138986466724783,0.138749906239146,-0.0178702113877315,0.0406348910676607,0.0536947924788535,0.142401681852535,0.0990024880750325,0.0421495304910974,-0.00678383371200626,-0.0122260259600436,-0.0250736811290775,-0.0250817555629354,-0.0250817555629354,0.00487073611280594,0.00518973309741155,-0.0221537338526233,-0.107510115195502,-0.141965649744716,-0.100335550610811,-0.172472300184076,-0.0401324405919802,-0.0341640127525513
"miR200a",-0.0179135882723123,-0.0169039197094751,-0.0169813664873289,-0.0074657819648125,-0.0699555132823181,0.0288895803721778,0.133378389421366,-0.0109207215977681,0.0341532237889556,-0.00793232978338861,-0.102332404112538,-0.0196728073520949,-0.019659192526666,-0.019659192526666,0.115324276444752,0.115534484607646,-0.0141525796234123,0.0132040779759044,-0.133005188781594,-0.0707256972061123,-0.163680786650174,0.070205450428302,0.0395183307035564
"GRHL2",0.285902258437136,0.242617595118027,0.241451170539481,0.000157021613763469,0.054421517697026,0.222147715478851,0.416617842623178,-0.0372656741513829,0.192626996039759,-0.11639300076686,-0.113081275561719,-0.121416540542902,-0.121465234007715,-0.121465234007715,0.102848174368025,0.103151394488094,-0.11324505418447,-0.0168270763663241,-0.416393950369155,-0.196874919082472,-0.328669964056055,-0.0532278070779151,-0.172249957871849
"miR200c",-0.0670343104020138,-0.0522790708798275,-0.0524789916319618,0.000358899518202742,-0.0875720837950319,-0.0221035062374279,0.122567718128103,-0.0155415030806294,0.027249038977975,-0.00752068716989528,-0.0983929815439293,-0.0128156542673867,-0.0128123063594944,-0.0128123063594944,0.125962319190307,0.126055492538184,-0.00716752476339456,0.0213123433568661,-0.122322471993395,0.00799459602551714,-0.151064328372586,0.0878515993014874,0.0737820828770901
"miR141",0.0179135882723123,0.0169039197094751,0.0169813664873289,0.0074657819648125,0.0699555132823181,-0.0288895803721778,-0.133378389421366,0.0109207215977681,-0.0341532237889556,0.00793232978338861,0.102332404112538,0.0196728073520949,0.019659192526666,0.019659192526666,-0.115324276444752,-0.115534484607646,0.0141525796234123,-0.0132040779759044,0.133005188781594,0.0707256972061123,0.163680786650174,-0.070205450428302,-0.0395183307035564
"miR101",-0.136100409369625,-0.0210423478454269,0.0787024483903176,0.0192606899207837,0.00264661681684481,-0.0629331703610137,-0.082380652279519,0.0244105069561999,-0.02186856571354,0.000365336764265273,0.01202788096876,0.0143349546983589,0.0143372618075511,0.0143372618075511,0.00530619572062437,0.00518378335865269,0.016436167121937,-0.0081504249264129,0.0822126909106338,0.00311853758964667,0.109270802560605,-0.00259314846683444,0.0118165345813481
"KLF8",0.393530947117966,0.331407893969932,0.330111514890808,0.0249023003717409,0.222673399902628,0.245508417717453,-0.0428589679148865,-0.0332989393021184,-0.0329587525114538,0.00311438414343253,0.0324197125572929,0.0298347582500411,0.029904245870273,0.029904245870273,-0.21726772096505,-0.217068337242012,0.0277319561158118,-0.0334701681483483,0.0417028985507246,-0.214730027208558,0.049292476585805,-0.221802151112696,-0.373827608054241
"CLDN7",0.393530947117966,0.331407893969932,0.330111514890808,0.0249023003717409,0.222673399902628,0.245508417717453,-0.0428589679148865,-0.0332989393021184,-0.0329587525114538,0.00311438414343253,0.0324197125572929,0.0298347582500411,0.029904245870273,0.029904245870273,-0.21726772096505,-0.217068337242012,0.0277319561158118,-0.0334701681483483,0.0417028985507246,-0.214730027208558,0.049292476585805,-0.221802151112696,-0.373827608054241
"SNAI2",0.293780346418194,0.332004331265412,0.33196756528435,0.0249038991857908,0.223783930937719,0.245713913221659,-0.0435149135907857,-0.0332362280057505,-0.0331980653266412,0.00317039085127795,0.0325699837062466,0.0299395006684315,0.0299598966242049,0.0299598966242049,-0.217561623200687,-0.217462086413011,0.0277407405369548,-0.033471123338764,0.0433982591321438,-0.114743807177727,0.049565910306418,-0.223677383966373,-0.374446784497167
"ZEB1",-0.15772872632234,-0.139662788168244,-0.139043367910335,0.0278841738931938,-0.0396044833481119,-0.0632625837163313,-0.146860904974855,-0.0934481772471612,-0.0513068129396,0.0115304153663006,0.0144404898119872,-0.0691747565546832,0.0308186085473898,0.0308186085473898,-0.0111548664508251,-0.0111953436703832,0.0293534389283845,0.100495060027411,0.146889643910365,0.124820179627537,0.174294802755351,0.0391868326483216,0.0371093806863723
"GSC",-0.0754134499680024,0.0314019933906209,0.0314711725939882,0.0674367830537713,-0.0878568857396333,-0.0218811204438069,0.0930886168979396,-0.042407172251602,0.0700562768147228,-0.065332686494701,-0.00113042027020883,-0.0631067776701331,-0.06308578219502,-0.06308578219502,0.011771615623387,0.0118577956479575,0.00675646491498018,-0.0451339775568471,-0.0928912951101659,-0.0229989414026534,-0.107598598460193,0.0879016084587746,0.0339651634329997
"SNAI1",0.0614188813560041,-0.0396260999049202,-0.0395247081865958,0.0690491342500412,-0.0238339952601016,-0.0402621100870839,-0.127917240069797,-0.0407037373151665,-0.114304788876056,0.0151101550768275,-0.0117554124442972,0.105387244979784,0.105404462996161,0.105404462996161,0.00716842437793507,0.00712529527359582,0.0911643242166956,-0.06615006467085,0.127855980574575,0.101705038103739,0.138173400895158,0.0237108595400131,0.00317206317382535
"TGFbeta",-0.183508445564739,-0.117168634187858,-0.116789854178025,0.0711143958664833,-0.127172334332914,-0.151861713327978,-0.00655811455509645,-0.0257466188496066,-0.00625751214150912,-0.0342868260919494,-0.0629544913596302,0.00547499425821664,0.00546899022007212,0.00546899022007212,0.116199434515856,0.216083449928339,0.0404277129325053,0.039744525416311,0.00653631024874595,0.092551131231371,0.00661534283984156,0.126748038278641,0.182740755907922
"miR34a",-0.0702591241262211,-0.0816245114282094,-0.0812086770704958,0.0721250864387265,-0.0365408172838411,-0.0375415932167237,0.0580864257871022,-0.0901554822708077,0.0179544935608721,-0.076713737326619,-0.0486552251803558,-0.0138579853224688,-0.0138168167048539,-0.0138168167048539,0.017517503648626,0.0175675854086076,-0.0195882873312754,0.0978891803489744,-0.0579293686220786,0.0607093266736576,-0.0795210506887141,0.0362109297920096,0.0098474779590719
"NP63",0.378576189584333,0.330012185392248,0.329406340773574,0.105498446944189,0.187418777119168,0.155062704126016,0.256272158169818,-0.0431754611347258,0.154021830200582,-0.0344446627260702,0.00469684799539686,0.00198399377117304,0.00193954766801058,0.00193954766801058,-0.00355069100588354,-0.00333331086450087,0.0367238945400489,-0.0144597628741999,-0.356293654300514,-0.131358835764589,-0.157544229002143,-0.186658090481673,-0.329972605843699
