"","CDH1","miR101","SNAI2","TWIST1","TCF3","TGFbeta","miR34a","FOXC2","ZEB1","miR141","GRHL2","miR205","NP63","CLDN7","OVOL2","GSC","ZEB2","SNAI1","TWIST2","KLF8","miR200b","miR200c","miR200a"
"GSC",-0.0221329248707443,-0.230509062102392,-0.0455906290010934,-0.417195628567424,-0.416861805413833,0.0223682316263456,-0.12924891468678,-0.186035095255722,-0.0399019383500698,-0.0402644119548963,0.0380342460387582,0.0523612010894951,0.0514569692076583,0.0402644119548963,0.0612787744805906,-0.0222466016625901,-0.2373350143482,0.350274481019893,0.0893695709463457,0.230153422535785,-0.0814742887362372,-0.0920618948071205,-0.0920618948071205
"miR200b",0.0982865722656943,-0.0765741096345884,-0.0347399018396856,-0.119641261125239,-0.120195855384079,-0.0621795618832467,0.0128321512155048,-0.0840796016885016,0.0314413782538171,0.0318982560841943,-0.0158286464239696,-0.0710890029985853,-0.0700262697481855,-0.0318982560841943,-0.0917159826925974,0.0620591182872099,-0.229981572980629,0.159164331158467,-0.0290989668493625,0.077083817498138,-0.145246061183867,-0.13073454750556,-0.13073454750556
"miR200a",0.0331258321629827,-0.176936144646751,-0.136540192270943,-0.238237766227753,-0.237692045477055,-0.0679173823416605,-0.133574297319196,-0.125275353478936,0.00827025257278248,0.00775088046174799,-0.0160921195517174,0.0434069260207981,0.0421096095111127,-0.00775088046174799,0.0663306304954048,0.068082140090956,-0.226837210199049,0.25516585076786,0.13847101128473,0.176406624816774,-0.117867280736847,-0.116514120695498,-0.116514120695498
"miR205",0.049999775594113,-0.054746102784333,-0.0427938190623529,-0.10314668564723,-0.102615406045895,0.0198822826643834,-0.012347167510436,-0.0877634713234776,0.00306705652076842,0.00246457953290492,-0.0115294765888635,0.0485824372998064,0.0471256936668662,-0.00246457953290492,0.0719988094090472,-0.0197235776969179,-0.191208480038408,0.0980710683241361,0.121782227111929,0.0542141546023442,-0.101216959344008,-0.0983936096892892,-0.0983936096892892
"miR141",0.0980461225896247,0.217243226593179,0.181794830239623,0.27237792517724,0.271495011117166,0.109387907713163,0.154793015930671,0.142481533099803,0.00700774495625411,0.00763737483387692,0.00426034442043714,-0.0554526588530009,-0.0538852161659563,-0.00763737483387692,-0.0780096809165472,-0.109610614739797,-0.164594518736228,-0.285202563150029,-0.178307421938441,-0.216439941408928,-0.0427612723717722,-0.0886414945714504,-0.0886414945714504
"SNAI1",-0.0689927595908409,-0.289032630184934,-0.124436167420947,-0.35782398071671,-0.358071784966681,0.0451910076810293,-0.138252502696832,-0.16267378526869,0.135861589378872,0.136139780020147,-0.124482481027506,-0.123807618837961,-0.123218302493928,-0.136139780020147,-0.123030558668239,-0.0452462363531018,-0.160961862901614,0.288279880706901,0.129952081806917,0.289195168908771,-0.139296505258734,-0.145551259689606,-0.145551259689606
"KLF8",0.0198406546352365,0.00300067298967875,0.00796218440396314,0.0595466961112534,0.0578526012419408,0.00871226120477711,-0.00214727111694324,-0.0308875904356,-0.00243814161009215,-0.00112519131202683,0.000398182487528664,0.00782608695652174,0.0108896707715506,0.00112519131202683,0.0148156154282604,-0.00914728023685976,-0.0868817937045614,0.00497901598483623,-0.014610867229133,-0.00262815026579259,-0.0273619308476089,-0.0429636164938686,-0.0429636164938686
"CLDN7",0.0198406546352365,0.00300067298967875,0.00796218440396314,0.0595466961112534,0.0578526012419408,0.00871226120477711,-0.00214727111694324,-0.0308875904356,-0.00243814161009215,-0.00112519131202683,0.000398182487528664,0.00782608695652174,0.0108896707715506,0.00112519131202683,0.0148156154282604,-0.00914728023685976,-0.0868817937045614,0.00497901598483623,-0.014610867229133,-0.00262815026579259,-0.0273619308476089,-0.0429636164938686,-0.0429636164938686
"SNAI2",-0.0802593464949498,0.00301952605688292,-0.0920337561497632,0.0593172305856157,0.0588933096570702,0.00883227963240724,-0.00260062342690862,-0.0311924098183091,-0.00211614866312382,-0.00170977209893397,0.000746050260542218,0.0093231581880889,0.0102265520189671,0.00170977209893397,0.0152395433404079,-0.00895163759858196,-0.086811777773859,0.00468586479095435,-0.0149555093963506,-0.00281627261440781,-0.0271256073164097,-0.0426624794032517,-0.0426624794032517
"CDH1",-0.0803782217990674,0.00281627261440781,0.00801351426642006,0.0588933096570702,0.0595466961112534,0.00895163759858196,-0.00326515191164523,-0.0315985050661036,-0.00170977209893397,-0.00243814161009215,0.00121953105747315,0.0108896707715506,0.0093231581880889,0.00243814161009215,0.0157778932073326,-0.00871226120477711,-0.086799408542797,0.00447792755505022,-0.0152355163026871,-0.00300067298967875,-0.0268723365748265,-0.0422736392100438,-0.0422736392100438
"miR101",0.00725654205921195,0.226474896032694,0.0877606734154451,0.272343035162658,0.27229829633918,-0.0102645486570993,0.0413491861549385,0.142430636782684,-0.123663138965459,-0.123675004098447,0.109117811639797,0.112161830234249,0.112132961873971,0.123675004098447,0.115074403898528,0.0102276572603407,-0.0724455363622352,-0.304253448846116,-0.0326562772895608,-0.326595851983461,0.0360191904553072,0.0252797953711478,0.0252797953711478
