"","miR101","SNAI2","ZEB2","TWIST2","miR34a","miR205","NP63","miR141","CDH1","GRHL2","miR200c","miR200a","TCF3","TWIST1","miR200b","GSC","TGFbeta","FOXC2","SNAI1","CLDN7","ZEB1","OVOL2","KLF8"
"miR200c",0.057303756056692,0.158180620741766,-0.00786127198084069,0.15279753464756,-0.152094011004704,-0.110417671777105,-0.108622754414389,-0.156235992763452,-0.0569270168852832,-0.148142951502355,-0.0719063331797002,-0.0719063331797002,-0.117380393057064,-0.117618498858859,-0.0350755044327843,0.0921218728512503,-0.0924752498169806,0.0223979187254086,0.0466962226558673,0.156235992763452,0.156750900997296,0.100454209977108,-0.0570462004931316
"miR200b",0.057303756056692,0.158180620741766,-0.00786127198084069,0.15279753464756,-0.152094011004704,-0.110417671777105,-0.108622754414389,-0.156235992763452,-0.0569270168852832,-0.148142951502355,-0.0719063331797002,-0.0719063331797002,-0.117380393057064,-0.117618498858859,-0.0350755044327843,0.0921218728512503,-0.0924752498169806,0.0223979187254086,0.0466962226558673,0.156235992763452,0.156750900997296,0.100454209977108,-0.0570462004931316
"TWIST1",-0.115968457848566,-0.151179291239252,-0.000571294061901574,-0.15379028446544,0.094382411330304,0.167140473458177,0.166578763975892,0.19771528184649,0.16246406324433,0.182781679953225,0.0990017042704883,0.0990017042704883,0.111683781097749,0.0116845980444927,0.0270459692127099,0.00982733763269964,-0.00971296382148224,0.131163921496849,0.0121334880963501,-0.19771528184649,-0.197836091306895,-0.157400371346858,0.115667705968866
"OVOL2",0.165335200388649,0.190184537217604,0.00194930269808873,0.192090224530951,-0.122763901090217,-0.0401746448724922,-0.0397716586690976,-0.100581172688364,-0.0234934071173376,-0.0259371829890236,-0.100211391576464,-0.100211391576464,-0.115208844097717,-0.115421059046281,0.0531415041630639,0.0240291800315863,-0.0241077183913747,0.0357078823556988,0.0606141629441233,0.100581172688364,0.100730763250436,-0.0248794514429603,-0.165312169779873
"GSC",-0.0645813059234556,-0.00968735536085576,0.00794614899508466,-0.0223465355450285,0.043483471436873,0.119258169757789,0.118353937875953,0.128135882138832,-0.0235434056397214,0.119609777794635,0.055182866772643,0.055182866772643,-0.108801714816651,-0.108768172777295,0.0788712215906237,0.0196156536386468,-0.0194371815310257,0.0416850955788999,0.0243569432620196,-0.128135882138832,-0.128355972636569,-0.117761239735867,0.0643659734735374
"miR141",0.0358693116423289,0.129300262287133,0.0161864211100336,0.134441431456474,-0.163923471987982,-0.119325907537269,-0.117886419355289,-0.167881030607991,-0.132742399719134,-0.157065791209024,-0.0892529494440939,-0.0892529494440939,-0.121205231680987,-0.121319108368802,-0.00263395728293725,0.0987125347813711,-0.0989488769320847,0.0286303227087525,0.051612171646877,0.167881030607991,0.168256219485795,0.109615847367351,-0.0356153582544826
"miR34a",-0.165918754469613,-0.226524710114141,0.0210388976855254,-0.245730576260651,-0.0831958555154079,-0.090703374498583,-0.0896645265034271,-0.0932253323011149,-0.024283027817709,-0.0891531383446688,-0.105154740729409,-0.105154740729409,0.0720542493382398,0.0721447912512723,-0.135863167499934,-0.0448892753401354,0.044731185929109,0.0916621565503677,0.0718770426032912,0.0932253323011149,0.093460921500183,0.0913983558193477,0.165983098354063
"GRHL2",-0.109468359333775,-0.129112759375268,0.021604195273839,-0.0689031685728347,-0.0554783517498193,0.123127795356142,0.124243785428516,-0.0599182701141445,-0.0380501999440999,-0.0808836886887836,-0.0784693648669048,-0.0784693648669048,0.0729655233681159,0.0729741943895622,-0.137092674258169,-0.10901018499767,0.108838896118144,-0.07773768304662,-0.0878574262077052,0.0599182701141445,0.0601826996472768,-0.0219656668680645,0.10941994170976
"miR101",-0.0797479323296561,-0.0893815956073844,0.02826162082687,0.0257226210482786,-0.0471854393690383,-0.0832527451609568,-0.0826570071806922,-0.0846579311967006,-0.0633679428623885,-0.077661280323584,-0.0527212448415777,-0.0527212448415777,0.0170888132582256,0.0170811749225098,-0.0407440049150518,-0.0106764561321362,0.0105926120485939,-0.0186037545559909,-0.0386765989546837,0.0846579311967006,0.0848345898434163,0.0873409675473266,-0.0202560552291604
"TGFbeta",-0.030764097685416,-0.131186700109323,0.0392074290252779,-0.135818494727116,0.0386672780366351,-0.102499847142044,-0.102219116697782,-0.103367053647458,0.0883468450739888,-0.0983438582463378,-0.0687594519319166,-0.0687594519319166,0.127096561187525,0.127300767844662,-0.131851008204059,-0.210938236413206,0.110961259571027,-0.0307507413016088,-0.0778817897775434,0.103367053647458,0.103320222149931,0.103837832728675,0.0310653212764167
"CLDN7",-0.264303381434681,-0.300043886122263,0.0442077937040282,-0.290801356822817,0.0399877658585607,0.0557246376811594,0.0564760827678646,0.0688310957935536,0.0360473924115547,0.06388837321435,0.0125023835116166,0.0125023835116166,0.170914668568203,0.172269944463653,-0.195875587444699,-0.19821236742809,0.19832112218611,0.0440426928413656,0.00556534665828529,-0.0688310957935536,-0.0690907600586306,-0.0542618276571239,0.264020264164527
"ZEB1",0.0765250070125977,0.0656095887486439,0.0478097007423527,0.159846658363596,-0.156294302910412,-0.11526919495882,-0.115283564426575,-0.165788890815389,-0.130878459031836,-0.149335175389845,-0.19210014878099,-0.19210014878099,-0.00371282073540364,-0.00396100741024304,-0.151679497939408,-0.022537993055194,0.0224865389625355,-0.113635034446714,-0.113711655749009,0.165788890815389,0.0658920498448035,0.110985074773639,-0.0767307456510487
