"","miR101","SNAI2","ZEB2","TWIST2","miR34a","miR205","NP63","miR141","CDH1","GRHL2","miR200c","miR200a","TCF3","TWIST1","miR200b","GSC","TGFbeta","FOXC2","SNAI1","CLDN7","ZEB1","OVOL2","KLF8"
"SNAI1",-0.0850318068092567,-0.0824827809540108,-0.0998262050076969,-0.0231795920060794,0.0168807309670797,0.114399755271352,0.11387169842254,0.11915801580273,-0.0318024145561399,0.11250093774281,0.111710391513154,0.111710391513154,0.0138409502074146,0.0138056955821611,-0.0200336981896776,-0.00664775375084353,0.00674903884202939,0.0171157772723595,-0.103421421414114,-0.11915801580273,-0.119285645314256,-0.1145826606555,0.0849123205688928
"TWIST2",0.168444204767738,0.219768211937515,-0.0847276939727553,0.16306615742481,0.0465512225499059,0.0462636250565705,0.0455122086623422,0.0325622743894351,0.0763811120549072,0.0324527594393586,0.0547991037886378,0.0547991037886378,-0.0792384052059601,-0.0792840002930895,0.0596055114971312,0.0205676120132964,-0.0204598219283469,-0.0573781272545947,-0.0659906213704095,-0.0325622743894351,-0.0327532962541744,-0.0548573555233878,-0.168354696368722
"ZEB2",-0.0976405295600868,-0.0844662790590961,-0.0814993673865558,-0.078886621880147,-0.0336214072652417,-0.0250351378485599,-0.0246400340369702,-0.0237005082250709,-0.0226268763027939,-0.0219329757865666,-0.0198261191207763,-0.0198261191207763,-0.00894766665972079,-0.00881289795853385,-0.00342570323435826,-0.00127967084759568,0.00120023196934653,0.0174275650835566,0.0183588952017161,0.0237005082250709,0.0237636006370422,0.026244729423485,0.0979100016533182
"NP63",-0.211056199561299,-0.203721548867142,-0.0668274837088756,-0.234286916741846,0.111296654684947,0.012936724808491,-0.087014908897442,0.124832826619033,0.166672345515774,0.0181661315177358,0.101745985356791,0.101745985356791,0.129484886040452,0.129424300379058,-0.0824197373569625,-0.00148551034250292,0.00153685998219962,0.0604436211633043,0.0330275126765805,-0.124832826619033,-0.124778880585424,-0.0107547618203963,0.210625803157987
"FOXC2",-0.0767307456510487,-0.0657417483418368,-0.0478195445290303,-0.159884826302527,0.155782470219162,0.117234497208752,0.11526919495882,0.165260487545495,0.130717559123764,0.148646598662455,0.191879115512269,0.191879115512269,0.00360579054162265,0.00371282073540364,0.151385224893006,0.0228755925167717,-0.022537993055194,0.113918129165207,0.11373903955668,-0.165260487545495,-0.165788890815389,-0.110618909414325,0.0763250834974449
"TCF3",0.264303381434681,0.300043886122263,-0.0442077937040282,0.290801356822817,-0.0399877658585607,-0.0557246376811594,-0.0564760827678646,-0.0688310957935536,-0.0360473924115547,-0.06388837321435,-0.0125023835116166,-0.0125023835116166,-0.170914668568203,-0.172269944463653,0.195875587444699,0.19821236742809,-0.19832112218611,-0.0440426928413656,-0.00556534665828529,0.0688310957935536,0.0690907600586306,0.0542618276571239,-0.264020264164527
"KLF8",0.264303381434681,0.300043886122263,-0.0442077937040282,0.290801356822817,-0.0399877658585607,-0.0557246376811594,-0.0564760827678646,-0.0688310957935536,-0.0360473924115547,-0.06388837321435,-0.0125023835116166,-0.0125023835116166,-0.170914668568203,-0.172269944463653,0.195875587444699,0.19821236742809,-0.19832112218611,-0.0440426928413656,-0.00556534665828529,0.0688310957935536,0.0690907600586306,0.0542618276571239,-0.264020264164527
"CDH1",0.264403669358074,0.300273299180999,-0.0441654878101492,0.291264579731295,-0.0401573022824017,-0.0564760827678646,-0.0576830678731548,-0.0690907600586306,-0.136163937006444,-0.0640344628809409,-0.0126276409262186,-0.0126276409262186,-0.172269944463653,-0.172593981648248,0.195788318374928,0.19832112218611,-0.198233146246507,-0.0443354223951023,-0.00590625108182823,0.0690907600586306,0.068923908893079,0.0544598751419208,-0.264303381434681
"SNAI2",0.26467074299409,0.200442703686842,-0.0441393221290565,0.291477024649508,-0.0399415612639195,-0.0576830678731548,-0.0578594060083112,-0.068923908893079,-0.136137862457872,-0.0637520857791568,-0.0125483809347973,-0.0125483809347973,-0.172593981648248,-0.172569045123039,0.195938344992554,0.198233146246507,-0.198213755963193,-0.0446091229539607,-0.00594676990081598,0.068923908893079,0.0688942576296438,0.0543348650604627,-0.264403669358074
"miR205",-0.0411690644890254,-0.0287027289333216,-0.0348852609357731,-0.132144373037444,0.174720069121902,0.128278128208504,0.127088949732634,0.180386325942605,0.104359269446625,0.163875074742058,0.103427722376734,0.103427722376734,0.00572198539115578,0.00571374849811183,0.0680515688125672,0.0123422992949514,-0.0121772461287873,0.10477066354928,0.104863774698699,-0.180386325942605,-0.180675142230601,-0.11983288328192,0.0408749284354551
"miR200a",-0.0358693116423289,-0.129300262287133,-0.0161864211100336,-0.134441431456474,0.163923471987982,0.119325907537269,0.117886419355289,0.167881030607991,0.132742399719134,0.157065791209024,0.0892529494440939,0.0892529494440939,0.121205231680987,0.121319108368802,0.00263395728293725,-0.0987125347813711,0.0989488769320847,-0.0286303227087525,-0.051612171646877,-0.167881030607991,-0.168256219485795,-0.109615847367351,0.0356153582544826
