"","KLF8","TWIST2","ZEB2","miR34a","FOXC2","NP63","SNAI1","miR200c","miR200a","GRHL2","miR141","GSC","TGFbeta","CLDN7","ZEB1","CDH1","miR205","miR200b","TCF3","TWIST1","OVOL2","miR101","SNAI2"
"SNAI1",0.0995173114436619,0.0253646749569149,-0.0932254926328748,0.0645309336117487,-0.00500805423253301,0.00814107692918209,-0.115629005330301,0.0252461881726392,0.0252461881726392,0.0534122725509069,0.0539282201690582,0.0156961868268099,-0.0157026269193131,-0.0539282201690582,-0.0539143994294556,-0.105775742512288,-0.00805653882577606,-0.0231242686128812,0.00135171850135316,0.00162404770802191,-0.0789072680087813,-0.099457100361703,-0.117431921670634
"ZEB2",-0.113183197690904,-0.0999112900887628,-0.0837829421911616,-0.0204910560372042,-0.0196523322988508,-0.010098752154263,-0.00861075236961018,-0.00756454756744851,-0.00756454756744851,-0.00450676220120944,-0.00414716931325619,-0.00260725287887526,0.00266329115733008,0.00414716931325619,0.00419160404697921,0.00441411209274358,0.0100832578871419,0.0133929719904376,0.024776199207653,0.0249044730316743,0.0356948499748091,0.113128507782684,0.11501481764685
"NP63",-0.191414122205722,-0.195776898006993,-0.050770559339794,0.0259753537415539,-0.0542480866516743,0.0346631910310715,-0.0101097132657931,-0.00856715372573285,-0.00856715372573285,0.118002688461017,0.0371169089595779,-0.116124197945687,0.11613789118294,-0.0371169089595779,-0.0371118197111242,-0.121008209347266,-0.134544962312241,0.116731408437504,0.149232537069611,0.149342488825473,-0.167907006126213,0.191474432529753,0.184740873132418
"KLF8",0.176421938082798,0.169807324430232,-0.0351163370297984,-0.0237921254963557,0.0577047729748883,-0.0101958197201977,0.000897948529753126,0.038382070315761,0.038382070315761,-0.0420570184066487,-0.0408350097075278,0.206157251983577,-0.206447264671632,0.0408350097075278,0.0408167234916773,-0.0327510130559284,0.0102536231884058,-0.160460025980967,-0.137734200909172,-0.137588992777517,0.0548818204900933,-0.175930208087269,-0.159073499880399
"CLDN7",0.176421938082798,0.169807324430232,-0.0351163370297984,-0.0237921254963557,0.0577047729748883,-0.0101958197201977,0.000897948529753126,0.038382070315761,0.038382070315761,-0.0420570184066487,-0.0408350097075278,0.206157251983577,-0.206447264671632,0.0408350097075278,0.0408167234916773,-0.0327510130559284,0.0102536231884058,-0.160460025980967,-0.137734200909172,-0.137588992777517,0.0548818204900933,-0.175930208087269,-0.159073499880399
"GRHL2",-0.0417669612550215,-0.0602077327911932,-0.0198675285811729,0.10235061006503,0.00165686362298783,0.0720231178543167,-0.0945643033568715,-0.106480304967069,-0.106480304967069,0.0628520886797685,0.117877425424965,-0.157042467464387,0.157135041065943,-0.117877425424965,-0.117867599389464,-0.125430734733033,-0.0719658430916598,-0.0922700795861353,0.0816756526489005,0.0817045560537216,-0.274293298338082,0.04181713951991,0.0342880994882429
"miR141",0.0991658254379891,0.0365590674714406,-0.0180801217647933,0.10031340024365,0.0913483307807654,0.056957157751594,-8.49031702010528e-05,-0.00287777897095722,-0.00287777897095722,0.0216917842203642,0.0197716678238796,0.0891229623085047,-0.0890718305932061,-0.0197716678238796,-0.0197241275318081,-0.0793661520117341,-0.0568647461646027,-0.0451385083503011,-0.0456102282382808,-0.0455880444679272,-0.168041519193815,-0.0991406102079902,-0.148471730090736
"FOXC2",-0.0133685365155839,-0.0689311163944039,-0.0154847100193276,0.0117029268113552,0.0746667165662362,0.055402727723983,-0.0945852263696043,-0.0105322275348118,-0.0105322275348118,0.0283338192154172,0.0237097038988052,-0.0398844020895523,0.0399679878083352,-0.0237097038988052,-0.0236693190953942,-0.0817353753406569,-0.055280743446401,-0.00509049306208721,0.0999436215527938,0.0999605210570751,-0.164373723310548,0.0133668248609274,-0.0117545852629804
"miR200a",0.0735327189321235,0.0117211685080965,-0.0094525864696669,0.0919318763875111,0.083615208359198,0.0538158854962826,-0.00154110030358286,-0.00277975660740852,-0.00277975660740852,0.0158143987604643,0.0128910683867237,0.0813343840000813,-0.0813025687105622,-0.0128910683867237,-0.0128537950121888,-0.0109702561429057,-0.0538372112471268,-0.0688106439654757,-0.0347804694940276,-0.0349889969353516,-0.155342527145852,-0.0735399232835518,-0.111086121784351
"TWIST1",0.0751700291971382,0.0773574833339664,-0.00495259615426254,0.0391112608842342,-0.0836857162307641,0.0222746917332546,-0.026844140519069,-0.034632276168889,-0.034632276168889,0.0634510886430801,0.0608938075406026,-0.00357567435709928,0.0036392849973106,-0.0608938075406026,-0.0608773952237141,0.107421347535708,-0.0223453964233324,-0.0635694367861593,0.0264225717570985,-0.0737563395796715,-0.111702665478999,-0.0752387440305794,-0.109496939444581
"miR200c",0.112908918624548,0.107536895897562,-0.00230271763860672,-0.0132456925675677,0.0756143300214021,-0.0490648894579075,0.0610885087648133,0.00657762062974192,0.00657762062974192,-0.0141340227130463,-0.0100130319397222,0.137669180360864,-0.137705540691743,0.0100130319397222,0.0100181653984905,0.00328946081824457,0.049029346539834,-0.00655536279463503,-0.126121440582107,-0.126117003828036,0.138356373999633,-0.112881902306692,-0.139197675863351
"miR205",-0.0330901183222812,-0.0945221363957927,0.00147903765855159,0.00355160849443215,0.0763736009428695,0.0519519713608813,-0.0985570699912298,-0.00874869716532293,-0.00874869716532293,0.0196525169262482,0.0146747626128621,-0.0298735622058538,0.0299211736960935,-0.0146747626128621,-0.0146524026421785,-0.00969282199848004,-0.051942061540249,0.00236333608046689,0.108269327317878,0.108121063243087,-0.150237375856862,0.0330663371094393,0.0198176510433216
"miR200b",-0.112908918624548,-0.107536895897562,0.00230271763860672,0.0132456925675677,-0.0756143300214021,0.0490648894579075,-0.0610885087648133,-0.00657762062974192,-0.00657762062974192,0.0141340227130463,0.0100130319397222,-0.137669180360864,0.137705540691743,-0.0100130319397222,-0.0100181653984905,-0.00328946081824457,-0.049029346539834,0.00655536279463503,0.126121440582107,0.126117003828036,-0.138356373999633,0.112881902306692,0.139197675863351
