"","KLF8","TWIST2","ZEB2","miR34a","FOXC2","NP63","SNAI1","miR200c","miR200a","GRHL2","miR141","GSC","TGFbeta","CLDN7","ZEB1","CDH1","miR205","miR200b","TCF3","TWIST1","OVOL2","miR101","SNAI2"
"OVOL2",0.185128713292095,0.188033054813623,0.00964843602649722,-0.0820465707183622,0.0661583907242253,-0.249387912848852,0.0960139842582492,0.108873142756563,0.108873142756563,-0.156360836919288,-0.120043187784001,0.290387067112778,-0.290486962394965,0.120043187784001,0.120047943160634,0.219686797822554,0.24928311482813,-0.0470278117163039,-0.152441425673974,-0.152563719034164,0.311394184923023,-0.185134196770375,-0.188440994833067
"miR34a",0.0256185521193108,0.0396012747853233,0.0119398170374749,-0.0702344331237472,0.0435221515511709,-0.0250817888149862,-0.0606223083271521,0.0775033059507303,0.0775033059507303,-0.072550627357456,-0.0706565121645841,0.0392423820351466,-0.0393214267406598,0.0706565121645841,0.0706098702625464,0.100356088645326,0.0250969268549885,-0.0219837998552208,0.0216481389133303,0.0218378832702072,0.124311999561876,-0.0255081111236132,-0.117327312631307
"miR101",-0.0123749260414465,0.0215539507544232,0.0149018788859445,0.0113470815718378,-0.00526638072062305,-0.0348267232628435,-0.00584499210403902,0.00911685118052779,0.00911685118052779,-0.0267222495284267,-0.02621397743944,0.0178781564403045,-0.0178555185377481,0.02621397743944,0.02619585015293,0.0279578060503029,0.0346718838759025,-0.00895683816986211,-0.00623299334436554,-0.00647851127808661,0.125910149504053,-0.0876875457133453,-0.0845640378447749
"ZEB1",0.0133668248609274,0.0689995006183225,0.0154902629246329,-0.0116417759521857,-0.0747146872703245,-0.0554199710852889,0.0946093052349704,0.010503053121267,0.010503053121267,-0.0283115339565494,-0.0236693190953942,0.0399679878083352,-0.0399952013062302,0.0236693190953942,-0.0763193197780183,0.0817206887364717,0.055402727723983,0.00506159582510764,-0.0999605210570751,-0.100065684902346,0.164401766609402,-0.013424137767353,0.0117494330757571
"TGFbeta",-0.0804860115423993,-0.122234288934001,0.0155127015939545,-0.0762444568982172,-0.0967969338727628,-0.00831633355162669,0.00194486627226184,0.0228041387197021,0.0228041387197021,-0.0633652424852685,-0.0636751993752572,-0.201070851748162,0.100973980725629,0.0636751993752572,0.0636918391381149,0.0144192268591633,0.00837902093238439,0.139377500784394,0.0701848012713148,0.0703277459313107,0.0860654342559676,0.0805324069000937,0.171556524394461
"TWIST2",-0.0233729389853186,-0.0877654800581507,0.0291231382697955,-0.0250698611787005,0.0669805572149139,-0.0278117459182694,0.0136516897165897,0.0276037180250772,0.0276037180250772,-0.0795902706484661,-0.0781998566019208,0.00300745757699545,-0.00299517769389993,0.0781998566019208,0.0781973813890255,-0.122727308176338,0.027739856422694,0.0469569191313121,-0.111681961722493,-0.111750354353187,0.13631567343545,0.0233399164691766,0.0919375303864454
"CDH1",-0.175930208087269,-0.169807324430232,0.0350896175178748,0.0237126552976802,-0.0575673693068078,0.0103242223909733,-0.00100473786724851,-0.038312011083865,-0.038312011083865,0.0420342933474012,0.0408167234916773,-0.206447264671632,0.206465678240387,-0.0408167234916773,-0.0407878454053318,-0.0672423543248503,-0.0101958197201977,0.160470379938398,0.137588992777517,0.137700546562377,-0.0549587095136027,0.175926972992966,0.159154161092831
"SNAI2",-0.175926972992966,-0.169842606801808,0.0351081713644678,0.0236618927050962,-0.0575686423326629,0.0103784802787137,-0.00094908014885875,-0.0382840369692457,-0.0382840369692457,0.0420228841715716,0.0407878454053318,-0.206465678240387,0.206456629441507,-0.0407878454053318,-0.0407976148967526,-0.0672565208118695,-0.0103242223909733,0.160514581328967,0.137700546562377,0.137795758749537,-0.0549536687845116,0.176016460003475,0.0592009791605339
"TCF3",-0.176421938082798,-0.169807324430232,0.0351163370297984,0.0237921254963557,-0.0577047729748883,0.0101958197201977,-0.000897948529753126,-0.038382070315761,-0.038382070315761,0.0420570184066487,0.0408350097075278,-0.206157251983577,0.206447264671632,-0.0408350097075278,-0.0408167234916773,0.0327510130559284,-0.0102536231884058,0.160460025980967,0.137734200909172,0.137588992777517,-0.0548818204900933,0.175930208087269,0.159073499880399
"GSC",-0.153756998414504,-0.057996178530929,0.071750363268263,-0.010489467733718,0.139077308764402,0.0198996080790112,-0.0754658320043582,-0.0728645845675934,-0.0728645845675934,0.0729614458985276,0.0728110571108173,-0.032845707034216,0.0328365389464958,-0.0728110571108173,-0.0728098504743165,-0.013162799831565,-0.0198402199681279,-0.0514029072403072,0.0118469146266897,0.011977888304175,-0.116583519936605,0.153789152128745,0.118010216716747
