"","SNAI2","ZEB2","miR101","ZEB1","miR141","miR34a","SNAI1","CDH1","FOXC2","GSC","TWIST1","NP63","miR205","miR200b","TCF3","TGFbeta","miR200c","miR200a","CLDN7","GRHL2","OVOL2","KLF8","TWIST2"
"ZEB2",-0.104273846876062,-0.084948600604035,-0.0845587740096721,-0.0734538987524593,-0.0731472745401939,-0.0588470573737073,-0.0436784078577026,-0.0200856285505462,-0.0192746736963345,-0.0139428702512021,-0.00873336495328804,0,0,0.00559128905865391,0.00876746305840762,0.0132463945046921,0.0200267019840752,0.0366286217231182,0.0731472745401939,0.0760281155119644,0.0806617252502316,0.0845020953775164,0.127428125430684
"TGFbeta",0.101768466035331,-0.0790604331460361,-0.00112913297191188,0.0159302521197146,0.0161294146421654,-0.0910317370765297,0.106584536894123,-0.00604417227999944,0.00698401244489508,-0.222290957275767,0.0250512286096852,0,0,0.121012633545591,-0.0250580354982564,0.121943872311627,0.0317048113208135,-0.0500188464561876,-0.0161294146421654,-0.0157356491872836,-0.0115817356357213,0.00114505973649352,-0.0707769606112518
"SNAI1",0.0731013626272951,-0.057885389787138,-0.0330698438023693,-0.101787991127638,-0.101591335128935,-0.116610529897008,-0.0524275918587385,-0.11734817162989,-0.0443692762866884,-0.0651854186903926,0.0131772862447886,0,0,0.0785950227393019,-0.0135599777565989,0.0649069334782111,0.0849116669676394,0.0182586398655595,0.101591335128935,0.103587817604808,0.103569866967594,0.0334844579366868,0.0276269442049006
"CDH1",-0.00404339429658884,-0.0355085052084643,-0.0275757588449499,-0.0345972211287651,-0.0350993789635503,-0.0409414295491251,0.0619368926989153,-0.119242444871836,-0.0633839747334507,-0.0227688010166992,-0.0258792135655206,0,0,0.0231430003961933,0.0271169293689734,0.0234787463897786,0.0351229718342737,-0.00120604055356628,0.0350993789635503,0.0358205573932308,0.0338420735004195,0.0261749630117514,0.0310783708591253
"CLDN7",-0.00470230212282154,-0.0353303751289738,-0.0261749630117514,-0.0350993789635503,-0.0351469231247616,-0.0403851381583966,0.0626310233926353,-0.0191903314350966,-0.0612512308419399,-0.0222069014335925,-0.0271169293689734,0,0,0.0236799270458006,0.0241643640253142,0.0227688010166992,0.0354477919094281,-0.00147566244601474,0.0351469231247616,0.0358627610746904,0.0338723631157414,0.0294084602550832,0.0305940923638979
"miR200c",0.0988330024395573,-0.0137861063237112,0.0133600926207364,0.176967720882419,0.176734036911532,0.0924265946290293,0.057666082157895,-0.00451899544655981,0.0253307519358412,-0.0662637723089379,0.0163724506646074,0,0,-0.0191515776925047,-0.016373929582631,0.0666853248950664,-0.0804071264912265,-0.0926688231030397,-0.176734036911532,-0.179152006297609,-0.119437546433596,-0.0133384795664516,-0.0970983228116655
"miR205",0.0532837040046612,-0.01064255460206,0.00932604224860926,-0.120643670992614,-0.120000821835461,-0.15369067356068,0.142146621110127,-0.0332277020267073,-0.0937754707052277,-0.0519807025307699,0.00686098147787552,0,0,0.077300002424127,-0.00686098147787552,0.0511363921038535,0.0575645527357583,0.0488575478025388,0.120000821835461,0.13214453795247,0.0822873606377484,-0.00931728074914121,0.0625985687945672
"OVOL2",0.0813467536213988,-0.0087185161169603,0.0838793970006226,0.0832851532865363,0.0832021379973211,0.0686241586610104,0.0429341328750777,0.118437366027654,0.0288843871758365,0.0121895313769885,0.0154489702245735,-0.00906664885944927,0.00906556846748307,-0.00543963975727084,-0.0157654942156533,-0.0121633519237257,-0.0864975325840305,-0.0921839270759081,-0.0832021379973211,-0.0187266023875073,-0.0923051922186372,-0.0835284543907063,-0.0967359924892226
"miR200b",0.0649638401227242,-0.00515889348957512,-0.00459715778549292,0.141909942889128,0.141407087123696,0.0684637979871236,0.0468739125597762,0.052415714301111,0.0178067630695418,-0.0549601633715387,0.0127131386911546,0,0,-0.0462210072563676,-0.0126732079045181,0.0555192034588035,-0.0642456895110605,-0.0692384077807015,-0.141407087123696,-0.148660207255657,-0.0913996927152268,0.00453592079835269,-0.0635578695930832
"miR200a",-0.0649638401227242,0.00515889348957512,0.00459715778549292,-0.141909942889128,-0.141407087123696,-0.0684637979871236,-0.0468739125597762,-0.052415714301111,-0.0178067630695418,0.0549601633715387,-0.0127131386911546,0,0,0.0462210072563676,0.0126732079045181,-0.0555192034588035,0.0642456895110605,0.0692384077807015,0.141407087123696,0.148660207255657,0.0913996927152268,-0.00453592079835269,0.0635578695930832
"miR141",-0.0649638401227242,0.00515889348957512,0.00459715778549292,-0.141909942889128,-0.141407087123696,-0.0684637979871236,-0.0468739125597762,-0.052415714301111,-0.0178067630695418,0.0549601633715387,-0.0127131386911546,0,0,0.0462210072563676,0.0126732079045181,-0.0555192034588035,0.0642456895110605,0.0692384077807015,0.141407087123696,0.148660207255657,0.0913996927152268,-0.00453592079835269,0.0635578695930832
"ZEB1",-0.0367371391785682,0.00606971278391169,0.00935968172227488,0.0203070927849865,0.120171395489026,0.158365398192957,-0.140730780911105,0.0520276888637508,0.0987264759886992,0.0758160799632749,-0.00586108413695335,0,0,-0.171564464504452,0.00581361017251676,-0.0758547277039829,-0.148543528947654,-0.143669925767406,-0.120171395489026,-0.136016918890863,-0.0888760439905401,-0.00934278176268782,-0.0853509429316423
"FOXC2",-0.0367569091993087,0.00614341498160017,0.00934278176268782,0.120171395489026,0.11954776910372,0.15800950019259,-0.140972985968611,0.0518354575334165,0.0988487675019384,0.0768397336361617,-0.00581361017251676,0,0,-0.171338245306085,0.00577417799586061,-0.0758160799632749,-0.148130142342171,-0.143357907886952,-0.11954776910372,-0.135462809149183,-0.0884842390437022,-0.00927602723108212,-0.0852237164685379
"GRHL2",-0.0135874092675182,0.0101075987820236,-0.00144517163555751,0.142597784982602,0.142184436422553,0.162802149312044,-0.0331975322170463,0.0705703786290991,0.0350011440112773,-0.0144573863133625,-0.00279609105951898,0.00853631481530386,-0.00853457921643547,-0.131483623037632,0.00279031037855476,0.0152583974166514,-0.162984557484209,-0.157993973763597,-0.142184436422553,-0.0902123031346827,0.00155720549112656,0.00146894028734677,-0.0308955817742557
"TWIST2",-0.0363123551423016,0.0119089008206231,-0.0581939282780155,0.0920829608694521,0.0917897019503453,-0.00967079661456206,0.101815189316674,-0.10780705908312,-0.0814799574057051,0.0355438247056391,-0.00749601861484578,0,0,-0.0364666222312356,0.00804173481392533,-0.0352160882701344,-0.0479252168058642,-0.037684446134287,-0.0917897019503453,-0.0948452832851606,-0.0887269568431786,0.0575943089059647,0.0667918220566763
"miR34a",0.068835724882255,0.01223568771687,0.0879292577960825,-0.0965887784054493,-0.0962834643222126,0.0106453186049065,-0.11596638637598,0.0701246902608506,0.12295675970209,-0.0584899253124211,0.0110786866548311,0,0,0.0821691894576576,-0.0112385128143581,0.0580265181839161,0.0931894515885578,0.103240885105385,0.0962834643222126,0.0995119277594991,0.0944052542244752,-0.0877535125594507,-0.186475569087691
"TCF3",0.00470230212282154,0.0353303751289738,0.0261749630117514,0.0350993789635503,0.0351469231247616,0.0403851381583966,-0.0626310233926353,0.0191903314350966,0.0612512308419399,0.0222069014335925,0.0271169293689734,0,0,-0.0236799270458006,-0.0241643640253142,-0.0227688010166992,-0.0354477919094281,0.00147566244601474,-0.0351469231247616,-0.0358627610746904,-0.0338723631157414,-0.0294084602550832,-0.0305940923638979
"KLF8",0.00470230212282154,0.0353303751289738,0.0261749630117514,0.0350993789635503,0.0351469231247616,0.0403851381583966,-0.0626310233926353,0.0191903314350966,0.0612512308419399,0.0222069014335925,0.0271169293689734,0,0,-0.0236799270458006,-0.0241643640253142,-0.0227688010166992,-0.0354477919094281,0.00147566244601474,-0.0351469231247616,-0.0358627610746904,-0.0338723631157414,-0.0294084602550832,-0.0305940923638979
"SNAI2",-0.0956944697591224,0.0355027963325895,0.0269049531150064,0.0346539527368405,0.0345972211287651,0.0403853484212726,-0.0625135066614332,0.119010237671565,0.0625781493671375,0.0234787463897786,0.0264890249547117,0,0,-0.0231955903718341,-0.0258792135655206,-0.0231904775111833,-0.0349057062107307,0.00157250145507875,-0.0345972211287651,-0.0353741733888953,-0.0335265238593194,-0.0275757588449499,-0.0307638322699698
"NP63",-0.0111391077558473,0.0511976208918603,-0.0257578713277346,-0.0359162388905035,-0.0363522178413719,-0.0448366818423068,0.0591727077981203,-0.115756424361356,-0.0681119630619992,0.0850611845276935,-0.0175161917376889,-0.00418403674447556,-0.0958159632555245,-0.0765313501896612,0.0179941452886818,-0.0844655287072118,0.00797518520353892,0.0357010932598378,0.0363522178413719,-0.0496032830174063,-0.0494911972641112,0.0251931473845359,0.0192831289777548
"TWIST1",-0.0714548874768221,0.0851617493742558,-0.00433899600240113,-0.0598226059308136,-0.0597800326276066,0.0049771956263565,0.0035118395267726,-0.0634505384132799,0.0955243317452552,0.017975079440402,-0.0872605168743383,0,0,-0.0334321828546476,-0.0127043544157023,-0.0180242758468709,-0.0179052977330478,0.0697949642420175,0.0597800326276066,0.0602620513897018,0.074161439687418,0.00430812412071015,0.0816389753490893
"miR101",-0.114363492523228,0.0924277605790038,0.016532727890185,0.147808350085894,0.147462942881122,0.113159389151379,-0.0785647001133405,0.0761250817245614,0.0564192390864522,0.0928970691472275,-0.0225993730227509,0,0,-0.140558753338816,0.0222469183890091,-0.0923487288408612,-0.115970126518886,-0.0223011332017826,-0.147462942881122,-0.152714647349007,-0.115969552588728,-0.116128655263447,-0.0260317651086203
"GSC",-0.0757288026426937,0.117753539225438,0.0618589568713583,-0.129571654535931,-0.129476812906971,-0.0211547495252534,-0.0864962083472477,0.0125945037703019,-0.043257721017933,-0.00121286136882374,-0.0104213705966505,0,0,-0.00970410972463642,0.0101290756822625,0.000965323000376634,0.00822580373406885,0.124337303561422,0.129476812906971,0.13137231097732,0.119911084070702,-0.0615763939280268,0.041363548966113
