"","miR200c","miR200a","CDH1","GSC","TWIST2","miR101","OVOL2","FOXC2","SNAI1","TCF3","TWIST1","miR205","NP63","miR34a","GRHL2","miR141","CLDN7","ZEB1","KLF8","TGFbeta","SNAI2","ZEB2","miR200b"
"miR205",0.25645753315347,0.25645753315347,0.00752531679831038,0.138814514262609,-0.143696370667147,-0.0589975554572939,0.262202527525866,0.15465289738869,0.15003418733847,-0.0135597366793414,-0.0138480279358794,-0.0787151334322518,-0.0793196324908188,-0.198678193930618,-0.212604606637857,-0.22679462808283,-0.22679462808283,-0.227021954451446,0.0582603378591964,-0.139416006089303,0.0344728228578876,-0.298431511885921,-0.252886548010314
"NP63",0.141524262018494,0.141524262018494,0.109859904394596,0.0520280368831881,0.184581818363073,0.197378289285435,0.215625983228778,0.0580128508465726,0.0158420451284741,0.127697097400667,0.127699341314052,0.0651573819244703,-0.0351381898726062,-0.0559041697342317,-0.136055416541735,-0.0468501967965437,-0.0468501967965437,-0.0467650367057515,-0.19740296169072,-0.0523515396132773,-0.202631870036618,-0.281893718558748,0.0230499300071503
"miR200a",0.253583454383455,0.253583454383455,-0.00629564135402701,0.247711270994939,-0.128327157668845,-0.145864800944632,0.282421668510925,0.162872600308042,0.174367068586584,-0.0275308121830652,-0.0278458217220865,-0.0800953863245528,-0.0806000957611976,-0.119910120733819,-0.236524835190193,-0.250701946390006,-0.250701946390006,-0.250971341378411,0.145095736429665,-0.248302126371723,0.132134052002567,-0.256597356130405,-0.249761520425173
"miR200c",-0.00171696261546794,-0.00171696261546794,0.156086332501099,-0.187730682687433,0.153971336637959,0.166490700345974,-0.252290229740536,-0.138897276528175,-0.154938095468273,0.0347289247610304,0.0350261872837688,0.0733461159194709,0.0737655223527391,0.104290850011293,0.212133963813788,0.222203762637245,0.222203762637245,0.222382540918697,-0.165847711981002,0.188129510066762,-0.173295967945592,-0.226942667876944,0.0544216093310444
"miR200b",-0.00171696261546794,-0.00171696261546794,0.156086332501099,-0.187730682687433,0.153971336637959,0.166490700345974,-0.252290229740536,-0.138897276528175,-0.154938095468273,0.0347289247610304,0.0350261872837688,0.0733461159194709,0.0737655223527391,0.104290850011293,0.212133963813788,0.222203762637245,0.222203762637245,0.222382540918697,-0.165847711981002,0.188129510066762,-0.173295967945592,-0.226942667876944,0.0544216093310444
"CDH1",1.37216941399922e-06,1.37216941399922e-06,0.205578648985831,-0.264643200818835,0.312402217849082,0.28886978619434,-0.236232723836342,-0.0159031435688375,-0.0672854707389152,0.150102868379401,0.150873120703438,0.0456687191086538,0.0463620935308417,0.0991935091164101,0.192292565561397,0.198601145200744,0.198601145200744,0.199281384567993,-0.287145480930841,0.2655822928253,-0.303677416762387,-0.206277025684032,0.232937142077283
"TWIST2",0.032951228069821,0.032951228069821,-0.0266086242350527,-0.019954474231554,-0.0551298278261344,-0.0516541279710838,-0.16682027602867,0.0438023086175178,0.00304640005232441,0.122058312811441,0.122126705442135,0.0330946269459443,0.0332110194625902,0.0747831133998879,0.122299251936555,0.124611359282643,0.124611359282643,0.124611251664691,0.0517584096010057,0.0200240602357619,0.075640504765191,-0.187471866695595,-0.0457121846247765
"SNAI1",0.108310925668947,0.108310925668947,0.124327958789276,0.0318254508254244,0.0916957941123309,0.00413768364560106,0.109519774404723,0.109298682500767,-0.0801224591924854,0.0390594207663987,0.0390803691669117,-0.0137687090431506,-0.0138164914494235,0.0203046997803495,-0.0795236190811154,-0.0794136116907592,-0.0794136116907592,-0.0793832678323021,-0.00409931077989673,-0.0318065208565515,-0.120220237844601,-0.148367437414215,-0.0324545847812287
"TWIST1",-0.0625076590207154,-0.0625076590207154,0.169283750361419,-0.0976028319699015,0.179862094059148,0.148835663964423,-0.261382557481974,-0.0198009144905856,-0.0482383477081431,0.112475857744431,0.0127282942880925,0.0519049838336711,0.0523056437441118,0.105311909394709,0.217365345009682,0.225284497014415,0.225284497014415,0.225453186015819,-0.148242127142235,0.0980173978664511,-0.182956340113339,-0.129527038009624,0.0999139230094972
"miR101",-0.0466963770855278,-0.0466963770855278,0.0696391778194787,-0.0660586811800392,0.017955293337791,0.0449079473901865,-0.218779576540503,-0.123748036218255,-0.0405253852452085,-0.0109614819777107,-0.0108469069419742,0.0504645927594313,0.0508031398935904,0.0786164869143499,0.18115977197711,0.185076968506955,0.185076968506955,0.185103994643206,-0.144612868037766,0.0663009905814762,0.0525982708207465,-0.0867133866272029,0.0312202902121032
"TGFbeta",-0.0588763382023697,-0.0588763382023697,0.037639172367887,-0.255556426406023,0.106846202253541,0.128554568938723,-0.179806965023802,-0.122511467163844,-0.131133984142521,0.0280214000491304,0.0281961101891254,0.0267945443090853,0.0270425682938223,-0.0292317944266142,0.142840242331614,0.14623479464534,0.14623479464534,0.146372544434769,-0.12812731616712,0.155935656911273,-0.127348836108351,-0.040109581159078,0.147617148743064
"miR34a",0.0923022829614437,0.0923022829614437,-0.111343375300373,0.0904888145368955,-0.120469225823516,-0.127062604456322,0.154309895478239,-0.0412558095868568,0.00650602775831301,-0.0156677919105309,-0.0159315444397996,-0.0326693264613139,-0.0329455956913554,-0.063279902977492,-0.0950511631402062,-0.101528143085614,-0.101528143085614,-0.101722563667067,0.126530566964005,-0.0907374131527081,0.239692844416769,0.0195055097510545,-0.145725604142547
"GRHL2",-0.119310640448493,-0.119310640448493,0.136326339747165,-0.212977268117843,0.112496919804694,0.106881956723458,-0.297568573565719,-0.129634567037363,-0.128235010152866,0.0289558125642372,0.0293199954649829,0.0718523207280118,0.0725968926425509,0.0881090049307731,0.0670312108906044,0.113859920327947,0.113859920327947,0.114055349256232,-0.106014841093369,0.213480048097555,-0.105909908636688,0.0451539001037539,0.149186502355956
"ZEB1",-0.232547866921562,-0.232547866921562,0.138939419165495,-0.157111096571119,0.182148864264144,0.10033847901898,-0.255884096015029,-0.152098404847437,-0.147666448636412,0.026459880098997,0.0266792218334193,0.0817262202739212,0.0820768352871411,0.184011675386284,0.197092255551892,0.211368108143867,0.211368108143867,0.111515075677403,-0.099838828039884,0.15739535184745,-0.0852977665840896,0.0793269833847742,0.248271689409106
