"","ZEB2","TWIST2","SNAI2","SNAI1","miR205","NP63","miR200b","miR200c","miR200a","miR34a","miR141","CLDN7","GRHL2","ZEB1","GSC","TGFbeta","CDH1","TWIST1","TCF3","FOXC2","OVOL2","KLF8","miR101"
"SNAI1",-0.162858539544821,-0.155195029074965,-0.0797660878190329,0.414621431976265,-0.138965470117792,-0.139366107216542,-0.0302150220622801,0.158978512013854,0.158978512013854,-0.334867360020285,-0.155275875381421,-0.155275875381421,-0.142567675828594,0.15554449187906,0.0106175814858872,0.0105233219501593,-0.213941017704907,0.444196096560245,0.442333732660981,-0.504522862652841,0.137578747316736,0.305994386741696,0.307092225070261
"miR101",-0.124933229687656,-0.0744386029578384,-0.10403464726125,0.362110639871213,0.0200107710916218,0.0194937650030222,0.0385939274718321,0.0691083890180097,0.0691083890180097,-0.153495083413381,-0.015211368636798,-0.015211368636798,-0.0157575591650151,0.0155215100296328,-0.00903441050619125,-0.00897991185188879,-0.0551757638929169,0.313404691362773,0.311753719657351,-0.356237810528044,-0.0387173662128911,0.355373287826363,0.256204029246466
"GSC",-0.0960896825190857,-0.0514983464684043,-0.0177870294176482,0.363234526077904,0.0393809751121623,0.0388982072430461,0.0590184192557047,0.041978372248628,0.041978372248628,-0.12719087703157,0.0235458319759048,0.0235458319759048,0.0241917379001367,-0.0233139164404599,-0.0138682524602988,-0.0138560283433385,-0.0469514160031108,0.40599808164761,0.4043944527184,-0.26060263470168,-0.0490925231624599,0.21500750256516,0.21577529428704
"ZEB2",-0.0879612069831385,-0.0732582655216354,-0.0475430360093826,-0.0137232929603146,-0.010949957745456,-0.0108027622078049,-0.00901508455235423,-0.00766410142352423,-0.00766410142352423,-0.00417000217744271,-0.00155819912534847,-0.00155819912534847,1.55033485638225e-05,0.00169395828418178,0.00250030314518827,0.00250954022405445,0.00726718637454182,0.0146857626347005,0.0147490876870655,0.0154019898259572,0.0165374207988194,0.0615272729550079,0.0616237260658693
"TWIST2",-0.0571552128955554,-0.0414929131030466,-0.0737419795538682,-0.296240771599412,-0.00130617688060944,-0.000951864366702247,0.0035103691190655,0.0126496483335697,0.0126496483335697,0.14804859763472,0.0289697746120234,0.0289697746120234,0.0256052123399121,-0.0291530479842211,-0.000553396765614914,-0.000560218922890199,0.0932522284609565,-0.304876085319273,-0.303545278713684,0.28826598260681,0.0181503889499998,-0.0827162579378685,-0.0831368605118867
"ZEB1",-0.0338295304464186,-0.0549625886591922,0.0350578229367888,0.113722637211359,-0.0471225420219779,-0.0476197256062979,0.0180728078247774,0.0165147007763319,0.0165147007763319,-0.0206063810498875,-0.00839844668670146,-0.00839844668670146,0.0035718395937686,-0.0915721961621965,0.00245074285650654,0.0025547944661049,-0.0817116128427204,0.100836301854061,0.100626575099778,-0.117446646568515,0.0679436085006062,0.00280693098825953,0.00300164791393645
"TWIST1",-0.0326238156736837,-0.00717883154362977,0.0242820724361881,0.324339477625968,-0.133463765716839,-0.133605175096995,-0.0492348646926634,0.0838268138291367,0.0838268138291367,-0.197209193912277,-0.150686387678994,-0.150686387678994,-0.136860192642543,0.150901228609091,0.0164385173313002,0.0165265694982922,0.0197148140343619,0.215078960947683,0.313854357779564,-0.406803796811135,0.132444790841916,0.124724285250372,0.12505391727746
"CDH1",-0.0265636378701374,0.00359892108896064,0.00581236927769662,0.13610351349477,0.0263275948730837,0.025942386860757,0.0122503224868471,0.0113913157706104,0.0113913157706104,-0.0485252493752223,0.00235709190188168,0.00235709190188168,0.000131043464595755,-0.00221430580828459,-0.00474427194164095,-0.00510231355630634,-0.0974732450981502,0.158881253084309,0.158026007400379,-0.132860453205989,-0.0410380915840719,0.0480902874373246,0.049801652323611
"KLF8",-0.0263476551487551,0.00493244158306508,0.00551800822972938,0.135581888653927,0.0268478260869565,0.0263275948730837,0.0130978678593677,0.0109348692597725,0.0109348692597725,-0.0472802162626395,0.00324580199221559,0.00324580199221559,0.000861491797550337,-0.00235709190188168,-0.00550555524778559,-0.00474427194164095,0.00320991468164684,0.158026007400379,0.156235107109962,-0.130667968589226,-0.041627574097644,0.0477177647134384,0.0480902874373246
"miR200b",-0.0195985442073019,-0.101200715526643,-0.0858698161779058,0.178257403120423,-0.0594974030465524,-0.0595009573383598,-0.0633635379926203,0.0189800719226367,0.0189800719226367,-0.135054772496017,-0.0187521079344214,-0.0187521079344214,-0.00619594755289249,0.01877465051423,-0.0846893469136463,-0.0846688942275268,-0.0505162461481445,0.0895130945147894,0.0888697651745347,-0.158362255280919,0.0803552371100396,0.117087062454728,0.117139294002583
"miR200c",-0.00486476951217071,-0.0295825142504049,-0.103042196576668,0.101089572649793,0.0404825563745555,0.0400809214003242,-0.00383495409785777,0.00434889698247308,0.00434889698247308,-0.00941968252289136,-0.00496586122813668,-0.00496586122813668,-0.0114841008550663,0.00510625016575623,-0.0972003066669209,-0.0971048607983635,-0.0364007488543596,0.00253519544164707,0.00201609521537261,-0.106855334147868,-0.0601608364877148,0.102647270559451,0.102877809805155
"miR141",0.0147484504724529,-0.0460536204983589,-0.12123810579885,0.0975192829775541,0.035383340929156,0.0349248372860069,-0.0499335769263718,-0.00190290999587765,-0.00190290999587765,-0.0130469116980722,-0.010161932116944,-0.010161932116944,-0.0149080338310059,0.0102733058528297,-0.0870961919307292,-0.0869996098018319,0.0327575868658882,0.00828969775840535,0.00771735648328223,-0.101140783462964,-0.0541844205281353,0.113828308151235,0.113900351665517
"OVOL2",0.0179028526434336,0.0748265422508683,0.0671369707782958,0.0418096381929553,0.00617663733358499,0.00610857263971406,0.0469176300013098,-0.00326903300281537,-0.00326903300281537,0.0111957257924517,-0.00327160742109722,-0.00327160742109722,-0.00586797747485561,0.00333940550508805,-0.0152708603932744,-0.0152481256049146,-0.0319389157139276,-0.0467802372846889,-0.0468485776918539,-0.0452932464273633,-0.0868219919874881,-0.0730606759925807,-0.073220793558355
"miR200a",0.0195985442073019,0.101200715526643,0.0858698161779058,-0.178257403120423,0.0594974030465524,0.0595009573383598,0.0633635379926203,-0.0189800719226367,-0.0189800719226367,0.135054772496017,0.0187521079344214,0.0187521079344214,0.00619594755289249,-0.01877465051423,0.0846893469136463,0.0846688942275268,0.0505162461481445,-0.0895130945147894,-0.0888697651745347,0.158362255280919,-0.0803552371100396,-0.117087062454728,-0.117139294002583
"miR205",0.0206766164050066,0.0494909267967005,-0.0407481025259667,-0.113917438217308,0.0457328944865743,0.0453761409438134,-0.0167875921018933,-0.0128116386172309,-0.0128116386172309,0.0141484450296536,0.00492586098625457,0.00492586098625457,-0.00323110849022864,-0.00488424659637121,0.00325749962516882,0.00331145931410708,0.062465662806322,-0.0964271947462494,-0.0964148394066834,0.116979327536055,-0.0646838086017464,0.00940331365410579,0.00930693715995722
"TCF3",0.0263476551487551,-0.00493244158306508,-0.00551800822972938,-0.135581888653927,-0.0268478260869565,-0.0263275948730837,-0.0130978678593677,-0.0109348692597725,-0.0109348692597725,0.0472802162626395,-0.00324580199221559,-0.00324580199221559,-0.000861491797550337,0.00235709190188168,0.00550555524778559,0.00474427194164095,-0.00320991468164684,-0.158026007400379,-0.156235107109962,0.130667968589226,0.041627574097644,-0.0477177647134384,-0.0480902874373246
"CLDN7",0.0263476551487551,-0.00493244158306508,-0.00551800822972938,-0.135581888653927,-0.0268478260869565,-0.0263275948730837,-0.0130978678593677,-0.0109348692597725,-0.0109348692597725,0.0472802162626395,-0.00324580199221559,-0.00324580199221559,-0.000861491797550337,0.00235709190188168,0.00550555524778559,0.00474427194164095,-0.00320991468164684,-0.158026007400379,-0.156235107109962,0.130667968589226,0.041627574097644,-0.0477177647134384,-0.0480902874373246
"SNAI2",0.0268957041501863,-0.00345704091390002,-0.10590170810254,-0.137017635861603,-0.025942386860757,-0.0252940051022589,-0.0123461459393952,-0.0115647552812499,-0.0115647552812499,0.0487744475569985,-0.00221430580828459,-0.00221430580828459,-4.69007928520046e-05,0.00233239667826638,0.00510231355630634,0.00485971956729416,0.097601154104135,-0.159695090588843,-0.158881253084309,0.133281824764046,0.0409624806477061,-0.049801652323611,-0.049782922484202
"FOXC2",0.0336654673351258,0.0547812909492686,-0.035062495850782,-0.113550308076876,0.047556263897825,0.0471225420219779,-0.0180538279827376,-0.0165473365609753,-0.0165473365609753,0.0205525682938183,0.00848304222226772,0.00848304222226772,-0.0035450217398768,-0.00839844668670146,-0.00252347328713582,-0.00245074285650654,0.0816705991406626,-0.100626575099778,-0.100558977082653,0.117104095202701,-0.0679807324867074,-0.00282575918948166,-0.00280693098825953
"TGFbeta",0.0391744185835687,0.144017838833113,0.0812581235480226,-0.21512838762675,0.0894227599270924,0.0895236048439635,0.113292219169442,-0.0630955320814871,-0.0630955320814871,0.184327648814049,0.0930566616373885,0.0930566616373885,0.0862940254653843,-0.093307973519723,-0.00523293770212327,-0.105139541873224,0.137423914107691,-0.12241901247772,-0.121325372380609,0.208099638647618,-0.092272368379867,-0.133382003674687,-0.134156875394985
"miR34a",0.0534073077809482,0.242061114853491,0.0569003066985486,-0.403204442464697,0.0980900897421253,0.0985839682971993,0.0723089645596151,-0.124418391607257,-0.124418391607257,0.20693178549952,0.105098952830478,0.105098952830478,0.0920907514224713,-0.105282902780861,-0.025018476622001,-0.025035371673561,0.126503381765459,-0.337679604599691,-0.33582231440105,0.395434252458297,-0.103540379062456,-0.184974476696172,-0.186002058134402
"GRHL2",0.0575544661643843,-0.0286344338057655,-0.0802912539446419,-0.0710974889116768,0.162881052202044,0.162837662230334,0.0091498126401454,-0.0336830481799229,-0.0336830481799229,0.0284354348816953,0.0277553842908244,0.0277553842908244,-0.0712122412615519,-0.0275197777951598,0.0882420542821246,0.088254803939824,0.0492888939299051,0.00799632917553874,0.00803390360180615,0.0772046255758489,-0.0784277078860605,0.0744934988689674,0.0745859325148145
"NP63",0.0610653390428149,0.0212066210785942,0.0340000885370486,0.115131585892961,-0.0480171661853094,-0.148441714766565,-0.0663723471298034,-0.0357922204521179,-0.0357922204521179,-0.0073952671925826,0.029585506994591,0.029585506994591,-0.0341973580487734,-0.0295302038280606,-0.00266890623942249,-0.00273052580705853,-0.0863122576268029,0.131370343026022,0.131224488656001,-0.11663319439217,0.0559172917632116,0.00800875069354637,0.00890792279728013
