"","TWIST2","miR34a","ZEB2","miR141","miR200c","miR200a","GRHL2","TCF3","NP63","miR205","CDH1","OVOL2","TGFbeta","GSC","miR200b","SNAI1","TWIST1","FOXC2","CLDN7","ZEB1","KLF8","miR101","SNAI2"
"TWIST2",-0.0883896747064597,0.00660179200347812,-0.153146626039344,0.0811953320872478,0.116798240475849,0.116798240475849,0.074670313758316,0.135128595000434,0.0627668393634395,0.0628541337509239,0.0171845439411522,0.0577160386744242,0.0182358287182287,0.0182344642867737,0.115408576970122,0.0399195476651719,-0.135064476909158,-0.0620211039029454,-0.0811953320872478,-0.0812255727317502,0.0760363324921341,0.075609646823037,0.093319230788331
"FOXC2",0.262533420525127,0.285720754968663,-0.145639571347405,0.287563484588666,0.307823468757359,0.307823468757359,0.247917026719499,0.0462968883786301,0.138170954987287,0.137655910259719,0.215301581230963,0.101465213172152,0.097352106160465,0.096764835071354,0.238997761404766,-0.124964827018415,-0.0471812957693466,-0.140928786473312,-0.287563484588666,-0.287955854836544,-0.143967536483458,-0.144958584529604,-0.15500882373634
"GRHL2",0.0666362446357041,0.265187407586491,-0.120563418510181,0.253913394320729,0.272798794425793,0.272798794425793,0.123816073759293,-0.0123810991888999,0.0994671288807631,0.09911480231048,0.109354310183845,0.0109890350217562,0.138667813327822,0.138312485911069,0.21863230376824,-0.134946837921108,0.0120516003739394,-0.122691750769598,-0.253913394320729,-0.254171273163528,0.00982482549166956,0.00898411947467937,0.015273910409737
"miR205",0.260073421300551,0.278707572246057,-0.104853502250932,0.279688272304039,0.19152380997748,0.19152380997748,0.248438196222904,0.0435489548466292,0.13726347089868,0.137144553051093,0.171168345573003,0.100011849039173,0.0769261853727092,0.0766167106861515,0.137300221771405,-0.124354480273569,-0.0442943936671061,-0.139840821098811,-0.279688272304039,-0.27994354863601,-0.142576137435902,-0.143548663876855,-0.153381029874163
"miR200c",0.244597814854606,0.262095163693618,-0.0869718260705061,0.272435749910728,0.179070077811587,0.179070077811587,0.2459284130815,0.0684506513693582,0.13717473162169,0.13700057132313,0.11218388928685,0.100582805270327,0.181055003794445,0.180775483750813,0.0942346811059264,-0.133821537704668,-0.0691945471352159,-0.14864475114871,-0.272435749910728,-0.2726408650676,-0.201525786364674,-0.202224608453216,-0.237132922795196
"miR200a",0.244597814854606,0.262095163693618,-0.0869718260705061,0.272435749910728,0.179070077811587,0.179070077811587,0.2459284130815,0.0684506513693582,0.13717473162169,0.13700057132313,0.11218388928685,0.100582805270327,0.181055003794445,0.180775483750813,0.0942346811059264,-0.133821537704668,-0.0691945471352159,-0.14864475114871,-0.272435749910728,-0.2726408650676,-0.201525786364674,-0.202224608453216,-0.237132922795196
"miR141",0.244597814854606,0.262095163693618,-0.0869718260705061,0.272435749910728,0.179070077811587,0.179070077811587,0.2459284130815,0.0684506513693582,0.13717473162169,0.13700057132313,0.11218388928685,0.100582805270327,0.181055003794445,0.180775483750813,0.0942346811059264,-0.133821537704668,-0.0691945471352159,-0.14864475114871,-0.272435749910728,-0.2726408650676,-0.201525786364674,-0.202224608453216,-0.237132922795196
"SNAI1",-0.130263442690734,-0.196393507664116,-0.0776285503622365,-0.105855072858876,-0.0127781931860684,-0.0127781931860684,-0.099865483844204,0.13503653999399,-0.089720495266604,-0.089720495266604,0.15741241607776,-0.0820591650852345,-0.0178456001013255,-0.0178180833424484,0.0260254604373177,0.0717287673414242,-0.134893988683182,0.0825292728488887,0.105855072858876,0.105868430333464,0.19020977041138,0.190083420731621,0.103118428832581
"KLF8",0.146251602759786,-0.0284113261316729,-0.0735071462827659,0.0272189684623569,0.0498335344588795,0.0498335344588795,0.0249542813461577,0.195766705291618,0.0210783697746502,0.0206159420289855,-0.049906166737973,0.0194767728552134,0.20614286823147,0.205435962304335,-0.147353845831685,0.105879642654963,-0.198380451661415,-0.0088969366500189,-0.0272189684623569,-0.0274420602957329,-0.126273612523842,-0.125513666167114,-0.146242772641634
"CDH1",0.145795398380224,-0.0285013923568385,-0.0735071462827659,0.0274420602957329,0.0504428374756725,0.0504428374756725,0.0251003710127486,0.198380451661415,0.0211554113771156,0.0210783697746502,-0.149391664989804,0.0195909414052728,0.206189925129397,0.20614286823147,-0.146772545078805,0.105694814955451,-0.199033838115598,-0.00908213289830136,-0.0274420602957329,-0.027458103677036,-0.125513666167114,-0.124863412212212,-0.146206108454165
