"","miR200a","TGFbeta","CLDN7","ZEB1","SNAI2","miR34a","SNAI1","KLF8","TWIST2","TWIST1","FOXC2","TCF3","miR205","NP63","OVOL2","miR101","miR141","GRHL2","GSC","miR200b","ZEB2","CDH1","miR200c"
"TWIST2",0.0680985556856391,-0.0416192374699673,-0.115138716020599,-0.115151092085075,-0.115065695928994,-0.113579166898898,0.126646152378612,-0.118753138475642,-0.0759487216431308,0.199050987747401,-0.0064347202941551,-0.198979745423761,0.0231933402386433,0.0231591071455121,0.071498778127552,0.118972129898478,0.115138716020599,0.118627962323603,0.0417957949002517,-0.153583407527366,-0.257028689094282,-0.0978407053481955,-0.0680985556856391
"miR141",0.136060080674486,-0.0521128765768456,0.0201497141307045,0.0201878802806774,0.108536082175827,0.0370350333932969,-0.181606292042785,0.13284162325896,0.0676626638507591,-0.00819178058906509,-0.0416756925363879,0.00801874718030694,0.0388790932144219,0.0384810125319979,0.00979432788006693,-0.132992914638954,-0.0201497141307045,-0.0142463922980981,0.0520549272995071,-0.0687320558272239,-0.256811101981553,-0.0958809785679343,-0.136060080674486
"SNAI1",0.0277825778980449,-0.0689624692237949,-0.131811483978931,-0.131762300676547,-0.185045882548117,-0.255190460092126,0.209111739972531,-0.292555611863992,-0.013508039531416,0.270628814316888,0.14590396918526,-0.270655893956576,0.0172590852756262,0.0171941502106911,0.0952300666933341,0.292540325112614,0.131811483978931,0.133582727647982,0.069191385239134,-0.172241726001435,-0.214133315040835,0.13153424207958,-0.0277825778980449
"miR205",0.127349071394823,0.0454629914270927,0.0502477618238492,0.0500185721243423,0.0655987027463192,0.0340356688839429,-0.0358798422271643,0.0568980402364,-0.033607251811471,-0.0868275791978578,-0.0875082617803037,0.0874247539435437,-0.0537542010585409,-0.0532289805650318,-0.0388674374326368,-0.0559505466510693,-0.0502477618238492,-0.0495400937225149,-0.045424902234901,-0.072402864842364,-0.195916408285503,-0.122729212691104,-0.127349071394823
"NP63",0.0586674159661401,0.10027886841013,-0.0144563428399976,-0.0145462528960133,0.0428193409581534,-0.016216982124947,0.0240322835174677,0.0237399529587015,0.0341292450192138,0.0818382927563863,-0.0288303825178614,-0.0814859983549502,0.316796805906461,0.21683442413518,-0.0792171044873784,-0.0231697462587728,0.0144563428399976,0.162395141162998,-0.100292561647383,0.0363830181752965,-0.184676752650974,-0.117806217604512,-0.0586674159661401
"GSC",0.0397121201505589,-0.0149474620123048,-0.0614804371811893,-0.0615171189308122,0.0556092286533649,0.0811239097385413,-0.273428697830669,0.211607364907508,0.0124505593480679,-0.135072806085239,-0.0473999277428628,0.135016902686312,0.011936401747571,0.011857856181564,0.0555478405659734,-0.211569365063405,0.0614804371811893,0.0662172725220333,0.0149401275421286,-0.0808040373694074,-0.139545710173436,-0.0805124301020269,-0.0397121201505589
"GRHL2",-0.0711826060557969,0.0319455539500984,-0.110535077097999,-0.110350129274248,0.0514232756200022,-0.117705494044966,0.0850092473108923,0.0431921931223128,0.0621677998521781,0.0622663419788457,0.0291869340684382,-0.0625698277294672,0.255028538886304,0.254676212316021,-0.0535134607661872,-0.0436437975063086,0.110535077097999,0.151253619936783,-0.0316234865099525,-0.0929692045445311,-0.108132356898271,0.0620194816741608,0.0711826060557969
"TWIST1",0.0649870427362061,0.0278075985299358,0.0164932612368333,0.0165109075625104,0.0144707405837432,0.124835111551485,-0.244383738509324,0.124439661417905,-0.061272834111857,-0.20551813270158,-0.205351339915536,0.105414380465189,0.0103983378176617,0.0101822957090907,0.0149124279224882,-0.12457908281909,-0.0164932612368333,-0.0141944765622138,-0.0280611010320588,-0.0093829005597505,-0.0889862504951467,-0.128939682920446,-0.0649870427362061
"FOXC2",0.0128167691859568,-0.0122442035161567,-0.0230162637972502,-0.0227981858588307,-0.0572114605626233,-0.0136505019893618,0.0394090411629787,-0.0521093858124209,0.0330647099926683,0.0837427131414224,0.0832460530672043,-0.0842440651017649,0.0451686689037849,0.0444774246641535,0.0318373555778367,0.0513476994902533,0.0230162637972502,0.0257215632148295,0.0121693020278967,-0.0342214606606923,-0.0823006331258066,0.0658779126326068,-0.0128167691859568
"TCF3",0.0173243333777255,-0.00127993255409594,-0.0177789358370641,-0.0176948192441519,0.0174013317784898,-0.0119030717580977,0.00714443839783857,0.00786638899966692,0.0272461459821309,0.0717350571929143,-0.0262449156659793,-0.0718318626140179,0.00583333333333333,0.00600674373795761,0.0149398611844583,-0.00752366809369166,0.0177789358370641,0.0186258970256439,0.00191433530921648,-0.0179498105878853,-0.052877778487048,-0.202518421970586,-0.0173243333777255
"CLDN7",0.0173243333777255,-0.00127993255409594,-0.0177789358370641,-0.0176948192441519,0.0174013317784898,-0.0119030717580977,0.00714443839783857,0.00786638899966692,0.0272461459821309,0.0717350571929143,-0.0262449156659793,-0.0718318626140179,0.00583333333333333,0.00600674373795761,0.0149398611844583,-0.00752366809369166,0.0177789358370641,0.0186258970256439,0.00191433530921648,-0.0179498105878853,-0.052877778487048,-0.202518421970586,-0.0173243333777255
