"","GRHL2","miR141","ZEB2","miR101","SNAI2","CDH1","miR200a","NP63","miR205","FOXC2","TCF3","TWIST1","SNAI1","TGFbeta","GSC","miR200b","miR200c","TWIST2","KLF8","ZEB1","CLDN7","miR34a","OVOL2"
"ZEB2",-0.119169200577568,-0.116691928017743,-0.115193388660697,-0.10885985255128,-0.0994921553021351,-0.0934035084861981,-0.0470518596032435,-0.0429601813109663,-0.0429136985096028,-0.0328534128637782,-0.0114639501968088,0.0115889765822473,0.0222501682638053,0.0483988269902446,0.0488773076755127,0.0548268245540344,0.0567924420007989,0.0589073638150762,0.108618222593142,0.116554204892779,0.116691928017743,0.122439905592911,0.181220466246123
"FOXC2",-0.241657892529408,-0.236102701990358,-0.107555435968755,-0.00283011546237067,-0.00566474496011644,-0.227314082971289,-0.187421694702947,-0.0814289827946279,-0.0820117965652975,0.0134019495109544,-0.101348682806029,0.10094309470328,-0.0292072432617344,0.152049539658133,0.152955956218961,0.244530364678205,0.262368357096632,-0.129822659609929,0.0026914714351896,0.235854866828373,0.236102701990358,0.237715977347471,0.281528940148143
"ZEB1",-0.24137271675915,-0.235854866828373,-0.107335591399623,-0.00287567187517055,-0.0058505831550776,-0.227176028891949,-0.187303513604011,-0.0810553766330001,-0.0814289827946279,0.0137944985120152,-0.10094309470328,0.100847545838148,-0.0295637048960756,0.151898836337858,0.152049539658133,0.24447308317295,0.262198255431218,-0.129615916607385,0.00283011546237067,0.135955299187406,0.235854866828373,0.237467704859243,0.281110427297635
"OVOL2",-0.206798421352878,-0.201557334300811,-0.074506131407903,0.122075940621155,0.2106612094919,-0.182514382120934,-0.173488399841242,-0.257421800245784,-0.257999809947704,-0.22863064747474,-0.0336610632711335,0.0335063981391286,0.248136163187908,0.349504385351357,0.350127180765819,-0.0132439763540751,0.230024080347862,-0.235743187490895,-0.12215380601273,0.201615078159922,0.201557334300811,0.243449248800539,0.348220165534872
"GSC",0.248785048423591,0.246720609061581,-0.0658408423980646,-0.203465921308742,-0.140959136538036,0.0853020076389981,0.17199128269074,0.053453914714636,0.0539500928023389,-0.140163024834535,0.116686524940738,-0.116391035546411,0.127806449692729,-0.128419153065672,-0.129052973530066,-0.0399793657727557,-0.0984955499356863,0.106108599072404,0.203687099888523,-0.24657460604499,-0.246720609061581,-0.0891554025168608,-0.292404280031641
"TWIST2",-0.221411395830739,-0.218118471559905,-0.0624018987726074,0.0841308265831547,-0.0132764926946707,0.0691558577547792,-0.0837677209105755,-0.0464623101884369,-0.0468012178104351,0.0992685900070028,-0.0575565830176319,0.057357104511441,-0.180097947421621,0.0756244367667805,0.0762436157610853,0.0950696425849508,0.136913883259008,0.0296720600291098,-0.0843098433811873,0.217966407393777,0.218118471559905,0.039234947283215,0.253065426921655
"TGFbeta",0.162685856230012,0.161050620968602,-0.0518060524318146,-0.0774114164610331,0.0614075123873511,0.0218707937962654,0.113921825182223,0.0290766252753176,0.0292101766517144,-0.134856347588627,0.0498641733941671,-0.049630470219888,0.203727893023425,0.0254984239488715,0.124979316899876,-0.12728555992672,-0.0554339633628357,-0.0948016526179315,0.077698790691528,-0.160750590605323,-0.161050620968602,0.0636162692431011,-0.196662998825469
"TWIST1",0.219449740222495,0.215413409692656,-0.0493157455483021,-0.142505875566739,-0.175876475946424,0.118633009288237,0.147611097809431,0.048295233503298,0.0487469579121282,-0.0924399612966716,0.0816165994555236,-0.181468732094997,0.0931964420343881,-0.114687739564303,-0.115164976042341,-0.000722082157536594,-0.090407601678264,0.175661730345188,0.142628367226352,-0.215421183948024,-0.215413409692656,-0.0908324909573015,-0.255627844461493
"miR101",0.230790581615011,0.227240654083194,-0.0391025708372179,-0.183822642293977,-0.116098062931459,0.0830154754012156,0.140716139394092,0.058237280792136,0.0586598086107377,-0.0129251899336483,0.194468950094002,-0.194232161686814,0.118671226281389,-0.11255069661352,-0.113011839073002,-0.0448391263376737,-0.0913177066387436,0.0653821265830833,0.0839263188232056,-0.22716484906688,-0.227240654083194,-0.076263520740136,-0.267229136244591
"miR141",-0.280557086808505,-0.281650032735883,-0.0383043702670184,0.0170946983527407,-0.10708698433848,-0.171850609591364,-0.130636776815276,-0.0850155287690841,-0.0852998721136727,0.107673044413266,-0.0673673046907887,0.0669251082017401,-0.167111219676761,0.0166924234384403,0.0171219298469486,0.14425715322409,0.162729043479359,-0.00909140070178903,-0.0173108288955886,0.281308322937003,0.281650032735883,0.153033951586179,0.322693332523232
"SNAI1",0.0838512744914091,0.0806989105981819,-0.0336169391665246,-0.198074535787207,-0.178438091661346,-0.127720048403955,0.0619054683159214,0.0134256317219172,0.0136669941330909,-0.00216714550882725,0.153269205532661,-0.15325745399091,-0.0213539466067678,-0.0548001997395802,-0.0549202196453207,0.0483089063732159,-0.0156679516268608,0.0640217232444141,0.198017444450427,-0.0808029135939624,-0.0806989105981819,0.0740653325225044,-0.111966452147999
"KLF8",-0.120362479281477,-0.121130178110216,-0.0278774943106046,-0.174567821746945,-0.309495067423801,-0.224426446117534,-0.0508067794892147,-0.0230721705621178,-0.0204710144927536,0.17822674173537,0.0282914401164691,-0.0276622048792958,-0.238116283943226,-0.16879929130971,-0.17048499005903,0.288215948342778,0.0745699111739488,0.312135263438158,0.174701929927544,0.120424330178387,0.121130178110216,-0.0147422352570714,0.130539645771383
"CLDN7",-0.120362479281477,-0.121130178110216,-0.0278774943106046,-0.174567821746945,-0.309495067423801,-0.224426446117534,-0.0508067794892147,-0.0230721705621178,-0.0204710144927536,0.17822674173537,0.0282914401164691,-0.0276622048792958,-0.238116283943226,-0.16879929130971,-0.17048499005903,0.288215948342778,0.0745699111739488,0.312135263438158,0.174701929927544,0.120424330178387,0.121130178110216,-0.0147422352570714,0.130539645771383
"TCF3",0.120362479281477,0.121130178110216,0.0278774943106046,0.174567821746945,0.309495067423801,0.224426446117534,0.0508067794892147,0.0230721705621178,0.0204710144927536,-0.17822674173537,-0.0282914401164691,0.0276622048792958,0.238116283943226,0.16879929130971,0.17048499005903,-0.288215948342778,-0.0745699111739488,-0.312135263438158,-0.174701929927544,-0.120424330178387,-0.121130178110216,0.0147422352570714,-0.130539645771383
"SNAI2",0.119464768210246,0.119678312947795,0.0280849260483602,0.174949031318779,0.209073298479863,0.124328951156424,0.0496417068984946,0.0241337629207679,0.0239709892575466,-0.174342538543003,-0.0278375036840767,0.0280415297994194,0.236112008076764,0.168596987902668,0.168518995874229,-0.287344923324546,-0.0740483054989903,-0.310545939585713,-0.174706930801974,-0.119330210542958,-0.119678312947795,0.0145636938977066,-0.130067117192691
"CDH1",0.120028096266835,0.120424330178387,0.0282604739815093,0.174706930801974,0.309110617229481,0.124472874452083,0.0502356905989105,0.0239709892575466,0.0230721705621178,-0.175448798011133,-0.0276622048792958,0.0278375036840767,0.236645876911559,0.168518995874229,0.16879929130971,-0.287652397231207,-0.0743215193517719,-0.310907020877798,-0.174567821746945,-0.119678312947795,-0.120424330178387,0.0144402485021045,-0.130579255268342
"miR34a",-0.13836808278581,-0.135082127440223,0.037022801791016,0.00115168766600628,-0.0830682130996504,-0.0628474146600204,-0.135164712222803,-0.0345990432182536,-0.0346898714582673,0.0355895787654376,-0.0633430874384373,0.0632698665870284,-0.0753300777288254,0.0611024308190337,0.0613661143023106,0.0987231378006446,0.106907192741222,-0.0149448023072416,-0.00114496517061599,0.134999076298329,0.135082127440223,0.0284443359138118,0.180070524422069
"miR200c",0.280557086808505,0.281650032735883,0.0383043702670184,-0.0170946983527407,0.10708698433848,0.171850609591364,0.130636776815276,0.0850155287690841,0.0852998721136727,-0.107673044413266,0.0673673046907887,-0.0669251082017401,0.167111219676761,-0.0166924234384403,-0.0171219298469486,-0.14425715322409,-0.162729043479359,0.00909140070178903,0.0173108288955886,-0.281308322937003,-0.281650032735883,-0.153033951586179,-0.322693332523232
"miR200b",0.217675655376137,0.212407989684894,0.0476567536267858,0.0455142084662038,-0.0708553789445255,0.159447609474346,0.086248024455509,0.0694392319089523,0.0698515297586058,0.165835401522559,0.0172978903122337,-0.0171071098871926,-0.175776082052579,-0.201271183569344,-0.201589336464536,-0.0608648425546469,-0.127433555553379,0.112284392786081,-0.0455808487169152,-0.212416694245414,-0.212407989684894,-0.230221771781549,-0.249696634191922
"miR200a",0.170005536855281,0.159337426502128,0.0539852216828717,0.0203355218621194,-0.104547116188878,0.0559899719736007,0.052767870052444,0.0549995799093371,0.055326574755614,0.153031884021648,0.0134991915415427,-0.013515459639802,-0.168986798143385,-0.1703991098293,-0.170918380804666,-0.0684401873517999,-0.100698863035748,0.123529479876634,-0.020405764288545,-0.159418892260842,-0.159337426502128,-0.184722994857795,-0.185085240459557
"miR205",0.204876109662537,0.195184229458852,0.0565461755904127,-0.0200627650634392,-0.0216639726891973,0.0945433793418034,0.0732109761244227,0.0645924499657169,0.06495911332911,-0.0472328225187868,0.0983718886826657,-0.0982195061613528,0.0544815715834804,-0.0845241350893435,-0.0853271822247188,-0.111816390539115,-0.121719800620239,0.133508054758463,0.0201616448431501,-0.195053796296531,-0.195184229458852,-0.1973707629224,-0.224817906251238
"GRHL2",0.13307173996441,0.22063670517054,0.0976374530855414,-0.00407262097540314,-0.0332645093389255,0.19194513590727,0.182799087755822,0.0867156281961144,0.0871651483030273,0.104365258285839,0.0371522262241116,-0.0369325603474713,-0.0656739906423708,-0.23460757756397,-0.23522898479358,-0.16848310222178,-0.246795274845535,0.0863504239997352,0.00428301755975984,-0.220540410022636,-0.22063670517054,-0.235233792931271,-0.334067891844436
"NP63",0.162137379100451,0.107691563927816,0.0986808716171224,-0.197619099156007,-0.281307221718482,-0.0377817218948747,0.0381795345682869,0.0550165926396487,0.155736713017981,0.18557959184137,0.071169521563699,-0.0710864967684561,-0.204889512687129,-0.167086701171106,-0.167538578000437,0.0730096674640247,-0.105025478515581,0.302263237258756,0.19780551288483,-0.107894794582734,-0.107691563927816,-0.156749553379377,-0.249552089853393
