"","TWIST2","ZEB2","KLF8","TCF3","SNAI1","OVOL2","CLDN7","ZEB1","GRHL2","FOXC2","miR200a","GSC","NP63","miR205","TGFbeta","CDH1","miR200b","miR141","miR200c","miR34a","TWIST1","miR101","SNAI2"
"TWIST1",0.111310523870348,-0.107712907538714,0.179685023290246,-0.223209453525483,-0.25052754688814,0.0490266702528244,0.00951108570897773,0.00959808332857478,0.00879434450734864,0.0330636861347199,0.0576571109562774,-0.00403951066484498,0,0,0.00403042343052907,0.0734985987415348,-0.0865722021652056,-0.00951108570897773,-0.0489012143974516,0.104795734949463,0.123161253667632,-0.179617304323957,-0.152674160797676
"ZEB2",-0.0928192641853021,-0.0906826757305174,-0.066555000775367,-0.0413186372648247,-0.040646745121998,-0.0217706519553187,-0.00655433973061515,-0.0065162878868192,-0.00577415212237665,-0.00400384429480064,-0.00301683701303793,-0.000888149841569565,0,0,0.00088876564682731,0.00421983410028579,0.00441576237093645,0.00655433973061515,0.00790769777356487,0.0297505987766104,0.041304023791202,0.0665917921681698,0.0710005060151726
"GRHL2",-0.0791079930240688,-0.0378780104729515,-0.06836563231014,-0.0701431594892666,-0.0202425687202028,0.0141540446654562,-0.116827131755731,-0.117026927810906,-0.0380120643826616,-0.0364512040662264,0.121812159408463,-0.10091630569064,-0.0255409753580788,0.0256364332958402,0.100996683967441,-0.0304997435026551,-0.0749219750320484,0.116827131755731,0.101883301250572,0.119908088184518,0.0705073423900123,0.0680566398368797,0.0683979233967365
"TGFbeta",-0.0653344456616484,-0.0335477238097084,0.166914880642581,-0.25425785289207,-0.298998239144275,-0.0218139454119926,-0.0294733052786371,-0.0295009238541019,-0.0289028443364828,0.0268392395431268,0.0311964747346387,-0.015602412954273,0,0,-0.0843693510974553,-0.0132117476314467,0.0311851710082764,0.0294733052786371,0.00228471299147144,0.201573231830917,0.254511976732062,-0.167182865768367,-0.0459568269812313
"miR200c",-0.0549619678660085,-0.0167432530397583,0.0721914375719085,-0.171550919449656,-0.172495440810839,-0.0761015180489103,-0.014252497075481,-0.0143638708113668,-0.0126049172619696,-0.00833997155352732,0.0154970585106778,-0.0949046377381845,0,0,0.0949534969328032,0.0261032008583219,-0.0267939655453531,0.014252497075481,0.000873206129349327,0.12899006382902,0.171815645775876,-0.0724147724661846,0.0288214580760803
"miR141",-0.0549619678660085,-0.0167432530397583,0.0721914375719085,-0.171550919449656,-0.172495440810839,-0.0761015180489103,-0.014252497075481,-0.0143638708113668,-0.0126049172619696,-0.00833997155352732,0.0154970585106778,-0.0949046377381845,0,0,0.0949534969328032,0.0261032008583219,-0.0267939655453531,0.014252497075481,0.000873206129349327,0.12899006382902,0.171815645775876,-0.0724147724661846,0.0288214580760803
"CDH1",0.019264828105753,-0.00486708858132925,0.00565726517322701,0.0599311501391191,-0.00652412318483914,0.0194606006511635,0.00712304362116165,0.00702357465708278,0.00647873978384776,0.0198417324485951,-0.00198441270470303,0.00174266668783401,0,0,-0.00168742598157135,-0.0949909572572394,0.00140872231504731,-0.00712304362116165,-0.00587466250387144,-0.00381505665931549,-0.0598514688642188,-0.00559579838147003,-0.00628428561454857
"KLF8",0.019699976898566,-0.00446852252846915,0.00579137335382602,0.0595439284547048,-0.00667609262665949,0.0191926540540853,0.00670246065660034,0.00712304362116165,0.00610539952478208,0.019465365879505,-0.00138784773007296,0.0016157861368099,0,0,-0.00174266668783401,0.00492281869288326,0.000883628759646246,-0.00670246065660034,-0.00598293586225626,-0.0036561162619645,-0.0599311501391191,-0.00565726517322701,-0.0060485872665321
"OVOL2",-0.0878250235366108,-0.00312710567491388,-0.0496704078776144,-0.101198382072069,-0.121083007850668,-0.100945080685872,-0.0132704924228372,-0.0132817694588518,-0.0169075493814768,-0.00867533792211007,0.00979613218344186,-0.00291439168560676,0.0240834337367673,-0.0241428552949085,0.00291025808772316,-0.0563080301250976,0.00274983445144851,0.0132704924228372,0.00717395099090345,0.0836372914737574,0.101245141298024,0.0495969292686632,0.0655358796151836
"miR205",-0.0472647535399266,-0.000981463451603906,0.0138133440839377,0.00633857473491768,0.0929792542273961,-0.0708751290580751,-0.00449497923687072,-0.00461485352414666,-0.00377322892057473,-0.0946568301288669,0.003356651363593,-0.000879427736013897,0,0,0.000915929878530958,0.0453218593164008,-0.00901661687236027,0.00449497923687072,0.00172172784819107,-0.00105642714396073,-0.00619854755317063,-0.0139147271492109,-0.0378538102205829
"ZEB1",0.0570771286691082,0.000608295867520562,-0.00234658632894258,0.00825635761753245,-0.0750080034085764,0.0771467588466081,0.0111248593093955,-0.0889455796754469,0.00862338195337457,0.0941694246383054,-0.00769359279571593,0.00743679405173211,0,0,-0.00741644109952496,0.00507531861934765,0.0145226964484312,-0.0111248593093955,-0.00723643214190875,-0.0088721282361891,-0.00818364433023084,0.00229956035443947,0.0260796562687551
"FOXC2",0.0571248385927723,0.000691589447100005,-0.00209839640374189,0.00798596554903313,-0.0750830728123648,0.0770273745172035,0.0109348381817668,0.0111248593093955,0.00845454278873183,0.0940457818376271,-0.00752596353822948,0.0073792610245179,0,0,-0.00743679405173211,0.00502016226140791,0.0144110402605752,-0.0109348381817668,-0.00718302813067413,-0.00876694875841743,-0.00825635761753245,0.00234658632894258,0.0260931957375047
"GSC",-0.0328747672719719,0.000945174830697551,-0.243808141895113,0.340082786561461,0.292718819904588,-0.0606133295290129,-0.0407383671545903,-0.0407789101410156,-0.0416781367335594,0.0353997766541468,0.0225570738749616,0.00579820949370828,0,0,-0.00579759828786026,0.0199213209892304,-0.0121935172022054,0.0407383671545903,0.00930422323396537,-0.0954587061138779,-0.340165843039866,0.2439231157824,0.119606800485164
"TCF3",-0.019699976898566,0.00446852252846915,-0.00579137335382602,-0.0595439284547048,0.00667609262665949,-0.0191926540540853,-0.00670246065660034,-0.00712304362116165,-0.00610539952478208,-0.019465365879505,0.00138784773007296,-0.0016157861368099,0,0,0.00174266668783401,-0.00492281869288326,-0.000883628759646246,0.00670246065660034,0.00598293586225626,0.0036561162619645,0.0599311501391191,0.00565726517322701,0.0060485872665321
"CLDN7",-0.019699976898566,0.00446852252846915,-0.00579137335382602,-0.0595439284547048,0.00667609262665949,-0.0191926540540853,-0.00670246065660034,-0.00712304362116165,-0.00610539952478208,-0.019465365879505,0.00138784773007296,-0.0016157861368099,0,0,0.00174266668783401,-0.00492281869288326,-0.000883628759646246,0.00670246065660034,0.00598293586225626,0.0036561162619645,0.0599311501391191,0.00565726517322701,0.0060485872665321
"SNAI2",-0.0194787744014793,0.00471342467236679,-0.00559579838147003,-0.0598514688642188,0.00657710933274619,-0.0193980956104344,-0.00702357465708278,-0.00701963258159718,-0.00639031867116788,-0.0197462555094585,0.00175968731726154,-0.00168742598157135,0,0,0.00169733657082052,0.0949977325336399,-0.00118061732867876,0.00702357465708278,0.0059837615508866,0.00378621427716546,0.0598106636411502,0.00570054674260908,-0.0938330988160691
"TWIST2",0.0702134920809054,0.00915232538386977,-0.130314827907183,0.321404666253355,0.258560194235988,0.0987458126439697,0.0902768811906986,0.0903333806154807,0.0882573189494813,-0.037332411031968,-0.0508580432173354,0.0147035257911663,0,0,-0.0147250838081562,-0.0911439562896997,0.0445768802595077,-0.0902768811906986,-0.0430414435799569,-0.154256343644715,-0.321619818070746,0.130575531981988,0.016372595355973
"miR200b",-0.00338559170223736,0.0105798797899493,-0.069642927765456,0.163575542523489,0.218126435523111,-0.0732755617653523,-0.00249815730272926,-0.00258631887722802,-0.00135282211636478,-0.0261270541770971,-0.00297434967734998,0.0862173364460367,0,0,-0.086205973842637,-0.0313653732761742,-0.0232667696784973,0.00249815730272926,0.00499127161677082,-0.0186053361434916,-0.163556316589182,0.0696051049204576,-0.0541535095858258
"miR200a",-0.00338559170223736,0.0105798797899493,-0.069642927765456,0.163575542523489,0.218126435523111,-0.0732755617653523,-0.00249815730272926,-0.00258631887722802,-0.00135282211636478,-0.0261270541770971,-0.00297434967734998,0.0862173364460367,0,0,-0.086205973842637,-0.0313653732761742,-0.0232667696784973,0.00249815730272926,0.00499127161677082,-0.0186053361434916,-0.163556316589182,0.0696051049204576,-0.0541535095858258
"miR101",0.0269052931965065,0.012571914955582,-0.340257664580727,0.248854717276514,0.260562940967051,0.112826475997076,0.116837582289762,0.116921297394736,0.115011394939352,-0.107682679255722,-0.0650706675377682,0.0230226160425977,0,0,-0.0230620227618626,0.0167262317086987,0.0798249381980178,-0.116837582289762,-0.054639548384075,-0.162490129398511,-0.249102417591868,0.240506222413622,0.130679844699998
"miR34a",-0.0372473644027258,0.0724996481109413,-0.0496938357917317,0.0220625635731503,0.107520282322086,-0.081026613994274,-0.0686439317463954,-0.0687269828882891,-0.0685261111320815,-0.103549753910313,0.0523578218116088,-0.0253842458842055,0,0,0.0254156224085313,0.0197497441856227,-0.0400176373694037,0.0686439317463954,0.109966026909847,-0.0210964514058434,-0.0219783202279809,0.0496669458101706,-0.0219733607419655
"NP63",0.0490121459233602,0.0752023462874037,0.0221272066583215,0.0860101607678079,-0.00609269344256831,-0.0104543066986404,0.103592282618826,0.10333748091291,-0.0530019844782853,0.0358276337361222,-0.0924952464696373,0.00858946216021601,0.0215802590359401,-0.12148890048048,-0.00850559108204474,-0.0884573765425317,-0.015819860988454,-0.103592282618826,-0.0451001469282551,-0.101402172584907,-0.0857072324608406,-0.0223410341707947,-0.0296939530377056
"SNAI1",0.00878067060836124,0.116907392882387,-0.26989012507412,0.269671669910199,0.202980525046382,0.108883376047978,0.113340983835088,0.113379048777122,0.112364642593768,-0.131994336740639,-0.114823305707784,0.0156340268999435,0,0,-0.0156576405724551,0.11338722688433,0.125393754119056,-0.113340983835088,-0.000659704242269553,-0.244343413873777,-0.269825461826161,0.270036441123025,0.148173772311611
