"","miR200a","CDH1","miR200c","TGFbeta","miR34a","GRHL2","KLF8","SNAI1","NP63","miR205","TCF3","TWIST1","TWIST2","FOXC2","miR101","SNAI2","miR141","CLDN7","ZEB1","OVOL2","GSC","ZEB2","miR200b"
"miR141",0.0102626180486888,0.0903599208826032,0.240960723292625,0.024097706423138,-0.119480261350315,-0.215781877872457,-0.0391953497962707,0.118652019788211,-0.0749942848816461,-0.0747739187895899,0.00300697097183869,0.00340184208413293,-0.0802346708700538,-0.102946685995958,0.0390350529769919,-0.000213013983498636,0.226596738142895,0.226596738142895,0.226547412299947,0.257406406805289,-0.0245794808072849,-0.260938320662898,0.00521320824811243
"TWIST1",0.0522200212835527,-0.0416944455068538,0.164833836137186,-0.0331145082106925,-0.0829134119701629,-0.108758086377843,-0.0130175319933135,0.00159192293813283,-0.030208047066725,-0.03040052094527,0.0860089433336071,-0.0135572579457315,0.040720533946863,0.119737625153332,0.0129528006284775,0.0768260907142653,0.109868518608572,0.109868518608572,0.10969859559838,0.150927645153506,0.032790187951487,-0.244225463208558,-0.00479521362587925
"miR200c",0.233400720276631,0.0480962584449477,-0.0337600914116077,0.0389700500370336,0.147907079444011,0.24299901481193,0.0494033932282568,-0.10325753376978,0.0823853163868899,0.081909041284704,-0.00487448781904217,-0.00526344325924212,0.0707216896745063,0.0820014063582749,-0.0491998703004084,-0.0228238589889034,-0.258316329776678,-0.258316329776678,-0.258346907335428,-0.29055019201077,-0.0383962385653492,-0.198268623519304,-0.207815836895362
"miR200b",0.233400720276631,0.0480962584449477,-0.0337600914116077,0.0389700500370336,0.147907079444011,0.24299901481193,0.0494033932282568,-0.10325753376978,0.0823853163868899,0.081909041284704,-0.00487448781904217,-0.00526344325924212,0.0707216896745063,0.0820014063582749,-0.0491998703004084,-0.0228238589889034,-0.258316329776678,-0.258316329776678,-0.258346907335428,-0.29055019201077,-0.0383962385653492,-0.198268623519304,-0.207815836895362
"GSC",0.171261286757265,0.0374044542066284,0.0106369359061804,0.0825456001101869,0.0444573359523947,0.141886107016425,0.0461334471362919,-0.0718018819819669,0.0367266285635831,0.0362266189848555,0.028418847427386,0.0287957960601486,0.0584323285459385,0.13761804348465,-0.0458352945133283,0.0920228879353527,-0.150952030927039,-0.150952030927039,-0.151156676477567,-0.192121019894801,-0.082442306321872,-0.195264999932559,-0.133200639632384
"miR101",0.171349753478676,0.044333676416084,0.00733344345904306,0.0888280677784428,0.0767572476037054,0.143331739575181,-0.103866873727097,0.0138854589728864,0.0536789033813995,0.0532091364277989,0.0143826192662104,0.01469797341219,0.0523794630046348,-0.00976123428257712,0.00401441340330724,0.09887363617848,-0.154627701851752,-0.154627701851752,-0.154817214392538,-0.217610273750466,-0.0888398059501387,-0.174159204060815,-0.134385660539512
"miR200a",0.2137709847877,0.0282251235083845,-0.0507222821551933,0.217873635330941,0.234686054778083,0.241198941419843,-0.105754202711739,0.0669260346319149,0.081587610831564,0.0811113357293781,0.0176294060626452,0.0176279271446216,0.153146352095252,-0.0981819505517558,0.105746998360311,0.1261640999933,-0.255975656006746,-0.255975656006746,-0.256104885251391,-0.286698978223805,-0.217792960846803,-0.156279873596977,-0.134400570015276
"ZEB1",-0.203676265756648,0.0625306927135308,0.292924855919184,-0.158124479647039,-0.253317225873266,-0.247763666734422,0.0717575584506569,0.0808561215936692,-0.0969820313377496,-0.096585434027714,-0.0149799177990737,-0.015177625828183,-0.230908170345073,-0.0627132190237456,-0.072019875214682,-0.124026212718092,0.275480469418819,0.275480469418819,0.175606168923383,0.31578128790955,0.157964628932513,-0.125120001179763,0.173313384571444
"OVOL2",-0.202192445718267,-0.110877990540825,0.267394332549864,-0.308854970143842,-0.234708108413581,-0.0630961487215819,0.113585562340224,-0.0737249652269081,-0.314527669511434,-0.314258651911849,-0.0195337038276997,-0.0193844339909973,-0.149053293501928,0.100519862770142,-0.113445185296257,-0.110710795504929,0.256317582900974,0.256317582900974,0.256350327065787,0.34479167480866,0.308856348009804,-0.0832358233263658,0.0334010936153575
"TCF3",0.0704852241730659,-0.0839015897622021,-0.0207277284364256,0.041520903429448,0.0313161635076251,0.0840394450969272,0.0109121637264435,-0.0570719436687123,0.0298060651755047,0.0278985507246377,0.0330892533499718,0.0357998051408721,0.0128531849903815,0.0523669718520747,-0.00991380282642858,0.0204536041695442,-0.0883615605849413,-0.0883615605849413,-0.0894989632108419,-0.141607192476326,-0.0420284256335445,-0.0467808477720558,-0.0382299996956925
"CLDN7",0.0704852241730659,-0.0839015897622021,-0.0207277284364256,0.041520903429448,0.0313161635076251,0.0840394450969272,0.0109121637264435,-0.0570719436687123,0.0298060651755047,0.0278985507246377,0.0330892533499718,0.0357998051408721,0.0128531849903815,0.0523669718520747,-0.00991380282642858,0.0204536041695442,-0.0883615605849413,-0.0883615605849413,-0.0894989632108419,-0.141607192476326,-0.0420284256335445,-0.0467808477720558,-0.0382299996956925
"SNAI2",0.0708304073147455,0.0157431906129625,-0.021714245311483,0.0419932730757699,0.0319596084937036,0.0848034469370572,0.0106416990446033,-0.0572675928362075,0.0303717726270899,0.0301655926536763,0.0350295528168349,0.034775653651075,0.0130429078749967,0.0526356968944433,-0.0103954363412632,-0.0788034588021599,-0.0895085892396237,-0.0895085892396237,-0.0894864793379871,-0.142861854411403,-0.0415188574773642,-0.0462733887136918,-0.0385844860137541
"miR34a",-0.109775239390105,0.0271690199882833,0.13243541506266,-0.0807480972581989,-0.118650680552876,-0.131545072902791,0.0341843815223308,-0.0902996808979845,-0.0363274057623519,-0.0362479310523399,0.0174157128295261,0.0175361729399085,0.113689053887674,0.105592001120103,-0.0342679325364672,0.0375416821373697,0.135319148747065,0.135319148747065,0.135301063111581,0.178057757121598,0.0805676822433252,-0.0274737217551472,0.084060514705803
"CDH1",-0.070916194599578,-0.0154834716842774,0.0216172683808028,-0.0415188574773642,-0.0320472893354396,-0.0848348221705888,-0.00991380282642858,0.0574087408100439,-0.0301655926536763,-0.0298060651755047,-0.0357998051408721,-0.0350295528168349,-0.0124461103132338,-0.0525402199553067,0.0106416990446033,-0.0209972816923022,0.0894989632108419,0.0894989632108419,0.0895085892396237,0.142532190728848,0.041520903429448,0.0465626384246799,0.0388113004485731
"KLF8",-0.0704852241730659,0.0839015897622021,0.0207277284364256,-0.041520903429448,-0.0313161635076251,-0.0840394450969272,-0.0109121637264435,0.0570719436687123,-0.0298060651755047,-0.0278985507246377,-0.0330892533499718,-0.0357998051408721,-0.0128531849903815,-0.0523669718520747,0.00991380282642858,-0.0204536041695442,0.0883615605849413,0.0883615605849413,0.0894989632108419,0.141607192476326,0.0420284256335445,0.0467808477720558,0.0382299996956925
"SNAI1",-0.00342820233212487,-0.125991091709988,-0.0673225627897733,0.019705577711157,0.0718759216676926,0.0682987852157157,-0.0354014972660079,-0.114843798660928,0.0118343645845818,0.0116640631878654,0.0072136858891557,0.00763623045560045,0.0504939389525792,-0.00733049563684296,0.0358005126744293,-0.0157656470115157,-0.0699853832559022,-0.0699853832559022,-0.0700941733235003,-0.0968808045408338,-0.0196144406445216,0.0628941223732504,-0.00211676505629914
"GRHL2",0.232840975514025,0.040247848759619,-0.287599214631414,0.256950011915349,0.268989656170547,0.192152870112174,-0.125664953947945,-0.00872096553554206,0.104335304920129,0.103479654678013,0.0289381316414826,0.0290884293465522,0.165885577698346,-0.0485176309333153,0.125919366554134,0.139182736256194,-0.292491650683284,-0.292491650683284,-0.292740358559616,-0.425988838015975,-0.256647900461168,0.0758329851451897,-0.107724946539383
"TWIST2",-0.00761498230078518,-0.122427640394525,-0.0887502717373837,0.0228815661808294,-0.00449155553396731,0.0759263971091365,0.0304876731611591,-0.0705703605317378,0.0277674752510982,0.0275278435991803,0.00607337773752627,0.0065848976212588,-0.0400795069329807,0.0392476945936361,-0.0301053071847789,-0.0100351586902851,-0.0793417208392012,-0.0793417208392012,-0.0794896955231542,-0.130288315426069,-0.0228594623912574,0.101719258946761,0.00899421293072187
"TGFbeta",-0.0555596093750567,-0.0370640831419365,-0.0468392951901423,-0.105889614120383,0.0804493396660126,-0.00653798312617226,-0.0509724042681328,0.0702153168961454,-0.00145663278916252,-0.00120315772783791,0.00880778334627633,0.00824508055772098,0.0789775283370726,-0.0738046888025142,0.0506268627235136,0.0275012104726019,0.00754851500752593,0.00754851500752593,0.00771782888320117,0.00672348556378592,0.00592740685114693,0.102771671500515,0.112086919927308
"FOXC2",0.203886420430488,-0.062557128601064,-0.292626189041539,0.157964628932513,0.253258521048463,0.247770087910706,-0.0716120678048496,-0.0808669806898147,0.096585434027714,0.0959212974053231,0.015357340061354,0.0149799177990737,0.230562273398508,0.0628395643993021,0.0717575584506569,0.124031844178545,-0.275404375947129,-0.275404375947129,-0.275480469418819,-0.315503792790419,-0.157427292168908,0.124830492889528,-0.173578589391298
"NP63",-0.112482333462682,-0.114998736040485,-0.00495893712744305,-0.0614966752308298,-0.0497664232873888,-0.1926568624541,0.00813657370665838,0.0649569291088956,-0.0343431570853411,0.0662641086068343,-0.0237557563534082,-0.0234932184873698,-0.0404594255405415,-0.0520746981503335,-0.00811738405810309,-0.0379817031660334,0.0901142726516831,0.0901142726516831,0.0902394681636445,0.227307049618253,0.0611714608460841,0.163017200441983,-0.00872621970094722
"ZEB2",-0.286629227340316,-0.214917361474226,-0.210148041683905,-0.110758480504802,-0.0805288637204843,-0.0781204836820244,-0.062301977901496,-0.0466185057988944,-0.0212157899948727,-0.0209059046524494,0.00361936430258073,0.00365995728486595,0.0532627477381088,0.0548246524154863,0.0622114909624404,0.0673978748810716,0.0818529177281732,0.0818529177281732,0.0819248479877359,0.0928573981492493,0.110569428290674,0.184949784359527,0.272868525333414
"miR205",-0.026586104807536,-0.100979292986528,-0.267030031988287,0.0707908583159799,0.219139765229326,0.218897769928435,-0.0676935756532474,-0.098690230905658,0.0808243943773412,0.0805171899377416,0.0122942534270265,0.0120141990635324,0.21238664295021,0.0888214275173352,0.0677699258628975,0.111336591604323,-0.234483629082669,-0.234483629082669,-0.234483629082669,-0.268379682813952,-0.0704623390333264,0.313328785377,0.0413983900091812
