"","miR200b","GSC","CDH1","TWIST1","KLF8","miR101","OVOL2","ZEB1","TWIST2","NP63","miR205","miR34a","SNAI2","GRHL2","miR141","CLDN7","FOXC2","TCF3","SNAI1","miR200a","ZEB2","TGFbeta","miR200c"
"miR205",-0.0030229543937651,0.0368860702180915,0.284341228939202,0.109351020537112,0.140298692448942,0.140612854787011,-0.258066781017962,-0.22421226438205,-0.0208514709596843,-0.0788067423752511,-0.0787175539895609,0.238385048573308,-0.142257403866278,0.210223374059428,0.224261953205791,0.224261953205791,-0.119775215258318,-0.109029781708398,-0.137663990230235,-0.266575411282638,-0.326689472687289,-0.0370130341920639,-0.0380619366163649
"miR200b",0.0327688463973511,0.148649997694837,0.235666851997258,0.200608443228586,0.132857016207349,0.133161400055193,-0.237059838822027,-0.205458742847736,-0.0308180442039983,-0.0709738411211451,-0.07110179562621,0.229580394266372,-0.0405549657081378,0.197564552350767,0.205583508215191,0.205583508215191,-0.124425902706218,-0.200015397101133,-0.218972713799462,-0.253018424616348,-0.318225432871197,-0.148757942427134,-0.0467798459292682
"miR141",0.0327688463973511,0.148649997694837,0.235666851997258,0.200608443228586,0.132857016207349,0.133161400055193,-0.237059838822027,-0.205458742847736,-0.0308180442039983,-0.0709738411211451,-0.07110179562621,0.229580394266372,-0.0405549657081378,0.197564552350767,0.205583508215191,0.205583508215191,-0.124425902706218,-0.200015397101133,-0.218972713799462,-0.253018424616348,-0.318225432871197,-0.148757942427134,-0.0467798459292682
"miR200c",-0.0382028290302553,-0.0813279791677137,0.217744210392317,-0.107759479187146,0.033850214457057,0.0339979036613364,-0.258870885290735,-0.230345408548583,0.0329976850625443,-0.0753291456292258,-0.0750732366190961,0.12382226395785,-0.153476552017365,0.219282770144451,0.230292065216165,0.230292065216165,0.0577281340386788,0.107627855483048,0.105996714706629,-0.244357929856052,-0.262648614179197,0.0812541222456157,-0.00928117565134809
"NP63",0.0381190837665848,-0.00941285582864182,0.0753795840246198,0.0752617100032525,0.0446308761486093,0.0449242036336688,-0.319682638240825,-0.165834349659509,0.00065002044229111,-0.0586499708017382,0.0417960739102137,0.152795799266094,-0.0584623488657304,0.234903533151704,0.165709832714008,0.165709832714008,0.0201881434303648,-0.0755332235228306,-0.0143028620850861,-0.185484955133367,-0.21455524162631,0.00958573294895403,0.0260493566121603
"FOXC2",-0.241482741951886,-0.0702671924456837,0.31049786538031,0.0593321532995547,0.14257565255958,0.143272296004799,-0.306284803735051,-0.26652242496375,-0.0182826070966914,-0.0946360778975172,-0.094012602700987,0.259441683673653,-0.169071109607092,0.24025424403919,0.266337505074447,0.266337505074447,-0.0756920688236909,-0.0592251231057737,-0.0860874912456479,-0.289941787796612,-0.134454759133937,0.0705396601783396,0.195709870231084
"GRHL2",-0.213592416566894,-0.190892453029843,0.282800832663723,-0.0467988972913316,0.0956498007104055,0.0964007140428585,-0.430900207585084,-0.296043841910803,0.0360445720402869,-0.105953281203831,-0.105111515752662,0.26993768452282,-0.135578817114355,0.193430948397866,0.295761070444736,0.295761070444736,0.0494476057224702,0.046570560393245,0.0224409579814922,-0.300550799779719,-0.111619198635559,0.191238911119501,0.226309800061042
"miR101",0.00671862082759981,0.0139469298246486,0.0801379517088681,-0.167632054853674,-0.0665576547254217,-0.166480561921636,-0.177759311183054,-0.117187926463613,-0.00968695535055995,-0.044685961391723,-0.0445573659686703,-0.0101345638788065,0.0701511063938138,0.110698474561754,0.117140136344632,0.117140136344632,0.057454842283699,0.167652787479188,0.158668797791687,-0.112546088175794,-0.105976516228542,-0.0139494451471549,0.00752624301759482
"miR34a",0.0476639014358314,0.0423880072540576,0.00495816751576025,0.0434734514062714,0.0899176919492116,0.0897064135226597,0.215171258301692,0.16993499828949,0.017224055052829,0.0442682657526666,0.0440071345626275,-0.0559556272215906,-0.106556172526376,-0.162020502135608,-0.169822676974378,-0.169822676974378,-0.0448554145502548,-0.0435765904550302,-0.0668972204509508,0.102144277727139,-0.0983184797545606,-0.042574456215917,-0.180607863021542
"TWIST1",0.0846207879355065,0.0508006902318534,-0.163200038195786,-0.174359630163615,-0.12383150674697,-0.124044622317353,0.190133580987757,0.146374951744557,0.0632049590506705,0.0389443911380068,0.0387911976428383,-0.156034945647225,0.0415805323277081,-0.141085205536157,-0.146343484520447,-0.146343484520447,0.172710656634548,0.0743539115364128,0.189698293228438,0.0511941031906067,-0.0434094881662795,-0.0509150640430708,-0.103911834935315
"TCF3",0.0408925674390318,0.0255294874399079,-0.131658370307724,0.0860981769247135,-0.0182292380811552,-0.0177971117214473,0.0680959937328771,0.0540003945329649,-0.0239482326360881,0.0133239088548211,0.0125724637681159,-0.0318598021429592,0.0323034105772484,-0.0516161459313876,-0.0536236984864448,-0.0536236984864448,0.0148515188544595,-0.0848397064503669,-0.00512370264500048,0.00700072372643127,-0.0403715405180858,-0.0259101290929802,-0.047853119567999
"SNAI2",0.0413291081306265,0.0260226564575894,-0.0321277295618628,0.0862220813794372,-0.0181691475662922,-0.0182184001069602,0.0688402813013541,0.0542500153177406,-0.0242553568038989,0.0138935936854653,0.0137091168671478,-0.0322403300280799,-0.0674886398684293,-0.0519673780185981,-0.0541624326841256,-0.0541624326841256,0.0150270218082548,-0.0860928648397201,-0.0050680816675172,0.00728333473896106,-0.0403307594571438,-0.0261885511037167,-0.0481962070414993
"OVOL2",0.207761398211639,0.299121498249437,-0.285594184980913,0.163112075093287,-0.148275159754939,-0.148465984799081,0.333666439894735,0.247391619274957,-0.154807944071346,0.311601419874603,0.311086072906723,-0.154425747125044,0.202395227882334,-0.0570740342924493,-0.24716404053611,-0.24716404053611,-0.1038250563599,-0.162624700084295,-0.146267394928105,0.223597938602738,-0.0118682068214245,-0.299397760374658,-0.233350797704879
"CDH1",-0.0412519976755458,-0.0259101290929802,0.0320421147055294,-0.0860928648397201,0.0177971117214473,0.0181691475662922,-0.0685922774300742,-0.0541624326841256,0.0242921405529887,-0.0137091168671478,-0.0133239088548211,0.0321088087654758,-0.0323505502468517,0.0518661215831098,0.0540003945329649,0.0540003945329649,-0.0150486632477925,0.0860981769247135,0.00507030797625279,-0.00718542533779361,0.0403626340141113,0.0260226564575894,0.0481057574042303
