"","miR101","ZEB2","TWIST1","FOXC2","miR34a","NP63","SNAI1","miR200b","GRHL2","miR141","CLDN7","CDH1","miR200c","miR200a","GSC","TGFbeta","ZEB1","miR205","OVOL2","TCF3","TWIST2","KLF8","SNAI2"
"ZEB2",-0.109420482682856,-0.0939094137576392,-0.0364149233237664,-0.036389628861782,-0.0302770279868236,-0.023291978698728,-0.0221505876400814,-0.0164104929552892,-0.0148937211693512,-0.0133622077049266,-0.0133622077049266,-0.0125378849953348,-0.0101804508258109,-0.0101804508258109,-0.0045626230778503,0.00444377266310546,0.0133776739382114,0.0234624156370608,0.0267615860361968,0.036449021428886,0.10637060725386,0.1094990372783,0.128739875068901
"TCF3",-0.238388297188438,-0.0909857348553393,-0.128232773563471,-0.0300925055717271,-0.0577197742978508,-0.109426363407891,0.00936028394990118,-0.153273003327677,-0.117636448437865,-0.108201277587042,-0.108201277587042,-0.281900472464851,-0.00879496177358817,-0.00879496177358817,0.157643836291003,-0.15726319463793,0.108241507261913,0.109021739130435,0.105277670537265,0.128523189826782,0.22836627933976,0.238462801733216,0.256024117488751
"CLDN7",-0.238388297188438,-0.0909857348553393,-0.128232773563471,-0.0300925055717271,-0.0577197742978508,-0.109426363407891,0.00936028394990118,-0.153273003327677,-0.117636448437865,-0.108201277587042,-0.108201277587042,-0.281900472464851,-0.00879496177358817,-0.00879496177358817,0.157643836291003,-0.15726319463793,0.108241507261913,0.109021739130435,0.105277670537265,0.128523189826782,0.22836627933976,0.238462801733216,0.256024117488751
"SNAI2",-0.238546174996917,-0.0907681101642579,-0.12892896196908,-0.0308591254073832,-0.0579050699853684,-0.110506578177164,0.00928934184982419,-0.153470332777093,-0.117734723127493,-0.108135620945313,-0.108135620945313,-0.181900341363114,-0.00871239841395669,-0.00871239841395669,0.156716925431555,-0.156766478377801,0.108237600724179,0.110427904239941,0.105283989353499,0.128822414997734,0.228573570122119,0.238469174546013,0.156245613951533
"SNAI1",0.0190432290970929,-0.079661141132462,0.0329269708094015,0.11207540579944,0.114507675667663,0.110837968000524,-0.0722822871662349,0.0381299476189751,0.116251297844455,0.109460469398619,0.109460469398619,-0.0359455253583976,0.0969487089668439,0.0969487089668439,0.0550707882150544,-0.0551225041093978,-0.109480467005083,-0.110694620781706,-0.107102411687068,-0.032803835089313,-0.0291375365404612,-0.0189056483346895,-0.147333661584951
"miR34a",0.0770646080340242,-0.0658501923670507,0.0646518214383441,0.135103357127794,0.107748546581862,0.105062657315213,0.117125797850902,0.0635021670727537,0.105915101893919,0.0988007686091232,0.0988007686091232,-0.00778809513618518,0.124730943496328,0.124730943496328,0.0566638463720373,-0.0568134882572838,-0.0988043381424424,-0.104761788770168,-0.103203269690401,-0.0643675985635203,-0.0419880663816372,-0.0769580084642639,-0.235609441441703
"TWIST2",0.00937877113443066,-0.0619959377922012,0.0138958159017577,0.0153858724670134,0.0237326025499365,-0.0664220031623934,0.0773589127102355,0.0735646693136794,-0.0598020276999755,-0.0538932480615364,-0.0538932480615364,-0.0866889475433573,0.00536580307408963,0.00536580307408963,-0.0349363193403655,0.0348672791087396,0.0538931404435845,0.0665640704988876,0.0701648237606192,-0.0138901165158665,-0.0964216574677194,-0.00939441337891895,-0.102510363329342
"TGFbeta",-0.116291647176559,-0.0308169963653962,-0.0967656392100434,-0.114385297551606,-0.121266625954631,-0.126022249663959,-0.0188045067338725,-0.0919654539146769,-0.134108734987972,-0.125497350493299,-0.125497350493299,-0.0427929846717236,-0.0511256134037834,-0.0511256134037834,-0.0536608857939974,-0.0463517117829239,0.125577804604435,0.125877796134387,0.120222077834734,0.0965682394414776,0.153412656416161,0.116199548929196,0.238044706223772
"FOXC2",-0.0172510989954727,-0.0144924775920242,0.0424682493668338,0.146382395315579,0.0295816089637538,0.0689813905200667,0.119558248785103,0.0111430410049534,0.0260558019379925,0.0144546564570212,0.0144546564570212,-0.0687405603383967,0.0135660494144372,0.0135660494144372,0.0341373856145609,-0.0343186689267264,-0.0145230980712231,-0.0686018838787005,-0.0783712527422143,-0.042102093440741,0.0701551756501035,0.0176567611490766,-0.0215132346907965
"miR200b",-0.0675157382361408,-0.0131782089957428,-0.0760468217949909,-0.0689250309364492,0.00164604082325305,0.0370613904731715,-0.00319465431912936,-0.0616864639831382,-0.0117721949644162,-0.0217166469748254,-0.0217166469748254,-0.0816704779397323,-0.00676712136752961,-0.00676712136752961,-0.0869550713962269,0.0870971039387231,0.0217199948827177,-0.0373137451914939,-0.0515630103812082,0.0760897104176745,0.115015519428982,0.0675643676082816,0.15145574389321
"GRHL2",0.0401907321237438,-0.00801061297131797,0.0206628839840378,0.0141162711436892,-0.0125391391396058,0.220035983930368,-0.0173004230150308,0.0684313271892045,0.0953042386565743,-0.00701958461620076,-0.00701958461620076,0.0805718641104987,-0.0041534739229841,-0.0041534739229841,0.0654812486076282,-0.06534987170003,0.00698311910667715,-0.220190452229655,-0.0579352652615918,-0.0208218527105538,-0.0538170848573174,-0.0402990115374504,-0.0420270827759578
"NP63",0.240593091150044,-0.00657986264348283,0.146013526573335,0.045721757569275,0.0526909702709869,0.26291132190037,-0.000605902419688119,0.115115527862752,0.215254087642552,0.0697490885427182,0.0697490885427182,0.15074855854754,0.0377038224470699,0.0377038224470699,0.0241149293854131,-0.0244059106770277,-0.0697426421613435,-0.362234193783431,-0.118033311626251,-0.145571475636502,-0.228432527951501,-0.24030798780008,-0.257707444058412
"miR200a",0.0574089568883955,0.00381011573224968,0.116067004701779,0.151199579754791,0.128224236132124,0.0862810244130309,0.0809483632494705,0.0385533921613784,0.0449004467945905,0.0366344817465044,0.0366344817465044,0.0125036234019945,0.019352341285062,0.019352341285062,0.126989376489312,-0.127321164508583,-0.0367096980771527,-0.0856305890122845,-0.0950320084418302,-0.115725374638333,-0.0483718977418935,-0.0570307284384117,-0.179258963676272
"miR101",-0.00665198774170301,0.00819448334609024,0.0222348991519625,0.126977926259678,0.0798613298882732,0.108840959744949,0.0383911511523081,-0.039783071733377,0.115729851765725,0.104703430652796,0.104703430652796,-0.0475990420613017,0.0493667693804052,0.0493667693804052,0.0562513603664977,-0.0561834466588285,-0.104744958618256,-0.108869828105226,-0.103651156327377,-0.0219806516917091,0.0243964308538327,-0.0932948448074104,-0.109077352257639
"miR205",-0.00747618510822082,0.0108573109050113,-0.0405669574661145,-0.143414429951762,-0.0299663784793263,-0.0701106546794746,-0.120032950019639,-0.0130117737459615,-0.0243544659115884,-0.0154532894234357,-0.0154532894234357,-0.0018644299740843,-0.0132813045191919,-0.0132813045191919,-0.0208631381014149,0.0211091308009864,0.0155526670709184,0.06960525382723,0.0810571534832,0.0403239691213181,-0.0552670205100518,0.00699430263747797,0.0495263820302444
"TWIST1",0.118845457824601,0.0131969475095711,0.0286447869221753,0.046425828384155,0.0184747189324286,0.0956999425130536,0.0126111525721578,0.0313660730105878,0.0938222385599236,0.0871401792507853,0.0871401792507853,0.152436399343888,0.0464610707055948,0.0464610707055948,0.0328894715045567,-0.0330865704833396,-0.0871528895413079,-0.0953424910243271,-0.0955292082925399,-0.128506722922567,-0.139606468424607,-0.118639313324277,-0.16809709271485
"ZEB1",0.0170989993591892,0.014407164774152,-0.0423041937682112,-0.146143893082576,-0.02953696883656,-0.0691883108557375,-0.11972727297728,-0.0111353464743967,-0.0261589184747877,-0.0145230980712231,-0.0145230980712231,0.0686669097381497,-0.0136080803492052,-0.0136080803492052,-0.0343186689267264,0.0344250073848874,-0.085465359024164,0.0689813905200667,0.0783918178280401,0.0424682493668338,-0.07017982577733,-0.0172510989954727,0.0215222210638604
"OVOL2",0.0508360580330437,0.015955656630973,-0.0453367620971755,-0.0992878025424974,-0.0770932803433634,-0.0659330293361814,-0.0782527105447298,0.0279111255152367,-0.0328950138154625,-0.0209126489526275,-0.0209126489526275,-0.0423724430594243,-0.0176354321569999,-0.0176354321569999,-0.0429176062811449,0.0430471256814976,0.0209274585541406,0.0657655685814196,-0.0212270012002855,0.0451533220568906,-0.0526233178649462,-0.0508514117722275,-0.0236085767865703
"miR200c",0.0418407201316363,0.0164952409104236,0.0610364733646791,0.0551137101174731,-0.0137933378384913,-0.0473169810843232,-0.00327471077665157,0.0227345517188821,0.00188276185002982,0.0114006893179221,0.0114006893179221,0.0108147451600895,-0.000339457091555466,-0.000339457091555466,0.075914082781435,-0.0758936300953155,-0.0113330615784965,0.0472423409563687,0.0614520574648132,-0.061043867954797,-0.0877202943808089,-0.0421559105066228,-0.10904160740077
"miR141",0.0418407201316363,0.0164952409104236,0.0610364733646791,0.0551137101174731,-0.0137933378384913,-0.0473169810843232,-0.00327471077665157,0.0227345517188821,0.00188276185002982,0.0114006893179221,0.0114006893179221,0.0108147451600895,-0.000339457091555466,-0.000339457091555466,0.075914082781435,-0.0758936300953155,-0.0113330615784965,0.0472423409563687,0.0614520574648132,-0.061043867954797,-0.0877202943808089,-0.0421559105066228,-0.10904160740077
"GSC",0.0875554355478009,0.0753262308252045,0.026599477435262,0.105570666355413,0.00164775042122523,0.0982837178809905,-0.0664755637364118,-0.0879290548774094,0.101852413487166,0.0929288263068379,0.0929288263068379,0.00282411728151537,0.00655082234782551,0.00655082234782551,0.0478145179605329,-0.0477521749640351,-0.0929300329433387,-0.0983565162104604,-0.095882737969055,-0.0264732954776847,0.00112727817051067,-0.0875232818335598,0.00188360652351123
"CDH1",0.238469174546013,0.0906962734761671,0.128822414997734,0.0306719906066754,0.0579846749601025,0.110427904239941,-0.00937260579653527,0.153309981747071,0.117717609363749,0.108241507261913,0.108241507261913,0.18175929242714,0.00865272030276891,0.00865272030276891,-0.15726319463793,0.156716925431555,-0.108135620945313,-0.109426363407891,-0.105354559560774,-0.128232773563471,-0.228569816678334,-0.238388297188438,-0.256134110051159
"KLF8",0.238388297188438,0.0909857348553393,0.128232773563471,0.0300925055717271,0.0577197742978508,0.109426363407891,-0.00936028394990118,0.153273003327677,0.117636448437865,0.108201277587042,0.108201277587042,0.281900472464851,0.00879496177358817,0.00879496177358817,-0.157643836291003,0.15726319463793,-0.108241507261913,-0.109021739130435,-0.105277670537265,-0.128523189826782,-0.22836627933976,-0.238462801733216,-0.256024117488751
