"","TWIST2","miR101","ZEB2","TCF3","SNAI1","miR200c","TGFbeta","ZEB1","GRHL2","miR141","CLDN7","GSC","miR200a","miR200b","FOXC2","CDH1","miR205","miR34a","NP63","OVOL2","TWIST1","KLF8","SNAI2"
"TGFbeta",0.210425032814593,0.0602681959978048,-0.0883300787466828,0.181522802750565,0.119752582928748,0.077831921171138,0.134116195494797,-0.0571485586697492,0.0514688249065551,0.058159467149338,0.058159467149338,-0.23393157583302,-0.0117908648220066,-0.135359477126889,-0.0472013953837563,-0.123671148103697,0.0587221621173754,-0.0689547832134981,0.0577028107954893,0.0637011488988501,-0.182021974579122,-0.0608117833976566,-0.229568137452932
"miR101",0.0915067641290692,0.00364631577649424,-0.079945511639681,0.0207912618878878,-0.0201583637116649,-0.0142922453209343,-0.011257995065411,0.110657038676638,-0.0945048336203995,-0.110309983536728,-0.110309983536728,0.011295724903005,-0.097798423716189,0.0798538749390658,0.0058026839443816,0.00965501970091559,-0.141096134364384,-0.0696302765453802,-0.141579023299929,-0.168679875708208,-0.020611215403159,-0.103936078383826,-0.0955486117273191
"ZEB2",-0.114416182721929,-0.0970807032262894,-0.079907125608827,-0.0367656948741841,-0.0214194384486534,-0.0101502966876081,-0.0019791274076418,-0.00189505437156035,-0.00173456097215697,0.0011342629914077,0.0011342629914077,0.00204748179125153,0.00888511586597219,0.00987174048765058,0.0106660175390972,0.0197076713928762,0.0210156141380116,0.0214459828591763,0.021937523031721,0.0327429538411197,0.0368809789438742,0.0974714874795732,0.109258084681375
"CDH1",0.163565939469073,0.165232740557982,-0.0768411764343365,0.161476661328088,0.0442246890166521,0.064203485994324,0.213416827916069,-0.0499912330067885,0.0443346032881038,0.0495003055389154,0.0495003055389154,-0.213271565318119,-0.0139277625559811,-0.178851020350856,0.00921975460078103,-0.198839218524748,0.0539976543520147,0.0139211002930967,0.0552816810597703,0.0626330752045682,-0.161705080982802,-0.165132452634589,-0.168188999138611
"KLF8",0.163530846824491,0.165132452634589,-0.0768300433043684,0.160944231512018,0.0439289646974341,0.0646259643927275,0.213271565318119,-0.0495003055389154,0.0448442939026543,0.0499720899078581,0.0499720899078581,-0.212564659390985,-0.0138025051413791,-0.17881108365791,0.00963196560502262,-0.0987681547473766,0.0531884057971014,0.0144085175116397,0.0539976543520147,0.0624676473055025,-0.161476661328088,-0.166041408080871,-0.167938635115606
"CLDN7",0.163530846824491,0.165132452634589,-0.0768300433043684,0.160944231512018,0.0439289646974341,0.0646259643927275,0.213271565318119,-0.0495003055389154,0.0448442939026543,0.0499720899078581,0.0499720899078581,-0.212564659390985,-0.0138025051413791,-0.17881108365791,0.00963196560502262,-0.0987681547473766,0.0531884057971014,0.0144085175116397,0.0539976543520147,0.0624676473055025,-0.161476661328088,-0.166041408080871,-0.167938635115606
"OVOL2",0.168487316877609,0.145737728479639,-0.044518481065243,0.172430884673089,0.158160263820728,0.144508355878522,0.285739052118064,-0.145375230244846,-0.0103326341355415,0.145436506669455,0.145436506669455,-0.28552754969302,0.111289039964827,-0.165638871263088,-0.107285718799635,-0.276159932687692,0.29740624621892,0.0837021470838552,0.297746569688275,0.280733700720107,-0.172905670659709,-0.145707021001272,-0.204364712356458
"SNAI1",0.0947532612389504,0.00443227712019083,-0.0333671839845853,0.0376144431186653,-0.0934041355129468,0.0184476815133049,0.0158589637794302,0.02519361069841,-0.0252023590449146,-0.0271238043817916,-0.0271238043817916,-0.0157217702936814,-0.0298092440971482,-0.016269254683951,-0.0132958480464551,-0.0786137009018716,-0.0394904517080179,-0.061819854762018,-0.0367215225239944,-0.0484927743238232,-0.0373717482346734,-0.00355282095417047,-0.112301093499218
"miR200c",0.0365489481745497,0.00727522949066971,-0.0172788262567215,0.138980620416941,0.143882266693033,0.0383872035499391,0.143596640670586,-0.0533256431992736,0.0271985861931773,0.0542534600731757,0.0542534600731757,-0.143510284884748,0.0228080018503584,-0.0953071481013677,-0.0840212714845723,-0.126494317057719,0.149939583736053,0.0369394980655966,0.148976370656259,0.198794811112439,-0.139697895658374,-0.00763004379851165,-0.134117369041239
"GRHL2",0.0776111232256735,0.119893821857776,-0.01377147003266,0.105590782064246,0.127149351517065,0.133868768079663,0.174461846990942,-0.139863635752038,-0.0201069126583409,0.140702342471081,0.140702342471081,-0.174246211475938,0.121164421370731,-0.185924761288396,-0.104674749847207,-0.185147904378866,0.291159614486637,0.112460763692216,0.290480995329097,0.275803214462167,-0.106113933691508,-0.120215138817149,-0.161414491247956
