"","TWIST2","miR101","ZEB2","TCF3","SNAI1","miR200c","TGFbeta","ZEB1","GRHL2","miR141","CLDN7","GSC","miR200a","miR200b","FOXC2","CDH1","miR205","miR34a","NP63","OVOL2","TWIST1","KLF8","SNAI2"
"TWIST2",-0.139833270007417,-0.0477463894220728,-0.00504389691836467,0.014332844720867,-0.000610878870719056,0.0657299925636735,0.00824988895056427,-0.129165065520088,0.117078229628991,0.128053694930137,0.128053694930137,-0.00817047903987995,0.0614273878086176,0.0091388426110066,0.0040779517710869,-0.0692971229418151,0.143939855189548,0.0752286698130977,0.145430706395409,0.163952620661257,-0.0143143217167207,0.0483755552559348,0.122182093393626
"ZEB1",0.0798405060899763,0.021437896007163,0.00219824482628186,-0.0244635280870048,-0.116167451433457,-0.0270697427442004,-0.0508086495410173,-0.0580248175768103,-0.00504460145640357,-0.0403445426463404,-0.0403445426463404,0.0505971160489767,-0.0250118437565083,0.0383754233953864,0.114631554286916,0.108182532780009,-0.141298274862745,-0.029622879843611,-0.143677858722959,-0.198286155625654,0.0245061945613718,-0.0222410114779739,0.014496907291766
"FOXC2",0.0797148699576608,0.0222410114779739,0.00241834180020087,-0.0236523518815068,-0.115695788953051,-0.0282584764757562,-0.0505971160489767,0.0403445426463404,-0.0068723703998179,-0.0427757078116843,-0.0427757078116843,0.0505612935980697,-0.0266510502124599,0.0392148111843374,0.115044372599563,0.108819496243001,-0.144280112759194,-0.0312293129139956,-0.141298274862745,-0.198929014866989,0.0244635280870048,-0.021260233359767,0.0148809249673628
"miR205",0.0614635045961583,-0.000644084272328037,0.0065668383059309,-0.0283620052738809,-0.117548268475325,-0.0171759002740273,-0.0366291587822601,0.025410197162048,-0.00266551358150068,-0.0268486886093592,-0.0268486886093592,0.0365133041560103,-0.0128429188664119,0.0301256442158795,0.114020180235002,0.0358430561135274,-0.1290304961208,-0.0172764980513878,-0.127335916792685,-0.178113048378846,0.0288479819634736,0.0011735291687546,0.0392199206600411
"TWIST1",-0.154075986886804,-0.0866202632845205,0.0103497154898745,-0.240695074797148,-0.0242328888222006,-0.012002390633007,-0.0338777619816891,0.0452736700924277,-0.0344556270128955,-0.047440466124349,-0.047440466124349,0.0338975032148581,-0.0235988019785954,0.0914398517883934,-0.0868324050471945,-0.00139056802956686,-0.0913021733128418,0.018675988822446,-0.0886036109748734,-0.122770623852881,0.141150114133133,0.0877067543466128,0.193116050963701
"miR141",-0.143881406876298,-0.0446243601272923,0.012612490327817,-0.129192311817004,-0.0672712277516689,0.00200928339191022,-0.0893022760567932,-0.0125484033599809,-0.00544480724942647,0.0146587013014639,0.0146587013014639,0.089125019443758,0.0128558398367686,-0.00536019268236525,0.0326012327479687,-0.0438242437134923,0.119844434412295,0.113818596155537,0.116983229507373,0.166973154778865,0.128903922802407,0.0436769879144757,0.149366590228693
"NP63",0.160145457991238,0.140489428078868,0.0129054434606354,0.10607904492987,-0.0187736609285976,-0.058886867499557,-0.0291648052866816,0.0905712294128479,-0.0981772799139245,-0.0894661839319309,-0.0894661839319309,0.0288943638509457,-0.0613980300967513,-0.0509704398710566,0.0506031262124341,-0.0628210340037804,-0.17444900262387,-0.088550325302436,-0.276098830654825,-0.235273168648447,-0.105852409677991,-0.141103496832638,-0.108780110384801
"miR34a",-0.127461160773528,-0.0588717916730893,0.0144674990609674,-0.0387452596528238,0.0572533085298752,-0.133938126008764,-0.0465177435588226,0.147209927180493,-0.130494398014527,-0.147177087473956,-0.147177087473956,0.0465201571376169,-0.122294639127831,0.0985454408121133,-0.0734505381862927,0.0610015527523088,-0.165609877425724,-0.11658395596291,-0.165766934590747,-0.189874919959909,0.0389302800838033,0.0587162139226284,0.0566411751588526
"miR200a",-0.114504411081127,-0.0233639826975345,0.0148711139382278,-0.114196966280638,-0.0610311988442166,-0.00298024554131291,-0.0828926843219591,-0.00672262953359999,-0.00929234121206679,0.00834770402455059,0.00834770402455059,0.0828438251273404,0.0110930445716849,0.0203670079097564,0.029161577792118,0.0151261723573925,0.110548483047545,0.104656644500277,0.108383919336865,0.155231559490503,0.114062384740493,0.0226867736632778,0.113949726051249
"miR200b",-0.0659259439697208,-0.0285356069204275,0.0150202026463108,-0.153975965953306,-0.150122295600485,-0.033397674616716,-0.15000623240542,0.0474998693728926,-0.023351052230537,-0.0479424627962624,-0.0479424627962624,0.149791479201166,-0.0210452065852748,0.069579947509246,0.087460926440423,0.067543900986834,-0.140643632371303,-0.0277775464103372,-0.140377060485751,-0.187053215824076,0.154539433720288,0.0286202580497096,0.169534233218683
"GSC",-0.0726871635017945,0.0257892697003258,0.0623576382707988,-0.243056707628312,-0.118474410954245,-0.108952169920506,-0.0461389970829283,0.141024091555705,-0.122358854216391,-0.141566595326444,-0.141566595326444,0.0459330207121464,-0.0406115613983723,0.0654459562065326,0.0755209937139459,0.0516596631187776,-0.157527185720543,-0.0270127859226227,-0.157126794908458,-0.182130870932776,0.243412892141473,-0.0254998862721552,0.145791389637698
"TCF3",-0.163530846824491,-0.165132452634589,0.0768300433043684,-0.160944231512018,-0.0439289646974341,-0.0646259643927275,-0.213271565318119,0.0495003055389154,-0.0448442939026543,-0.0499720899078581,-0.0499720899078581,0.212564659390985,0.0138025051413791,0.17881108365791,-0.00963196560502262,0.0987681547473766,-0.0531884057971014,-0.0144085175116397,-0.0539976543520147,-0.0624676473055025,0.161476661328088,0.166041408080871,0.167938635115606
"SNAI2",-0.163883480813256,-0.165298641844792,0.0769548782121756,-0.161705080982802,-0.0441734839157335,-0.0644934843158771,-0.213454315797142,0.0498409199545766,-0.0446283895657176,-0.0499912330067885,-0.0499912330067885,0.213416827916069,0.0136470889393011,0.179122358814132,-0.00899188297270826,0.19906773011971,-0.0552816810597703,-0.0141910649900209,-0.0551650266011283,-0.0628982175547577,0.161968047975911,0.165232740557982,0.0683850922047869
