"","CDH1","SNAI2","KLF8","TWIST1","ZEB1","SNAI1","FOXC2","miR205","NP63","OVOL2","miR34a","miR141","CLDN7","GRHL2","TCF3","GSC","TGFbeta","miR101","TWIST2","miR200b","miR200c","miR200a","ZEB2"
"miR141",0.0291609955621982,-0.0647356386407284,-0.0884424895327036,-0.0175754240675704,0.00244046458396189,0.135931326393948,-0.0197196376036766,0.0430043350875081,0.043629890445603,-0.0208748747949963,0.002882500885293,-0.00282770593017798,-0.00282770593017798,-0.00587436221874347,0.0176064813460655,-0.150056309869351,-0.15044491090562,0.088343429700565,-0.00080585897094226,-0.109624791647952,-0.146961265640054,-0.146961265640054,-0.306882430243673
"miR205",0.111273578393376,0.00517288277220206,0.0110426125737982,-0.00317678253120404,0.0147834130814661,-0.0624963184152478,0.0889482049801749,-0.0418942519067751,-0.0430140616382189,0.0176351737948848,-0.00286664668519209,-0.0139505041735022,-0.0139505041735022,-0.00683969289797378,0.00388103688646124,-0.0135901019751574,-0.013104464774713,-0.0117047316050267,0.0757400505495516,-0.131978322907369,-0.146051914192329,-0.146051914192329,-0.291565735948355
"NP63",0.233047034403103,0.293443752541973,0.309023608104875,0.241154917230821,-0.108372585982028,-0.148422851239253,0.161938407360719,0.295879673196604,0.19617524499368,0.12447611332465,0.0698875635945032,0.108171391026491,0.108171391026491,-0.073502339116219,-0.24100008720726,-0.00239769045729811,-0.0026732668570037,-0.309141487374572,-0.246653233863269,-0.150896356443089,0.00251730491547014,0.00251730491547014,-0.188366384138661
"TWIST2",-0.0950249483185406,-0.0881856426370417,-0.108590442340758,-0.257176727308686,0.0893615095790595,0.148916964762759,-0.181059115933232,0.023867284666353,0.0246443758804296,-0.0624266301485925,0.0146809870012006,-0.0899214457831376,-0.0899214457831376,-0.0898798279565798,0.257059889897917,-0.0234496922998194,-0.0238904036598028,0.108706021147255,0.0947501094031007,-0.0587384908458918,-0.130491804450267,-0.130491804450267,-0.173765499368028
"GSC",0.0573834245811701,0.0686297084990384,0.107462410172205,-0.0431259056071583,0.139162418831751,-0.0364990237361753,-0.118992268068997,0.0226918562513047,0.022207172636676,-0.089277803468897,-0.0994839811221191,-0.138782328334014,-0.138782328334014,-0.142215340500166,0.0437120926759035,-0.000217435717080107,-1.0688468818929e-06,-0.108046048803431,-0.096364027386003,-0.147637004434003,-0.139366129531455,-0.139366129531455,-0.145673786898764
"TWIST1",-0.146790158563243,-0.258576469797483,-0.151412644356779,-0.052560233109302,-0.0665611945843678,0.0366901570699229,0.152954502122244,-0.0203103538415961,-0.0210016885890232,0.0524666011956385,0.0124167859084988,0.0671183495524255,0.0671183495524255,0.0690126771712554,-0.047270658914847,-0.0417011404803667,-0.0413028689350041,0.151156706498889,0.206765161224198,0.0716172996445921,-0.0263586546146715,-0.0263586546146715,-0.116024976884065
"SNAI2",0.266071469068938,0.269343489596769,0.375865139618882,0.290628951988712,-0.0320716996922921,-0.188993556478268,0.19638882871569,-0.00853243685744612,-0.00808752217797459,0.0213310710323771,-0.0479182544355983,0.0317109140880661,0.0317109140880661,0.0315934680130785,-0.290665223298106,0.208929637906039,0.208578458330471,-0.375732643347507,-0.362102818111674,-0.270096351082395,-0.0210422020890196,-0.0210422020890196,-0.0800771810926846
"CDH1",0.266098775485946,0.36928400577162,0.374981958874163,0.290665223298106,-0.0317109140880661,-0.188522914811564,0.196369733327862,-0.00763361816201726,-0.00853243685744612,0.0221577506033102,-0.0476367527858141,0.0323350016207545,0.0323350016207545,0.0320484088992863,-0.289608118384427,0.208641158662223,0.208929637906039,-0.375865139618882,-0.362109574310486,-0.269609490510358,-0.0203848103954667,-0.0203848103954667,-0.0797137159953245
"TCF3",0.365508472375248,0.369180298498492,0.374877652511475,0.289608118384427,-0.0323350016207545,-0.189118470732212,0.195145048460188,-0.00873188405797101,-0.00763361816201726,0.0207714182097316,-0.0479228455010459,0.0312195424538745,0.0312195424538745,0.0311816102108468,-0.288833675015599,0.209601825691405,0.208641158662223,-0.374981958874163,-0.361576166112844,-0.269510388346381,-0.0204039174587111,-0.0204039174587111,-0.0790101021813368
"SNAI1",-0.0153935356637494,0.103911614834321,-0.00679699822395696,-0.0115404204426795,-0.0482223088520045,-0.0820140544836616,-0.106502118686529,-0.00476084113583891,-0.00572016483101166,0.0517403683822125,0.0826397622807352,0.0489367407153722,0.0489367407153722,0.0484555415655853,0.012110114749313,-0.00204722653101291,-0.00154899755645127,0.00622826867778629,-0.00785447919595697,-0.0484512941242513,-0.0223400092549344,-0.0223400092549344,-0.0771987860313126
"ZEB1",-0.0403469267026351,0.0484551498676068,0.0222304047971496,0.0210050325332911,-0.103223359913093,0.0595970849692163,-0.0762036340888383,0.0440722216560986,0.0431324584649272,-0.0255021211289713,-0.00522871331659345,0.00389821083239024,0.00389821083239024,-0.00332275298179352,-0.020524884462597,-0.0214165019881061,-0.0209662215061299,-0.0226382081697937,-0.113529962926535,-0.0320218985414619,-0.020591440711607,-0.020591440711607,-0.0664495482876001
"TGFbeta",0.117514322817017,0.164453816734269,0.154217772737118,0.0875099851032403,0.0799882258478297,-0.140724796047741,0.0488877784695959,0.00906171221776241,0.00832309134013908,-0.0689688829500889,-0.151467138059368,-0.0794686192324089,-0.0794686192324089,-0.0803293740366685,-0.0869563581661132,0.208426797596389,0.108753031398728,-0.154707347630997,-0.193187257309768,-0.157162721763706,-0.0563719054180252,-0.0563719054180252,-0.0423091750522118
"GRHL2",-0.0864342191347311,-0.00628060498641944,-0.00365177581604428,0.00314120293142966,0.118602115452142,-0.00772439166047579,-0.0285451231485105,-0.21150072631309,-0.211148399742807,-0.110397182084271,-0.118106711973288,-0.118857374018807,-0.118857374018807,0.0210593884838894,-0.00321346144348238,0.100277072657441,0.100075849798968,0.00373188497577843,-0.0324568770844272,-0.111772590526964,-0.121165247073746,-0.121165247073746,-0.0254784373360269
"miR34a",-0.0674493194596072,-0.239484490227146,-0.137336266093242,-0.146453034735608,-0.0101021418854178,0.0361317797828087,-0.00315290602793116,-0.0142512973369362,-0.0154207109271116,0.0300837924766004,-0.00237029169279614,0.0109757256730734,0.0109757256730734,0.0109229281373237,0.146880550029318,-0.0332264893086459,-0.0325621517455157,0.136880096763187,0.288996818373219,0.120355945745251,0.0512294442935904,0.0512294442935904,0.0113274246956166
"OVOL2",0.0471924353039839,-0.105360610392569,-0.122206765787083,-0.0510795367498013,-0.0241728434237171,0.112690399390058,-0.0277695179827662,0.0251049687226627,0.0241574649683007,-0.038823798959989,0.0904392575281561,0.0248357429263047,0.0248357429263047,-0.0210782220096084,0.0513259219019486,-0.0224138206229577,-0.0219053880832752,0.122031294482125,0.12141371586833,0.082833309209643,0.0256860132823412,0.0256860132823412,0.0249090568670601
"FOXC2",0.0406449015831024,-0.0483541430343688,-0.0226326436414404,-0.020524884462597,0.00389821083239024,-0.0589337358351112,0.0766799629111238,-0.0424051031958113,-0.0440722216560986,0.0270407634593961,0.00572586980164206,-0.00271769926320682,-0.00271769926320682,0.00418583461760706,0.0209811710781896,0.0205122564849092,0.0214165019881061,0.0222304047971496,0.113289822977426,0.0324745079277632,0.021235750217521,0.021235750217521,0.0662029488110876
"KLF8",-0.365508472375248,-0.369180298498492,-0.374877652511475,-0.289608118384427,0.0323350016207545,0.189118470732212,-0.195145048460188,0.00873188405797101,0.00763361816201726,-0.0207714182097316,0.0479228455010459,-0.0312195424538745,-0.0312195424538745,-0.0311816102108468,0.288833675015599,-0.209601825691405,-0.208641158662223,0.374981958874163,0.361576166112844,0.269510388346381,0.0204039174587111,0.0204039174587111,0.0790101021813368
"CLDN7",-0.365508472375248,-0.369180298498492,-0.374877652511475,-0.289608118384427,0.0323350016207545,0.189118470732212,-0.195145048460188,0.00873188405797101,0.00763361816201726,-0.0207714182097316,0.0479228455010459,-0.0312195424538745,-0.0312195424538745,-0.0311816102108468,0.288833675015599,-0.209601825691405,-0.208641158662223,0.374981958874163,0.361576166112844,0.269510388346381,0.0204039174587111,0.0204039174587111,0.0790101021813368
"miR101",-0.00371938476384405,0.112195511235183,-0.0990690146565246,-0.0095819864734092,0.00905415831830186,0.0222241262246711,-0.118855906171918,0.0261623713562659,0.0274666963615147,-0.0276337829077293,0.026283606212539,-0.0100452265098578,-0.0100452265098578,-0.0110278384059795,0.00896982842533133,0.0184336527449257,0.0177670922807649,-0.000290317560292279,-0.0363084572995761,0.0254243574969996,0.064638006227616,0.064638006227616,0.149562777227436
"miR200c",-0.0690806593050458,0.114707313274973,0.111685157819544,0.0377683528398887,0.000520403271445294,-0.10245943970536,0.00208703448608998,0.0441751086572742,0.0452982648683991,-0.0220880603109116,-0.111052576316711,-0.00137278062083966,-0.00137278062083966,-0.00404083239909973,-0.0382785795580218,0.124240380421856,0.123682476594931,-0.111162842340995,-0.113776494280808,0.0415090942385448,0.121007812051058,0.121007812051058,0.250596449894745
"miR200a",-0.0291609955621982,0.0647356386407284,0.0884424895327036,0.0175754240675704,-0.00244046458396189,-0.135931326393948,0.0197196376036766,-0.0430043350875081,-0.043629890445603,0.0208748747949963,-0.002882500885293,0.00282770593017798,0.00282770593017798,0.00587436221874347,-0.0176064813460655,0.150056309869351,0.15044491090562,-0.088343429700565,0.00080585897094226,0.109624791647952,0.146961265640054,0.146961265640054,0.306882430243673
