"","miR101","ZEB2","SNAI1","miR205","CDH1","FOXC2","ZEB1","miR141","miR200a","miR34a","TGFbeta","GSC","miR200c","CLDN7","GRHL2","miR200b","TWIST1","TCF3","NP63","OVOL2","SNAI2","TWIST2","KLF8"
"ZEB2",-0.087928331386244,-0.0875212254424072,-0.0329910032879901,-0.0163185533960273,-0.0104857564335648,-0.00966984846301944,-0.0057461770614774,-0.00569437745476162,-0.00483658395958705,-0.00434872384716437,-0.00352324416317836,0.00369012738802733,0.00483658395958705,0.00569437745476162,0.00729623718150464,0.00865465270443839,0.0144656105015243,0.0145224406767237,0.016194599259058,0.0198511812229614,0.0602965868354201,0.0828197424456697,0.0883012171241103
"GSC",0.265940689211159,-0.0725450904441414,0.294313789932998,0.122994893750817,0.123118000566329,0.205649745229085,0.125327086662381,0.125350495410495,-0.027091157226135,-0.0358467274422147,0.0576976626418925,-0.0577001074652846,0.027091157226135,-0.125350495410495,-0.134564404587166,-0.0654575140364572,-0.318923954442473,-0.318939926842166,-0.123025545679015,-0.114632846122547,-0.151873165932333,-0.0734179536566475,-0.265942637921113
"TWIST2",0.175360278555445,-0.0706388747664997,0.340967819036636,-0.00424758962529396,0.200344729775517,0.334550830290824,0.0256123633198982,0.0255954673014396,0.0202743630657431,-0.09948930080661,-0.00409741023744752,0.00415990119808914,-0.0202743630657431,-0.0255954673014396,-0.023957737806288,-0.0120758074080843,-0.357042195393654,-0.357052169318964,0.00403705610253751,0.0210010597639371,-0.0424086638640382,0.0368666142033394,-0.175508879878083
"miR101",0.307075195484804,-0.0183106210469728,0.397629286381287,-0.0141240109464131,0.0838790557352744,0.377020741411751,0.0250010816840021,0.0249608720666527,-0.00696722844767915,-0.0978199556548433,-0.00773198251808391,0.0080413671863548,0.00696722844767915,-0.0249608720666527,-0.0205492117492656,0.0202937111390419,-0.319382475690734,-0.319112951559049,0.0137749662266986,0.030714829656961,-0.162160497520988,-0.0129221611721437,-0.406628588897357
"TCF3",0.0333344780917628,-0.00817470745492483,0.0213129624195017,-0.0260507246376812,0.106691694901505,-0.0198072823454665,-0.0210086355199504,-0.0211146955718832,0.0136347406676769,-0.0184026047439925,-0.0176692693763055,0.0169986150351781,-0.0136347406676769,0.0211146955718832,0.0234584122645773,0.0152324224469162,0.058078381040139,0.0569651186974478,0.0251836726145598,0.0255857578274454,-0.0480608070876046,-0.0598186837159224,-0.0360315426126986
"KLF8",0.0333344780917628,-0.00817470745492483,0.0213129624195017,-0.0260507246376812,0.106691694901505,-0.0198072823454665,-0.0210086355199504,-0.0211146955718832,0.0136347406676769,-0.0184026047439925,-0.0176692693763055,0.0169986150351781,-0.0136347406676769,0.0211146955718832,0.0234584122645773,0.0152324224469162,0.058078381040139,0.0569651186974478,0.0251836726145598,0.0255857578274454,-0.0480608070876046,-0.0598186837159224,-0.0360315426126986
"CLDN7",0.0333344780917628,-0.00817470745492483,0.0213129624195017,-0.0260507246376812,0.106691694901505,-0.0198072823454665,-0.0210086355199504,-0.0211146955718832,0.0136347406676769,-0.0184026047439925,-0.0176692693763055,0.0169986150351781,-0.0136347406676769,0.0211146955718832,0.0234584122645773,0.0152324224469162,0.058078381040139,0.0569651186974478,0.0251836726145598,0.0255857578274454,-0.0480608070876046,-0.0598186837159224,-0.0360315426126986
"CDH1",0.035712272404467,-0.00763141071247866,0.0214895755545903,-0.0251836726145598,0.00759278359857436,-0.0192755898907201,-0.0209300229515655,-0.0210086355199504,0.0140317429817546,-0.018482074942668,-0.0169429563865557,0.0176692693763055,-0.0140317429817546,0.0210086355199504,0.0232668724794915,0.0158699303972763,0.0569894036165002,0.058078381040139,0.0249782283413189,0.0255321685080298,-0.0467063272476699,-0.0620716314980672,-0.0333344780917628
"miR205",0.0906321526245715,-0.00607249555486234,0.195850013685725,-0.0438622152657111,0.0677525289389321,0.156002809610021,0.00874006748110039,0.00871087529715236,-0.00239737461651407,-0.0274250435429894,-0.0100011288419078,0.0104328063534139,0.00239737461651407,-0.00871087529715236,0.000376034454113408,0.000432116113534065,-0.154626825981093,-0.154350890064121,0.043376634054731,0.0542986375503453,-0.0501667008205176,0.0441136463222683,-0.0900401255890874
"miR200b",0.130715965873217,-0.00538656130375613,0.311594095932527,-0.0240739984187795,0.0765036865376109,0.187966901534724,0.0353369305252677,0.0353277795770286,-0.017874772129785,-0.125056676712333,-0.0948590251109617,0.0952101295560122,0.017874772129785,-0.0353277795770286,-0.0252610344346487,-0.0313494203070475,-0.257219271646032,-0.256992997188425,0.0236794720281628,0.0387033852636059,0.0130988896812034,0.0412483928248001,-0.130099993826101
"miR200a",0.130715965873217,-0.00538656130375613,0.311594095932527,-0.0240739984187795,0.0765036865376109,0.187966901534724,0.0353369305252677,0.0353277795770286,-0.017874772129785,-0.125056676712333,-0.0948590251109617,0.0952101295560122,0.017874772129785,-0.0353277795770286,-0.0252610344346487,-0.0313494203070475,-0.257219271646032,-0.256992997188425,0.0236794720281628,0.0387033852636059,0.0130988896812034,0.0412483928248001,-0.130099993826101
"miR200c",-0.0203499390762382,-0.00235328680325908,-0.125509713564308,-0.0667265217318277,0.0163193063933157,-0.0691644789178571,-0.0185563861711181,-0.0185891956684632,0.0117273714089269,-0.0093956855402901,0.0623357536127744,-0.0620687324328816,-0.0117273714089269,0.0185891956684632,0.0271926830369715,0.0333308339227578,0.101331198568124,0.101501274140835,0.0664244069282023,0.0745330688990847,-0.0810263734581467,-0.0099701919821784,0.0205858815855138
"miR141",-0.0203499390762382,-0.00235328680325908,-0.125509713564308,-0.0667265217318277,0.0163193063933157,-0.0691644789178571,-0.0185563861711181,-0.0185891956684632,0.0117273714089269,-0.0093956855402901,0.0623357536127744,-0.0620687324328816,-0.0117273714089269,0.0185891956684632,0.0271926830369715,0.0333308339227578,0.101331198568124,0.101501274140835,0.0664244069282023,0.0745330688990847,-0.0810263734581467,-0.0099701919821784,0.0205858815855138
"OVOL2",0.167956428692385,-0.000774174730899846,0.144363576140318,-0.202227965237893,0.206359065119456,0.0330716757614315,0.108747240905231,0.108740855113753,-0.105092816850146,0.0608578604078999,-0.159647776346218,0.15961539649613,0.105092816850146,-0.108740855113753,0.0263524243791343,0.0215368752477858,-0.0362708904993491,-0.0361989532286492,0.202263618172777,0.0895970627319904,-0.150801289884293,-0.150695585297286,-0.167865402952938
"FOXC2",-0.0938750495993479,0.00100474869662103,-0.219121237499015,0.0459672390745158,-0.0196948545086844,-0.1738286704843,-0.00873994204272949,-0.00866809960297724,0.00443853677929612,0.0381610595550377,0.0240775122360926,-0.0244433354468697,-0.00443853677929612,0.00866809960297724,-0.00360065294354548,-0.00444572587469741,0.170467255796185,0.170168697887217,-0.045492855772808,-0.0550840859689059,0.0446049070247955,-0.0502365145033435,0.0932913753614622
"ZEB1",-0.0938647626674254,0.00105194839171605,-0.219171755902822,0.045492855772808,-0.019698226988164,-0.173995554483029,-0.108756392954028,-0.00873994204272949,0.00451073109077996,0.0381500524003872,0.024249254563144,-0.0240775122360926,-0.00451073109077996,0.00873994204272949,-0.00348393862167835,-0.00441033103413663,0.170401753743988,0.170467255796185,-0.0455905681535414,-0.0550656575153736,0.0447447349896696,-0.0503852104320967,0.0938750495993479
"TGFbeta",-0.201111371863559,0.00584609655700668,-0.344050851217722,-0.133358289800449,-0.106505701753051,-0.255190546599009,-0.136512110555458,-0.136480718013159,0.0682980992575904,0.123854505801686,-0.159172350465811,0.0592865974565105,-0.0682980992575904,0.136480718013159,0.145211580703881,0.0955598811270987,0.263316443935757,0.263323250824329,0.133311955649454,0.12462460631216,0.0703396748571765,-0.0258904915703694,0.201348888396233
"SNAI2",-0.0348749792131105,0.00793207817521635,-0.021548795366957,0.0249782283413189,-0.00721110969468062,0.0189993432801514,0.0209576174799647,0.0209300229515655,-0.013758529128973,0.018475152770952,0.0172674204606697,-0.0169429563865557,0.013758529128973,-0.0209300229515655,-0.0231741729258755,-0.0155785883849838,-0.0575357402142514,-0.0569894036165002,-0.024866999671451,-0.0255009159876652,-0.0525004796922604,0.0610784702726429,0.035712272404467
"miR34a",-0.201207985421289,0.0101399718357219,-0.296574529227999,-0.101555481355646,-0.121784657879672,-0.295117503952398,-0.0970255512567384,-0.097031976416713,0.0936022482808277,0.0677230216420729,-0.0615016126373894,0.0614201543530819,-0.0936022482808277,0.097031976416713,0.103987215868418,-0.0072571566146282,0.180005085481429,0.179798020062928,0.101546020080645,0.0985090370337089,0.140089008663703,0.0176085725231429,0.200633692243662
"GRHL2",0.00139656818272996,0.0132926191624399,0.0421409138739883,-0.0162751186711649,-0.0886539359544829,0.0551465969609213,-0.102731217052792,-0.102744100077114,0.0985107450197519,-0.113527146149047,0.0483429022082276,-0.0482126339665162,-0.0985107450197519,0.102744100077114,0.0753151675467969,0.0982187003109797,-0.0368286353239704,-0.0368662097502378,0.0159575040782496,-0.141115281806295,0.0140080510513025,0.0481255479439926,-0.0013411079952217
"TWIST1",-0.185193217873118,0.0177665756752525,-0.243915560338363,-0.132198754291773,-0.156362416862631,-0.342506620300534,-0.137709533253821,-0.137695342152752,0.0551237781269929,0.00776623770144724,-0.0545810056207377,0.0544754056909288,-0.0551237781269929,0.137695342152752,0.149290959093475,0.00702135431084471,0.103438626388582,0.203243376116947,0.132183042138423,0.120599910453702,0.163981480268941,0.141607337679415,0.184974127099827
