"","miR200a","miR141","CLDN7","miR34a","NP63","CDH1","KLF8","miR101","miR200c","OVOL2","GSC","TCF3","SNAI1","TWIST1","FOXC2","TWIST2","TGFbeta","miR200b","SNAI2","miR205","ZEB2","GRHL2","ZEB1"
"miR200a",0.294683342973638,0.297468432607492,0.297468432607492,0.259315695019803,0.151682838632062,-0.0230412405647429,0.0876764382650006,0.0876170023657174,-0.0170219418011011,0.111861081679788,0.149841184292945,0.0608687007905365,-0.00786859845892805,-0.0606838360375898,-0.101449513046746,0.0216950619765121,-0.150051392455839,0.0501157232360544,-0.12606467943814,-0.151153249152766,-0.291948269983094,-0.266068657526155,-0.297966378108015
"miR141",0.272308234235611,0.265035857395933,0.265035857395933,0.156505151918059,0.132714843487801,-0.017136509878803,-0.0617071312119536,-0.0614946028448199,-0.00270676985850233,0.0964599468163602,-0.0693421742372424,-0.0339752769267069,0.0641672129311288,0.0336543517155914,0.0419530110026374,0.0874111273904852,0.0692614997531046,-0.0229500270202867,0.0605316635113924,-0.132249231261038,-0.282163255125759,-0.240454813952625,-0.265491396063153
"NP63",0.215329331911837,0.236751834334648,0.236751834334648,0.196770760617706,0.113082613804268,0.0372437781780931,0.0231448728023399,0.0232654934504017,-0.0811970951099808,0.15577853138365,0.0353245555219504,0.0635427469205047,0.028429666705182,-0.0638995291487106,-0.0500472322647519,0.0230137197329023,-0.0356822913451707,-0.00295693498934941,-0.0436689345653899,-0.212324875197217,-0.183112993454107,-0.0869522627882981,-0.23727466979246
"miR200b",-0.011452454574737,-0.174003612864621,-0.174003612864621,-0.0870275667767854,-0.0804410361438602,0.121074524264887,0.0894437810749966,0.0893141027492878,0.159004829862883,-0.0575329738651748,0.123046030029423,0.0422291156423994,-0.064840422678619,-0.0418726963987181,-0.0536749506240387,-0.0972493658831536,-0.123102843046421,-0.102205881788754,-0.101620523939708,0.0808995397870093,-0.138841141830574,0.166242326714266,0.174192658063609
"GRHL2",0.245561436202899,0.212154613041739,0.212154613041739,0.206599719436421,0.0616380944424407,-0.0610534287728684,0.084478385301696,0.0843683452471161,-0.168356040567995,0.103761701525479,0.118041327759902,0.00988445813981093,0.00763371768909098,-0.0099740586947563,-0.0420606639126863,0.000244544588321739,-0.118291331917399,0.173593598902735,-0.0829473389852689,-0.0616433012390459,-0.116959908438705,-0.129895282922485,-0.212537391713564
"OVOL2",0.143995055252377,0.129299001617736,0.129299001617736,0.143292282729643,0.0540438360025672,0.0241849308155375,0.0927825056399053,0.0927232840744819,-0.0917722438089541,-0.0165174602860906,0.0360526323922515,0.0250444964134702,-0.0499801328399225,-0.0249024203038378,-0.0340603271408542,-0.0654153846412015,-0.0359988956197647,0.0835877306364434,-0.0886902308027262,-0.054042755610601,-0.0693907203187824,-0.0479561153662175,-0.129449679123038
"SNAI2",0.0598123308930091,0.114209785389862,0.114209785389862,0.0581963776201004,0.0844152069921494,-0.00874656263405639,-0.0139838114710184,-0.0144756431799429,-0.0550788299757745,0.0722060513074544,0.00504079186890153,0.0538874850110645,0.0236388257809511,-0.0537265310756274,-0.0257204228247885,0.0122804656287456,-0.00522047516094074,0.0309281403455725,-0.0922641270160582,-0.0839241731080985,-0.00883959158254823,-0.106727356868722,-0.114357698917866
"KLF8",0.0587331485680669,0.113357890174456,0.113357890174456,0.0577456658817933,0.0840012147105638,-0.108924310265542,-0.0163096278306276,-0.0139999869425334,-0.0551688562865272,0.0718185350083493,0.00504114268830905,0.0514029770924325,0.0233919626976459,-0.0543071397255399,-0.0245769371420245,0.0115121117132983,-0.00480550737926428,0.0311186034067553,0.00743057117143772,-0.0819202898550725,-0.00805442797686209,-0.10619623789,-0.114129568483347
"CLDN7",0.0587331485680669,0.113357890174456,0.113357890174456,0.0577456658817933,0.0840012147105638,-0.108924310265542,-0.0163096278306276,-0.0139999869425334,-0.0551688562865272,0.0718185350083493,0.00504114268830905,0.0514029770924325,0.0233919626976459,-0.0543071397255399,-0.0245769371420245,0.0115121117132983,-0.00480550737926428,0.0311186034067553,0.00743057117143772,-0.0819202898550725,-0.00805442797686209,-0.10619623789,-0.114129568483347
"TCF3",-0.0587331485680669,-0.113357890174456,-0.113357890174456,-0.0577456658817933,-0.0840012147105638,0.108924310265542,0.0163096278306276,0.0139999869425334,0.0551688562865272,-0.0718185350083493,-0.00504114268830905,-0.0514029770924325,-0.0233919626976459,0.0543071397255399,0.0245769371420245,-0.0115121117132983,0.00480550737926428,-0.0311186034067553,-0.00743057117143772,0.0819202898550725,0.00805442797686209,0.10619623789,0.114129568483347
"CDH1",-0.0595335222173037,-0.114129568483347,-0.114129568483347,-0.0582436791268264,-0.0839241731080985,0.0088646166925496,0.0139999869425334,0.0139838114710184,0.0552643916027491,-0.0723381184096401,-0.00480550737926428,-0.0543071397255399,-0.0237657253788798,0.0538874850110645,0.0256223998339416,-0.0117437231675374,0.00504079186890153,-0.0312265803913871,-0.00798262907990296,0.0840012147105638,0.00860885784927642,0.106647492637914,0.114209785389862
"TWIST2",0.0937364341980023,0.208466703781033,0.208466703781033,0.127108595778653,0.1447455207147,-0.118165010352825,0.040128996853367,0.0402741221216749,-0.116020544593958,0.113534027716435,0.0157217494692454,0.132574200618983,-0.00456831954292088,-0.133033001183222,-0.079933055516139,-0.0324329523439582,-0.0158240818283746,0.0903924503412524,-0.0583585077106089,-0.144360398416975,0.0143024467487591,-0.195843479108228,-0.208780625346917
"TGFbeta",-0.0606704558347387,-0.104904740373635,-0.104904740373635,-0.106747165468487,-0.0893842335839202,0.0112148154685134,-0.0429770828480612,-0.0428365118389275,0.0451740295328554,-0.0821296451548154,-0.207969762239743,-0.0244443102267975,0.00860576586712629,0.0246054065896501,0.077031021241853,0.048580933062814,0.108089222020893,-0.123170340166942,0.0788389343217534,0.0888118705422194,0.0184102804471817,0.0984325200363191,0.105075426600886
"miR34a",0.11283717852276,0.147183180433665,0.147183180433665,0.0612551114801583,0.105190687421198,-0.0926444075270359,0.00739984589622853,0.0072529113541265,-0.143363785662284,0.0876674927565332,0.023856379598357,0.0311766622771553,0.0273349712252553,-0.0310499035989097,-0.0819620974869572,0.038174193415017,-0.0238394845467969,0.112477800328669,-0.0630076824249414,-0.10527205438621,0.0400849856210466,-0.136015321204113,-0.147316680979803
"GSC",0.0472850093593208,0.167477792440115,0.167477792440115,0.0443789749417975,0.123715811633919,-0.059245718932316,-0.143180552078308,-0.143054860286274,-0.130479902628076,0.103395840981435,-0.00295832257002822,0.0170627850149038,0.10727090911532,-0.0173694550890157,-0.174239891129222,0.0550084242884252,0.00290270283785862,0.105553093114742,0.0859405878543235,-0.123652592032011,0.0771227001747192,-0.15437699859851,-0.167717189121865
"SNAI1",-0.121081889387467,-0.119333978715954,-0.119333978715954,-0.116391182341752,-0.0978022192098566,-0.0756538462300991,-0.0983225711717592,-0.0983715511710729,0.00136559520722272,-0.0879546502824081,-0.0322988831792425,-0.013473278928798,-0.091329360807061,0.0135034241880728,-0.018956566634948,-0.0123657864823626,0.0322979074076511,-0.030433964298655,0.0898520488841159,0.0977728146521501,0.123581321462469,0.111311073838534,0.119437827290063
"miR200c",0.0338275633127644,0.20643618807618,0.20643618807618,0.18983810987853,0.0994090312881209,-0.126979254950827,0.0599397884019577,0.0597975024612495,-0.173320001805482,0.0729341087286029,0.0961373285007645,0.052614862074844,-0.00719538871143787,-0.0524654913544631,-0.0897275734253451,0.0315333004691805,-0.0962100491625225,0.175271632045095,-0.0849758190098249,-0.0998035576787376,0.12905612697324,-0.191856170287796,-0.206667640108471
"ZEB2",-0.328945973418268,-0.233598473307443,-0.233598473307443,-0.197089520421046,-0.14468167001543,-0.123198553819419,-0.119425510654544,-0.119366843298453,-0.113168959722524,-0.109371064949635,-0.088442702934697,-0.020274586498816,0.0061930458869143,0.0206464182165487,0.0300763078193111,0.0538693314754601,0.0887992541789315,0.111597627305279,0.125701813267179,0.14361256558407,0.151852175879593,0.214421332468999,0.234074980590075
"TWIST1",-0.178425404778454,-0.19405219760536,-0.19405219760536,-0.0900246363978697,-0.13346336107577,-0.0862994701225287,0.0448169859660326,0.0448030438259141,0.0322819471412719,-0.108335995931491,-0.0214100864170354,-0.0869971261929321,-0.0193517937866374,-0.0130804837476759,0.136915027276473,-0.0883097856712075,0.021500645407287,-0.00483796042876739,-0.0494195988917885,0.133380872270679,0.155346367902348,0.175848336009679,0.194282093442678
"miR101",-0.152229676741803,-0.149918698769151,-0.149918698769151,-0.0672607597972568,-0.0968602686051891,0.00191338584229663,0.184356752960474,0.0842278218920743,0.00618882320338063,-0.0802063687269951,-0.0209555625675011,-0.00347717898066722,-0.0180571159372855,0.00348699969801606,0.0390493187841527,-0.0249781362887236,0.0209413090732989,0.00781291622050623,-0.0672490621431828,0.0968497710196338,0.155689975704922,0.133755810638677,0.150145125057012
"FOXC2",-0.305449365061729,-0.263853829721479,-0.263853829721479,-0.24443721329987,-0.127196359931992,0.142910900174298,0.00182028824565956,0.00175353371405386,0.174685131594267,-0.0950690922637342,-0.0239601802963168,-0.0190684927211702,-0.0861145996772364,0.0192318545958886,0.106904600231426,-0.117067125506805,0.0241067266863907,-0.184987939786943,0.0255156011573576,0.127128590888891,0.188408604755198,0.229915258542856,0.264508063536737
"ZEB1",-0.306014063032377,-0.264508063536737,-0.264508063536737,-0.244950880516894,-0.127929202787492,0.142965621373595,0.00175353371405386,0.00170430339699592,0.174881440783712,-0.0952077062837811,-0.0241067266863907,-0.0192318545958886,-0.086281735330954,0.0194295626249979,0.106971488959661,-0.117271483013166,0.0244147651877731,-0.185122508576901,0.0256230781792016,0.127196359931992,0.188758690194218,0.230489009529639,0.164932787893084
"miR205",-0.311585605151299,-0.30690376432444,-0.30690376432444,-0.282400833245858,-0.151953793144513,0.0274365867105812,-0.0228182883803402,-0.022924678016738,0.0134108783898237,-0.111060796123958,-0.0442283367718589,-0.0193666813031592,-0.0880373888559067,0.0194614055731645,0.113307040008811,-0.103734386665129,0.0444314791302148,-0.0175001222569075,0.0489909512791882,0.151260105700256,0.318838925974899,0.269772551046086,0.307567110121386
