"","TWIST2","ZEB2","miR101","miR200c","miR200b","GRHL2","ZEB1","miR200a","TGFbeta","GSC","FOXC2","miR34a","miR141","CLDN7","TWIST1","CDH1","TCF3","miR205","NP63","OVOL2","SNAI1","KLF8","SNAI2"
"TWIST2",0.145195053820434,-0.174977068812272,0.146136385277574,0.120700483303654,0.0646852625373247,0.0785346509029273,0.0722678276037191,0.0475505149827448,0.0147508684948993,0.0147173034811049,0.132098646056138,-0.132148458915005,-0.0722548058315313,-0.0722548058315313,0.0334492369886837,0.13472150363031,0.0336544148807658,-0.0827160749915945,-0.0823857256428791,-0.0837548397236807,0.228978437532317,-0.14631974714352,-0.104900703786565
"SNAI1",0.126495981054677,-0.152816739971979,0.227492122784097,0.0011566331884192,0.145027220152093,-0.144754153109979,-0.135197750812726,0.143205290904541,-0.0150573198882581,-0.0150052136852781,0.19805464821178,-0.0767486986450464,0.135100079105478,0.135100079105478,0.150940620193148,0.111057673470038,0.150971787325619,0.132999195436599,0.133201351770831,0.124394884509807,0.0927410005673788,-0.22755170991702,-0.149236768504352
"TCF3",0.255851205246107,-0.139939703548402,0.248693238256909,0.0954246882453826,0.240932366156285,0.057184557686406,0.0541844249943451,0.0407873779900896,-0.183492135644072,-0.184144664192196,-0.0100212593735349,-0.0554445098534848,-0.0535663508985985,-0.0535663508985985,-0.122267176807104,0.092209217861888,-0.122605995780967,-0.0496376811594203,-0.0516608025467035,-0.0460342952253552,0.0651702853886496,-0.24855913007631,-0.241057579654358
"OVOL2",0.20665524907995,-0.124076153808765,0.243039498355135,-0.0564785325529994,0.205192768919149,-0.159361845894587,-0.106797128405805,0.152747407878057,-0.256690114381456,-0.256580574037541,0.00829323098689614,0.0534390001701016,0.106622809885243,0.106622809885243,-0.0524990417001866,-0.0953533993011576,-0.0525853664250265,0.320045002885328,0.320059047980889,0.194991647169421,0.166057608300589,-0.24295614948528,-0.239361918944992
"GRHL2",0.123800761363215,-0.0778902785036433,0.201499807984822,-0.0877454522412298,0.220803342754381,-0.0707891548429366,-0.121949072624604,0.145014735839258,-0.167961216338841,-0.168011660636695,-0.0401339843227058,0.11193543113006,0.121909550126258,0.121909550126258,-0.0575926559922578,-0.0769814874102384,-0.0578383349332371,0.107995280005667,0.10741038318702,0.247436528890754,0.0305953969811152,-0.201236592174267,-0.218245140754561
"ZEB2",-0.0928311197166531,-0.0778706111673221,-0.072043113214433,-0.0197896362074351,-0.0193380680247902,-0.0139651979857599,-0.0131333148158183,-0.00848835461427575,-0.00577726396312855,-0.00539238567703775,0.00750725514607471,0.00991382085637547,0.0126720282707048,0.0126720282707048,0.0155175150705552,0.0156574414630496,0.016100430296171,0.022283773419971,0.0241663268751926,0.0266205480470419,0.0356337577532832,0.071700058335596,0.0764372668782904
"miR200b",0.118898829660681,-0.0573799998848672,0.142810251080088,0.0336315595816904,0.0450854115567877,0.0260216908824766,0.017913364026092,0.0143241636077733,-0.0962953708662583,-0.0963805903917559,0.0775030976473012,-0.140526236937039,-0.0178488610006992,-0.0178488610006992,0.0238377740886588,0.0443859714335758,0.0243894105114519,-0.0721385902703861,-0.0712962231120425,-0.0824041367065971,0.212690542880684,-0.143253318692926,-0.108678882661136
"miR205",-0.0124741579650321,-0.0221510701290415,0.0508858753066396,0.00854960922197232,0.0326853417984794,-0.0145429085278009,-0.00592479821835417,0.0139688152365971,-0.000345170478625598,0.00027695299383909,-0.113180482787478,0.0214318499225729,0.00525524131843988,0.00525524131843988,-0.0213018283604564,-0.0632659803336394,-0.021511869133077,0.0605908393156803,0.0614034446075245,0.0716060937431419,-0.112606328582989,-0.0506017523953185,-0.0921057143906725
"FOXC2",-0.0134522238974653,-0.0136053379437265,0.0467961634569672,-0.0045868897309871,0.0392554556159947,-0.0272887673195127,-0.0166290814103943,0.0174546344822518,-0.00990555121892836,-0.00941380666556919,-0.115498857704379,0.0328604441647767,0.0161100304107642,0.0161100304107642,-0.0240081211658265,-0.0792725064766513,-0.0246277696561375,0.0715866760237053,0.0713427074685413,0.0793060275356412,-0.10376357272873,-0.0461816794352634,-0.0964813446070596
"miR101",-0.0722072454930292,-0.00329780691912093,-0.190389975951214,0.00543640003093304,0.00623649729486223,0.00178340770724158,0.00556229661355708,-0.00164928783651775,0.00534501988160532,0.00581790051278358,-0.230672712265246,0.0676358219723593,-0.00603756110714661,-0.00603756110714661,-0.183099441726452,-0.0892026003109998,-0.183131086260132,0.0306172191471588,0.0314648991807511,0.0459869056220109,-0.221778862448779,0.0905494783038733,0.0747253565577652
"ZEB1",0.0136740750425035,0.0148320252066237,-0.0464412643056391,0.00597489954150176,-0.0385651707302756,0.0277227632930574,-0.0837376557558498,-0.0166703866876396,0.00952753515153036,0.00990555121892836,0.115304947956867,-0.0332646513438876,-0.0166290814103943,-0.0166290814103943,0.0241865992346578,0.0789438529118861,0.0240081211658265,-0.0713427074685413,-0.0709805968811174,-0.0796331993555979,0.103698418151857,0.0467961634569672,0.0966144627467126
"miR200a",-0.0965768402786534,0.0161035131793357,-0.129391929551279,-0.00874247517450159,0.00465782454583393,-0.0152699571038167,-0.00717926948717177,-0.00180609617470233,0.107839584722744,0.108300906420772,-0.0803679941468674,0.133916197049681,0.0066973939445317,0.0066973939445317,-0.0301204797963154,-0.11797960653682,-0.030323091565545,0.060659740494753,0.0612390900593523,0.0721461790002048,-0.224251124206108,0.129597253566984,0.0823777563010804
"miR141",-0.0965768402786534,0.0161035131793357,-0.129391929551279,-0.00874247517450159,0.00465782454583393,-0.0152699571038167,-0.00717926948717177,-0.00180609617470233,0.107839584722744,0.108300906420772,-0.0803679941468674,0.133916197049681,0.0066973939445317,0.0066973939445317,-0.0301204797963154,-0.11797960653682,-0.030323091565545,0.060659740494753,0.0612390900593523,0.0721461790002048,-0.224251124206108,0.129597253566984,0.0823777563010804
