"","KLF8","TWIST2","SNAI2","ZEB2","GRHL2","NP63","OVOL2","ZEB1","miR141","miR200c","GSC","FOXC2","miR200a","TGFbeta","CDH1","miR34a","miR200b","CLDN7","SNAI1","miR205","TWIST1","TCF3","miR101"
"ZEB2",-0.125256918283987,-0.122228093799135,-0.120237814194691,-0.0860441164599646,-0.0372886394514785,-0.0354430162783596,-0.0338813051840113,-0.0333346114779478,-0.0333255281345901,-0.0216990208002595,-0.0175984762061713,-0.0129437198979346,0.00685351793018486,0.0175744598011192,0.0218771500311124,0.022161571260385,0.0254844836381645,0.0333255281345901,0.0336792819383937,0.035528234747526,0.0496123763887106,0.0496594642481614,0.125212171995443
"TWIST2",-0.0389237931775643,0.0573733177361974,0.0473055160881504,-0.0739911157461276,-0.160047927629691,-0.144088049208383,-0.133115232748228,-0.149163696796009,-0.149161436819018,-0.0393167643944629,-0.0367362740918473,0.0712388019049448,0.112218968268353,0.0367398216136304,-0.111175909226725,0.028437362618871,0.0628428490885007,0.149161436819018,0.11111604587991,0.144052104460595,-0.00561103780452804,-0.00562101172983758,0.0389159720553202
"CDH1",0.215478932459753,0.219873956699393,0.227890434984215,-0.0465847324611177,-0.0546493186265399,-0.0489572244525154,-0.0450981708171163,-0.0509088902944345,-0.050900868603783,-0.00269914180068224,0.191433448571845,0.0613121300161679,0.0490286087452666,-0.191337288823907,-0.216797112020475,0.0305460916035932,-0.176842213586137,0.050900868603783,0.0027677520432792,0.0487517801792745,-0.148561035061951,-0.148778830546679,-0.21547569736545
"SNAI2",0.21547569736545,0.219904734938427,0.127903326915901,-0.0465814022835241,-0.0546792677130927,-0.0489870662907726,-0.0451132930043895,-0.0509059765864669,-0.0509088902944345,-0.00270753403506802,0.191337288823907,0.0612395675424241,0.0490295412157539,-0.191348922993895,-0.216799370445942,0.0305472452988792,-0.176849634257547,0.0509088902944345,0.0027753214929802,0.0489572244525154,-0.148536098536743,-0.148561035061951,-0.2154874902273
"FOXC2",-0.0218759282275104,-0.115700335422561,0.0170446855009782,-0.0336090492907432,-0.271060651629381,-0.19853601772022,-0.165119249341115,-0.243915555778092,-0.24393213480265,-0.217714221313947,-0.118663919694369,0.0670027880987628,0.240069730564654,0.118625926185831,0.0722044218546131,0.214929917388336,0.230785474649902,0.24393213480265,0.134091371888078,0.198414033442638,0.146011128435883,0.146106892293476,0.0218125970052178
"miR141",0.0909493973233718,-0.0152530232348563,0.117606893049016,-0.023781803564607,-0.255958575824259,-0.19117396565548,-0.162854743166811,-0.237604530115168,-0.237611895512532,-0.111275324594906,0.0292944108189203,0.0490149447416141,0.131778749005803,-0.0292296439795421,-0.00357439264882997,0.213389822385695,0.0555660285549398,0.237611895512532,-0.0390579607071348,0.19099980535692,-0.0459648211529252,-0.0459722157430431,-0.0909944245197984
"miR205",0.00894762406232915,-0.0873070106840729,0.0412766891336671,-0.0211590243714512,-0.246078991826191,-0.180048195741767,-0.151442697513765,-0.223360613446477,-0.223369308990631,-0.104744962796744,-0.0707864503516153,0.0799100053601209,0.122727501945989,0.0707324906626771,0.0478620290919783,0.205659105232457,0.112012029288521,0.223369308990631,0.115686168746812,0.180008556459238,0.118930238208609,0.119008488692526,-0.00898392170298251
"TWIST1",0.13985070042474,0.121864372569601,0.190729831361662,-0.00977007501763061,-0.0906915463629745,-0.0932156305662185,-0.0933924488217134,-0.0838819227443359,-0.0838911778102505,-0.0460479341300725,-0.00904924714513291,-0.0937643209086057,0.034019058262044,0.00907024178993172,0.0309890826571869,0.0599257290185899,-0.0449858357324093,0.0838911778102505,0.0120074924233207,0.0931174296077772,-0.0985638158696523,0.00142392992919905,-0.139860659096253
"miR200b",-0.113479548967323,-0.10227225810588,-0.102568426171019,-0.00497217445658432,-0.231300847569719,-0.170280963284002,-0.144774220851435,-0.212263359465857,-0.212273403189534,-0.104572301808222,-0.175180931615244,-0.0413595138555303,0.109486302401762,0.175076395663967,0.0760616384994359,0.102727599511118,0.14247428617956,0.212273403189534,0.136147341772456,0.170327169077498,0.172411210509387,0.172519171525108,0.113457935913038
"GRHL2",-0.108263652391039,-0.106619661564041,-0.107540260740564,0.000782918179438291,0.0158242095568762,0.168283997540609,0.0208527500529673,-0.1120078105599,-0.112018510020778,-0.110379996119327,0.0260616165777293,0.0133213750238854,0.107243106655109,-0.0260411062588215,0.103526363014677,0.107102136356985,0.158178615351168,0.112018510020778,0.0140520211062411,-0.168334329907793,0.0558954659605481,0.0559156983439229,0.108262772070603
"miR200c",0.113479548967323,0.10227225810588,0.102568426171019,0.00497217445658432,0.231300847569719,0.170280963284002,0.144774220851435,0.212263359465857,0.212273403189534,0.104572301808222,0.175180931615244,0.0413595138555303,-0.109486302401762,-0.175076395663967,-0.0760616384994359,-0.102727599511118,-0.14247428617956,-0.212273403189534,-0.136147341772456,-0.170327169077498,-0.172411210509387,-0.172519171525108,-0.113457935913038
"miR200a",0.113479548967323,0.10227225810588,0.102568426171019,0.00497217445658432,0.231300847569719,0.170280963284002,0.144774220851435,0.212263359465857,0.212273403189534,0.104572301808222,0.175180931615244,0.0413595138555303,-0.109486302401762,-0.175076395663967,-0.0760616384994359,-0.102727599511118,-0.14247428617956,-0.212273403189534,-0.136147341772456,-0.170327169077498,-0.172411210509387,-0.172519171525108,-0.113457935913038
"GSC",0.0229027869293006,-0.070094585075148,-0.0382191568795981,0.010489444528918,-0.134949693560236,-0.125656968404389,-0.118728328745486,-0.12545052794196,-0.125457043779064,-0.0766664248946911,-0.0543134975451972,0.160669563295373,0.0538504108398567,0.0543208320153734,0.00971254449925941,0.0851213275328687,0.0517116857645015,0.125457043779064,0.00475802130436601,0.125565012619795,-0.063054706648276,-0.0630722762879387,-0.0229115561240937
"OVOL2",-0.0691175432499643,-0.0734202947343763,-0.0855311834736557,0.0244994456632694,0.103067228871562,0.112315874333619,0.0126556668975679,0.119543131646807,0.119552778267977,0.103701658816202,0.0530573389604229,0.00751453779527909,-0.120771930754156,-0.0530304705741795,0.091748097225615,-0.079722328356387,-0.0259006054201952,-0.119552778267977,-0.104803117603981,-0.112226201800424,-0.0480634256511288,-0.0480814099688038,0.0690999961194684
"TGFbeta",-0.134338780249364,-0.12337552806682,-0.186793711955998,0.0323139168853421,0.0177107507622083,0.01443444255387,0.0121067230553616,0.0168241887683427,0.016832937509639,-0.00450826158455543,-0.20693683881797,-0.0720538977221021,-0.0236857570020575,0.106968549959875,0.0405559967101488,-0.104986704467383,0.112990886221353,-0.016832937509639,0.0862423817389245,-0.0144262659389886,0.131045899744934,0.131018672190649,0.134383790671008
"ZEB1",0.0218125970052178,0.115654215829685,-0.0170517547811218,0.0336082920763834,0.271059518480625,0.198559008868628,0.16510669662639,0.143920736451816,0.243915555778092,0.21767762967662,0.118625926185831,-0.0670548126651684,-0.240087037420147,-0.118638961222638,-0.0721827727121476,-0.214910960621993,-0.230774360327987,-0.243915555778092,-0.134083817734238,-0.19853601772022,-0.145994903156898,-0.146011128435883,-0.0217714492775275
"TCF3",-0.215613040640352,-0.219838864054811,-0.227864246278879,0.0465936389650922,0.0545811434487975,0.0487517801792745,0.0450958408467069,0.050900868603783,0.0509045258469531,0.00272674089203523,-0.191650958087887,-0.0614375855391979,-0.0490052556679679,0.191433448571845,0.116784794299064,-0.0305884757095534,0.17683777617581,-0.0509045258469531,-0.00275132291443375,-0.0481159420289855,0.148778830546679,0.149262857652197,0.215478932459753
"KLF8",-0.215613040640352,-0.219838864054811,-0.227864246278879,0.0465936389650922,0.0545811434487975,0.0487517801792745,0.0450958408467069,0.050900868603783,0.0509045258469531,0.00272674089203523,-0.191650958087887,-0.0614375855391979,-0.0490052556679679,0.191433448571845,0.116784794299064,-0.0305884757095534,0.17683777617581,-0.0509045258469531,-0.00275132291443375,-0.0481159420289855,0.148778830546679,0.149262857652197,0.215478932459753
"CLDN7",-0.215613040640352,-0.219838864054811,-0.227864246278879,0.0465936389650922,0.0545811434487975,0.0487517801792745,0.0450958408467069,0.050900868603783,0.0509045258469531,0.00272674089203523,-0.191650958087887,-0.0614375855391979,-0.0490052556679679,0.191433448571845,0.116784794299064,-0.0305884757095534,0.17683777617581,-0.0509045258469531,-0.00275132291443375,-0.0481159420289855,0.148778830546679,0.149262857652197,0.215478932459753
"SNAI1",-0.0972960806545752,-0.0121425252040802,-0.0776262393065485,0.0840202281261137,-0.113078658006039,-0.108373100607951,-0.104999977637127,-0.106179878704935,-0.106188449107705,-0.096878843447284,-0.0543527095036804,0.0254919544036913,0.0103084237979531,0.0543345601520806,-0.0522239238547741,-0.00316923745067716,0.0335213675323262,0.106188449107705,-0.072224562353572,0.10836452427862,0.0271582545903884,0.0272119029331655,0.0972745544128386
"miR34a",-0.118428990085138,-0.259776205547436,-0.18275069488646,0.0861357004321408,-0.145513237837795,-0.131295849236714,-0.121733274688012,-0.133471485236963,-0.133472675081402,-0.154374080332939,-0.0950653504325506,0.00326826641586728,0.0857883866061841,0.0950544893279762,0.0816734377521374,0.0523947502005454,0.123727937273593,0.133472675081402,0.0256763710076929,0.131316664041717,0.11275299031047,0.112826211161879,0.118414584737873
"miR101",-0.189773919140772,0.0320063239825431,-0.091831830006052,0.104693363202701,0.12039349104873,0.11366750796923,0.108108819473563,0.109195033780841,0.109204591804638,0.00344666555147465,0.0237908027263368,0.0140987528453269,-0.107354234564444,-0.0237530728887428,-0.00175153982657864,-0.0708493067077084,-0.0885397873607047,-0.109204591804638,-0.0139766591949266,-0.113649137194508,-0.0265390347223528,-0.026588138309097,0.0897925277485826
"NP63",-0.244506009386322,-0.240670506947519,-0.266878752054542,0.114850492342667,0.187984497710614,0.243731698753184,0.103477581022045,0.0406879874514439,0.0406645769085568,-0.0150816272479812,-0.0101580039782093,-0.0527447868182171,-0.0637047296681906,0.00998512685789706,0.152973122534435,-0.0277973343036958,0.101708123113713,-0.0406645769085568,-0.0113223089700785,-0.34345224905413,0.145568342557681,0.14581292911664,0.244478595602672
