"","TWIST2","ZEB1","miR141","CLDN7","miR205","NP63","GRHL2","ZEB2","KLF8","miR200c","CDH1","GSC","TWIST1","miR200b","FOXC2","TCF3","TGFbeta","miR200a","miR34a","miR101","OVOL2","SNAI1","SNAI2"
"miR101",-0.081491276042218,0.209019177997972,0.209048181656388,0.209048181656388,0.165341423800727,0.165050115801567,0.190993191748575,-0.139687508441786,-0.0962322411551729,0.171708739739848,0.0980661339282372,0.068553690040983,-0.0082642911807592,-0.0432175604261496,0.0516944955408898,0.00831994191240265,-0.0684790688066304,-0.171708739739848,-0.128569578118684,-0.00384883920742915,-0.153988049731554,-0.0538298855324708,0.0672042944221857
"TGFbeta",-0.15831149907818,0.124396267715045,0.124438295982056,0.124438295982056,0.115801003613679,0.115678354390457,0.115206322319339,-0.125621238563418,-0.00779821205666943,0.124912681066064,0.0606902232292181,-0.146996251094052,-0.0479006809003628,-0.104846610421098,0.00915617782396689,0.0480322807460733,0.0469037240635614,-0.124912681066064,-0.163633288459945,0.00776428112343027,-0.115910878652111,0.0884815336794283,0.108854099426129
"ZEB1",-0.129068077545799,0.10422757958671,0.204278204766784,0.204278204766784,0.139258773252598,0.139287512188108,0.176642560970431,-0.105965691302832,-0.0342150258134649,0.237951028206714,0.164990992787944,0.0565572241214377,-0.011923297768707,-0.170936987084491,-0.0878402491300172,0.0120585084269125,-0.0565167469018797,-0.237951028206714,-0.190314469670683,0.0342664604730776,-0.132389584395132,-0.105396667072103,0.00782738600157682
"TWIST1",-0.0845710560666869,-0.0493528812004141,-0.0493310392448557,-0.0493310392448557,-0.0587843617534283,-0.0587058009866752,-0.0464228506120792,-0.0916368085803902,0.000473859673921818,0.0266484362143677,0.0907306451306584,0.0186841014285743,-0.0978661251718881,0.0232473417228046,0.0063484223322361,-0.0022376270645036,-0.0186649869012201,-0.0266484362143677,-0.0131030365670094,-0.000501743954158834,0.0672314924521344,0.00303044682039967,0.0673516991037214
"ZEB2",-0.0892588249966668,-0.0888915426552349,-0.0888726394812202,-0.0888726394812202,-0.0866681809353671,-0.0861646172539292,-0.0804578654657197,-0.0795439371165653,-0.0734817944944748,-0.0484811766826701,-0.0439671960619831,-0.0260626743065559,-0.0228869083572026,-0.000583156493206078,0.0177527946773364,0.0230086873040583,0.0261027016483094,0.0484811766826701,0.0559360177807572,0.0736160333601066,0.0908139796364275,0.111319626743259,0.124090661585463
"GRHL2",0.00137864169013155,0.074339765404003,0.0743067935959907,0.0743067935959907,0.172830952634437,0.172454327679997,-0.0489357145486705,-0.0701084833591065,0.00994611446780363,0.100708332643768,0.0842617221970681,0.10899992449717,0.00649500583875174,-0.0659713597383416,-0.0289400539231212,-0.00639384392187793,-0.108930632879238,-0.100708332643768,-0.0672528435953958,-0.00998748952832566,-0.0829925874759197,-0.0920551881762344,-0.0316329831606359
"KLF8",-0.0456239855551752,0.0702947340021272,0.0704812534038023,0.0704812534038023,0.0582246376811594,0.0586292619586161,0.0651596680678529,-0.0654949076333127,2.57876317947395e-05,0.06688987243032,0.0242857743738732,0.0265480582793197,-0.104451566096686,-0.0098261314296267,0.0575626562058703,0.104257955254479,-0.0265299324863163,-0.06688987243032,-0.0558361879116477,-0.000547319445235359,-0.055567211408468,0.0317102695986323,0.0243775490085474
"CLDN7",-0.0456239855551752,0.0702947340021272,0.0704812534038023,0.0704812534038023,0.0582246376811594,0.0586292619586161,0.0651596680678529,-0.0654949076333127,2.57876317947395e-05,0.06688987243032,0.0242857743738732,0.0265480582793197,-0.104451566096686,-0.0098261314296267,0.0575626562058703,0.104257955254479,-0.0265299324863163,-0.06688987243032,-0.0558361879116477,-0.000547319445235359,-0.055567211408468,0.0317102695986323,0.0243775490085474
"SNAI2",-0.0456851180584806,0.0701795724889329,0.0702016823905696,0.0702016823905696,0.0589887894367876,0.0588558576118236,0.064826001020386,-0.0653579018049265,0.000324097938328433,0.0666858539929109,0.124206954068573,0.0266056327134169,-0.104122419498458,-0.00978103708798697,0.0574028457160784,0.104170025592038,-0.0265862424301034,-0.0666858539929109,-0.0555243214297964,-0.000327566427107872,-0.055415719594411,0.0316539226910636,-0.0757349790599442
"SNAI1",-0.0759265448404514,0.0737132868191549,0.0737349830640059,0.0737349830640059,0.0746778215965024,0.0748236191951302,0.0690856449950917,-0.0447486901109507,0.0080184193793158,0.0629402162267547,-0.0438831617775766,0.0195630858069031,-0.0233768993023242,-0.0285674988153277,0.0786859572611955,0.0234141976739693,-0.0195086377521038,-0.0629402162267547,-0.0784162259448627,-0.00796569568578709,-0.0791412167985792,-0.101362716916783,0.0775309713612365
"OVOL2",0.0273891135055806,0.118691475093722,0.118718512806576,0.118718512806576,0.0640468801536147,0.0638664546952584,0.0707159415377195,-0.0407253798443702,0.0504297912253798,0.127568577552355,-0.0350513082992815,0.0123220393180241,0.00480672260193407,-0.054860910216585,-0.0177692974176984,-0.00477614926188659,-0.0121718519282534,-0.127568577552355,-0.137522893548482,-0.0504923028777712,-0.134838191244149,0.0539548549519768,-0.0400759603727803
"miR200c",0.0171810016230805,0.200776405303872,0.200791805680177,0.200791805680177,0.142345238244184,0.142092883525861,0.18318281228764,-0.0285427465555397,-0.00394072538312314,0.112994061319703,0.10871004245917,0.151482460360771,0.0231398143848867,-0.0162799807410779,-0.020528924607534,-0.0230939679261559,-0.151349517900994,-0.112994061319703,-0.0894090137043966,0.00394072538312314,-0.132569200949373,-0.150862107035565,-0.120867570418513
"miR200b",-0.00507529439246476,0.159117822426445,0.159093494295761,0.159093494295761,0.110083049203638,0.109816477318086,0.151090119519315,-0.00368751984036155,-0.0183301343018308,0.0783434977950609,0.0239493656761211,0.115021096449282,0.0144281559647916,-0.0502809367499796,-0.0135723144929427,-0.0141930079990434,-0.115168810293478,-0.0783434977950609,-0.0667366014489679,0.0183553495318298,-0.100756720826267,-0.115158580604006,-0.0798596933276539
"miR34a",0.152511089360649,0.101557841368938,0.10153785198235,0.10153785198235,0.0955794001766369,0.0953504373216026,0.0962134584234628,0.000612619923652966,0.0379529528580023,0.101078961080995,-0.0337729898427507,0.0290476992142388,0.0850675678452474,-0.0121130545702998,0.0252363660180044,-0.0849707273643517,-0.0290911436325361,-0.101078961080995,-0.0563733127522411,-0.0380086535340933,-0.0964331817671659,-0.00393875253689,-0.067135530537971
"miR141",0.00507529439246476,-0.159117822426445,-0.159093494295761,-0.159093494295761,-0.110083049203638,-0.109816477318086,-0.151090119519315,0.00368751984036155,0.0183301343018308,-0.0783434977950609,-0.0239493656761211,-0.115021096449282,-0.0144281559647916,0.0502809367499796,0.0135723144929427,0.0141930079990434,0.115168810293478,0.0783434977950609,0.0667366014489679,-0.0183553495318298,0.100756720826267,0.115158580604006,0.0798596933276539
"NP63",0.0426369417699301,-0.128053423240153,-0.12802119133328,-0.12802119133328,-0.142075355511352,-0.241575570472659,-0.136805106815933,0.0153124078572377,-0.00180023318369566,-0.0964554936514354,-0.152002246494813,-0.021445638571859,0.117156033019498,0.133506328142201,-0.060852710117386,-0.116754372523593,0.021476448355677,0.0964554936514354,0.130744490767954,0.00208807791202506,0.144318428398173,-0.0294989013192296,-0.00927094589559887
