"","miR200b","miR200c","CDH1","miR200a","miR101","OVOL2","GRHL2","CLDN7","miR34a","TWIST1","TCF3","FOXC2","SNAI1","TGFbeta","GSC","miR141","ZEB1","NP63","miR205","ZEB2","TWIST2","KLF8","SNAI2"
"GSC",0.158850614122489,0.16688132070441,-0.00500239291786958,0.0191236478195366,-0.0302769125984433,0.188063078586753,0.160136282994054,0.142000472635898,0.0934732071414394,-0.105664107625135,-0.105660913145196,-0.012219280783358,0.00860241762823723,-0.013285545111885,-0.0133008252580854,-0.142000472635898,-0.14201881351071,-0.176617321192638,-0.176638394393274,-0.200535954287957,0.0314874935717075,0.0303675276113048,-0.0251731041807937
"miR200b",0.132764017658493,0.192294121900202,-0.0407412824290134,0.00201566303592895,0.00510084258739678,0.232051911396395,0.218527459948659,0.191918215701328,0.102849464426965,-0.0555000438614422,-0.055566595172503,-0.0100587631432625,0.0640695240211564,0.0671645150511691,0.0671020207324708,-0.191918215701328,-0.191962184891648,-0.226117298449951,-0.226170612827062,-0.193075242337731,0.0814813458947994,-0.00502699798525709,0.0746354238875931
"miR141",0.193031520585264,0.191262076720604,0.0151589485739963,-0.00234451218121461,0.0144419284031783,0.233642472547386,0.221381606341703,0.194739660572888,0.182453371036579,0.0472545827767582,0.0471259169087073,0.0465671281988067,-0.0156794196072902,-0.115167144211431,-0.11520009576129,-0.194739660572888,-0.194806395536875,-0.228115328824198,-0.22824683762107,-0.186692173183092,0.035629855559215,-0.0144023044703228,-0.0806621512318849
"GRHL2",0.085271478046805,0.0807450405408706,-0.116940042622238,-0.0658705850165955,-0.00883999504478523,0.270442591461429,0.136697489723922,0.0596049774834563,0.0706517148349446,0.000636637568604396,0.000636637568604396,0.0331571847758952,-0.00808308953171223,-0.138048381546559,-0.13811434716683,-0.0596049774834563,-0.059627031474246,-0.359041673447889,-0.358824723589341,-0.023758214297313,0.0317635177342047,0.00880742318862959,0.00700640380326666
"CDH1",0.0290957522274301,0.0345267254598087,0.101046848324629,-0.0111544380805069,0.0128391858521256,0.0620615217450581,0.0507312945126326,0.0456316519971095,0.0272593763501216,0.0630795116701189,0.0630529512451521,-0.0292891248802221,0.00112277236313534,0.000709908504916461,0.000797884444519956,-0.0456316519971095,-0.0456557170690641,-0.0578173892003382,-0.0582539582809751,-0.0235589954729001,-0.0173422634423594,-0.0127194873629146,-0.0209165206729532
"CLDN7",0.0289670673279375,0.0344354361576411,0.200943568968183,-0.0112414813686202,0.0127194873629146,0.0622176297624863,0.0507410338237386,0.0456279947539394,0.0272381842971414,0.0630529512451521,0.0629561458240485,-0.0293667878230502,0.00109402138765581,0.000797884444519956,0.000888513409537175,-0.0456279947539394,-0.0456316519971095,-0.0582539582809751,-0.0583695652173913,-0.0235189162050147,-0.0171036334592039,-0.0132112173584443,-0.0209364240890079
"ZEB1",-0.175758107327847,-0.169827927551017,0.156095922345188,0.181235893580035,0.00233761617078417,-0.224105755963939,-0.208347444053587,-0.161633449873391,-0.164447815425432,0.0171295150209713,0.0171012710168128,-0.0937040360239995,-0.087081644029928,0.00875637684441402,0.00879593932454702,0.161633449873391,0.0616264514194131,0.217324182547833,0.217134505573468,-0.0171971582483721,-0.138983835676063,-0.00238684648784211,-0.0309533720876173
"FOXC2",-0.175724080403829,-0.169793313840032,0.156049034001456,0.181151337228913,0.00238684648784211,-0.223970881050406,-0.208256414436855,-0.161531000003685,-0.164397060212321,0.0171012710168128,0.0172083012105938,-0.0937060629551581,-0.087081171895313,0.00879593932454702,0.00891860408068297,0.161531000003685,0.161633449873391,0.217134505573468,0.217134505573468,-0.0171580355064485,-0.138953619391076,-0.00240567468906423,-0.0309276111515008
"TGFbeta",-0.0747153318222913,0.00420767643874795,-0.078563318853324,0.00686478878335545,-0.0101059388918643,-0.0033957782116575,-0.00290619270410779,-0.00238390499330376,-0.0568294069224747,-0.0724431935788978,-0.072506724538896,-0.0153988038161646,0.0207902960696631,-0.0935696136979986,0.00640996953940489,0.00238390499330376,0.00236383435150639,0.00322602708443717,0.00326963569713818,-0.0129007471591691,0.0388322280148505,0.00994874865012374,0.0354512607860537
"OVOL2",-0.11696207540725,-0.205070046695689,-0.10829014900577,0.210883244191214,-0.0999668204330186,0.0374762409562503,-0.0495625151786383,-0.212292485222272,-0.142289048232243,-0.00243966287816289,-0.00238211306160293,0.0174334996359975,-0.101142028524976,-0.246047204052722,-0.246019646733498,0.212292485222272,0.21234153353554,-0.143068655104379,-0.142879586510293,-0.00718849533583783,0.0585772679290415,0.0999218559111231,0.0787982967297086
"TCF3",-0.0289670673279375,-0.0344354361576411,-0.200943568968183,0.0112414813686202,-0.0127194873629146,-0.0622176297624863,-0.0507410338237386,-0.0456279947539394,-0.0272381842971414,-0.0630529512451521,-0.0629561458240485,0.0293667878230502,-0.00109402138765581,-0.000797884444519956,-0.000888513409537175,0.0456279947539394,0.0456316519971095,0.0582539582809751,0.0583695652173913,0.0235189162050147,0.0171036334592039,0.0132112173584443,0.0209364240890079
"KLF8",-0.0289670673279375,-0.0344354361576411,-0.200943568968183,0.0112414813686202,-0.0127194873629146,-0.0622176297624863,-0.0507410338237386,-0.0456279947539394,-0.0272381842971414,-0.0630529512451521,-0.0629561458240485,0.0293667878230502,-0.00109402138765581,-0.000797884444519956,-0.000888513409537175,0.0456279947539394,0.0456316519971095,0.0582539582809751,0.0583695652173913,0.0235189162050147,0.0171036334592039,0.0132112173584443,0.0209364240890079
"SNAI2",-0.0291109162081364,-0.0345574969858899,-0.101062657302897,0.011151640669045,-0.0128357173633461,-0.0620413588286939,-0.0507041977200371,-0.0456557170690641,-0.0272686059124096,-0.0631837916846274,-0.0630795116701189,0.0292649373889741,-0.0011169839604228,-0.000740502063033449,-0.000709908504916461,0.0456557170690641,0.0456881106458805,0.0577224378967925,0.0578173892003382,0.0235675587867123,0.0173219948459222,0.0128391858521256,-0.0790565645924735
"TWIST2",-0.0431360987205289,-0.0956635705816918,-0.0693900484104257,0.0390176327376002,0.0130489122811077,-0.180942158901798,-0.148874190984403,-0.134548693640525,-0.0568552576346792,-0.112389963278032,-0.112275975560209,0.066118748601465,-0.012948853317505,0.00867552603178988,0.00872764731337306,0.134548693640525,0.134599812167708,0.168534276940117,0.16859760816241,0.0548247937936032,-0.100857787895666,-0.012990688371068,-0.0760209764830057
"ZEB2",-0.233734900883976,-0.220642495220904,-0.195201327951058,-0.162009653554084,-0.100481173708098,-0.0804132056872681,-0.0744506557732461,-0.066258509724196,-0.0630729420446671,-0.0219486992457793,-0.0218853741934143,-0.00579933382859451,0.0185393306143763,0.058945748822337,0.0589599123432652,0.066258509724196,0.0663009804917876,0.0778567797009066,0.0780349637728,0.083430911653064,0.0869718960154325,0.100506032757289,0.112683450412996
"miR101",-0.103730677393776,-0.0911967171898975,0.0312740195836,0.00124953094695739,-0.0694494885495133,-0.156538915260766,-0.10900650579009,-0.0935206017109011,-0.0289113589407627,0.00407268915727758,0.00419817610117946,-0.00976659567513842,0.00691413301701118,0.00967148450640145,0.00973101380571645,0.0935206017109011,0.0935634480244702,0.140799071989497,0.140830564746163,0.0878886956285884,-0.00757984571415047,-0.0304734186467012,0.057700798535785
"miR34a",0.062817461222974,0.036326697087291,-0.0350309947607901,-0.109885277396004,0.0670411196078917,0.108932204153559,0.0642985119447707,0.0549273821843974,0.00614275567378431,-0.0265067883563662,-0.0265406431586305,0.0658895857471194,0.0182602309688032,0.0289577143593387,0.0289378023342857,-0.0549273821843974,-0.0549402325043466,-0.0926595570683319,-0.0925895436333214,0.092241877795263,0.00588303355601689,-0.0671246706220282,-0.101256460024006
"TWIST1",0.00742595173448775,0.0493205583390283,-0.00614817125107834,-0.149606751948696,-0.044935288357584,0.223599277879757,0.203895364652291,0.181744951815634,0.130411674238266,-0.0953162465774738,0.00467803479532357,-0.0774082203725449,0.0290953297279166,0.0101167934922223,0.0100525561461961,-0.181744951815634,-0.181797150387392,-0.214951626326439,-0.214931986134751,0.100292599868324,0.13030106296371,0.0449571974349131,0.0735695739862588
"SNAI1",-0.0702330448546109,-0.119704183768123,-0.0477220833175501,-0.0022365153051949,0.0560535378349958,-0.149650391805812,-0.125408772240313,-0.113913882044462,-0.0970338413671666,0.0024924667316888,0.002508305766223,0.00436371136042085,-0.109593650253965,0.0101732222518573,0.0102179125907428,0.113913882044462,0.11392816604908,0.139301613020712,0.139242803905299,0.128515973597738,-0.0478065211590957,-0.0559808477723201,-0.0301434430769108
"NP63",-0.12128797006731,-0.0548642402920698,-0.109399765413579,-0.0539205984934382,-0.0108841602890697,-0.160073617308236,-0.156699394025031,-0.00079218713209193,-0.00334412379995508,-0.069868735959744,-0.0698664920463591,0.0302100890768906,0.012264261378557,0.0275402583809731,0.0275026019785289,0.00079218713209193,0.000792526415322178,0.258771218205329,0.358846454662767,0.152588892506364,0.0135743846662389,0.0108238499650388,0.0203740932943809
"miR200c",-0.132764017658493,-0.192294121900202,0.0407412824290134,-0.00201566303592895,-0.00510084258739678,-0.232051911396395,-0.218527459948659,-0.191918215701328,-0.102849464426965,0.0555000438614422,0.055566595172503,0.0100587631432625,-0.0640695240211564,-0.0671645150511691,-0.0671020207324708,0.191918215701328,0.191962184891648,0.226117298449951,0.226170612827062,0.193075242337731,-0.0814813458947994,0.00502699798525709,-0.0746354238875931
"miR205",-0.0281701568157873,-0.0282104710349844,-0.165169468718012,-0.17417807511077,-0.0219094126182671,0.202038727647871,0.18982757675639,0.154201208484871,0.157756276468791,-0.0181585140150966,-0.0181791062477064,0.0938749749866074,0.0956491981896305,0.0124441555675134,0.0123314750406129,-0.154201208484871,-0.154273878389592,-0.196511887558981,-0.196383059890761,0.203081095556421,0.148482036956346,0.0218580952642399,0.0505523187696344
"miR200a",0.00946671153743917,-0.020099968627312,-0.116296992959417,-0.184045792969526,-0.00797238198985005,0.205142281141122,0.195353341265297,0.16885744467622,0.160818217945245,0.0388850298341087,0.0388391833753779,0.0442706536286148,-0.0106651814217274,-0.0759027806070166,-0.0759686837067348,-0.16885744467622,-0.168921054926174,-0.20043573893673,-0.20038242455962,0.204978243079796,0.0563512599987404,0.00791834935413808,-0.0439066010013117
