"","miR200c","miR200a","SNAI1","miR200b","CDH1","miR34a","GRHL2","miR141","CLDN7","OVOL2","SNAI2","TCF3","TWIST1","FOXC2","miR205","NP63","TWIST2","ZEB1","miR101","KLF8","ZEB2","TGFbeta","GSC"
"miR200c",0.304804299772661,0.304804299772661,0.311091328289566,-0.113802828210846,-0.100809866796118,0.36144594572148,0.362909475049578,0.348351706095344,0.348351706095344,0.236125497564926,-0.216520273214261,-0.098725771682131,-0.100182505935351,-0.127800655514766,-0.269280058225789,-0.274693244648395,0.0107764727111863,-0.351137388655645,0.0045803404183317,0.00389772812050381,-0.246356255472817,-0.197761643251425,-0.19686058880183
"miR200a",0.304804299772661,0.304804299772661,0.311091328289566,-0.113802828210846,-0.100809866796118,0.36144594572148,0.362909475049578,0.348351706095344,0.348351706095344,0.236125497564926,-0.216520273214261,-0.098725771682131,-0.100182505935351,-0.127800655514766,-0.269280058225789,-0.274693244648395,0.0107764727111863,-0.351137388655645,0.0045803404183317,0.00389772812050381,-0.246356255472817,-0.197761643251425,-0.19686058880183
"GSC",0.194261318862058,0.194261318862058,-0.164478205528093,0.0144167563495552,0.0592562928771674,0.0443298947755989,0.19872336115951,0.190858535030885,0.190858535030885,0.161228441238001,0.106858039718518,0.0697484659165527,0.0687645660954436,0.0114486571356219,-0.171841704399316,-0.174765132051187,-0.0650173715744952,-0.192423301245063,0.0832412472752059,0.0828719667389209,-0.198513209842173,-0.0923850709701065,-0.0919737294343907
"TGFbeta",0.16675778617327,0.16675778617327,-0.238250627064877,0.131118771794407,0.123973574838722,-0.0636777913329291,0.180810430582316,0.173972195997069,0.173972195997069,0.150365679329987,0.234808004383626,0.0553031412132817,0.0543660595533084,0.109331160887999,-0.156880890888254,-0.160824744799401,-0.167237446213399,-0.175884396374122,-0.000349832887998027,-0.000876801055242905,-0.157120881692674,-0.182525197282047,-0.0818549193099965
"TWIST2",0.179270516815182,0.179270516815182,0.227270758448319,-0.00301083618227223,0.0428064943569375,0.21766202237654,0.2126152826818,0.202473071946663,0.202473071946663,0.169123681255062,0.0573224720563172,-0.118495720688226,-0.119129777368619,-0.137061068312526,-0.18306272261406,-0.18539913122026,-0.133473657773429,-0.20369701091437,-0.114491409634241,-0.114783398198022,-0.148196237481472,-0.0772589394811824,-0.0768717138342372
"TWIST1",0.196363882357645,0.196363882357645,0.316330854064592,-0.136124816339193,-0.223811896324141,0.256160963649843,0.246055136518064,0.235738533207766,0.235738533207766,0.19088251148392,-0.277237784099179,-0.044173253612807,-0.145175647266765,-0.180905118415233,-0.207559958681466,-0.211138401607069,0.134298654913401,-0.237612375553271,0.0619864123340759,0.0615641646619154,-0.140894410736709,-0.0416167320282056,-0.040997233330187
"GRHL2",0.374873059745205,0.374873059745205,0.229531303862482,-0.309947836297115,-0.230221690255031,0.409225699299638,0.41634546963569,0.40894433613867,0.40894433613867,0.291133524703791,-0.247816553209079,-0.0455530342889203,-0.0478335129293041,-0.11460765220031,-0.476309078950392,-0.484700699479056,0.071870973538899,-0.413292902738447,0.149127340720611,0.14812465574328,-0.122466459518957,-0.146599854011397,-0.145075992749846
"FOXC2",0.434372462592442,0.434372462592442,0.212995615855613,-0.345977411654572,-0.244856551209555,0.47591428732243,0.509873771637426,0.502034785516985,0.502034785516985,0.324899751103297,-0.142203401515028,-0.141244551892526,-0.144630085916861,-0.172629459182558,-0.370153464962944,-0.382162139400461,-0.102125696704264,-0.508399005431369,0.0368871252867976,0.0354818568137647,-0.121775655410799,-0.0858108768604266,-0.0836474179314094
"TCF3",0.0627472786691698,0.0627472786691698,0.194416408399375,-0.231868092220307,-0.249179692200665,0.118826735127029,0.0726543415565293,0.0696540028827185,0.0696540028827185,0.0579986800890974,-0.275892255182892,0.00941572332649969,0.00854447453656746,-0.126686994068021,-0.0579347826086956,-0.0621544357878864,0.227158249420289,-0.0715667410606799,0.172507504173974,0.172105179632177,-0.0543253677053791,0.18315117402391,0.183966834709065
"KLF8",0.0627472786691698,0.0627472786691698,0.194416408399375,-0.231868092220307,-0.249179692200665,0.118826735127029,0.0726543415565293,0.0696540028827185,0.0696540028827185,0.0579986800890974,-0.275892255182892,0.00941572332649969,0.00854447453656746,-0.126686994068021,-0.0579347826086956,-0.0621544357878864,0.227158249420289,-0.0715667410606799,0.172507504173974,0.172105179632177,-0.0543253677053791,0.18315117402391,0.183966834709065
