"","miR200c","miR200a","SNAI1","miR200b","CDH1","miR34a","GRHL2","miR141","CLDN7","OVOL2","SNAI2","TCF3","TWIST1","FOXC2","miR205","NP63","TWIST2","ZEB1","miR101","KLF8","ZEB2","TGFbeta","GSC"
"OVOL2",0.167051750677254,0.167051750677254,0.227037137197941,-0.190251290784846,-0.206341482244042,0.231789184255816,0.166670683938202,0.187369335110121,0.187369335110121,0.0563680941219256,-0.224742882530943,-0.0149194600471645,-0.0157107700248639,-0.087098320472915,-0.159544259074265,-0.162408378176675,0.149858460777962,-0.188864561391322,0.137583092121265,0.137249696641845,-0.0366126881893994,-0.0105783791772236,-0.0100609905087932
"CLDN7",-0.0627472786691698,-0.0627472786691698,-0.194416408399375,0.231868092220307,0.249179692200665,-0.118826735127029,-0.0726543415565293,-0.0696540028827185,-0.0696540028827185,-0.0579986800890974,0.275892255182892,-0.00941572332649969,-0.00854447453656746,0.126686994068021,0.0579347826086956,0.0621544357878864,-0.227158249420289,0.0715667410606799,-0.172507504173974,-0.172105179632177,0.0543253677053791,-0.18315117402391,-0.183966834709065
"CDH1",-0.0641293562438465,-0.0641293562438465,-0.195274830381549,0.232765928243204,0.149868537082652,-0.12060686757736,-0.0748262079331809,-0.0715667410606799,-0.0715667410606799,-0.0592312344356572,0.276674773698307,-0.00854447453656746,-0.00779547055250371,0.127756353050039,0.0621544357878864,0.0640547953153646,-0.22727054588295,0.0726159781978989,-0.172711315115063,-0.172507504173974,0.0546549083524366,-0.182862694780094,-0.18315117402391
"SNAI2",-0.0648771975746684,-0.0648771975746684,-0.195842539109125,0.233333448287082,0.150279365206208,-0.121602506609179,-0.0759699778101044,-0.0726159781978989,-0.0726159781978989,-0.0599611320080421,0.177130062443651,-0.00779547055250371,-0.00745996094060672,0.128353402176107,0.0640547953153646,0.0656798190531905,-0.22732684753972,0.0734052502679513,-0.17293954167675,-0.172711315115063,0.0549279829151129,-0.182560637255587,-0.182862694780094
"miR34a",0.0435521622780616,0.0435521622780616,0.0565937444640759,-0.041883190665891,-0.0581857347195011,0.0805840565416749,0.0937163945073784,0.0866430301888709,0.0866430301888709,0.0957880601070934,0.0568379040816981,-0.109177782551475,-0.109317138365447,-0.120808645617624,-0.0950820332352049,-0.0954018243302529,-0.208220796700788,-0.0868898039256725,-0.0579001261074237,-0.0578905225425804,0.119731510840113,0.000787967112870888,0.000886923843437053
"ZEB1",-0.438972624782402,-0.438972624782402,-0.216288282660772,0.349190134646342,0.247253296222909,-0.481877107600055,-0.516867188043154,-0.508399005431369,-0.508399005431369,-0.329198388198972,0.144853902295644,0.144630085916861,0.146682283240291,0.175940789052091,0.382162139400461,0.390780946159858,0.101821943523602,0.412775220503858,-0.0379606401110012,-0.0368871252867976,0.123279735534175,0.0874352253944423,0.0858108768604266
"miR141",0.131202759895758,0.131202759895758,-0.131421829252601,-0.202421283692656,-0.148591095092373,0.230252330061856,0.397095592097497,0.384000602705046,0.384000602705046,0.262034479206022,0.0641806053477167,-0.0247910336108957,-0.0268896182863471,0.0138051689563834,-0.29524340650413,-0.3024266302468,-0.113437842683095,-0.38789779068561,0.0339488198525639,0.0331527390197408,0.13917051904923,0.0994131731696304,0.100776685577593
"miR205",0.128726797483454,0.128726797483454,0.126687865466169,-0.304237811594103,-0.228654027459658,0.370128474964894,0.412403108655411,0.398552581001978,0.398552581001978,0.265274272712195,-0.114726975293178,-0.117064029335074,-0.119304464243027,-0.137588723056176,-0.301230162984642,-0.309435494468142,-0.0852502930074321,-0.402974886314956,0.0537336675301173,0.0528337363704703,0.168259826963412,0.0215367860201814,0.0231809694831238
"NP63",-0.107334897203991,-0.107334897203991,-0.204059547093601,0.139073408561387,0.139298670814779,-0.100619862953056,-0.213629248839401,-0.0677928845495744,-0.0677928845495744,-0.120456341578977,0.308657606736133,-0.0371088676071852,-0.0362898392216809,0.108280395043696,0.360907620202254,0.262724043246106,-0.251501483166311,0.0687764666340627,-0.216283412905539,-0.21606136125797,0.183865153545921,0.0275292807200081,0.0273581152543525
"ZEB2",-0.292474484513521,-0.292474484513521,-0.207162935464449,-0.198660045673398,-0.187252877104942,-0.133376526454732,-0.0956586947140369,-0.0900559330215619,-0.0900559330215619,-0.0662765189743856,-0.0232057055712425,0.0500052995429077,0.0504583172252108,0.0551481837244391,0.0756474614436055,0.0764764047345878,0.0864788376593935,0.0905010168460913,0.125623163232783,0.125803142748927,0.188263734662357,0.241861875135179,0.241952398508068
"SNAI1",-0.214645568551442,-0.214645568551442,0.0461014371679986,-0.0038007698373814,-0.083103830530313,-0.0036801597344233,-0.237918671311912,-0.228937024196308,-0.228937024196308,-0.189315698221061,-0.083853844728283,-0.173973355910452,-0.173018415409019,-0.191907647275558,0.203857896978083,0.207319058458112,0.0190525896144166,0.230723451303488,-0.094116595345154,-0.0936757753513311,0.196198306609487,0.0938754611012908,0.093307366880786
"miR101",-0.35542522508547,-0.35542522508547,0.0872087983986781,0.0438845702192038,-0.00281649917266697,-0.205216960723053,-0.406404584762053,-0.392783384843681,-0.392783384843681,-0.280540873214188,-0.0533003739108531,-0.139842943848243,-0.137753313434572,-0.153526605378451,0.316508004569963,0.323958665917853,0.0595938441932217,0.39662010743028,-0.0927679688838623,0.0081717658105578,0.304296634495866,0.142376345655136,0.141154737357926
"miR200b",-0.377001684357466,-0.377001684357466,0.0592684197940782,0.032141723483374,0.0190208201547949,-0.277453864519121,-0.430866860853118,-0.418756742127011,-0.418756742127011,-0.285563468232706,-0.0712844876907013,0.0436348960608426,0.0460706740456689,0.00774995115067683,0.321835091207103,0.329842910649079,0.133468455860312,0.42298023953015,-0.00404452026853393,-0.00306472847429021,0.321158332300597,0.0502203328294824,0.048946584988377
